cell_id,PRG1_G1,PRG1_G2,PRG1_G3,PRG1_G4,PRG1_G5,PRG1_G6,PRG2_G1,PRG2_G2,PRG2_G3,PRG2_G4,PRG2_G5,PRG2_G6,PRG3_G1,PRG3_G2,PRG3_G3,PRG3_G4,PRG3_G5,PRG3_G6,PRG4_G1,PRG4_G2,PRG4_G3,PRG4_G4,PRG4_G5,PRG4_G6,PRG5_G1,PRG5_G2,PRG5_G3,PRG5_G4,PRG5_G5,PRG5_G6,PRG6_G1,PRG6_G2,PRG6_G3,PRG6_G4,PRG6_G5,PRG6_G6,PRG7_G1,PRG7_G2,PRG7_G3,PRG7_G4,PRG7_G5,PRG7_G6,PRG8_G1,PRG8_G2,PRG8_G3,PRG8_G4,PRG8_G5,PRG8_G6
pertC_b1_c028,5.8328,5.2849,5.5713,5.6199,5.6663,5.6663,3.977,3.3024,4.1964,3.6955,4.3762,3.6955,3.6955,2.6454,4.3762,4.3762,3.977,4.6607,5.7937,5.5713,5.753,5.5713,5.9417,5.5713,4.5285,4.1964,4.1964,3.6955,4.1964,3.6955,5.6663,5.9755,5.6663,5.753,5.7937,5.7937,5.8328,5.4664,5.4095,5.1426,5.8704,5.9067,5.8704,5.753,5.5713,6.0706,5.5713,5.5713
pertC_b1_c029,3.8918,3.4965,3.8918,4.3944,3.4965,0.0,3.8918,3.4965,3.4965,3.8918,4.3944,3.4965,2.8332,4.7274,3.8918,3.4965,4.3944,2.8332,3.8918,3.8918,3.4965,4.9767,4.1744,4.7274,5.7203,4.7274,6.142,5.6095,5.6664,6.107,5.6664,5.8665,5.8665,5.5491,6.107,5.4848,5.8201,6.107,5.9532,5.4848,6.2403,6.1759,6.1759,5.5491,6.0707,6.0331,6.2086,6.0707
pertC_b1_c030,3.1262,3.1262,4.1951,3.7971,3.7971,4.1951,4.1951,4.479,0.0,3.1262,4.6999,3.7971,4.1951,4.1951,0.0,4.1951,4.479,3.7971,0.0,4.1951,3.7971,4.1951,3.1262,0.0,6.0281,6.1744,6.2188,5.9172,5.8567,6.2613,5.7236,5.9172,6.0281,5.7924,6.5485,5.7924,4.479,4.479,5.1665,3.7971,4.1951,4.1951,6.3412,6.6661,6.2188,6.0793,6.5168,5.7924
pertC_b1_c031,5.9213,5.6221,5.7171,6.1215,5.3357,5.8446,5.267,5.7614,5.6221,5.9926,6.0908,6.1513,3.3516,4.2466,4.2466,4.2466,4.2466,3.7453,5.7614,5.571,6.0908,5.1137,5.8446,5.7171,5.3357,5.5172,5.7171,5.5172,5.8039,5.8039,3.7453,3.7453,4.2466,4.0271,3.3516,0.0,3.3516,4.0271,3.3516,2.6929,3.3516,3.3516,5.8837,5.3357,5.8039,5.8039,5.7614,5.0273
pertC_b1_c032,6.3287,6.0416,6.6911,6.9226,6.0416,6.6002,4.2617,4.6624,4.9478,4.2617,3.5825,4.2617,3.5825,4.9478,0.0,0.0,4.2617,4.6624,6.4463,5.9548,6.5515,6.1954,6.3287,6.8512,3.5825,4.6624,3.5825,4.6624,0.0,4.9478,4.6624,3.5825,4.6624,3.5825,4.2617,4.2617,4.9478,0.0,3.5825,4.9478,4.2617,0.0,3.5825,3.5825,4.6624,0.0,4.2617,3.5825
pertC_b1_c033,3.495,4.1728,4.5731,4.5731,3.495,4.1728,4.1728,4.1728,4.1728,4.5731,4.5731,4.1728,4.1728,4.1728,0.0,0.0,3.495,4.8582,4.5731,0.0,4.5731,4.5731,3.495,3.495,3.495,4.5731,5.2611,5.2611,4.1728,5.2611,6.3562,6.4102,6.1743,6.4102,6.601,6.5566,4.1728,4.1728,5.0798,0.0,4.1728,4.1728,6.5566,6.4102,6.5101,6.5101,6.4614,5.8649
pertC_b1_c034,5.6058,4.9163,5.3836,5.6701,4.1625,5.5371,5.5009,5.297,5.7594,5.6058,5.2507,5.4242,4.9163,5.572,5.2507,5.3836,5.0406,5.2507,5.8673,5.3836,5.7008,4.9163,5.2022,5.3836,5.2507,4.7744,5.4242,5.4633,4.9163,5.7305,5.4633,4.9163,5.297,5.2022,5.5009,5.0974,4.9804,5.5009,4.8479,5.0406,5.5371,5.3412,5.8414,5.3412,5.2507,5.2022,5.5009,4.7744
pertC_b1_c035,4.1865,3.7886,3.1179,0.0,3.7886,0.0,3.7886,4.8721,4.1865,3.7886,4.6913,4.1865,6.5705,6.2933,6.4415,6.0195,6.0707,6.0707,4.4704,3.7886,3.1179,0.0,4.4704,3.7886,5.7837,5.7837,6.2933,6.1193,6.3325,6.3702,5.7837,6.1193,6.0707,5.4747,6.4065,5.9085,3.1179,4.6913,4.6913,3.7886,4.4704,3.7886,3.1179,4.1865,3.7886,4.4704,4.1865,3.7886
pertC_b1_c036,3.3596,3.3596,4.0352,3.3596,4.0352,3.3596,2.7006,4.0352,4.2548,4.0352,3.7534,4.7195,3.3596,4.2548,4.2548,2.7006,3.7534,2.7006,5.7254,5.5793,6.0347,5.4685,6.1298,5.4082,5.5793,5.4685,6.0674,5.7254,5.6304,5.8528,5.6304,5.5793,5.9296,5.4082,5.7697,6.0009,5.2016,5.8121,5.4685,5.4685,6.0347,5.679,5.5793,5.8121,5.7697,5.9296,5.892,5.4082
pertC_b1_c037,5.4955,4.8425,5.2453,5.5317,4.6897,5.2916,5.0353,5.6647,5.5317,5.2916,5.1968,5.6647,5.2453,5.4955,5.7821,4.8425,5.2916,5.8872,5.2916,5.2453,5.7252,4.975,5.3782,4.975,5.0353,5.1968,5.5317,5.2916,5.5317,5.2916,5.1968,5.0921,5.5317,5.4955,5.2453,5.4579,4.6035,5.4188,5.1458,5.0921,5.4188,5.3358,5.4579,5.0921,5.4955,5.2916,5.7252,5.1968
pertC_b1_c038,4.6618,4.441,4.6618,3.0894,4.1572,3.0894,3.0894,4.1572,3.7595,4.1572,4.441,3.0894,4.1572,3.7595,4.441,4.441,4.441,4.441,4.441,3.7595,4.441,4.441,3.7595,3.7595,5.754,5.6114,6.136,5.9358,6.1804,6.2636,3.0894,3.0894,3.0894,4.441,4.1572,4.1572,6.136,6.2636,5.8788,5.6114,6.4118,6.2636,6.51,6.136,5.9358,6.3767,6.3028,5.9898
pertC_b1_c039,4.6453,3.8107,4.4927,3.8107,4.3126,4.4927,4.3126,0.0,3.8107,4.3126,3.8107,4.0928,5.3336,5.8282,5.4665,5.6377,5.6888,5.6377,5.6888,5.3336,5.9881,5.6377,6.1576,5.7838,4.6453,5.1803,5.5269,5.5839,5.8282,5.8282,5.4665,5.5839,5.7838,5.5839,6.2751,5.7375,5.2599,5.7838,5.5269,5.7838,5.8706,6.2751,3.4163,3.8107,4.0928,3.4163,4.4927,3.4163
pertC_b1_c040,5.4491,5.4491,5.5095,5.8938,5.4491,6.1084,5.8531,5.9706,6.0757,5.72,5.3848,5.4491,5.8107,6.0757,5.7664,5.5664,5.5095,5.8107,5.72,5.3848,5.9706,5.0764,5.7664,5.72,5.6714,5.2425,5.5095,5.8531,5.6714,5.933,2.739,4.4754,3.7936,4.0756,3.7936,4.2954,4.6279,4.2954,2.739,3.3993,2.739,4.2954,4.0756,3.7936,0.0,4.2954,4.7602,4.0756
pertC_b1_c041,4.3519,4.1722,3.9529,4.3519,4.1722,4.1722,5.385,5.385,5.8822,5.8822,5.3247,5.5955,5.6418,5.6861,5.6861,5.3247,5.0386,5.9837,3.9529,3.6716,3.2788,3.9529,4.1722,3.9529,5.1918,5.4958,5.2605,5.5955,6.0461,5.8459,5.0386,5.0386,5.4419,5.3247,5.7692,5.6861,5.6861,5.5955,5.3247,4.7531,5.7285,5.5955,5.8083,5.9172,5.1918,5.9172,5.4419,4.9522
pertC_b1_c042,4.1935,3.5153,4.1935,4.5939,0.0,3.5153,2.8515,4.7466,4.1935,3.9108,4.4136,2.8515,3.5153,4.7466,4.1935,3.9108,3.9108,4.4136,2.8515,3.5153,2.8515,4.1935,3.9108,3.5153,6.1264,5.5684,6.0133,5.8858,5.6857,6.2279,5.7908,5.6288,5.9301,5.7908,6.0524,5.6857,5.4354,6.2279,5.6857,5.1954,5.8394,6.0133,5.8858,5.5684,6.2596,6.1264,6.1952,6.0133
pertC_b1_c043,5.7035,5.3863,5.7478,6.1376,5.3863,5.6571,5.7902,5.9077,5.7902,6.0771,5.4466,5.7902,5.7478,5.9077,5.2534,5.6571,5.7035,5.9439,3.732,4.4131,4.0136,3.3384,3.732,3.732,5.6085,5.5574,6.0455,5.6085,5.9077,6.0128,5.3863,5.6085,5.7478,5.5036,5.5574,5.5036,4.5655,4.5655,3.3384,2.6801,3.3384,4.0136,0.0,3.3384,3.3384,4.0136,4.2332,3.732
pertC_b1_c044,4.3601,4.3601,3.81,4.6085,4.0287,3.5297,5.0468,5.6238,6.0147,5.5831,5.8055,5.8055,5.4965,5.6238,5.4501,5.2398,5.3505,5.8055,5.6629,5.7717,5.9592,5.4965,5.4965,5.2967,5.4016,4.9732,5.7367,5.5831,5.6238,5.8699,5.2967,5.4965,5.7367,5.2967,5.9303,5.3505,5.1795,5.8055,5.1154,5.2398,5.2967,5.5831,3.81,4.0287,4.0287,3.1388,3.81,3.81
pertC_b1_c045,4.2146,3.7136,3.7136,3.9951,3.3202,4.2146,3.9951,2.6626,3.3202,2.6626,4.995,4.2146,4.2146,3.7136,4.2146,3.9951,3.7136,4.2146,6.0583,5.8889,5.9251,5.2347,5.8512,5.161,5.5386,5.0814,5.5386,6.1188,5.729,5.7714,5.4279,5.5897,5.7714,5.4848,5.8889,5.4848,5.4848,6.0267,5.6384,5.3675,6.2032,5.6847,5.4848,5.5386,5.5897,5.729,6.1478,5.7714
pertC_b1_c046,3.9908,3.5945,4.96,3.9908,4.2738,4.96,4.6746,3.5945,4.2738,4.2738,4.6746,3.9908,5.9207,6.2428,5.767,5.6496,5.6496,6.0539,4.2738,3.9908,2.9285,4.6746,3.9908,3.5945,5.2765,5.6496,6.0115,5.6496,5.71,6.0946,6.0539,6.2077,5.8209,5.767,6.0115,6.0115,5.3631,5.9207,6.0539,5.1817,5.5853,6.0946,4.2738,3.9908,0.0,4.2738,3.9908,4.4942
pertC_b1_c047,5.7929,5.389,5.5063,4.8172,5.5063,5.7929,5.3248,6.1106,6.2247,6.2247,5.7062,5.8336,2.6827,2.6827,4.5682,4.0163,4.5682,4.2358,3.7346,3.7346,3.341,4.2358,4.4157,3.7346,5.4494,5.7062,6.1974,5.5601,5.9817,6.0155,5.2561,5.389,5.9467,5.389,5.8727,5.6112,5.6112,5.8727,5.1028,5.2561,5.7929,5.4494,3.7346,2.6827,4.2358,3.341,4.5682,4.2358
pertC_b1_c048,5.0908,4.4898,4.4898,2.7527,4.4898,3.4134,5.4636,5.257,5.9475,5.7809,5.7809,5.7809,3.8078,4.3097,4.4898,3.8078,3.4134,3.8078,5.524,5.9851,5.6348,5.7809,5.6348,5.6348,5.3994,5.6859,5.3307,5.8677,5.8677,5.8252,5.257,5.6859,5.5809,5.524,5.8677,5.7345,5.524,6.0564,5.4636,5.3307,5.6859,6.0902,4.6424,3.4134,4.09,3.4134,4.4898,3.8078
pertC_b1_c049,5.7033,5.1557,5.6235,5.6235,5.1557,5.6642,5.4419,5.5368,5.8459,5.8459,5.7772,5.6642,5.8786,5.8121,5.4905,5.337,5.4905,5.6642,5.2199,5.7409,5.7772,5.2802,5.1557,5.337,5.3909,5.2802,5.7409,5.2802,5.5811,5.7033,5.2199,5.6235,5.7772,5.5368,5.8786,5.6235,4.0685,4.6487,3.1776,3.569,3.8497,3.8497,3.569,3.8497,4.5321,0.0,3.569,2.5253
pertC_b1_c050,4.7306,4.2256,4.9114,0.0,4.2256,4.2256,4.7306,0.0,3.1558,4.5096,5.4193,3.8274,6.059,6.3329,5.6806,5.8233,5.8876,6.2497,4.9114,4.2256,4.2256,4.7306,4.2256,0.0,5.6009,6.4097,6.1102,6.2922,5.7545,6.2497,6.0051,6.0051,6.4461,6.0051,6.1589,6.2053,3.8274,4.2256,3.8274,3.8274,4.2256,3.1558,4.2256,3.1558,3.8274,3.1558,4.2256,4.5096
pertC_b1_c051,3.3841,2.9954,4.3435,4.564,3.8812,3.6632,5.474,5.6556,5.5507,5.7506,5.2009,5.5131,5.474,5.5869,5.0903,5.3468,5.0903,5.391,5.0301,5.7804,5.4334,5.2519,5.5131,5.3005,5.3005,5.3468,5.3005,5.474,5.3005,5.72,4.824,5.6556,5.8647,5.2519,5.8374,5.5507,4.966,5.8093,5.0301,4.564,5.5869,5.6556,5.8374,5.391,5.1471,5.5131,5.6556,5.0301
pertC_b1_c052,0.0,4.4619,3.1097,4.1781,3.1097,3.7802,4.1781,3.1097,4.1781,4.1781,3.7802,4.6827,3.7802,4.1781,3.7802,4.6827,5.0166,4.1781,3.7802,4.6827,3.1097,4.4619,4.1781,4.4619,5.9,5.7752,6.1108,5.8395,6.5619,6.4329,3.7802,4.1781,4.1781,4.8635,4.1781,3.1097,5.6325,6.244,5.4661,6.0109,6.1572,6.4329,6.3239,5.7752,5.9,5.8395,6.5312,6.2848
pertC_b1_c053,5.7478,5.5518,5.9116,5.5518,5.3077,5.3615,3.1494,3.1494,4.371,2.4982,4.0396,3.1494,5.5075,5.8166,5.5518,5.4612,5.2509,5.6739,4.0396,4.219,4.219,3.5404,2.4982,4.219,5.5518,5.3615,5.8493,5.5518,5.5075,5.8166,5.4126,5.7115,5.3077,5.5518,5.8493,4.9047,5.3077,5.9116,5.4126,5.2509,5.8166,5.5518,5.3615,5.4126,5.5075,5.8493,5.7478,5.7115
pertC_b1_c054,3.9433,2.8828,4.2262,3.9433,3.5475,3.5475,3.9433,3.9433,3.9433,3.9433,4.4464,4.4464,4.2262,4.6267,4.6267,4.2262,4.4464,3.9433,2.8828,2.8828,2.8828,3.9433,4.2262,3.9433,5.9632,5.7727,5.8238,5.7188,5.8238,6.1232,6.0464,5.6618,5.9632,5.9189,5.9632,6.1595,5.7188,6.1945,5.6014,5.9189,5.8725,6.0057,5.9632,5.9189,5.3946,6.1232,6.0057,5.2284
pertC_b1_c055,4.5253,4.2412,3.8429,3.171,3.8429,3.171,3.8429,4.2412,4.9272,4.2412,3.8429,4.2412,4.2412,0.0,4.7463,5.0803,4.2412,3.8429,6.308,5.9639,6.3879,5.7703,5.8391,5.9639,5.6964,6.0209,6.0749,6.0209,6.0749,6.2655,3.171,4.7463,4.5253,4.2412,3.8429,0.0,5.0803,3.8429,4.5253,0.0,4.2412,4.5253,6.3487,6.0209,6.126,6.126,6.6847,5.4351
pertC_b1_c056,4.4768,4.1929,3.795,3.795,3.1241,3.1241,4.1929,0.0,3.795,4.8785,4.1929,4.1929,4.4768,3.795,4.1929,4.4768,3.795,4.4768,0.0,0.0,3.1241,4.1929,4.1929,3.795,5.915,6.026,6.413,6.1722,6.026,6.448,4.8785,4.1929,4.4768,3.795,4.1929,3.795,5.7215,6.2998,5.2814,5.915,6.026,6.2591,6.339,6.1258,6.2591,6.1722,6.448,5.972
pertC_b1_c057,4.5779,3.895,4.5779,3.895,4.5779,3.4996,4.3976,3.4996,4.3976,0.0,3.4996,4.3976,5.9564,6.1452,5.4193,5.5523,5.7235,5.8233,4.1775,3.4996,4.7306,4.1775,3.4996,0.0,5.6696,5.7746,5.2659,5.7746,5.8697,6.304,3.4996,3.4996,4.5779,3.4996,4.1775,3.895,5.914,5.914,5.7746,5.6696,5.914,6.1452,5.914,5.7746,5.488,6.361,6.2435,6.1452
pertC_b1_c058,3.5668,4.5298,4.6464,3.1754,3.5668,3.1754,3.8474,3.1754,3.1754,4.0663,3.8474,4.3978,5.8437,5.908,5.6619,5.4882,5.3348,5.1534,5.8098,5.4882,6.0528,5.2779,4.8453,5.4396,5.3348,5.4396,5.701,5.4396,5.5788,5.7386,5.5788,5.4396,5.6212,5.0848,5.6619,6.0528,5.0112,5.8098,5.2779,5.2176,5.5345,5.6212,5.701,5.4882,5.5345,5.8763,5.908,5.1534
pertC_b1_c059,3.3306,3.3306,4.0057,4.6897,4.0057,3.3306,5.4955,5.6004,6.1866,6.0997,5.8228,5.6004,2.6726,4.405,4.6897,4.0057,4.0057,3.3306,3.724,4.0057,4.2252,4.405,3.3306,3.3306,5.3782,5.649,5.7397,5.7397,5.6004,5.8619,5.5493,5.5493,5.3782,5.4955,6.0374,5.649,5.3782,5.8228,5.649,5.5493,5.7821,5.5493,5.8996,5.8996,5.7821,5.6954,5.9358,5.3782
pertC_b1_c060,4.4717,3.9685,3.5724,3.9685,3.9685,4.2514,5.3405,5.8494,6.3183,5.7443,5.7443,5.9444,4.4717,0.0,4.4717,4.4717,5.2539,4.6521,3.9685,0.0,2.907,4.4717,4.4717,3.5724,5.1591,5.4202,5.898,6.072,5.6874,6.0312,5.6874,5.9444,5.627,5.2539,6.0312,6.072,5.627,6.1487,5.7982,5.8494,6.0312,6.349,4.4717,3.9685,4.2514,4.2514,3.9685,4.4717
pertC_b1_c061,5.8965,5.2326,5.4651,5.7517,4.9291,5.2836,4.8555,5.3785,5.2836,5.6536,5.1788,5.5824,5.4227,5.5448,4.9291,4.8555,5.5057,5.5448,5.841,5.6536,5.5824,4.4913,5.5824,5.2836,5.2326,4.9976,5.3785,5.2836,5.4227,5.3322,3.6943,4.4913,4.2432,4.5955,4.0914,3.9124,4.8555,5.4227,5.3785,4.9291,5.6186,5.3785,5.7824,5.3322,5.841,5.7824,5.9988,5.5057
pertC_b1_c062,3.8208,4.371,4.371,3.8208,4.0396,4.0396,5.7478,6.0523,5.6349,5.4612,5.7828,5.4126,5.4612,5.6349,5.7115,5.5518,5.3077,5.7478,4.0396,4.0396,4.0396,4.0396,3.8208,3.5404,5.1906,5.5518,5.7478,5.4126,5.5518,5.8493,5.4126,5.7115,5.4126,5.3077,5.7828,5.4612,4.8184,5.6739,5.4126,5.1264,5.7478,5.4612,5.4612,5.5942,5.3077,5.8166,5.7478,5.1906
pertC_b1_c063,3.5281,3.5281,3.9237,3.9237,4.4266,3.5281,3.9237,3.5281,4.2064,4.2064,4.4266,3.9237,2.8639,3.9237,4.2064,4.2064,3.5281,3.5281,4.2064,3.5281,3.9237,3.5281,4.4266,3.5281,5.7527,5.2085,5.8525,5.8525,6.0264,6.3035,5.7527,6.2727,5.8525,5.8039,5.9857,5.5172,5.6988,5.8989,5.7527,5.8039,6.0655,6.0655,6.241,5.8525,5.9857,5.8525,5.8989,5.8989
pertC_b1_c064,5.6376,5.4336,5.6376,5.4336,5.1771,5.4779,5.6376,5.5609,5.4779,5.2877,5.5609,5.6,5.7088,5.7088,5.3873,5.2339,5.3388,5.0527,5.4336,5.4779,5.6376,5.1771,5.4336,5.5203,4.9841,5.1168,5.7426,5.3873,5.3873,5.3873,5.3388,5.5609,5.6376,5.5609,5.6,4.7448,5.3873,5.8376,5.0527,4.9841,5.3873,5.5203,3.4685,3.0785,4.1459,3.4685,4.6504,4.1459
pertC_b1_c065,5.8864,5.7642,5.463,5.9953,5.5199,5.5199,5.463,5.8066,5.8473,5.7642,5.8066,5.7642,4.4293,3.3543,4.2494,3.748,4.714,4.2494,6.1242,5.8066,6.0292,5.5199,5.9603,5.5199,5.1165,5.2698,5.5738,5.2698,5.463,5.7642,2.6954,4.2494,4.2494,4.0298,4.0298,2.6954,5.2698,6.0619,4.8308,5.4027,5.7642,6.154,4.714,3.748,4.5817,4.0298,4.0298,4.2494
pertC_b1_c066,3.9839,3.5877,2.9218,3.5877,3.9839,2.9218,5.9137,5.5783,5.9137,5.865,5.865,6.2007,4.2669,3.5877,3.5877,2.9218,3.9839,0.0,4.8205,3.9839,0.0,4.4872,4.2669,3.5877,5.9137,5.865,6.4516,5.9137,5.5783,6.2007,5.865,5.6426,6.2007,5.703,6.0876,6.0469,4.6677,5.76,5.9137,5.5096,6.1267,6.0044,4.2669,2.9218,4.4872,2.9218,4.8205,3.5877
pertC_b1_c067,5.8735,5.6407,5.6407,6.0273,5.1832,5.8311,4.7805,3.4191,2.7582,4.0957,3.8136,4.3156,5.9142,5.5299,5.6918,5.4052,5.5868,5.6407,0.0,3.4191,2.7582,4.0957,4.0957,3.4191,5.9142,5.6918,5.7868,5.5299,5.6407,6.0273,5.5868,5.6918,6.1912,5.7404,5.6918,5.2628,5.0967,5.8735,5.5868,5.4052,6.1288,5.9142,3.8136,4.0957,4.3156,3.8136,3.8136,4.0957
pertC_b1_c068,5.9102,5.8615,6.391,6.1972,5.5748,5.5061,3.5842,3.5842,4.6642,3.9804,2.9185,4.817,4.4837,4.6642,3.5842,3.9804,4.6642,0.0,6.1972,5.7565,6.1609,5.9566,5.8615,5.6391,5.9102,5.5748,6.1232,5.4323,5.7565,6.0009,5.8104,5.3526,5.8104,5.5748,6.0009,6.2322,3.5842,2.9185,3.9804,2.9185,3.5842,3.5842,4.2634,3.5842,4.2634,3.9804,4.4837,3.9804
pertC_b1_c069,3.8282,3.4335,4.3302,3.4335,4.3302,4.1104,4.1104,3.4335,3.8282,3.4335,3.8282,3.4335,5.8459,5.9291,5.7066,5.3514,5.6016,5.8884,4.1104,3.8282,2.7721,4.7953,4.3302,4.3302,5.2776,5.2776,5.4843,6.0059,5.7552,6.0421,5.42,5.2776,5.8459,5.1115,6.111,5.42,5.6555,5.7552,5.8459,5.0168,5.8016,5.9291,5.9291,5.6555,5.6555,6.0421,6.0059,5.5447
pertC_b1_c070,5.7669,5.6381,5.4902,5.5293,5.1633,5.6719,4.0761,5.363,5.6719,5.8536,5.4902,5.5293,5.6381,5.4902,5.2171,5.2681,5.1065,5.5293,5.3167,5.4496,5.7045,4.9136,5.6381,5.3167,4.9822,5.3167,5.6031,5.0463,5.6031,5.4496,3.0109,3.8972,4.0761,3.3998,4.3595,3.8972,4.5801,5.7362,5.0463,4.8401,5.7966,5.5293,5.7362,5.6031,5.4072,5.8536,5.6719,4.8401
pertC_b1_c071,6.0281,4.9601,5.437,5.7586,5.0337,5.57,5.1665,5.7586,6.104,5.6498,5.3885,5.8251,3.7971,4.5955,4.3471,4.479,3.5169,4.479,4.479,3.7971,2.476,3.1262,3.7971,4.3471,5.57,4.9601,5.6874,5.4833,5.6107,5.4833,5.6107,5.7236,5.6874,5.3374,5.4833,5.57,5.5276,5.5276,5.57,5.1023,5.1665,5.5276,5.5276,5.3374,5.7586,5.57,5.7924,5.57
pertC_b1_c072,5.5524,5.0779,5.364,5.0211,5.2311,5.2774,5.1316,5.2774,5.6812,5.5175,5.364,5.3216,5.6812,5.6505,5.364,5.0779,4.8968,5.7109,4.7548,5.364,5.5175,5.4437,5.2774,5.1316,5.2311,4.8283,5.1826,5.0779,5.4046,5.7952,5.1826,5.3216,5.5175,5.4813,5.7679,5.1826,4.8283,5.4813,5.2311,5.1826,5.1826,5.2311,5.7398,5.364,5.4813,5.4437,5.1826,5.0211
pertC_b1_c073,4.285,4.1054,4.1054,3.2135,3.2135,3.8864,4.1054,3.6055,3.6055,4.5692,4.1054,4.1054,5.3743,5.8145,5.6185,5.5742,5.3175,5.7783,5.8833,5.5742,5.5278,5.1243,5.3743,5.1929,5.1929,5.1929,5.9784,5.5742,5.5742,5.9477,5.6609,5.4792,5.4282,5.6185,5.8833,5.6609,5.4282,5.5278,4.9712,4.7903,5.8833,5.5742,5.8145,5.6185,5.6609,5.5278,5.7406,5.1929
pertC_b1_c074,5.4879,4.9314,5.0484,5.5566,4.6461,5.4879,5.3751,5.5893,5.4517,5.4141,5.3345,5.7102,5.5566,5.4141,5.5566,4.8674,5.1531,5.5566,5.2016,5.7102,5.7922,5.2016,5.4879,5.2479,4.8674,4.9916,5.0484,4.8674,5.8181,5.4517,5.3751,5.2921,5.2921,5.1531,5.8181,5.0484,4.9916,5.3345,5.1531,4.9916,5.3345,5.3345,5.4517,4.9314,5.2921,5.4141,5.6209,5.0484
pertC_b1_c075,4.6025,2.715,3.7685,3.3745,4.27,2.715,5.5408,5.4839,5.9449,6.0162,5.6458,6.1749,3.3745,4.27,4.45,4.45,3.7685,4.0503,5.6458,5.5946,5.6944,5.6458,5.7407,5.5946,5.8682,5.1373,5.8275,5.6458,5.7851,5.7851,5.5408,5.7407,5.6458,5.6458,5.5408,5.6944,5.5946,6.0828,5.5946,5.4235,5.5946,5.7851,3.7685,4.0503,3.7685,3.7685,4.7347,4.0503
pertC_b1_c076,4.5367,3.182,0.0,4.7577,3.8542,4.5367,4.2525,4.7577,3.182,3.8542,4.2525,4.2525,4.5367,4.2525,3.182,4.2525,4.7577,0.0,3.182,3.182,0.0,3.182,3.8542,3.8542,5.9149,5.5414,6.1862,6.1375,6.0863,6.3602,6.0324,6.1375,6.0324,5.7817,6.0324,6.0863,4.2525,4.5367,4.5367,4.2525,3.182,3.8542,6.0863,6.3994,6.3195,6.6067,5.9754,6.277
pertC_b1_c077,6.09,5.5609,5.7833,6.147,5.456,5.456,5.7426,5.7426,5.8963,5.9313,5.3388,5.86,4.1861,4.1861,3.2924,4.5182,4.1861,3.2924,5.7833,5.0527,5.9313,5.3991,5.8224,5.6095,3.2924,4.3659,4.1861,3.6854,4.3659,3.6854,5.6559,5.7426,5.5609,5.3991,5.8224,5.5609,4.5182,3.9668,3.2924,3.6854,4.1861,0.0,5.7833,5.3991,5.7833,5.6559,5.9978,5.6559
pertC_b1_c078,3.5707,3.5707,4.2497,4.2497,2.9053,3.5707,3.9668,3.5707,3.5707,4.47,4.2497,3.9668,3.5707,4.2497,4.6504,4.47,4.9357,3.5707,2.9053,4.2497,2.9053,4.6504,3.9668,4.47,5.7965,5.3388,5.8963,6.1094,6.0702,6.0295,5.5609,5.4184,6.147,5.4922,6.2183,5.8477,5.4922,5.9427,5.9427,5.2522,6.0295,6.1094,5.7426,6.1094,5.6857,5.987,6.2183,5.8963
pertC_b1_c079,4.7361,5.1387,3.3758,0.0,0.0,5.1387,0.0,4.4514,4.4514,0.0,4.4514,4.9575,3.3758,4.0517,4.0517,4.9575,3.3758,4.9575,4.7361,4.4514,3.3758,5.1387,4.0517,4.0517,5.6472,6.4781,6.6382,6.3385,6.6382,6.8079,5.9087,6.2873,6.4337,6.1763,6.7096,6.4337,4.4514,4.7361,4.4514,4.0517,3.3758,4.0517,4.4514,4.4514,4.0517,4.0517,4.0517,3.3758
pertC_b1_c080,4.1243,4.1243,4.1243,3.9052,4.304,4.5883,4.5883,3.9052,4.5883,4.7049,3.232,3.232,5.547,6.0844,5.6801,5.3366,5.3366,5.7599,5.5934,5.5934,5.7599,5.5934,5.2763,5.3366,4.304,5.1435,5.547,5.8687,5.8337,5.8337,5.1435,5.7599,5.3935,5.2763,5.6377,4.9903,5.3935,5.7975,5.3366,5.2121,5.6377,5.7208,5.4984,5.7599,5.4474,5.6801,5.8337,5.0699
pertC_b1_c081,5.5931,5.8641,6.038,5.9548,5.2201,6.1861,4.6184,3.5394,3.5394,4.6184,3.5394,3.9351,3.9351,4.4381,4.7712,4.2179,3.9351,3.9351,3.5394,4.4381,2.8748,4.6184,0.0,0.0,6.038,5.3066,6.1861,6.0771,5.9973,5.9548,5.5931,5.9105,6.1148,5.4601,6.4559,5.8641,5.3863,6.1148,5.7104,5.5931,5.7104,6.038,4.4381,4.2179,3.5394,2.8748,4.2179,3.9351
pertC_b1_c082,3.6136,3.6136,2.9471,4.2932,4.2932,2.9471,4.5136,2.9471,4.0101,3.6136,4.5136,0.0,5.8405,5.7296,6.2274,5.9403,5.0965,6.0311,5.8405,6.0735,6.1143,5.7866,6.3289,6.1143,5.5362,5.6692,5.7866,5.8405,5.5362,6.1143,5.3827,6.1534,5.9403,5.2961,5.8405,6.2624,3.6136,4.2932,3.6136,0.0,2.9471,2.9471,2.9471,4.2932,5.0965,4.2932,5.2013,4.0101
