cell_id,sample_id,batch,if_control
pertD_b1_c021,pertD_b1,b1,False
pertD_b1_c022,pertD_b1,b1,False
pertD_b1_c023,pertD_b1,b1,False
pertD_b1_c024,pertD_b1,b1,False
pertD_b1_c025,pertD_b1,b1,False
pertD_b1_c026,pertD_b1,b1,False
pertD_b1_c027,pertD_b1,b1,False
pertD_b1_c028,pertD_b1,b1,False
pertD_b1_c029,pertD_b1,b1,False
pertD_b1_c030,pertD_b1,b1,False
pertD_b1_c031,pertD_b1,b1,False
pertD_b1_c032,pertD_b1,b1,False
pertD_b1_c033,pertD_b1,b1,False
pertD_b1_c034,pertD_b1,b1,False
pertD_b1_c035,pertD_b1,b1,False
pertD_b1_c036,pertD_b1,b1,False
pertD_b1_c037,pertD_b1,b1,False
pertD_b1_c038,pertD_b1,b1,False
pertD_b1_c039,pertD_b1,b1,False
pertD_b1_c040,pertD_b1,b1,False
pertD_b1_c041,pertD_b1,b1,False
pertD_b1_c042,pertD_b1,b1,False
pertD_b1_c043,pertD_b1,b1,False
pertD_b1_c044,pertD_b1,b1,False
pertD_b1_c045,pertD_b1,b1,False
pertD_b1_c046,pertD_b1,b1,False
pertD_b1_c047,pertD_b1,b1,False
pertD_b1_c048,pertD_b1,b1,False
pertD_b1_c049,pertD_b1,b1,False
pertD_b1_c050,pertD_b1,b1,False
pertD_b1_c051,pertD_b1,b1,False
pertD_b1_c052,pertD_b1,b1,False
pertD_b1_c053,pertD_b1,b1,False
pertD_b1_c054,pertD_b1,b1,False
pertD_b1_c055,pertD_b1,b1,False
pertD_b1_c056,pertD_b1,b1,False
pertD_b1_c057,pertD_b1,b1,False
pertD_b1_c058,pertD_b1,b1,False
pertD_b1_c059,pertD_b1,b1,False
pertD_b1_c060,pertD_b1,b1,False
pertD_b1_c061,pertD_b1,b1,False
pertD_b1_c062,pertD_b1,b1,False
pertD_b1_c063,pertD_b1,b1,False
pertD_b1_c064,pertD_b1,b1,False
pertD_b1_c065,pertD_b1,b1,False
pertD_b1_c066,pertD_b1,b1,False
pertD_b1_c067,pertD_b1,b1,False
pertD_b1_c068,pertD_b1,b1,False
pertD_b1_c069,pertD_b1,b1,False
pertD_b1_c070,pertD_b1,b1,False
pertD_b1_c071,pertD_b1,b1,False
pertD_b1_c072,pertD_b1,b1,False
pertD_b1_c073,pertD_b1,b1,False
pertD_b1_c074,pertD_b1,b1,False
pertD_b1_c075,pertD_b1,b1,False
pertD_b1_c076,pertD_b1,b1,False
pertD_b1_c077,pertD_b1,b1,False
pertD_b1_c078,pertD_b1,b1,False
pertD_b1_c079,pertD_b1,b1,False
pertD_b1_c080,pertD_b1,b1,False
pertD_b1_c081,pertD_b1,b1,False
pertD_b1_c082,pertD_b1,b1,False
pertD_b1_c083,pertD_b1,b1,False
pertD_b1_c084,pertD_b1,b1,False
pertD_b1_c085,pertD_b1,b1,False
pertD_b1_c086,pertD_b1,b1,False
pertD_b1_c087,pertD_b1,b1,False
pertD_b1_c088,pertD_b1,b1,False
pertD_b1_c089,pertD_b1,b1,False
pertD_b1_c090,pertD_b1,b1,False
pertD_b1_c091,pertD_b1,b1,False
pertD_b1_c092,pertD_b1,b1,False
pertD_b1_c093,pertD_b1,b1,False
pertD_b1_c094,pertD_b1,b1,False
pertD_b1_c095,pertD_b1,b1,False
pertD_b1_c096,pertD_b1,b1,False
pertD_b1_c097,pertD_b1,b1,False
pertD_b1_c098,pertD_b1,b1,False
pertD_b1_c099,pertD_b1,b1,False
pertD_b1_c100,pertD_b1,b1,False
pertD_b1_c101,pertD_b1,b1,False
pertD_b1_c102,pertD_b1,b1,False
pertD_b1_c103,pertD_b1,b1,False
pertD_b1_c104,pertD_b1,b1,False
pertD_b1_c105,pertD_b1,b1,False
pertD_b1_c106,pertD_b1,b1,False
pertD_b1_c107,pertD_b1,b1,False
pertD_b1_c108,pertD_b1,b1,False
pertD_b1_c109,pertD_b1,b1,False
pertD_b1_c110,pertD_b1,b1,False
pertD_b1_c111,pertD_b1,b1,False
pertD_b1_c112,pertD_b1,b1,False
pertD_b1_c113,pertD_b1,b1,False
pertD_b1_c114,pertD_b1,b1,False
pertD_b1_c115,pertD_b1,b1,False
pertD_b1_c116,pertD_b1,b1,False
pertD_b1_c117,pertD_b1,b1,False
pertD_b1_c118,pertD_b1,b1,False
pertD_b1_c119,pertD_b1,b1,False
pertD_b1_c120,pertD_b1,b1,False
pertD_b1_c121,pertD_b1,b1,False
pertD_b1_c122,pertD_b1,b1,False
pertD_b1_c123,pertD_b1,b1,False
pertD_b1_c124,pertD_b1,b1,False
pertD_b1_c125,pertD_b1,b1,False
pertD_b1_c126,pertD_b1,b1,False
pertD_b1_c127,pertD_b1,b1,False
pertD_b1_c128,pertD_b1,b1,False
pertD_b1_c129,pertD_b1,b1,False
pertD_b1_c130,pertD_b1,b1,False
pertD_b1_c131,pertD_b1,b1,False
pertD_b1_c132,pertD_b1,b1,False
pertD_b1_c133,pertD_b1,b1,False
pertD_b1_c134,pertD_b1,b1,False
pertD_b1_c135,pertD_b1,b1,False
pertD_b1_c136,pertD_b1,b1,False
pertD_b1_c137,pertD_b1,b1,False
pertD_b1_c138,pertD_b1,b1,False
pertD_b1_c139,pertD_b1,b1,False
pertD_b1_c140,pertD_b1,b1,False
pertD_b1_c141,pertD_b1,b1,False
pertD_b1_c142,pertD_b1,b1,False
pertD_b1_c143,pertD_b1,b1,False
pertD_b1_c144,pertD_b1,b1,False
pertD_b1_c145,pertD_b1,b1,False
pertD_b1_c146,pertD_b1,b1,False
pertD_b1_c147,pertD_b1,b1,False
pertD_b1_c148,pertD_b1,b1,False
pertD_b1_c149,pertD_b1,b1,False
pertE_b1_c000,pertE_b1,b1,False
pertE_b1_c001,pertE_b1,b1,False
pertE_b1_c002,pertE_b1,b1,False
pertE_b1_c003,pertE_b1,b1,False
pertE_b1_c004,pertE_b1,b1,False
pertE_b1_c005,pertE_b1,b1,False
pertE_b1_c006,pertE_b1,b1,False
pertE_b1_c007,pertE_b1,b1,False
pertE_b1_c008,pertE_b1,b1,False
pertE_b1_c009,pertE_b1,b1,False
pertE_b1_c010,pertE_b1,b1,False
pertE_b1_c011,pertE_b1,b1,False
pertE_b1_c012,pertE_b1,b1,False
pertE_b1_c013,pertE_b1,b1,False
pertE_b1_c014,pertE_b1,b1,False
pertE_b1_c015,pertE_b1,b1,False
pertE_b1_c016,pertE_b1,b1,False
pertE_b1_c017,pertE_b1,b1,False
pertE_b1_c018,pertE_b1,b1,False
pertE_b1_c019,pertE_b1,b1,False
pertE_b1_c020,pertE_b1,b1,False
pertE_b1_c021,pertE_b1,b1,False
pertE_b1_c022,pertE_b1,b1,False
pertE_b1_c023,pertE_b1,b1,False
pertE_b1_c024,pertE_b1,b1,False
pertE_b1_c025,pertE_b1,b1,False
pertE_b1_c026,pertE_b1,b1,False
pertE_b1_c027,pertE_b1,b1,False
pertE_b1_c028,pertE_b1,b1,False
pertE_b1_c029,pertE_b1,b1,False
pertE_b1_c030,pertE_b1,b1,False
pertE_b1_c031,pertE_b1,b1,False
pertE_b1_c032,pertE_b1,b1,False
pertE_b1_c033,pertE_b1,b1,False
pertE_b1_c034,pertE_b1,b1,False
pertE_b1_c035,pertE_b1,b1,False
pertE_b1_c036,pertE_b1,b1,False
pertE_b1_c037,pertE_b1,b1,False
pertE_b1_c038,pertE_b1,b1,False
pertE_b1_c039,pertE_b1,b1,False
pertE_b1_c040,pertE_b1,b1,False
pertE_b1_c041,pertE_b1,b1,False
pertE_b1_c042,pertE_b1,b1,False
pertE_b1_c043,pertE_b1,b1,False
pertE_b1_c044,pertE_b1,b1,False
pertE_b1_c045,pertE_b1,b1,False
pertE_b1_c046,pertE_b1,b1,False
pertE_b1_c047,pertE_b1,b1,False
pertE_b1_c048,pertE_b1,b1,False
pertE_b1_c049,pertE_b1,b1,False
pertE_b1_c050,pertE_b1,b1,False
pertE_b1_c051,pertE_b1,b1,False
pertE_b1_c052,pertE_b1,b1,False
pertE_b1_c053,pertE_b1,b1,False
pertE_b1_c054,pertE_b1,b1,False
pertE_b1_c055,pertE_b1,b1,False
pertE_b1_c056,pertE_b1,b1,False
pertE_b1_c057,pertE_b1,b1,False
pertE_b1_c058,pertE_b1,b1,False
pertE_b1_c059,pertE_b1,b1,False
pertE_b1_c060,pertE_b1,b1,False
pertE_b1_c061,pertE_b1,b1,False
pertE_b1_c062,pertE_b1,b1,False
pertE_b1_c063,pertE_b1,b1,False
pertE_b1_c064,pertE_b1,b1,False
pertE_b1_c065,pertE_b1,b1,False
pertE_b1_c066,pertE_b1,b1,False
pertE_b1_c067,pertE_b1,b1,False
pertE_b1_c068,pertE_b1,b1,False
pertE_b1_c069,pertE_b1,b1,False
pertE_b1_c070,pertE_b1,b1,False
pertE_b1_c071,pertE_b1,b1,False
pertE_b1_c072,pertE_b1,b1,False
pertE_b1_c073,pertE_b1,b1,False
pertE_b1_c074,pertE_b1,b1,False
pertE_b1_c075,pertE_b1,b1,False
pertE_b1_c076,pertE_b1,b1,False
pertE_b1_c077,pertE_b1,b1,False
pertE_b1_c078,pertE_b1,b1,False
pertE_b1_c079,pertE_b1,b1,False
pertE_b1_c080,pertE_b1,b1,False
pertE_b1_c081,pertE_b1,b1,False
pertE_b1_c082,pertE_b1,b1,False
pertE_b1_c083,pertE_b1,b1,False
pertE_b1_c084,pertE_b1,b1,False
pertE_b1_c085,pertE_b1,b1,False
pertE_b1_c086,pertE_b1,b1,False
pertE_b1_c087,pertE_b1,b1,False
pertE_b1_c088,pertE_b1,b1,False
pertE_b1_c089,pertE_b1,b1,False
pertE_b1_c090,pertE_b1,b1,False
pertE_b1_c091,pertE_b1,b1,False
pertE_b1_c092,pertE_b1,b1,False
pertE_b1_c093,pertE_b1,b1,False
pertE_b1_c094,pertE_b1,b1,False
pertE_b1_c095,pertE_b1,b1,False
pertE_b1_c096,pertE_b1,b1,False
pertE_b1_c097,pertE_b1,b1,False
pertE_b1_c098,pertE_b1,b1,False
pertE_b1_c099,pertE_b1,b1,False
pertE_b1_c100,pertE_b1,b1,False
pertE_b1_c101,pertE_b1,b1,False
pertE_b1_c102,pertE_b1,b1,False
pertE_b1_c103,pertE_b1,b1,False
pertE_b1_c104,pertE_b1,b1,False
pertE_b1_c105,pertE_b1,b1,False
pertE_b1_c106,pertE_b1,b1,False
pertE_b1_c107,pertE_b1,b1,False
pertE_b1_c108,pertE_b1,b1,False
pertE_b1_c109,pertE_b1,b1,False
pertE_b1_c110,pertE_b1,b1,False
pertE_b1_c111,pertE_b1,b1,False
pertE_b1_c112,pertE_b1,b1,False
pertE_b1_c113,pertE_b1,b1,False
pertE_b1_c114,pertE_b1,b1,False
pertE_b1_c115,pertE_b1,b1,False
pertE_b1_c116,pertE_b1,b1,False
pertE_b1_c117,pertE_b1,b1,False
pertE_b1_c118,pertE_b1,b1,False
pertE_b1_c119,pertE_b1,b1,False
pertE_b1_c120,pertE_b1,b1,False
pertE_b1_c121,pertE_b1,b1,False
pertE_b1_c122,pertE_b1,b1,False
pertE_b1_c123,pertE_b1,b1,False
pertE_b1_c124,pertE_b1,b1,False
pertE_b1_c125,pertE_b1,b1,False
pertE_b1_c126,pertE_b1,b1,False
pertE_b1_c127,pertE_b1,b1,False
pertE_b1_c128,pertE_b1,b1,False
pertE_b1_c129,pertE_b1,b1,False
pertE_b1_c130,pertE_b1,b1,False
pertE_b1_c131,pertE_b1,b1,False
pertE_b1_c132,pertE_b1,b1,False
pertE_b1_c133,pertE_b1,b1,False
pertE_b1_c134,pertE_b1,b1,False
pertE_b1_c135,pertE_b1,b1,False
pertE_b1_c136,pertE_b1,b1,False
pertE_b1_c137,pertE_b1,b1,False
pertE_b1_c138,pertE_b1,b1,False
pertE_b1_c139,pertE_b1,b1,False
pertE_b1_c140,pertE_b1,b1,False
pertE_b1_c141,pertE_b1,b1,False
pertE_b1_c142,pertE_b1,b1,False
pertE_b1_c143,pertE_b1,b1,False
pertE_b1_c144,pertE_b1,b1,False
pertE_b1_c145,pertE_b1,b1,False
pertE_b1_c146,pertE_b1,b1,False
pertE_b1_c147,pertE_b1,b1,False
pertE_b1_c148,pertE_b1,b1,False
pertE_b1_c149,pertE_b1,b1,False
ctrl_b2_c000,ctrl_b2,b2,True
ctrl_b2_c001,ctrl_b2,b2,True
ctrl_b2_c002,ctrl_b2,b2,True
ctrl_b2_c003,ctrl_b2,b2,True
ctrl_b2_c004,ctrl_b2,b2,True
ctrl_b2_c005,ctrl_b2,b2,True
ctrl_b2_c006,ctrl_b2,b2,True
ctrl_b2_c007,ctrl_b2,b2,True
ctrl_b2_c008,ctrl_b2,b2,True
ctrl_b2_c009,ctrl_b2,b2,True
ctrl_b2_c010,ctrl_b2,b2,True
ctrl_b2_c011,ctrl_b2,b2,True
ctrl_b2_c012,ctrl_b2,b2,True
ctrl_b2_c013,ctrl_b2,b2,True
ctrl_b2_c014,ctrl_b2,b2,True
ctrl_b2_c015,ctrl_b2,b2,True
ctrl_b2_c016,ctrl_b2,b2,True
ctrl_b2_c017,ctrl_b2,b2,True
ctrl_b2_c018,ctrl_b2,b2,True
ctrl_b2_c019,ctrl_b2,b2,True
ctrl_b2_c020,ctrl_b2,b2,True
ctrl_b2_c021,ctrl_b2,b2,True
ctrl_b2_c022,ctrl_b2,b2,True
ctrl_b2_c023,ctrl_b2,b2,True
ctrl_b2_c024,ctrl_b2,b2,True
ctrl_b2_c025,ctrl_b2,b2,True
ctrl_b2_c026,ctrl_b2,b2,True
ctrl_b2_c027,ctrl_b2,b2,True
ctrl_b2_c028,ctrl_b2,b2,True
ctrl_b2_c029,ctrl_b2,b2,True
ctrl_b2_c030,ctrl_b2,b2,True
ctrl_b2_c031,ctrl_b2,b2,True
ctrl_b2_c032,ctrl_b2,b2,True
ctrl_b2_c033,ctrl_b2,b2,True
ctrl_b2_c034,ctrl_b2,b2,True
ctrl_b2_c035,ctrl_b2,b2,True
ctrl_b2_c036,ctrl_b2,b2,True
ctrl_b2_c037,ctrl_b2,b2,True
ctrl_b2_c038,ctrl_b2,b2,True
ctrl_b2_c039,ctrl_b2,b2,True
ctrl_b2_c040,ctrl_b2,b2,True
ctrl_b2_c041,ctrl_b2,b2,True
ctrl_b2_c042,ctrl_b2,b2,True
ctrl_b2_c043,ctrl_b2,b2,True
ctrl_b2_c044,ctrl_b2,b2,True
ctrl_b2_c045,ctrl_b2,b2,True
ctrl_b2_c046,ctrl_b2,b2,True
ctrl_b2_c047,ctrl_b2,b2,True
ctrl_b2_c048,ctrl_b2,b2,True
ctrl_b2_c049,ctrl_b2,b2,True
ctrl_b2_c050,ctrl_b2,b2,True
ctrl_b2_c051,ctrl_b2,b2,True
ctrl_b2_c052,ctrl_b2,b2,True
ctrl_b2_c053,ctrl_b2,b2,True
ctrl_b2_c054,ctrl_b2,b2,True
ctrl_b2_c055,ctrl_b2,b2,True
ctrl_b2_c056,ctrl_b2,b2,True
ctrl_b2_c057,ctrl_b2,b2,True
ctrl_b2_c058,ctrl_b2,b2,True
ctrl_b2_c059,ctrl_b2,b2,True
ctrl_b2_c060,ctrl_b2,b2,True
ctrl_b2_c061,ctrl_b2,b2,True
ctrl_b2_c062,ctrl_b2,b2,True
ctrl_b2_c063,ctrl_b2,b2,True
ctrl_b2_c064,ctrl_b2,b2,True
ctrl_b2_c065,ctrl_b2,b2,True
ctrl_b2_c066,ctrl_b2,b2,True
ctrl_b2_c067,ctrl_b2,b2,True
ctrl_b2_c068,ctrl_b2,b2,True
ctrl_b2_c069,ctrl_b2,b2,True
ctrl_b2_c070,ctrl_b2,b2,True
ctrl_b2_c071,ctrl_b2,b2,True
ctrl_b2_c072,ctrl_b2,b2,True
ctrl_b2_c073,ctrl_b2,b2,True
ctrl_b2_c074,ctrl_b2,b2,True
ctrl_b2_c075,ctrl_b2,b2,True
ctrl_b2_c076,ctrl_b2,b2,True
ctrl_b2_c077,ctrl_b2,b2,True
ctrl_b2_c078,ctrl_b2,b2,True
ctrl_b2_c079,ctrl_b2,b2,True
ctrl_b2_c080,ctrl_b2,b2,True
ctrl_b2_c081,ctrl_b2,b2,True
ctrl_b2_c082,ctrl_b2,b2,True
ctrl_b2_c083,ctrl_b2,b2,True
ctrl_b2_c084,ctrl_b2,b2,True
ctrl_b2_c085,ctrl_b2,b2,True
ctrl_b2_c086,ctrl_b2,b2,True
ctrl_b2_c087,ctrl_b2,b2,True
ctrl_b2_c088,ctrl_b2,b2,True
ctrl_b2_c089,ctrl_b2,b2,True
ctrl_b2_c090,ctrl_b2,b2,True
ctrl_b2_c091,ctrl_b2,b2,True
ctrl_b2_c092,ctrl_b2,b2,True
ctrl_b2_c093,ctrl_b2,b2,True
ctrl_b2_c094,ctrl_b2,b2,True
ctrl_b2_c095,ctrl_b2,b2,True
ctrl_b2_c096,ctrl_b2,b2,True
ctrl_b2_c097,ctrl_b2,b2,True
ctrl_b2_c098,ctrl_b2,b2,True
ctrl_b2_c099,ctrl_b2,b2,True
ctrl_b2_c100,ctrl_b2,b2,True
ctrl_b2_c101,ctrl_b2,b2,True
ctrl_b2_c102,ctrl_b2,b2,True
ctrl_b2_c103,ctrl_b2,b2,True
ctrl_b2_c104,ctrl_b2,b2,True
ctrl_b2_c105,ctrl_b2,b2,True
ctrl_b2_c106,ctrl_b2,b2,True
ctrl_b2_c107,ctrl_b2,b2,True
ctrl_b2_c108,ctrl_b2,b2,True
ctrl_b2_c109,ctrl_b2,b2,True
ctrl_b2_c110,ctrl_b2,b2,True
ctrl_b2_c111,ctrl_b2,b2,True
ctrl_b2_c112,ctrl_b2,b2,True
ctrl_b2_c113,ctrl_b2,b2,True
ctrl_b2_c114,ctrl_b2,b2,True
ctrl_b2_c115,ctrl_b2,b2,True
ctrl_b2_c116,ctrl_b2,b2,True
ctrl_b2_c117,ctrl_b2,b2,True
ctrl_b2_c118,ctrl_b2,b2,True
ctrl_b2_c119,ctrl_b2,b2,True
ctrl_b2_c120,ctrl_b2,b2,True
ctrl_b2_c121,ctrl_b2,b2,True
ctrl_b2_c122,ctrl_b2,b2,True
ctrl_b2_c123,ctrl_b2,b2,True
ctrl_b2_c124,ctrl_b2,b2,True
ctrl_b2_c125,ctrl_b2,b2,True
ctrl_b2_c126,ctrl_b2,b2,True
ctrl_b2_c127,ctrl_b2,b2,True
ctrl_b2_c128,ctrl_b2,b2,True
ctrl_b2_c129,ctrl_b2,b2,True
ctrl_b2_c130,ctrl_b2,b2,True
ctrl_b2_c131,ctrl_b2,b2,True
ctrl_b2_c132,ctrl_b2,b2,True
ctrl_b2_c133,ctrl_b2,b2,True
ctrl_b2_c134,ctrl_b2,b2,True
ctrl_b2_c135,ctrl_b2,b2,True
ctrl_b2_c136,ctrl_b2,b2,True
ctrl_b2_c137,ctrl_b2,b2,True
ctrl_b2_c138,ctrl_b2,b2,True
ctrl_b2_c139,ctrl_b2,b2,True
ctrl_b2_c140,ctrl_b2,b2,True
ctrl_b2_c141,ctrl_b2,b2,True
ctrl_b2_c142,ctrl_b2,b2,True
ctrl_b2_c143,ctrl_b2,b2,True
ctrl_b2_c144,ctrl_b2,b2,True
ctrl_b2_c145,ctrl_b2,b2,True
ctrl_b2_c146,ctrl_b2,b2,True
ctrl_b2_c147,ctrl_b2,b2,True
ctrl_b2_c148,ctrl_b2,b2,True
ctrl_b2_c149,ctrl_b2,b2,True
pertA_b2_c000,pertA_b2,b2,False
pertA_b2_c001,pertA_b2,b2,False
pertA_b2_c002,pertA_b2,b2,False
pertA_b2_c003,pertA_b2,b2,False
pertA_b2_c004,pertA_b2,b2,False
pertA_b2_c005,pertA_b2,b2,False
pertA_b2_c006,pertA_b2,b2,False
pertA_b2_c007,pertA_b2,b2,False
pertA_b2_c008,pertA_b2,b2,False
pertA_b2_c009,pertA_b2,b2,False
pertA_b2_c010,pertA_b2,b2,False
pertA_b2_c011,pertA_b2,b2,False
pertA_b2_c012,pertA_b2,b2,False
pertA_b2_c013,pertA_b2,b2,False
pertA_b2_c014,pertA_b2,b2,False
pertA_b2_c015,pertA_b2,b2,False
pertA_b2_c016,pertA_b2,b2,False
pertA_b2_c017,pertA_b2,b2,False
pertA_b2_c018,pertA_b2,b2,False
pertA_b2_c019,pertA_b2,b2,False
pertA_b2_c020,pertA_b2,b2,False
pertA_b2_c021,pertA_b2,b2,False
pertA_b2_c022,pertA_b2,b2,False
pertA_b2_c023,pertA_b2,b2,False
pertA_b2_c024,pertA_b2,b2,False
pertA_b2_c025,pertA_b2,b2,False
pertA_b2_c026,pertA_b2,b2,False
pertA_b2_c027,pertA_b2,b2,False
pertA_b2_c028,pertA_b2,b2,False
pertA_b2_c029,pertA_b2,b2,False
pertA_b2_c030,pertA_b2,b2,False
pertA_b2_c031,pertA_b2,b2,False
pertA_b2_c032,pertA_b2,b2,False
pertA_b2_c033,pertA_b2,b2,False
pertA_b2_c034,pertA_b2,b2,False
pertA_b2_c035,pertA_b2,b2,False
pertA_b2_c036,pertA_b2,b2,False
pertA_b2_c037,pertA_b2,b2,False
pertA_b2_c038,pertA_b2,b2,False
pertA_b2_c039,pertA_b2,b2,False
pertA_b2_c040,pertA_b2,b2,False
pertA_b2_c041,pertA_b2,b2,False
pertA_b2_c042,pertA_b2,b2,False
pertA_b2_c043,pertA_b2,b2,False
pertA_b2_c044,pertA_b2,b2,False
pertA_b2_c045,pertA_b2,b2,False
pertA_b2_c046,pertA_b2,b2,False
pertA_b2_c047,pertA_b2,b2,False
pertA_b2_c048,pertA_b2,b2,False
pertA_b2_c049,pertA_b2,b2,False
pertA_b2_c050,pertA_b2,b2,False
pertA_b2_c051,pertA_b2,b2,False
pertA_b2_c052,pertA_b2,b2,False
pertA_b2_c053,pertA_b2,b2,False
pertA_b2_c054,pertA_b2,b2,False
pertA_b2_c055,pertA_b2,b2,False
pertA_b2_c056,pertA_b2,b2,False
pertA_b2_c057,pertA_b2,b2,False
pertA_b2_c058,pertA_b2,b2,False
pertA_b2_c059,pertA_b2,b2,False
pertA_b2_c060,pertA_b2,b2,False
pertA_b2_c061,pertA_b2,b2,False
pertA_b2_c062,pertA_b2,b2,False
pertA_b2_c063,pertA_b2,b2,False
pertA_b2_c064,pertA_b2,b2,False
pertA_b2_c065,pertA_b2,b2,False
pertA_b2_c066,pertA_b2,b2,False
pertA_b2_c067,pertA_b2,b2,False
pertA_b2_c068,pertA_b2,b2,False
pertA_b2_c069,pertA_b2,b2,False
pertA_b2_c070,pertA_b2,b2,False
pertA_b2_c071,pertA_b2,b2,False
pertA_b2_c072,pertA_b2,b2,False
pertA_b2_c073,pertA_b2,b2,False
pertA_b2_c074,pertA_b2,b2,False
pertA_b2_c075,pertA_b2,b2,False
pertA_b2_c076,pertA_b2,b2,False
pertA_b2_c077,pertA_b2,b2,False
pertA_b2_c078,pertA_b2,b2,False
pertA_b2_c079,pertA_b2,b2,False
pertA_b2_c080,pertA_b2,b2,False
pertA_b2_c081,pertA_b2,b2,False
pertA_b2_c082,pertA_b2,b2,False
pertA_b2_c083,pertA_b2,b2,False
pertA_b2_c084,pertA_b2,b2,False
pertA_b2_c085,pertA_b2,b2,False
pertA_b2_c086,pertA_b2,b2,False
pertA_b2_c087,pertA_b2,b2,False
pertA_b2_c088,pertA_b2,b2,False
pertA_b2_c089,pertA_b2,b2,False
pertA_b2_c090,pertA_b2,b2,False
pertA_b2_c091,pertA_b2,b2,False
pertA_b2_c092,pertA_b2,b2,False
pertA_b2_c093,pertA_b2,b2,False
pertA_b2_c094,pertA_b2,b2,False
pertA_b2_c095,pertA_b2,b2,False
pertA_b2_c096,pertA_b2,b2,False
pertA_b2_c097,pertA_b2,b2,False
pertA_b2_c098,pertA_b2,b2,False
pertA_b2_c099,pertA_b2,b2,False
pertA_b2_c100,pertA_b2,b2,False
pertA_b2_c101,pertA_b2,b2,False
pertA_b2_c102,pertA_b2,b2,False
pertA_b2_c103,pertA_b2,b2,False
pertA_b2_c104,pertA_b2,b2,False
pertA_b2_c105,pertA_b2,b2,False
pertA_b2_c106,pertA_b2,b2,False
pertA_b2_c107,pertA_b2,b2,False
pertA_b2_c108,pertA_b2,b2,False
pertA_b2_c109,pertA_b2,b2,False
pertA_b2_c110,pertA_b2,b2,False
pertA_b2_c111,pertA_b2,b2,False
pertA_b2_c112,pertA_b2,b2,False
pertA_b2_c113,pertA_b2,b2,False
pertA_b2_c114,pertA_b2,b2,False
pertA_b2_c115,pertA_b2,b2,False
pertA_b2_c116,pertA_b2,b2,False
pertA_b2_c117,pertA_b2,b2,False
pertA_b2_c118,pertA_b2,b2,False
pertA_b2_c119,pertA_b2,b2,False
pertA_b2_c120,pertA_b2,b2,False
pertA_b2_c121,pertA_b2,b2,False
pertA_b2_c122,pertA_b2,b2,False
pertA_b2_c123,pertA_b2,b2,False
pertA_b2_c124,pertA_b2,b2,False
pertA_b2_c125,pertA_b2,b2,False
pertA_b2_c126,pertA_b2,b2,False
pertA_b2_c127,pertA_b2,b2,False
pertA_b2_c128,pertA_b2,b2,False
pertA_b2_c129,pertA_b2,b2,False
pertA_b2_c130,pertA_b2,b2,False
pertA_b2_c131,pertA_b2,b2,False
pertA_b2_c132,pertA_b2,b2,False
pertA_b2_c133,pertA_b2,b2,False
pertA_b2_c134,pertA_b2,b2,False
pertA_b2_c135,pertA_b2,b2,False
pertA_b2_c136,pertA_b2,b2,False
pertA_b2_c137,pertA_b2,b2,False
pertA_b2_c138,pertA_b2,b2,False
pertA_b2_c139,pertA_b2,b2,False
pertA_b2_c140,pertA_b2,b2,False
pertA_b2_c141,pertA_b2,b2,False
pertA_b2_c142,pertA_b2,b2,False
pertA_b2_c143,pertA_b2,b2,False
pertA_b2_c144,pertA_b2,b2,False
pertA_b2_c145,pertA_b2,b2,False
pertA_b2_c146,pertA_b2,b2,False
pertA_b2_c147,pertA_b2,b2,False
pertA_b2_c148,pertA_b2,b2,False
pertA_b2_c149,pertA_b2,b2,False
pertB_b2_c000,pertB_b2,b2,False
pertB_b2_c001,pertB_b2,b2,False
pertB_b2_c002,pertB_b2,b2,False
pertB_b2_c003,pertB_b2,b2,False
pertB_b2_c004,pertB_b2,b2,False
pertB_b2_c005,pertB_b2,b2,False
pertB_b2_c006,pertB_b2,b2,False
pertB_b2_c007,pertB_b2,b2,False
pertB_b2_c008,pertB_b2,b2,False
pertB_b2_c009,pertB_b2,b2,False
pertB_b2_c010,pertB_b2,b2,False
pertB_b2_c011,pertB_b2,b2,False
pertB_b2_c012,pertB_b2,b2,False
pertB_b2_c013,pertB_b2,b2,False
pertB_b2_c014,pertB_b2,b2,False
pertB_b2_c015,pertB_b2,b2,False
pertB_b2_c016,pertB_b2,b2,False
pertB_b2_c017,pertB_b2,b2,False
pertB_b2_c018,pertB_b2,b2,False
pertB_b2_c019,pertB_b2,b2,False
pertB_b2_c020,pertB_b2,b2,False
pertB_b2_c021,pertB_b2,b2,False
pertB_b2_c022,pertB_b2,b2,False
pertB_b2_c023,pertB_b2,b2,False
pertB_b2_c024,pertB_b2,b2,False
pertB_b2_c025,pertB_b2,b2,False
pertB_b2_c026,pertB_b2,b2,False
pertB_b2_c027,pertB_b2,b2,False
pertB_b2_c028,pertB_b2,b2,False
pertB_b2_c029,pertB_b2,b2,False
pertB_b2_c030,pertB_b2,b2,False
pertB_b2_c031,pertB_b2,b2,False
pertB_b2_c032,pertB_b2,b2,False
pertB_b2_c033,pertB_b2,b2,False
pertB_b2_c034,pertB_b2,b2,False
pertB_b2_c035,pertB_b2,b2,False
pertB_b2_c036,pertB_b2,b2,False
pertB_b2_c037,pertB_b2,b2,False
pertB_b2_c038,pertB_b2,b2,False
pertB_b2_c039,pertB_b2,b2,False
pertB_b2_c040,pertB_b2,b2,False
pertB_b2_c041,pertB_b2,b2,False
