# synthetic, for demo only - NOT real docking output. Generated by 596_scorch2_virtual_screening.py make_synthetic(seed=0)
target,compound_id,pose_id,docking_score,label,ecif_CC,ecif_CN,ecif_CO,ecif_arom,binana_hbond,binana_hydrophobic,binana_saltbridge,binana_pistack,kier_flex,mw,logp,tpsa,rot_bonds,pose_rmsd_ref
TGT01,TGT01_CMPD0161,pose3,-7.865,0,12.0,10.0,15.0,10.0,13.0,13.0,11.0,17.0,2.418,313.8,3.898,101.3,3,0.128
TGT01,TGT01_CMPD0162,pose1,-3.869,0,10.0,13.0,8.0,7.0,3.0,5.0,11.0,14.0,1.914,386.2,1.156,62.6,3,0.322
TGT01,TGT01_CMPD0162,pose2,-3.538,0,9.0,8.0,12.0,7.0,3.0,12.0,14.0,11.0,2.824,310.6,2.746,100.3,3,0.618
TGT01,TGT01_CMPD0162,pose3,-6.08,0,8.0,12.0,9.0,6.0,6.0,10.0,16.0,7.0,2.889,277.8,1.378,77.7,0,0.605
TGT01,TGT01_CMPD0163,pose1,-7.88,0,7.0,5.0,6.0,4.0,2.0,4.0,9.0,5.0,2.71,191.1,3.801,90.2,0,2.241
TGT01,TGT01_CMPD0163,pose2,-6.966,0,9.0,5.0,6.0,4.0,5.0,3.0,11.0,9.0,4.439,214.4,-0.088,71.9,0,1.027
TGT01,TGT01_CMPD0163,pose3,-6.476,0,4.0,0.0,8.0,4.0,2.0,8.0,8.0,8.0,2.942,285.5,1.475,64.1,0,0.713
TGT01,TGT01_CMPD0164,pose1,-4.7,1,7.0,10.0,5.0,5.0,4.0,9.0,12.0,12.0,1.508,243.6,1.451,81.8,0,0.387
TGT01,TGT01_CMPD0164,pose2,-3.735,1,9.0,8.0,10.0,5.0,7.0,9.0,12.0,8.0,1.817,271.2,0.272,48.8,1,0.433
TGT01,TGT01_CMPD0164,pose3,-7.737,1,6.0,8.0,3.0,8.0,4.0,0.0,13.0,8.0,2.246,287.2,1.612,99.8,0,0.258
TGT01,TGT01_CMPD0165,pose1,-9.827,0,8.0,14.0,12.0,15.0,14.0,15.0,14.0,23.0,2.658,319.0,4.18,91.3,4,1.776
TGT01,TGT01_CMPD0165,pose2,-11.466,0,14.0,16.0,14.0,12.0,14.0,17.0,15.0,15.0,2.757,312.9,2.484,105.2,0,1.499
TGT01,TGT01_CMPD0165,pose3,-7.57,0,21.0,13.0,19.0,16.0,14.0,15.0,19.0,17.0,2.835,406.0,3.849,47.1,6,1.039
TGT01,TGT01_CMPD0166,pose1,-5.611,0,6.0,6.0,6.0,8.0,6.0,9.0,11.0,5.0,2.431,293.8,2.125,77.6,0,0.714
TGT01,TGT01_CMPD0166,pose2,-8.28,0,12.0,7.0,5.0,8.0,7.0,10.0,11.0,10.0,1.795,359.6,1.31,55.9,2,0.608
TGT01,TGT01_CMPD0166,pose3,-5.965,0,8.0,5.0,6.0,1.0,6.0,9.0,10.0,12.0,2.683,315.0,2.208,54.8,1,0.851
TGT01,TGT01_CMPD0167,pose1,-10.199,0,15.0,15.0,17.0,15.0,10.0,11.0,17.0,16.0,2.491,400.2,1.328,89.3,2,0.668
TGT01,TGT01_CMPD0167,pose2,-5.127,0,11.0,14.0,12.0,10.0,10.0,12.0,13.0,10.0,2.291,363.0,1.494,105.7,0,1.993
TGT01,TGT01_CMPD0167,pose3,-6.941,0,18.0,12.0,13.0,14.0,14.0,15.0,12.0,12.0,3.036,326.7,2.942,86.9,5,1.48
TGT01,TGT01_CMPD0168,pose1,-4.871,0,5.0,6.0,10.0,6.0,4.0,10.0,6.0,11.0,1.723,287.3,0.597,69.5,1,1.683
TGT01,TGT01_CMPD0168,pose2,-5.609,0,10.0,7.0,10.0,10.0,7.0,5.0,13.0,12.0,3.29,326.3,1.411,83.9,1,1.328
TGT01,TGT01_CMPD0168,pose3,-5.318,0,7.0,12.0,6.0,8.0,0.0,7.0,11.0,5.0,3.513,281.1,4.015,61.4,3,1.662
TGT01,TGT01_CMPD0169,pose1,-4.513,0,6.0,6.0,1.0,10.0,6.0,2.0,11.0,5.0,1.556,218.6,2.083,65.0,0,0.427
TGT01,TGT01_CMPD0169,pose2,-7.029,0,2.0,6.0,7.0,4.0,5.0,11.0,5.0,6.0,3.232,284.8,2.164,83.9,1,1.178
TGT01,TGT01_CMPD0169,pose3,-4.709,0,3.0,0.0,5.0,4.0,2.0,3.0,7.0,4.0,2.242,236.3,0.693,110.3,0,0.725
TGT01,TGT01_CMPD0170,pose1,-5.503,0,9.0,10.0,8.0,10.0,5.0,11.0,18.0,10.0,3.549,305.3,2.458,86.5,0,1.055
TGT01,TGT01_CMPD0170,pose2,-7.643,0,9.0,4.0,9.0,11.0,10.0,7.0,11.0,9.0,2.754,287.0,-1.545,60.3,3,2.17
TGT01,TGT01_CMPD0170,pose3,-4.519,0,8.0,4.0,8.0,7.0,9.0,5.0,6.0,12.0,3.128,264.1,1.503,79.1,0,0.72
TGT01,TGT01_CMPD0171,pose1,-6.93,1,13.0,13.0,12.0,17.0,7.0,10.0,15.0,10.0,3.049,347.6,3.136,72.5,4,1.673
TGT01,TGT01_CMPD0171,pose2,-7.76,1,12.0,12.0,11.0,12.0,5.0,14.0,19.0,14.0,2.204,319.8,4.795,86.3,6,1.324
TGT01,TGT01_CMPD0171,pose3,-7.707,1,12.0,14.0,7.0,12.0,10.0,11.0,12.0,13.0,2.253,337.8,3.534,93.4,2,1.738
TGT01,TGT01_CMPD0172,pose1,-7.018,0,8.0,6.0,11.0,12.0,10.0,13.0,9.0,11.0,2.246,275.4,3.656,49.2,1,0.534
TGT01,TGT01_CMPD0172,pose2,-2.773,0,6.0,6.0,7.0,8.0,5.0,8.0,6.0,7.0,2.629,311.1,3.25,81.1,1,1.098
TGT01,TGT01_CMPD0172,pose3,-6.816,0,13.0,12.0,9.0,11.0,10.0,11.0,11.0,15.0,2.726,262.4,2.835,79.2,3,2.192
TGT01,TGT01_CMPD0173,pose1,-8.013,0,6.0,9.0,3.0,4.0,1.0,3.0,9.0,4.0,2.883,333.5,2.225,48.5,0,2.206
TGT01,TGT01_CMPD0173,pose2,-5.565,0,6.0,3.0,5.0,0.0,1.0,3.0,8.0,1.0,3.007,233.2,0.772,52.0,0,1.852
TGT01,TGT01_CMPD0173,pose3,-3.397,0,5.0,6.0,6.0,5.0,4.0,2.0,7.0,12.0,2.11,259.0,1.553,54.0,0,1.846
TGT01,TGT01_CMPD0174,pose1,-5.242,0,3.0,0.0,5.0,3.0,2.0,5.0,6.0,5.0,2.779,334.2,3.763,57.1,1,0.239
TGT01,TGT01_CMPD0174,pose2,-6.743,0,4.0,4.0,4.0,7.0,5.0,7.0,8.0,5.0,2.617,374.8,0.475,85.8,2,0.42
TGT01,TGT01_CMPD0174,pose3,-6.624,0,4.0,0.0,8.0,1.0,1.0,5.0,7.0,4.0,1.06,273.2,0.379,107.1,0,0.854
TGT01,TGT01_CMPD0175,pose1,-6.476,0,13.0,15.0,16.0,13.0,17.0,16.0,15.0,17.0,2.702,450.9,5.067,91.7,4,1.026
TGT01,TGT01_CMPD0175,pose2,-6.351,0,20.0,10.0,15.0,11.0,14.0,15.0,20.0,19.0,3.099,356.3,2.239,81.5,1,1.202
TGT01,TGT01_CMPD0175,pose3,-7.766,0,12.0,10.0,10.0,17.0,12.0,17.0,21.0,20.0,2.406,305.7,3.714,91.1,0,1.405
TGT01,TGT01_CMPD0176,pose1,-6.593,0,9.0,14.0,13.0,11.0,6.0,11.0,9.0,10.0,3.104,399.4,2.201,75.0,1,1.853
TGT01,TGT01_CMPD0176,pose2,-9.14,0,11.0,10.0,10.0,13.0,10.0,13.0,12.0,18.0,3.105,310.3,0.724,77.2,1,1.252
TGT01,TGT01_CMPD0176,pose3,-7.332,0,9.0,12.0,11.0,11.0,9.0,10.0,20.0,11.0,2.592,328.2,2.985,111.9,2,1.276
TGT01,TGT01_CMPD0177,pose1,-5.256,0,5.0,6.0,8.0,7.0,10.0,12.0,11.0,15.0,3.413,358.5,1.074,74.4,0,1.33
TGT01,TGT01_CMPD0177,pose2,-3.287,0,8.0,6.0,10.0,8.0,13.0,10.0,16.0,11.0,3.282,327.2,1.641,70.1,1,1.031
TGT01,TGT01_CMPD0177,pose3,-3.942,0,7.0,5.0,5.0,9.0,11.0,11.0,9.0,12.0,2.218,234.3,2.339,80.8,0,0.393
TGT01,TGT01_CMPD0178,pose1,-5.288,0,13.0,14.0,17.0,14.0,16.0,7.0,15.0,14.0,3.122,355.3,1.594,82.1,3,2.035
TGT01,TGT01_CMPD0178,pose2,-6.077,0,11.0,5.0,14.0,22.0,10.0,14.0,13.0,13.0,2.439,379.2,3.595,49.9,2,1.277
TGT01,TGT01_CMPD0178,pose3,-6.906,0,10.0,10.0,16.0,10.0,13.0,12.0,13.0,17.0,2.839,388.2,4.183,78.6,1,0.958
TGT01,TGT01_CMPD0179,pose1,-4.394,0,9.0,6.0,2.0,7.0,8.0,5.0,10.0,9.0,2.133,347.3,0.074,44.4,3,0.546
TGT01,TGT01_CMPD0179,pose2,-6.129,0,11.0,2.0,8.0,1.0,8.0,10.0,7.0,4.0,1.5,302.1,1.687,78.3,0,1.188
TGT01,TGT01_CMPD0179,pose3,-6.114,0,4.0,0.0,9.0,7.0,6.0,1.0,2.0,4.0,2.676,265.8,1.843,59.4,0,1.407
TGT01,TGT01_CMPD0180,pose1,-9.113,0,18.0,13.0,12.0,18.0,15.0,10.0,16.0,18.0,3.216,335.8,1.885,80.2,0,1.11
TGT01,TGT01_CMPD0180,pose2,-5.632,0,9.0,10.0,9.0,12.0,10.0,11.0,17.0,11.0,2.163,342.3,1.709,74.3,1,2.699
TGT01,TGT01_CMPD0180,pose3,-8.724,0,9.0,13.0,11.0,12.0,12.0,12.0,15.0,13.0,2.907,406.8,4.218,85.9,0,1.849
TGT01,TGT01_CMPD0181,pose1,-5.161,0,9.0,7.0,11.0,12.0,11.0,11.0,15.0,12.0,2.171,346.9,1.27,49.3,1,0.993
TGT01,TGT01_CMPD0181,pose2,-4.807,0,13.0,9.0,11.0,9.0,4.0,8.0,13.0,11.0,2.58,317.4,3.023,50.3,4,0.089
TGT01,TGT01_CMPD0181,pose3,-7.078,0,14.0,10.0,14.0,7.0,4.0,5.0,11.0,15.0,3.891,289.2,2.082,99.0,1,0.962
TGT01,TGT01_CMPD0182,pose1,-8.382,0,10.0,9.0,15.0,12.0,12.0,14.0,16.0,11.0,2.723,263.5,2.24,52.0,2,1.834
TGT01,TGT01_CMPD0182,pose2,-7.141,0,8.0,16.0,8.0,12.0,11.0,10.0,15.0,15.0,3.025,425.8,1.688,93.0,2,0.474
TGT01,TGT01_CMPD0182,pose3,-4.033,0,16.0,15.0,13.0,13.0,15.0,16.0,15.0,15.0,2.919,396.9,2.77,84.7,2,1.254
TGT01,TGT01_CMPD0183,pose1,-5.949,0,13.0,9.0,13.0,9.0,9.0,14.0,13.0,13.0,2.879,305.8,3.397,61.5,1,0.543
TGT01,TGT01_CMPD0183,pose2,-7.157,0,8.0,7.0,7.0,7.0,12.0,11.0,15.0,13.0,3.355,265.6,1.178,77.3,4,2.308
TGT01,TGT01_CMPD0183,pose3,-6.149,0,12.0,8.0,10.0,11.0,7.0,9.0,9.0,12.0,2.339,359.1,1.634,75.5,4,1.353
TGT01,TGT01_CMPD0184,pose1,-5.173,0,13.0,11.0,15.0,15.0,10.0,11.0,12.0,17.0,3.603,274.0,1.534,57.3,2,1.791
TGT01,TGT01_CMPD0184,pose2,-5.133,0,16.0,10.0,10.0,13.0,10.0,12.0,16.0,14.0,2.523,340.3,1.204,71.4,1,0.97
TGT01,TGT01_CMPD0184,pose3,-6.799,0,7.0,8.0,7.0,8.0,11.0,7.0,12.0,11.0,2.247,276.5,1.513,100.7,2,1.352
TGT01,TGT01_CMPD0185,pose1,-5.337,0,10.0,8.0,13.0,8.0,9.0,7.0,15.0,12.0,2.807,282.4,1.801,72.4,2,1.14
TGT01,TGT01_CMPD0185,pose2,-5.391,0,11.0,15.0,12.0,7.0,13.0,11.0,14.0,14.0,1.913,254.0,2.844,63.0,1,0.744
TGT01,TGT01_CMPD0185,pose3,-5.362,0,10.0,8.0,17.0,5.0,12.0,9.0,6.0,7.0,2.63,291.6,3.209,69.8,2,2.032
TGT01,TGT01_CMPD0186,pose1,-8.694,0,10.0,15.0,15.0,11.0,10.0,10.0,9.0,17.0,2.324,283.6,2.459,80.0,1,1.294
TGT01,TGT01_CMPD0186,pose2,-6.239,0,10.0,9.0,13.0,11.0,11.0,12.0,8.0,11.0,2.848,285.4,1.473,28.3,0,1.14
TGT01,TGT01_CMPD0186,pose3,-7.267,0,7.0,6.0,11.0,5.0,7.0,10.0,11.0,8.0,1.975,336.7,1.647,85.8,0,0.362
TGT01,TGT01_CMPD0187,pose1,-6.356,0,7.0,11.0,12.0,9.0,5.0,12.0,15.0,8.0,3.048,348.9,1.729,110.7,0,2.046
TGT01,TGT01_CMPD0187,pose2,-5.944,0,1.0,6.0,10.0,10.0,8.0,8.0,10.0,5.0,3.356,291.1,1.239,96.8,0,1.92
TGT01,TGT01_CMPD0187,pose3,-3.987,0,3.0,11.0,11.0,10.0,9.0,8.0,9.0,17.0,3.082,292.4,2.396,75.1,0,1.595
TGT01,TGT01_CMPD0188,pose1,-6.608,0,11.0,10.0,12.0,13.0,5.0,7.0,19.0,13.0,3.989,282.3,2.172,64.8,2,1.959
TGT01,TGT01_CMPD0188,pose2,-5.395,0,14.0,6.0,7.0,11.0,7.0,10.0,16.0,8.0,3.263,312.2,3.87,80.9,1,0.798
TGT01,TGT01_CMPD0188,pose3,-6.264,0,13.0,4.0,12.0,11.0,8.0,14.0,13.0,11.0,2.337,323.9,1.558,80.1,1,0.34
TGT01,TGT01_CMPD0189,pose1,-6.342,0,6.0,4.0,9.0,7.0,1.0,9.0,12.0,10.0,1.939,267.5,0.108,67.9,1,1.914
TGT01,TGT01_CMPD0189,pose2,-7.018,0,8.0,6.0,13.0,6.0,6.0,12.0,7.0,8.0,2.7,299.0,1.335,71.5,0,1.422
TGT01,TGT01_CMPD0189,pose3,-6.517,0,9.0,6.0,6.0,5.0,0.0,5.0,8.0,0.0,1.985,359.5,2.811,54.3,1,1.092
TGT01,TGT01_CMPD0190,pose1,-4.807,0,12.0,14.0,11.0,12.0,10.0,13.0,15.0,14.0,2.518,306.1,1.707,67.1,2,0.805
TGT01,TGT01_CMPD0190,pose2,-8.151,0,13.0,11.0,14.0,14.0,15.0,10.0,13.0,17.0,2.125,258.9,4.144,99.7,1,1.505
TGT01,TGT01_CMPD0190,pose3,-4.773,0,10.0,10.0,12.0,13.0,11.0,12.0,17.0,11.0,2.996,296.1,2.572,82.3,4,2.227
TGT01,TGT01_CMPD0191,pose1,-5.728,1,19.0,16.0,14.0,13.0,13.0,15.0,20.0,15.0,3.32,284.1,2.416,52.2,5,0.802
TGT01,TGT01_CMPD0191,pose2,-7.355,1,11.0,4.0,11.0,7.0,12.0,9.0,13.0,13.0,2.514,328.5,2.856,66.8,0,1.757
TGT01,TGT01_CMPD0191,pose3,-6.446,1,9.0,12.0,15.0,18.0,13.0,13.0,17.0,14.0,2.219,350.0,2.877,62.1,3,1.207
TGT01,TGT01_CMPD0192,pose1,-6.546,0,6.0,9.0,6.0,5.0,2.0,11.0,9.0,8.0,2.392,348.2,3.018,87.2,0,0.993
TGT01,TGT01_CMPD0192,pose2,-9.794,0,5.0,4.0,13.0,3.0,9.0,5.0,15.0,10.0,1.656,370.6,3.18,88.2,0,2.134
TGT01,TGT01_CMPD0192,pose3,-3.179,0,5.0,7.0,7.0,10.0,10.0,8.0,6.0,7.0,2.691,323.0,0.828,77.0,0,1.999
TGT01,TGT01_CMPD0193,pose1,-6.414,0,13.0,10.0,15.0,14.0,16.0,14.0,16.0,15.0,3.97,319.0,2.789,70.4,4,0.657
TGT01,TGT01_CMPD0193,pose2,-5.747,0,7.0,9.0,13.0,13.0,11.0,10.0,13.0,7.0,3.631,282.8,2.381,74.5,0,1.252
TGT01,TGT01_CMPD0193,pose3,-5.044,0,12.0,13.0,10.0,13.0,5.0,13.0,17.0,8.0,3.291,337.3,2.019,63.6,2,1.252
TGT01,TGT01_CMPD0194,pose1,-8.261,0,9.0,5.0,10.0,6.0,7.0,12.0,14.0,12.0,2.184,320.7,2.718,63.1,2,1.348
TGT01,TGT01_CMPD0194,pose2,-4.316,0,6.0,3.0,9.0,10.0,7.0,12.0,10.0,8.0,2.322,308.9,2.809,68.7,1,1.77
TGT01,TGT01_CMPD0194,pose3,-6.899,0,14.0,14.0,13.0,9.0,12.0,12.0,17.0,14.0,2.827,314.8,1.1,81.3,3,0.3
TGT01,TGT01_CMPD0195,pose1,-6.222,1,12.0,15.0,16.0,18.0,12.0,18.0,12.0,18.0,3.116,293.2,2.631,90.4,5,2.617
TGT01,TGT01_CMPD0195,pose2,-6.975,1,13.0,11.0,11.0,14.0,12.0,16.0,15.0,12.0,3.019,255.4,4.293,65.0,4,3.505
TGT01,TGT01_CMPD0195,pose3,-7.626,1,15.0,17.0,14.0,12.0,11.0,15.0,14.0,20.0,3.226,325.5,4.342,80.6,2,2.018
TGT01,TGT01_CMPD0196,pose1,-4.376,0,8.0,9.0,15.0,15.0,11.0,14.0,20.0,13.0,2.6,305.2,3.283,87.2,1,0.658
TGT01,TGT01_CMPD0196,pose2,-8.11,0,12.0,14.0,13.0,13.0,4.0,15.0,17.0,20.0,1.823,262.8,2.126,76.1,3,1.28
TGT01,TGT01_CMPD0196,pose3,-6.625,0,18.0,13.0,17.0,10.0,14.0,13.0,15.0,11.0,2.767,436.3,2.212,101.1,3,1.173
TGT01,TGT01_CMPD0197,pose1,-5.221,0,12.0,6.0,12.0,9.0,7.0,12.0,15.0,14.0,3.04,365.8,0.891,77.4,1,0.575
TGT01,TGT01_CMPD0197,pose2,-6.342,0,6.0,9.0,9.0,6.0,7.0,7.0,8.0,9.0,3.112,271.7,3.457,60.5,0,1.619
TGT01,TGT01_CMPD0197,pose3,-5.598,0,13.0,12.0,12.0,10.0,16.0,10.0,9.0,14.0,3.419,282.7,3.335,84.5,3,1.2
TGT01,TGT01_CMPD0198,pose1,-9.98,0,12.0,10.0,9.0,6.0,9.0,7.0,12.0,12.0,2.818,259.1,2.937,81.7,4,1.765
TGT01,TGT01_CMPD0198,pose2,-7.328,0,10.0,11.0,14.0,16.0,7.0,14.0,18.0,18.0,1.866,257.5,0.91,87.5,1,0.905
TGT01,TGT01_CMPD0198,pose3,-8.502,0,6.0,10.0,7.0,7.0,3.0,10.0,11.0,16.0,1.95,343.0,3.615,84.1,0,0.573
TGT01,TGT01_CMPD0199,pose1,-3.515,0,16.0,16.0,14.0,11.0,7.0,17.0,11.0,14.0,2.146,248.9,1.407,107.5,0,0.171
TGT01,TGT01_CMPD0199,pose2,-6.348,0,8.0,8.0,9.0,10.0,7.0,12.0,11.0,14.0,2.796,369.8,1.464,93.5,0,0.971
TGT01,TGT01_CMPD0199,pose3,-5.063,0,10.0,6.0,15.0,8.0,4.0,14.0,13.0,12.0,2.605,282.4,2.981,53.8,0,0.432
TGT01,TGT01_CMPD0200,pose1,-3.561,0,7.0,3.0,14.0,7.0,9.0,12.0,10.0,12.0,2.019,261.7,2.477,57.6,0,1.418
TGT01,TGT01_CMPD0200,pose2,-4.946,0,6.0,8.0,10.0,9.0,8.0,12.0,11.0,14.0,2.782,229.2,1.857,65.3,0,0.74
TGT01,TGT01_CMPD0200,pose3,-6.175,0,10.0,3.0,5.0,6.0,2.0,4.0,7.0,11.0,3.254,297.2,2.667,77.1,0,1.85
TGT01,TGT01_CMPD0201,pose1,-6.132,0,22.0,18.0,17.0,20.0,16.0,21.0,24.0,24.0,3.015,408.9,1.287,102.4,6,1.755
TGT01,TGT01_CMPD0201,pose2,-4.553,0,20.0,15.0,18.0,21.0,17.0,21.0,20.0,16.0,2.783,389.0,3.916,106.4,0,1.841
TGT01,TGT01_CMPD0201,pose3,-6.605,0,16.0,14.0,20.0,14.0,12.0,16.0,21.0,20.0,3.354,461.6,3.068,81.1,3,2.249
TGT01,TGT01_CMPD0202,pose1,-6.558,0,7.0,12.0,13.0,11.0,5.0,12.0,9.0,10.0,3.214,392.3,2.518,74.6,1,2.112
TGT01,TGT01_CMPD0202,pose2,-5.719,0,14.0,4.0,6.0,12.0,3.0,12.0,12.0,11.0,3.63,355.2,1.501,54.9,0,0.642
TGT01,TGT01_CMPD0202,pose3,-6.131,0,13.0,14.0,10.0,11.0,11.0,9.0,13.0,11.0,2.374,324.7,1.891,61.1,0,3.165
TGT01,TGT01_CMPD0203,pose1,-6.202,0,8.0,0.0,9.0,6.0,7.0,6.0,13.0,9.0,2.533,378.8,2.835,78.1,4,1.649
TGT01,TGT01_CMPD0203,pose2,-6.041,0,11.0,10.0,13.0,8.0,4.0,9.0,15.0,7.0,3.074,398.5,1.729,62.1,2,1.455
TGT01,TGT01_CMPD0203,pose3,-7.171,0,9.0,9.0,10.0,7.0,6.0,11.0,10.0,5.0,1.948,302.8,3.503,31.8,0,1.763
TGT01,TGT01_CMPD0204,pose1,-7.144,1,12.0,14.0,15.0,13.0,11.0,14.0,20.0,16.0,2.818,424.5,2.123,47.7,1,2.219
TGT01,TGT01_CMPD0204,pose2,-6.114,1,14.0,8.0,16.0,14.0,14.0,17.0,15.0,20.0,2.425,384.0,2.0,69.1,0,1.862
TGT01,TGT01_CMPD0204,pose3,-5.553,1,15.0,18.0,13.0,18.0,17.0,14.0,18.0,18.0,2.065,316.7,1.146,81.5,2,2.007
TGT01,TGT01_CMPD0205,pose1,-8.167,0,11.0,15.0,16.0,13.0,11.0,10.0,15.0,15.0,2.5,369.2,3.41,126.9,2,1.267
TGT01,TGT01_CMPD0205,pose2,-8.541,0,16.0,16.0,17.0,16.0,11.0,14.0,17.0,21.0,2.807,322.8,3.961,67.5,2,2.16
TGT01,TGT01_CMPD0205,pose3,-8.505,0,16.0,20.0,18.0,19.0,16.0,19.0,19.0,16.0,2.494,454.8,1.384,89.3,2,0.016
TGT01,TGT01_CMPD0206,pose1,-7.577,0,10.0,5.0,11.0,15.0,13.0,13.0,12.0,14.0,3.539,344.9,3.088,55.0,3,1.706
TGT01,TGT01_CMPD0206,pose2,-4.882,0,10.0,10.0,11.0,9.0,5.0,10.0,13.0,17.0,3.046,267.3,3.247,59.9,4,1.341
TGT01,TGT01_CMPD0206,pose3,-7.175,0,8.0,9.0,9.0,6.0,10.0,8.0,16.0,12.0,2.466,331.8,4.889,98.4,2,1.482
TGT01,TGT01_CMPD0207,pose1,-6.402,0,9.0,10.0,8.0,13.0,7.0,11.0,11.0,11.0,3.054,274.6,1.827,66.4,5,0.333
TGT01,TGT01_CMPD0207,pose2,-8.565,0,5.0,8.0,11.0,10.0,4.0,12.0,11.0,6.0,2.486,270.0,3.105,59.7,2,1.172
TGT01,TGT01_CMPD0207,pose3,-5.884,0,10.0,4.0,16.0,12.0,7.0,13.0,12.0,10.0,2.286,342.8,2.703,95.9,2,1.215
TGT01,TGT01_CMPD0208,pose1,-6.006,0,8.0,8.0,12.0,5.0,8.0,7.0,10.0,13.0,2.144,340.0,3.477,71.2,0,1.203
TGT01,TGT01_CMPD0208,pose2,-5.464,0,9.0,10.0,13.0,12.0,3.0,15.0,13.0,10.0,3.03,442.9,1.989,100.0,1,1.378
TGT01,TGT01_CMPD0208,pose3,-6.303,0,14.0,12.0,16.0,8.0,8.0,13.0,16.0,12.0,2.517,376.5,2.227,66.1,0,0.131
TGT01,TGT01_CMPD0209,pose1,-6.3,0,6.0,6.0,7.0,7.0,8.0,10.0,12.0,8.0,3.062,289.4,1.263,45.5,0,1.127
TGT01,TGT01_CMPD0209,pose2,-6.612,0,7.0,7.0,7.0,4.0,6.0,9.0,6.0,11.0,2.569,267.7,2.854,46.5,1,1.706
TGT01,TGT01_CMPD0209,pose3,-3.946,0,0.0,1.0,6.0,4.0,6.0,5.0,8.0,6.0,2.969,266.4,2.001,85.3,2,2.437
TGT01,TGT01_CMPD0210,pose1,-8.946,0,14.0,1.0,5.0,9.0,2.0,3.0,9.0,7.0,2.562,356.3,0.595,48.1,0,1.149
TGT01,TGT01_CMPD0210,pose2,-4.041,0,9.0,5.0,7.0,8.0,0.0,10.0,4.0,2.0,2.391,309.8,0.01,61.2,0,0.209
TGT01,TGT01_CMPD0210,pose3,-4.782,0,5.0,8.0,11.0,9.0,6.0,10.0,9.0,7.0,2.949,327.5,1.618,110.3,0,1.416
TGT01,TGT01_CMPD0211,pose1,-4.784,0,10.0,2.0,3.0,4.0,6.0,10.0,9.0,12.0,2.124,213.8,1.656,75.4,0,1.188
TGT01,TGT01_CMPD0211,pose2,-6.929,0,8.0,5.0,10.0,8.0,10.0,5.0,6.0,12.0,2.955,348.4,0.294,55.2,0,0.683
TGT01,TGT01_CMPD0211,pose3,-3.611,0,6.0,10.0,13.0,14.0,9.0,13.0,12.0,6.0,3.433,247.9,2.913,89.5,0,2.542
TGT01,TGT01_CMPD0212,pose1,-4.675,0,5.0,6.0,7.0,12.0,7.0,6.0,12.0,10.0,2.638,346.5,2.296,46.2,1,1.123
TGT01,TGT01_CMPD0212,pose2,-5.703,0,9.0,3.0,8.0,1.0,3.0,1.0,12.0,4.0,2.848,337.8,2.236,62.5,0,0.981
TGT01,TGT01_CMPD0212,pose3,-4.192,0,8.0,6.0,10.0,10.0,7.0,8.0,10.0,12.0,3.199,327.0,2.669,69.9,1,1.143
TGT01,TGT01_CMPD0213,pose1,-10.534,0,14.0,17.0,12.0,11.0,13.0,15.0,18.0,13.0,2.519,263.7,2.429,70.0,0,1.698
TGT01,TGT01_CMPD0213,pose2,-6.793,0,15.0,10.0,15.0,14.0,11.0,13.0,21.0,19.0,2.53,405.5,3.597,82.4,3,1.611
TGT01,TGT01_CMPD0213,pose3,-9.16,0,11.0,11.0,12.0,14.0,10.0,13.0,9.0,14.0,2.5,356.1,2.481,96.3,0,1.566
TGT01,TGT01_CMPD0214,pose1,-5.075,0,14.0,16.0,17.0,22.0,14.0,16.0,19.0,18.0,3.977,317.3,3.666,113.8,1,2.939
TGT01,TGT01_CMPD0214,pose2,-8.884,0,15.0,19.0,20.0,16.0,14.0,16.0,20.0,13.0,3.051,298.1,3.201,85.7,3,1.347
TGT01,TGT01_CMPD0214,pose3,-8.288,0,18.0,16.0,17.0,13.0,15.0,16.0,20.0,17.0,3.115,299.1,3.45,87.3,3,1.808
TGT01,TGT01_CMPD0215,pose1,-6.554,0,9.0,9.0,14.0,10.0,5.0,10.0,12.0,11.0,3.6,210.4,0.774,107.9,3,1.528
TGT01,TGT01_CMPD0215,pose2,-9.905,0,12.0,12.0,4.0,12.0,10.0,11.0,5.0,12.0,2.315,300.2,1.331,49.4,1,0.074
TGT01,TGT01_CMPD0215,pose3,-6.717,0,10.0,9.0,13.0,10.0,10.0,14.0,16.0,12.0,2.628,292.8,2.057,60.2,3,1.664
TGT01,TGT01_CMPD0216,pose1,-7.759,0,11.0,10.0,14.0,3.0,8.0,11.0,11.0,10.0,2.491,285.0,2.352,103.3,3,0.34
TGT01,TGT01_CMPD0216,pose2,-7.581,0,10.0,4.0,5.0,6.0,9.0,9.0,8.0,10.0,2.757,341.6,1.779,91.8,2,0.033
TGT01,TGT01_CMPD0216,pose3,-8.363,0,9.0,9.0,14.0,7.0,12.0,17.0,13.0,9.0,1.971,287.1,3.326,93.2,2,0.392
TGT01,TGT01_CMPD0217,pose1,-5.049,0,7.0,6.0,3.0,7.0,2.0,14.0,11.0,8.0,0.961,313.0,1.403,79.2,0,2.047
TGT01,TGT01_CMPD0217,pose2,-4.339,0,1.0,3.0,3.0,3.0,4.0,3.0,7.0,7.0,2.06,221.8,0.631,81.4,1,1.337
