"group","value"
"Day 10",3.83844636881944
"Day 14",7.47855732384083
"Day 14",5.71363973752807
"Day 14",6.15131874808042
"Day 14",5.56943392920956
"Day 14",4.22398527138869
"Day 14",4.61446674521292
"Day 14",5.36194639461855
"Day 14",2.33009236499398
"Day 14",4.36904405795302
"Day 14",5.98261282197898
"Day 14",4.90751313179409
"Day 14",4.92206085059354
"Day 14",6.05212892051579
"Day 14",4.666531820995
"Day 14",5.81622717067005
"Day 14",3.80611223121352
"Day 14",3.9970376193324
"Day 14",3.55937659457046
"Day 14",5.28271051259998
"Day 14",4.99799684930901
"Day 14",6.61303420747642
"Day 14",5.15905353868234
"Day 14",6.5266793882085
"Day 14",7.10632077040438
"Day 14",4.71888053096602
"Day 14",5.58067029344572
"Day 14",4.37200460599774
"Day 14",5.92323056051367
"Day 14",4.14183487534182
"Day 14",4.19405560128125
"Day 14",5.4830174943473
"Day 14",5.28899509290143
"Day 14",5.457370713177
"Day 14",5.26794821453543
"Day 14",4.68192905752031
"Day 14",5.07240187877161
"Day 14",6.7877555694687
"Day 14",5.182462779143
"Day 14",3.90788038902969
"Day 14",4.37233104263035
"Day 14",4.12022142495872
"Day 14",4.31791165985265
"Day 14",3.96413775857397
"Day 14",2.62666807556675
"Day 14",5.85568443420676
"Day 14",5.84684067904616
"Day 14",4.95441157331671
"Day 14",4.49067862938526
"Day 14",4.40406200031718
"Day 14",5.59075964929804
"Day 14",5.42203230240179
"Day 14",5.61321070815815
"Day 14",5.20474118484962
"Day 14",5.80660423679459
"Day 14",5.62251126559621
"Day 14",5.74714612278348
"Day 14",5.68604205505857
"Day 14",6.82864802612686
"Day 14",4.16606608003959
"Day 14",6.6781581930444
"Day 14",4.87247551647803
"Day 14",5.13631887105793
"Day 14",5.27945990793913
"Day 14",4.76074950037194
"Day 14",2.69726918873935
"Day 14",4.89332611558337
"Day 14",5.24055548899949
"Day 14",3.49702649988913
"Day 14",5.73894086650441
"Day 14",4.61467178125854
"Day 14",6.61878696991582
"Day 14",5.45957075197897
"Day 14",4.42699284837318
"Day 14",5.3643775762581
"Day 14",5.45243144603724
"Day 14",6.0938064201013
"Day 14",5.04626506509623
"Day 14",3.20729180572186
"Day 14",3.926327493383
"Day 14",4.35989435326955
"Day 14",5.61773998864547
"Day 14",4.92086046217694
"Day 14",4.59791882886954
"Day 14",4.37200698448567
"Day 14",5.35062105807449
"Day 14",4.36559636973738
"Day 14",4.81003734851597
"Day 14",4.27882231824467
"Day 14",3.83951133340897
"Day 14",6.13608089708613
"Day 14",3.90885443936827
"Day 14",5.27156856323643
"Day 14",4.643177868403
"Day 14",4.16271834459185
"Day 14",5.45412726764873
"Day 14",5.56567181442878
"Day 14",6.43937343389846
"Day 14",5.5187204961469
"Day 14",5.06430202688186
"Day 14",7.7504195193342
"Day 14",4.56272126008184
"Day 14",4.21688043625291
"Day 14",4.67558836538301
"Day 14",5.09179372455875
"Day 14",5.7884215659273
"Day 14",5.60752815840671
"Day 14",5.09636436625655
"Day 14",4.3605687125188
"Day 14",6.30478078763572
"Day 14",6.09795598901948
"Day 14",4.49010799913013
"Day 14",5.87304350582325
"Day 14",5.64108407581172
"Day 14",6.22431717398294
"Day 14",5.34663645374869
"Day 14",4.08175418986332
"Day 14",5.98644941437126
"Day 14",4.48585779964994
"Day 14",5.71666510001391
"Day 14",6.84000919676806
"Day 14",3.80954854013459
"Day 14",6.73067258514552
"Day 14",6.52609778873972
"Day 14",4.68187715884227
"Day 14",4.95375268003031
"Day 14",4.52786926743335
"Day 14",4.64103970079096
"Day 14",5.76803875391523
"Day 14",4.31902017485293
"Day 14",5.01347670984547
"Day 14",5.05897469020047
"Day 14",5.1053588017382
"Day 14",5.37781778140791
"Day 14",6.76464272500259
"Day 14",4.75769489490441
"Day 14",4.4210173796952
"Day 14",5.97643866265925
"Day 14",5.57286285376581
"Day 14",5.4310722233326
"Day 14",5.77916849825
"Day 14",3.81630840196269
"Day 14",6.24202987644529
"Day 14",5.64483952131964
"Day 14",6.13228671747939
"Day 14",4.61345264086651
"Day 14",3.39489875066079
"Day 14",4.72510225751502
"Day 14",4.31129012127707
"Day 14",7.37830719845629
"Day 14",4.79480275515134
"Day 14",4.98863963022945
"Day 14",6.24171894966973
"Day 14",5.80793959604864
"Day 14",5.85960531884142
"Day 14",7.78103537168936
"Day 14",5.36279211069951
"Day 14",7.06707202678358
"Day 14",5.44864403328682
"Day 14",3.77015847209079
"Day 14",3.01729672354525
"Day 14",5.83668988014437
"Day 14",4.22073513252681
"Day 14",5.24113293600279
"Day 14",6.94150282603924
"Day 14",5.54023902379046
"Day 14",4.91864450277321
"Day 14",3.31391488093307
"Day 14",4.41536387284689
"Day 14",4.63589438868791
"Day 14",5.87052161801695
"Day 14",5.6737882006648
"Day 14",5.21368414053323
"Day 14",5.37663885993262
"Day 14",4.91763921665767
"Day 14",5.22962267843242
"Day 14",5.4662406263589
"Day 14",5.64017525886516
"Day 14",6.99107510526178
"Day 14",4.11021676333386
"Day 14",6.64531128295204
"Day 14",5.8580822109415
"Day 14",3.68557802715986
"Day 14",4.92849371656872
"Day 14",4.58324386786746
"Day 14",4.28565955741264
"Day 14",3.69287124545631
"Day 14",4.71577999139205
"Day 14",4.77334718503521
"Day 14",4.88292621724538
"Day 14",3.18010865346214
"Day 14",5.63267250399363
"Day 14",5.93142422163504
"Day 14",5.97385001634819
"Day 14",5.95532569689875
"Day 14",5.39649619147376
"Day 14",6.6389830310442
"Day 14",4.34107362573806
"Day 14",3.99792740015331
"Day 14",5.53108116157508
"Day 14",5.63200760550907
"Day 21",4.89601838374586
"Day 21",5.68697218163624
"Day 21",5.97654272044508
"Day 21",6.03347279272561
"Day 21",6.53532206075332
"Day 21",6.59272186744533
"Day 21",3.19690440209076
"Day 21",7.39527396365538
"Day 21",6.11056267273998
"Day 21",5.07393605079689
"Day 21",4.52422935380025
"Day 21",6.56411490821953
"Day 21",5.98137697563897
"Day 21",6.7388708596483
"Day 21",5.58908129076047
"Day 21",5.40404605041724
"Day 21",7.91383678629516
"Day 21",3.59364709943561
"Day 21",6.04482360973367
"Day 21",6.03866147632865
"Day 21",6.09308255553681
"Day 21",6.21372231106704
"Day 21",5.37082955319278
"Day 21",6.82795095977206
"Day 21",3.17117999271324
"Day 21",4.83637807795089
"Day 21",5.52966400387378
"Day 21",5.81484839648018
"Day 21",6.06054430284055
"Day 21",6.29573339560075
"Day 21",4.12639718625393
"Day 21",5.657747310441
"Day 21",6.17940970222039
"Day 21",6.9895992302865
"Day 21",5.53529658822311
"Day 21",7.26514097318083
"Day 21",5.36565662008254
"Day 21",5.59960287970039
"Day 21",5.81181626859434
"Day 21",5.14259563197062
"Day 21",6.37309742926395
"Day 21",4.29075482380516
"Day 21",5.64429999904483
"Day 21",5.10405202476307
"Day 21",5.09745552174182
"Day 21",6.81295984091488
"Day 21",6.71274187876537
"Day 21",7.26400679398968
"Day 21",5.38356523896046
"Day 21",5.68272479542239
"Day 21",4.08290085923723
"Day 21",5.25793877567523
"Day 21",7.43178960340193
"Day 21",5.22930699516064
"Day 21",4.47199792432272
"Day 21",5.69231351184696
"Day 21",6.90895402156214
"Day 21",4.05624898274957
"Day 21",5.39364132349301
"Day 21",6.12250884747112
"Day 21",7.64730529440041
"Day 21",5.02823814720794
"Day 21",7.18461581722321
"Day 21",5.21277585450257
"Day 21",4.60867211485767
"Day 21",4.50432215669407
"Day 21",5.42669089336869
"Day 21",5.62736115410701
"Day 21",5.32386915369579
"Day 21",6.7127453913228
"Day 21",5.84143657735215
"Day 21",5.54311411504547
"Day 21",5.04141998274196
"Day 21",4.34102390942534
"Day 21",3.67108009490638
"Day 21",5.86554584782638
"Day 21",5.67558922881235
"Day 21",7.02867341973854
"Day 21",5.94400474632731
"Day 21",6.45518987813735
"Day 21",5.69139623811942
"Day 21",4.82349270987785
"Day 21",5.94253704959607
"Day 21",5.99318498241413
"Day 21",4.82443334192893
"Day 21",5.62096319161964
"Day 21",7.67078946762311
"Day 21",4.50944127608253
"Day 21",7.13690037799042
"Day 21",5.42066039435025
"Day 21",7.14713370220443
"Day 21",4.79851629376784
"Day 21",5.58314271926954
"Day 21",5.96434583334144
"Day 21",5.53628386941355
"Day 21",6.31532622733207
"Day 21",5.48146988488942
"Day 21",6.87096219981175
"Day 21",5.82212362822307
"Day 21",6.34934383260719
"Day 21",4.45259759407563
"Day 21",4.98502681639599
"Day 21",6.75040302827947
"Day 21",6.16387380057227
"Day 21",5.51273430814357
"Day 21",5.54012943567354
"Day 21",6.41244916205919
"Day 21",5.42395056516383
"Day 21",5.72570472264932
"Day 21",3.9875856498285
"Day 21",7.44174945880657
"Day 21",6.42362759513634
"Day 21",6.49061072144086
"Day 21",3.72548790230215
"Day 21",5.62895495704364
"Day 21",5.2369767484273
"Day 21",4.25984983035744
"Day 21",6.38470467813719
"Day 21",6.89647208904947
"Day 21",5.09124335006376
"Day 21",5.41851792029198
"Day 21",7.37857660881149
"Day 21",3.98369401767002
"Day 21",6.4016629932922
"Day 21",5.33283846277928
"Day 21",5.5335360501815
"Day 21",5.03291591380014
"Day 21",6.75766233280923
"Day 21",4.5115607128054
"Day 21",6.62223558736268
"Day 21",7.07052865639421
"Day 21",3.9919339960113
"Day 21",4.51182676552528
"Day 21",6.24746093530745
"Day 21",4.684127789299
"Day 21",4.95155481479014
"Day 21",5.20019370497513
"Day 21",5.30207092939017
"Day 21",6.36073516709858
"Day 21",5.0409641775578
"Day 21",5.74024391653883
"Day 21",6.3948695835921
"Day 21",4.09421676098251
"Day 21",4.9534713844247
"Day 21",6.51839139481153
"Day 21",5.26971506191747
"Day 21",3.08956569499172
"Day 21",4.78361267909662
"Day 21",6.47418667099542
"Day 21",5.21914520168197
"Day 21",5.2413167915579
"Day 21",5.5027730834949
"Day 21",6.37666103174804
"Day 21",5.15399834025848
"Day 21",6.13071802280268
"Day 21",6.2288852047332
"Day 21",4.6209518265072
"Day 21",5.58750904321927
"Day 21",5.1063118473795
"Day 21",6.07112427337187
"Day 21",4.12664057730845
"Day 21",7.20456162704515
"Day 21",7.00947826948196
"Day 21",4.79871566472346
"Day 21",4.97342702991427
"Day 21",4.73242767737242
"Day 21",5.51209395178433
"Day 21",5.14395165707584
"Day 21",5.76376483128456
"Day 21",3.75603026127478
"Day 21",5.8101321816029
"Day 21",5.66571829797664
"Day 21",4.03339050412727
"Day 21",5.92873282006166
"Day 21",5.70550216626962
"Day 21",5.41712091175577
"Day 21",5.63665154649007
"Day 21",6.03879868798255
"Day 21",6.00019095417126
"Day 21",5.21407111181559
"Day 21",6.81167981972199
"Day 21",5.61310248518324
"Day 21",5.51284056404607
"Day 21",6.60406422610097
"Day 21",6.65196177528676
"Day 21",4.94232354748141
"Day 21",4.64903074144706
"Day 21",4.93732576681459
"Day 21",4.4624663477385
"Day 21",3.85099107874228
"Day 21",5.96371359705678
"Day 21",5.50343853544108
"Day 21",6.29897525122938
"Day 21",5.64832404407568
"Day 21",6.06325459169813
"Day 21",5.14898127121675
"Day 21",4.68029096150982
"Day 21",6.43591354681614
"Day 21",6.41873182249112
"Day 21",3.89895069427793
"Day 28",7.01238643789983
"Day 28",4.25569370350896
"Day 28",6.0524851827164
"Day 28",5.68933285585649
"Day 28",5.96682148292214
"Day 28",7.24008724116208
"Day 28",4.7945734249553
"Day 28",5.82389695758491
"Day 28",8.75543458964187
"Day 28",4.56256144181146
"Day 28",5.44834892904005
"Day 28",6.05730589676495
"Day 28",6.30795134862574
"Day 28",5.54536217545153
"Day 28",5.82332638960863
"Day 28",7.22751372668341
"Day 28",5.91202470118995
"Day 28",6.36161753215336
"Day 28",6.48432392456109
"Day 28",6.52331562976536
"Day 28",6.61220522001561
"Day 28",6.1568178822144
"Day 28",5.36297896079161
"Day 28",6.03939841745871
"Day 28",5.09804130487299
"Day 28",6.19712902847011
"Day 28",5.73818282120253
"Day 28",5.97693218432863
"Day 28",4.95694540453808
"Day 28",5.80560053108088
"Day 28",4.96667594024056
"Day 28",5.67810783413614
"Day 28",6.64798354998167
"Day 28",6.35003678104652
"Day 28",7.03429695553934
"Day 28",6.60748685201289
"Day 28",6.21647101980544
"Day 28",7.13824588102167
"Day 28",7.33938548110356
"Day 28",4.64463693019134
"Day 28",7.02783364611264
"Day 28",6.90907732915444
"Day 28",7.07959109700083
"Day 28",5.15484517920685
"Day 28",8.60528807825526
"Day 28",3.40197981871959
"Day 28",6.10713755901466
"Day 28",6.22283093568547
"Day 28",5.94431478053351
"Day 28",6.87778821937769
"Day 28",6.22899619917478
"Day 28",5.29082306289884
"Day 28",7.56643463771191
"Day 28",5.79433171944095
"Day 28",6.73510579080559
"Day 28",5.40682951694221
"Day 28",4.99772180659868
"Day 28",5.46992775287119
"Day 28",5.00088492231171
"Day 28",6.65443073158196
"Day 28",4.48582368076668
"Day 28",5.08237095607908
"Day 28",6.12830708936638
"Day 28",4.31580479032302
"Day 28",5.57491645244758
"Day 28",5.78288041184573
"Day 28",7.49992136484372
"Day 28",5.83216184157144
"Day 28",5.55578120731533
"Day 28",5.41025348906846
"Day 28",6.56510988128036
"Day 28",5.76777097879695
"Day 28",5.53446999606561
"Day 28",5.80913961981195
"Day 28",7.20784190438161
"Day 28",7.73054189911144
"Day 28",5.43116343788312
"Day 28",6.12134261845111
"Day 28",5.76284816328949
"Day 28",8.03169186306238
"Day 28",6.71439455487183
"Day 28",4.24814821390775
"Day 28",5.64852695244167
"Day 28",3.71554029982574
"Day 28",6.0033161520104
"Day 28",6.8321230314629
"Day 28",5.16973079389296
"Day 28",4.7661929362424
"Day 28",7.4060155411165
"Day 28",5.09678482122809
"Day 28",7.04409523630665
"Day 28",6.32263655821594
"Day 28",7.01626404765893
"Day 28",7.14264679821408
"Day 28",7.28550692475046
"Day 28",7.38547728640007
"Day 28",6.40721757054838
"Day 28",6.27863146454968
"Day 28",5.10639514599674
"Day 28",4.841174514101
"Day 28",5.47456168224995
"Day 28",5.95875121795692
"Day 28",5.07323630368267
"Day 28",6.965202015203
"Day 28",5.2731381029279
"Day 28",6.45408319649646
"Day 28",7.00524701316079
"Day 28",4.87055255454377
"Day 28",7.16380973476436
"Day 28",3.90722804070693
"Day 28",6.3389531432073
"Day 28",7.67217922321591
"Day 28",6.6776555087167
"Day 28",7.05147395329935
"Day 28",5.5244675107493
"Day 28",6.41031113309042
"Day 28",7.25063472123822
"Day 28",4.71768443177429
"Day 28",7.14176189404146
"Day 28",4.63432397129229
"Day 28",5.58126773433148
"Day 28",8.82766712658799
"Day 28",6.63109218866967
"Day 28",6.00552307801203
"Day 28",7.11791630637931
"Day 28",5.84643899683615
"Day 28",6.74668131758218
"Day 28",5.74162097135982
"Day 28",3.65056647232485
"Day 28",6.59128313868779
"Day 28",5.56806059742161
"Day 28",5.50345371225364
"Day 28",6.10394909187775
"Day 28",7.49625296670893
"Day 28",6.40727997202179
"Day 28",6.97545842134965
"Day 28",6.75422687014929
"Day 28",6.20566233544159
"Day 28",6.79796570964745
"Day 28",5.95615097045581
"Day 28",4.8007152567215
"Day 28",6.46154065398397
"Day 28",3.73107379446153
"Day 28",5.07434245155862
"Day 28",6.0380770027057
"Day 28",5.93281012990691
"Day 28",5.6628240188461
"Day 28",7.12813465698176
"Day 28",4.98760165724703
"Day 28",3.38181079430429
"Day 28",6.91166997356864
"Day 28",6.14690927649623
"Day 28",5.98717127474653
"Day 28",5.6931267175262
"Day 28",4.34552051549826
"Day 28",5.10918736664225
"Day 28",6.62771067658753
"Day 28",6.11956874296699
"Day 28",4.62433321147095
"Day 28",6.72209880860633
"Day 28",6.91783480661296
"Day 28",5.95998163226167
"Day 28",6.08295802168006
"Day 28",7.56550602456449
"Day 28",6.51063224675436
"Day 28",7.36867013319537
"Day 28",6.0531196986121
"Day 28",7.63866735863233
"Day 28",6.02128886183991
"Day 28",7.05445839548754
"Day 28",5.74143013770789
"Day 28",4.97991723770392
"Day 28",7.14166891645262
"Day 28",8.48784420240219
"Day 28",5.76108675993198
"Day 28",7.62761037367049
"Day 28",5.85361470949919
"Day 28",7.06043284260604
"Day 28",5.07124052103053
"Day 28",6.38667212941818
"Day 28",5.30579246269652
"Day 28",4.69380353643203
"Day 28",6.78122538663712
"Day 28",7.77403263076916
"Day 28",5.27995275548697
"Day 28",5.18076884297296
"Day 28",4.98458480373468
"Day 28",5.62353337929425
"Day 28",6.79227289620136
"Day 28",6.84071734091547
"Day 28",6.56067239659913
"Day 28",6.88997080454155
"Day 28",5.61236722734011
"Day 28",5.92038162300081
"Day 28",6.80933189536124
"Day 28",5.80715957862879
"Day 28",5.09991252311091
"Day 28",4.66724384947814
"Day 28",8.90549010210389
"Day 28",4.33229634221455
