# synthetic, for demo only -- module 563 CONCORD
,TruePC1,TruePC2,TruePC3,TruePC4,TruePC5,TruePC6,TruePC7,TruePC8,TruePC9,TruePC10,TruePC11,TruePC12,TruePC13,TruePC14,TruePC15,TruePC16,TruePC17,TruePC18,TruePC19,TruePC20
C00177,21.783688,-12.873837,5.01445,-2.9299695,-0.7296458,-0.24293247,-0.04816413,0.087331325,-0.054678965,-0.023305088,0.016092692,-0.0031729995,0.0011795044,0.00039979146,6.1147264e-05,1.4396228e-05,1.2549927e-05,6.529816e-06,-4.3316027e-06,4.1393744e-07
C00178,22.0838,-11.210515,4.033444,-1.2365675,0.073163904,0.50861686,-0.31549105,0.17453781,-0.07331523,-0.014683735,0.0037297409,0.001336588,-0.000618285,-0.00054351415,-0.00019715249,5.0720617e-05,1.2583206e-05,5.4614125e-06,-1.4740941e-06,3.924119e-07
C00179,16.522383,2.5476334,-3.553842,2.5954487,0.09193702,-0.5518591,0.2681324,-0.044735298,-0.032179143,-0.018834874,0.006079455,0.0016211825,-0.0008808875,-0.0003892769,6.0621835e-07,-4.520008e-05,1.2510057e-05,-7.4904256e-06,-5.359608e-07,2.9996275e-07
C00180,21.39723,-6.7993355,1.2732526,1.6031215,0.9677277,0.8200606,-0.16739689,-0.015531958,0.040197693,0.019715669,-0.010522635,0.00037648386,9.456249e-05,0.00042334196,0.0001753236,-3.9307935e-05,1.28012e-05,-3.2144687e-06,-3.0319077e-06,3.8018058e-07
C00181,-18.742847,-1.066104,3.9822445,2.190843,-0.73115504,-0.32946238,-0.30363694,-0.13449852,0.009432799,-0.031018617,-0.0064283633,-0.000271903,0.0011377325,-0.00036038755,-5.489675e-06,-4.207728e-05,1.2671616e-05,1.60476e-05,-5.2640402e-08,-1.9360343e-06
C00182,-20.77769,-8.505035,-1.7508098,0.85509396,-1.143332,0.7349896,0.22340298,0.030848056,-0.025552697,0.032277815,0.0064867926,0.002145205,-0.0003486298,0.00046742609,-0.00018193242,-3.2400065e-05,1.260901e-05,-4.894828e-06,-4.435314e-06,1.2615579e-06
C00183,11.197829,8.167507,-4.7866645,0.5547712,-0.85608894,-0.67056596,-0.09470703,0.15326841,-0.04201327,0.010037418,-0.009944902,-0.00028348214,0.00075227016,0.00048048305,-7.509467e-06,6.253979e-05,1.2519145e-05,8.917516e-06,2.2534239e-06,1.6030765e-07
C00184,14.377361,5.173235,-4.381416,1.8835294,-0.39263606,-0.7637828,0.14762664,0.064371176,-0.063676246,-0.012118419,-0.0034559646,0.0025413414,-0.0006811524,0.0001430989,0.0001501036,-2.3673654e-05,1.218471e-05,2.1529509e-06,-2.752128e-06,-8.6697736e-07
C00185,-20.505129,-6.7638288,-0.20165825,1.4072564,-1.3286884,0.5954425,0.08059714,-0.086866744,-0.05050408,0.026368428,0.0032013275,-0.0013471852,-0.0011090736,0.0003015512,-3.6643607e-05,3.138122e-05,1.2350553e-05,-1.6056338e-05,-4.93885e-06,-1.6384806e-06
C00186,-11.125355,8.374133,4.8727517,-0.35496232,1.1286776,-0.24532713,0.21394247,0.12347971,-0.023042861,0.024146123,0.0005460966,-0.0029356007,-0.00022118814,-0.00040848638,9.842456e-05,-1.9912983e-05,1.2576878e-05,1.549512e-05,3.5327778e-07,4.0521448e-07
C00187,22.077532,-10.286091,3.4580019,-0.46995756,0.38384557,0.7225219,-0.34878564,0.15719588,-0.053110443,-0.0035057783,-0.0043605254,0.0027240019,-0.0010786712,-0.0005249876,-0.00011782834,-1.8683763e-06,1.2841388e-05,-7.799916e-06,5.1114234e-06,1.2914925e-06
C00188,2.380543,12.094866,-2.4429662,-2.276378,-0.4994297,0.50375795,-0.19334024,-0.075017005,0.055508964,-0.002790081,0.007664848,0.00073236297,-0.00092212553,-0.00022317423,0.00012543827,-2.6738862e-05,1.2230419e-05,7.5310886e-06,-4.3708365e-06,-2.2953346e-07
C00189,3.8181386,11.836583,-3.0788147,-2.0071676,-0.6837316,0.3340005,-0.25027624,-0.02259159,0.0598333,0.0070523224,0.006757388,-0.0008476473,-0.00047540877,-0.00037217213,3.57342e-05,-4.536936e-05,1.2400624e-05,1.2661276e-07,-4.110093e-06,5.811074e-07
C00190,-20.071264,-4.8669777,1.3670938,1.8436548,-1.3018504,0.32530108,-0.0854076,-0.16668457,-0.050596863,0.005249779,-0.002392752,-0.0034969458,-0.00072374573,-0.00018279119,0.00013818518,4.9450813e-05,1.3173363e-05,-6.448369e-06,-3.1640745e-06,2.0371724e-06
C00191,-0.6474322,12.210761,-0.8968337,-2.5325415,-0.033278175,0.7197031,-0.021705205,-0.14947657,0.019570228,-0.020942533,0.0039040537,0.003203344,-0.0009044308,0.00027574864,0.00014846989,3.6896476e-05,1.2533021e-05,1.3646308e-05,4.0525788e-07,-7.414616e-07
C00192,-0.86901104,12.197362,-0.7750918,-2.534394,0.003076181,0.7266064,-0.007833781,-0.1521762,0.016011657,-0.0218308,0.003403905,0.0032806238,-0.0008497383,0.0003080554,0.00014136691,3.9324535e-05,1.2480947e-05,1.1727011e-05,1.9291429e-06,5.7061644e-08
C00193,-20.931568,-11.728712,-4.7990713,-0.57069343,-0.12815319,0.5059086,0.30248144,0.23121588,0.056008477,-0.013667042,-0.0006697561,0.0028131162,0.0014383891,-0.00042158036,0.00010707031,5.5058053e-06,1.1800727e-05,5.2360106e-06,5.275614e-06,1.1646096e-07
C00194,21.32247,-13.81998,5.4980288,-4.138995,-1.3811378,-1.0102361,0.31830096,-0.10936193,0.036132522,0.0028576113,0.0016634375,-0.0016440245,0.00066426693,0.0005438117,0.00020798706,-7.62028e-05,1.29957725e-05,-1.6017833e-05,3.9465654e-06,-3.801461e-08
C00195,3.2305758,11.958556,-2.8279464,-2.1283116,-0.6123628,0.407622,-0.22967854,-0.044769473,0.059263516,0.003119651,0.0073556504,-0.00020924366,-0.0006853992,-0.00032627874,7.395439e-05,-3.7938673e-05,1.22384645e-05,2.9198297e-06,-2.6722116e-06,2.7233386e-07
C00196,-20.137775,-15.635293,-8.536483,-3.1818557,2.6106982,-1.3450234,-0.5235519,-0.3535241,-0.09403618,0.05390603,0.008722566,0.0064411536,0.0021287766,-0.0005064727,0.00016774429,3.346353e-05,1.2524696e-05,-8.288888e-06,4.952741e-07,-9.789985e-07
C00197,17.91075,0.5198484,-2.7126496,2.860797,0.4456098,-0.27063394,0.28067598,-0.11121918,0.0066828006,-0.014152288,0.010081832,-0.00035060974,-0.00027786972,-0.0004742556,-0.00013494695,-7.0343835e-06,1.2606e-05,-1.0682074e-05,3.952369e-06,-6.106226e-07
C00198,21.407091,-13.68579,5.4352074,-3.9531746,-1.2773699,-0.8794689,0.25175795,-0.070458405,0.016874382,-0.0038973622,0.0061885635,-0.0025366363,0.0010039117,0.00066867686,0.0002430437,-7.293344e-05,1.3346839e-05,-9.157264e-06,7.807077e-06,-1.5053928e-06
C00199,4.7885447,11.584185,-3.4632926,-1.7746103,-0.78764594,0.20197825,-0.27499443,0.015012638,0.056999225,0.0129291825,0.0051304935,-0.0018029368,-7.473376e-05,-0.00039346854,-3.787902e-05,-4.1901552e-05,1.27236535e-05,-5.2112537e-06,-3.5257735e-06,-6.043663e-07
C00200,-15.759902,3.9454143,5.7862515,1.478905,0.46664953,-0.7812045,-0.16882595,0.11683454,0.06329288,8.933973e-05,0.006165659,0.003306712,-0.00057891296,0.0005132464,-6.324246e-05,4.0414285e-05,1.22448855e-05,-1.532884e-05,-1.294041e-07,-5.2536296e-07
C00201,-20.19185,-5.335842,0.9927784,1.7517698,-1.3280228,0.39994115,-0.045704644,-0.15279505,-0.05309976,0.01115889,-0.001031009,-0.003216151,-0.0009139779,-6.0875485e-05,0.000103210084,5.2546555e-05,1.2769028e-05,-1.4934814e-05,-8.679509e-07,-3.754101e-07
C00202,11.3822775,8.019746,-4.785973,0.63395,-0.8386836,-0.6862698,-0.081587575,0.15142111,-0.04489276,0.008826619,-0.009962839,-6.64095e-05,0.000681363,0.00049496535,1.4087911e-05,5.351481e-05,1.2421265e-05,7.0030846e-06,7.734893e-07,7.618983e-07
C00203,-20.05265,-4.7975454,1.4217068,1.8563726,-1.2969711,0.3139235,-0.09114841,-0.16839764,-0.050092347,0.004363683,-0.0025938288,-0.0035160228,-0.0006911385,-0.00019078543,0.00013710509,4.355071e-05,1.1733747e-05,-1.569539e-05,5.988507e-07,-1.0048385e-06
C00204,3.763384,11.848921,-3.0559912,-2.0190947,-0.67733455,0.34108514,-0.24852522,-0.024689615,0.059849553,0.0066971043,0.0068300157,-0.00079137523,-0.00049755926,-0.0003683283,3.6405705e-05,-4.1513238e-05,1.2373777e-05,-8.6462836e-07,-3.5481444e-06,-4.8259574e-07
C00205,5.8190885,11.244654,-3.827052,-1.485549,-0.87615114,0.05150669,-0.2871204,0.054278802,0.04892952,0.017864814,0.0026499317,-0.002566596,0.00037282702,-0.00034163034,-0.00011138315,-2.8908693e-05,1.2833232e-05,-1.0160321e-05,-9.5095317e-07,-1.2257955e-07
C00206,21.718903,-13.049836,5.1104546,-3.1385524,-0.83786976,-0.3614178,0.0041065062,0.062405977,-0.044434473,-0.021413986,0.015722504,-0.003461952,0.0013049545,0.0005284068,0.00011795986,-4.378284e-06,1.2033239e-05,1.1403555e-05,-8.216281e-06,-1.7762939e-06
C00207,-20.871803,-12.64623,-5.6887994,-1.0831264,0.35065952,0.27028438,0.23537548,0.23248495,0.06957722,-0.034230553,-0.0051076673,-0.0004929856,0.00066908426,-0.00048360773,0.00019480949,5.3271877e-05,1.2271796e-05,-8.861008e-06,1.7174912e-06,-1.3978326e-06
C00208,-2.8698177,11.945828,0.35988918,-2.4475346,0.33168486,0.7288681,0.114878476,-0.15614456,-0.017329697,-0.025598131,-0.0015747013,0.0031381776,-0.00013865538,0.00047176922,1.754466e-05,5.3918233e-05,1.2549911e-05,2.070008e-06,4.9275254e-06,1.1056143e-06
C00209,16.271334,2.8842735,-3.6781027,2.5273335,0.0300258,-0.5902625,0.2590206,-0.031438105,-0.037906423,-0.01881826,0.005011173,0.0018880285,-0.0009255858,-0.00033603527,3.119454e-05,-5.469114e-05,1.2598544e-05,-9.076731e-06,-4.4489445e-07,2.3810041e-07
C00210,-20.360336,-6.0578794,0.39850453,1.589721,-1.3439896,0.50577074,0.017740877,-0.12369599,-0.05378534,0.019582981,0.0011420426,-0.0024462058,-0.0010964852,0.0001252669,5.296367e-05,3.825244e-05,1.2285093e-05,-1.116902e-05,-5.5176054e-07,5.389176e-07
C00211,-11.646332,7.9915423,5.082735,-0.15318029,1.1124874,-0.33183226,0.18440662,0.1405644,-0.012714075,0.026027063,0.0021323522,-0.0025978913,-0.00049127726,-0.00034856764,0.00012676918,-2.986891e-06,1.2484694e-05,1.080588e-05,8.8022017e-07,2.2222425e-08
C00212,-20.815512,-13.135132,-6.1632924,-1.3782786,0.6446788,0.10370649,0.17474608,0.21098503,0.070102245,-0.042796604,-0.007125208,-0.00277977,-0.000123427,-0.00033286045,0.00017340195,6.1480234e-05,1.3198542e-05,-2.0549889e-05,-9.969578e-06,-2.8128932e-06
C00213,15.122945,4.3222256,-4.151227,2.1597307,-0.23706858,-0.7191073,0.19861484,0.02869266,-0.05736248,-0.015936242,-0.00022365939,0.0025654084,-0.00088802626,-5.459114e-05,0.00012298815,-4.307388e-05,1.2005008e-05,-2.6132466e-07,-5.399961e-07,-9.504367e-08
C00214,-20.929071,-11.794898,-4.863119,-0.60593545,-0.09668613,0.491986,0.29943648,0.23275879,0.05738413,-0.015211053,-0.0009928497,0.0026358166,0.0014210937,-0.00044527464,0.00012454388,6.0386346e-06,1.1879279e-05,1.10996125e-05,9.390947e-06,3.585951e-08
C00215,-11.158096,8.350759,4.886468,-0.3424249,1.1280092,-0.25081226,0.21221918,0.12463092,-0.022419874,0.024291879,0.00064149196,-0.0029183826,-0.00023899632,-0.0004009098,0.00010549721,-2.4761317e-05,1.2990809e-05,1.15565945e-05,4.3300855e-07,-5.60329e-07
C00216,21.669046,-7.7692857,1.8741742,1.1402159,0.8821621,0.8731063,-0.24403709,0.035168268,0.018703468,0.017419534,-0.012281399,0.0016386124,-0.00041545747,0.00021921739,0.00015990679,-5.6943336e-05,1.2971648e-05,-7.442478e-06,1.8267315e-07,2.5101203e-06
C00217,-5.1906414,11.363684,1.7193961,-2.120658,0.6862824,0.5957087,0.23101932,-0.114014566,-0.049254034,-0.019187627,-0.00631128,0.0012470357,0.00076171727,0.00032766492,-0.00013508568,1.8541637e-05,1.2443977e-05,-1.497996e-05,5.992844e-07,-2.8027063e-07
C00218,22.084826,-10.4331045,3.5501952,-0.58478874,0.33978924,0.69576925,-0.3471891,0.16171168,-0.05696514,-0.005263213,-0.0032302313,0.0025833128,-0.0010413231,-0.00055202894,-0.000135243,9.181467e-06,1.2880898e-05,-4.003622e-06,5.1453217e-06,-9.0029965e-07
C00219,17.543238,1.0861553,-2.962501,2.811866,0.35126576,-0.35647467,0.28451514,-0.09551688,-0.0044923564,-0.016221415,0.009436559,0.00023250832,-0.00048852357,-0.00048794082,-9.683688e-05,-2.843846e-05,1.2723875e-05,-1.2396055e-05,6.213463e-06,7.599139e-07
C00220,22.09034,-10.598581,3.653717,-0.71713775,0.2878779,0.66258186,-0.3438711,0.16610804,-0.06107353,-0.007272477,-0.0018855124,0.002397202,-0.0009772953,-0.000557131,-0.00015692125,1.3414799e-05,1.2362471e-05,-1.4854286e-05,6.501514e-06,1.0054403e-06
C00221,-20.869526,-9.402937,-2.5811357,0.5124363,-0.9555406,0.746745,0.2793005,0.0984564,-0.0046239607,0.02708158,0.0064364877,0.0037099402,0.00036701077,0.0003332189,-0.00018488806,-5.2905223e-05,1.2108153e-05,8.0558775e-06,1.3402368e-06,3.4785396e-07
C00222,-20.878315,-12.576972,-5.6215515,-1.0425981,0.31123644,0.2914491,0.24245775,0.23411472,0.06904822,-0.032809507,-0.0047817733,-0.00018806141,0.00076229684,-0.00047859724,0.0001801574,5.182901e-05,1.2265887e-05,-1.7879176e-05,-2.9958937e-06,-4.5701472e-07
C00223,-20.861488,-12.749035,-5.7886057,-1.1438568,0.41017658,0.2377914,0.2241999,0.22945692,0.070167564,-0.036256026,-0.005572775,-0.0009544842,0.0005202279,-0.0004584861,0.00019647347,5.3087802e-05,1.1226811e-05,-1.5316678e-05,-1.1290389e-07,6.2000265e-07
C00224,21.577688,-7.420929,1.6572603,1.3156999,0.91876626,0.8593947,-0.21765906,0.016523203,0.027104218,0.018610856,-0.011884263,0.0011985827,-0.00023201136,0.00031409157,0.00017703741,-6.0773702e-05,1.2766506e-05,-1.2480158e-05,-1.1175933e-06,-2.7502324e-07
C00225,8.409162,10.048553,-4.5067883,-0.5923265,-0.9780627,-0.33602318,-0.24658683,0.1332669,0.009806709,0.02154786,-0.0050685476,-0.0027696001,0.0011454877,6.8711284e-05,-0.00016558723,2.7135453e-05,1.2776261e-05,-1.009409e-05,6.103388e-06,-4.4199194e-08
C00226,-3.1579309,11.890453,0.5272988,-2.419883,0.37807137,0.7201786,0.13141759,-0.1536002,-0.02196294,-0.02544349,-0.0022832914,0.0029924833,-1.8420284e-05,0.00047425192,-4.2924707e-06,5.309689e-05,1.25286315e-05,1.270846e-07,4.3287496e-06,-1.8134081e-07
C00227,-20.550108,-7.005063,-0.4107436,1.339452,-1.3159763,0.6223135,0.10184563,-0.0725748,-0.04845595,0.028212382,0.0038396793,-0.0009084334,-0.0010677096,0.00034178197,-4.7669866e-05,1.9059164e-05,1.2168786e-05,-5.639016e-06,-4.13523e-06,-8.6596697e-07
C00228,11.472256,7.946566,-4.784698,0.67261505,-0.829762,-0.6935509,-0.07508779,0.15036601,-0.046248723,0.008223721,-0.0099521745,3.8993894e-05,0.0006447671,0.00049328053,2.067105e-05,5.466101e-05,1.21838175e-05,9.96483e-06,-4.28992e-08,4.2574564e-07
C00229,-15.844475,3.8366945,5.7738113,1.5095499,0.44169202,-0.7816948,-0.17672695,0.112209976,0.06378812,-0.0011985736,0.005941841,0.0033953066,-0.00051556487,0.0005176773,-6.764729e-05,3.378378e-05,1.2071865e-05,-1.48041e-05,-4.3003865e-07,3.450801e-07
C00230,14.124232,5.448373,-4.4468117,1.7848325,-0.44175723,-0.7724363,0.1289734,0.07549327,-0.06469321,-0.010576545,-0.0044500614,0.002455862,-0.0005853875,0.00020498081,0.0001521717,-1.7494849e-05,1.2125674e-05,5.620317e-06,-4.7543886e-06,1.3598637e-07
C00231,-6.1712804,11.023664,2.2920554,-1.9139588,0.8168137,0.49830702,0.26440385,-0.08270346,-0.057265937,-0.013230499,-0.0072709983,0.00011623083,0.0009978578,0.00016653378,-0.00016568722,-3.6210108e-06,1.2434359e-05,-1.6017677e-05,-1.5114784e-07,4.5699542e-07
C00232,-2.2326703,12.051241,-0.007431159,-2.495278,0.22778425,0.740013,0.076929875,-0.15896735,-0.0067659793,-0.025296345,3.835833e-05,0.0033488695,-0.0003959764,0.0004449964,6.50027e-05,5.3635453e-05,1.241116e-05,8.503219e-06,2.9005625e-06,-9.623948e-08
C00233,18.782791,-0.9248407,-2.029028,2.8957071,0.66358316,-0.03501804,0.24571298,-0.13831334,0.03351453,-0.006843494,0.009770486,-0.0016916244,0.00029214149,-0.0003094008,-0.00016665501,2.7045544e-05,1.3251843e-05,-8.664206e-06,6.986315e-06,2.127092e-07
C00234,-20.93793,-11.510832,-4.5884624,-0.456505,-0.22843991,0.54858285,0.31072146,0.2248506,0.051194098,-0.008657368,0.00035438372,0.0033449621,0.0014858423,-0.00035927273,6.4251326e-05,-7.0024385e-06,1.3545531e-05,8.292947e-06,2.554787e-06,1.449268e-06
C00235,3.8538313,11.828432,-3.0936313,-1.9993231,-0.68787235,0.32936087,-0.25139615,-0.021223824,0.05981235,0.007282646,0.0067110923,-0.00088650396,-0.0004608856,-0.00037844302,3.5214063e-05,-4.4356184e-05,1.18755925e-05,2.918649e-06,-1.9191132e-06,6.548029e-07
C00236,-20.011408,-4.6462617,1.5399363,1.8832601,-1.2854863,0.28889257,-0.10349792,-0.17181803,-0.04889321,0.0024211055,-0.0030083992,-0.0035638923,-0.0006123817,-0.0002410359,0.00015686476,4.390061e-05,1.30207445e-05,-2.8027994e-06,2.687299e-06,-3.488029e-07
C00237,19.630133,-2.4975607,-1.2180115,2.7829523,0.85188603,0.2326723,0.16957779,-0.1431063,0.055502966,0.0029615108,0.006313218,-0.002523782,0.0007870099,6.4273036e-06,-0.00012308045,5.6721834e-05,1.2436283e-05,3.3225406e-06,3.3518694e-07,4.605676e-07
C00238,-3.809779,11.747506,0.9082506,-2.3435783,0.4810732,0.6921847,0.16697535,-0.1449592,-0.031909265,-0.024411876,-0.003798104,0.0025588737,0.00025281747,0.00045693014,-5.0539482e-05,4.6413403e-05,1.2183112e-05,-4.7678695e-06,3.8548824e-06,2.5083895e-07
C00239,21.15563,-14.0534935,5.6010656,-4.475971,-1.5723932,-1.2596608,0.4489613,-0.18888165,0.07665644,0.018331654,-0.009440622,0.0008975032,-0.00032450497,2.5620959e-05,4.931897e-05,-3.1696192e-05,1.2588049e-05,-9.08732e-06,8.14401e-06,-2.8878122e-07
C00240,-20.269438,-5.6573668,0.73072517,1.6826804,-1.3389056,0.44859618,-0.017703632,-0.14096475,-0.053898185,0.015044132,-6.522011e-05,-0.0029223429,-0.001015006,2.2453856e-05,8.120203e-05,4.95721e-05,1.2216178e-05,-1.3074782e-05,-2.015048e-06,3.4546673e-08
C00241,21.708776,-13.07548,5.124253,-3.1695056,-0.85408753,-0.37947786,0.012248835,0.058402743,-0.042743847,-0.02105043,0.015609856,-0.0034918205,0.0013181879,0.0005533883,0.00012008513,-1.4520601e-06,1.2966391e-05,9.564205e-07,-3.925172e-06,-5.24102e-07
C00242,19.31181,-1.8836864,-1.5421919,2.8460484,0.7854575,0.12818012,0.20366572,-0.14452085,0.048168175,-0.0009706915,0.008024851,-0.0023031482,0.0006323982,-0.00013590873,-0.00014704633,5.029958e-05,1.2339419e-05,8.490868e-06,2.2056029e-06,2.7686266e-07
C00243,-4.4457026,11.584446,1.2816758,-2.251087,0.5781546,0.6539077,0.19862789,-0.1327674,-0.04064055,-0.022502946,-0.0050973566,0.002013196,0.00050400913,0.00041424888,-9.65907e-05,3.5534118e-05,1.26861005e-05,-1.1302117e-05,2.1493252e-06,3.3621265e-07
C00244,19.856913,-2.9547656,-0.97066987,2.7197485,0.89476025,0.30945852,0.14090317,-0.13922872,0.059715346,0.005849092,0.0047795987,-0.0025815691,0.00087828696,0.00010513617,-8.872738e-05,5.509166e-05,1.242323e-05,7.762072e-06,4.6466275e-07,-2.874641e-07
C00245,5.8695827,11.22608,-3.843616,-1.4703268,-0.879853,0.043953173,-0.28731692,0.05614219,0.048406318,0.018063629,0.0025100745,-0.0025956673,0.00039385783,-0.00033864222,-0.00011189268,-2.8966242e-05,1.2807723e-05,-9.200603e-06,-9.6927984e-08,1.9527255e-07
C00246,10.060959,9.012798,-4.7359815,0.07244619,-0.93733764,-0.55330855,-0.16829482,0.15554155,-0.021930547,0.016455634,-0.0088851685,-0.0015352841,0.0010831483,0.00036436834,-9.287756e-05,5.9386057e-05,1.22566e-05,3.7322107e-07,4.795578e-06,5.276429e-07
C00247,22.087364,-10.498868,3.591371,-0.63699627,0.31945294,0.68297917,-0.34606698,0.16354632,-0.058632936,-0.0060674837,-0.0026989249,0.0025095083,-0.001013938,-0.00056840177,-0.0001393367,1.9422576e-05,1.2254439e-05,3.207308e-06,4.3522855e-06,1.7414144e-06
C00248,-20.831314,-13.013101,-6.044912,-1.303092,0.5686704,0.14819424,0.19169459,0.21810727,0.07054344,-0.040952925,-0.0066731223,-0.0021941278,0.00010009247,-0.00039204027,0.00018536692,6.397714e-05,1.2118196e-05,-1.2795926e-05,-5.397296e-06,2.1389094e-06
C00249,20.658987,-4.7457304,0.04178853,2.3341687,0.99967927,0.58849734,0.0068023913,-0.1007557,0.06374927,0.015618856,-0.0026058445,-0.0019067056,0.0008554434,0.00042519433,5.8658934e-05,2.9356419e-05,1.2209747e-05,1.3254334e-05,-3.2287078e-06,-8.128088e-07
C00250,-12.071387,7.6617627,5.2399364,0.01463882,1.0900937,-0.4005953,0.15695931,0.15230416,-0.0037411917,0.02685523,0.0033817263,-0.0022057786,-0.00069888175,-0.00028199845,0.0001488284,6.7158667e-06,1.2378375e-05,9.6436115e-06,2.0444961e-06,-1.5675774e-07
C00251,-15.455814,4.325278,5.818596,1.3663642,0.5519683,-0.7750227,-0.13993247,0.1318656,0.060840815,0.0045395545,0.0068274527,0.002950978,-0.0007688621,0.00048550635,-2.3701074e-05,4.859008e-05,1.244638e-05,-1.302334e-05,1.672403e-06,-5.073851e-07
C00252,21.013788,-14.226219,5.671187,-4.737572,-1.7234722,-1.4644636,0.5594961,-0.25904205,0.11344315,0.03358768,-0.021072898,0.0038970008,-0.0015010923,-0.00068641023,-0.00020075044,4.4556666e-05,1.20097e-05,4.191163e-06,-1.3603465e-06,7.9724566e-07
C00253,18.35893,-0.20360008,-2.3782513,2.8945594,0.55931175,-0.15501907,0.26760182,-0.12728065,0.020604799,-0.01080704,0.010282082,-0.0010639447,8.67349e-06,-0.00041216722,-0.00016301911,1.2172068e-05,1.2281236e-05,-9.902511e-06,4.476158e-06,-5.5359914e-07
C00254,-4.087887,11.679069,1.0714272,-2.3053005,0.52400154,0.67676383,0.18122718,-0.14007445,-0.035863318,-0.02368464,-0.004394165,0.0023348394,0.0003657365,0.00044233503,-6.814551e-05,3.910769e-05,1.296381e-05,-7.657845e-06,3.1138677e-06,-3.1980488e-07
C00255,-9.1444,9.633725,3.9384422,-1.0679295,1.0919018,0.084965065,0.2831234,0.04182071,-0.05213174,0.010931854,-0.004817319,-0.0028237447,0.0007117673,-0.00035399667,-6.1894185e-05,-5.0842573e-05,1.2300163e-05,2.1249705e-06,-5.360887e-06,3.4221804e-07
C00256,21.740438,-8.063574,2.0582187,0.9836263,0.84579057,0.8794402,-0.2649618,0.051110752,0.011086886,0.01607719,-0.012390882,0.0019907965,-0.0005640229,0.00013844405,0.00015203498,-6.646166e-05,1.25116485e-05,-9.142067e-06,2.027586e-06,2.3160212e-06
C00257,-20.926853,-11.8487,-4.9152102,-0.63478076,-0.070763856,0.4803338,0.29677165,0.23387416,0.058462366,-0.016451983,-0.0012509308,0.0024802662,0.0013923032,-0.00044545525,0.0001317144,3.6968218e-06,1.2895825e-05,6.0570915e-06,4.1567437e-06,-1.4764424e-07
C00258,13.956126,5.6273594,-4.4868064,1.7181461,-0.4732868,-0.77643406,0.116316706,0.08255518,-0.06506376,-0.009492176,-0.0050792275,0.0023788055,-0.00052038213,0.0002450848,0.0001517532,-1.2925532e-05,1.2191155e-05,5.4101865e-06,-4.1421367e-06,-2.3617881e-06
C00259,18.757835,-0.8812913,-2.0505419,2.896568,0.6575728,-0.042364467,0.2472728,-0.13779514,0.032776784,-0.007103093,0.009819129,-0.0016551559,0.0002762298,-0.00031876392,-0.00016268602,2.2699987e-05,1.2290771e-05,-2.8433735e-06,4.5664683e-06,1.1785694e-06
C00260,19.23347,-1.737132,-1.6181831,2.8574696,0.7681945,0.10314533,0.21100044,-0.14422412,0.046157748,-0.0018929151,0.0083659785,-0.002229745,0.0005830979,-0.00016279847,-0.00015380907,4.655453e-05,1.2559392e-05,2.808642e-06,1.7037343e-06,1.5094871e-07
C00261,-15.625978,4.1147966,5.802833,1.429773,0.50507104,-0.77931607,-0.15618782,0.1237657,0.06234166,0.0020816247,0.006481623,0.0031595514,-0.00066711404,0.0005042326,-4.124806e-05,4.1244715e-05,1.2272854e-05,-1.3685002e-05,-1.0706975e-07,1.5490743e-06
C00262,19.115316,-1.5192261,-1.7301377,2.8718865,0.7415855,0.06593171,0.2213174,-0.14334355,0.043005522,-0.0032545016,0.008828349,-0.0021056677,0.000508622,-0.00020312538,-0.0001633538,4.2823132e-05,1.2470843e-05,-2.642551e-06,3.0135952e-06,7.7926126e-07
C00263,-19.370426,-2.6334095,3.004522,2.1350498,-1.0319705,-0.06246177,-0.24169835,-0.17716245,-0.02103989,-0.02092763,-0.006699285,-0.0025184194,0.00053180096,-0.00050006254,0.00012940788,-4.551563e-06,1.3123213e-05,1.2931596e-05,3.7309248e-06,-3.618378e-07
C00264,-13.337284,6.5757604,5.6170964,0.5251881,0.9691799,-0.5871639,0.059030373,0.17188264,0.024156503,0.024845066,0.0064735417,-0.0005035137,-0.0011400341,3.3265124e-07,0.00015786027,4.3657292e-05,1.2591983e-05,5.337324e-06,6.245425e-06,-3.832711e-07
C00265,-9.534582,9.408432,4.1364822,-0.9354778,1.1101965,0.021396711,0.27493313,0.059126824,-0.047908712,0.014062619,-0.003925701,-0.0030060287,0.000559177,-0.00038889394,-3.1382755e-05,-5.0428447e-05,1.2676208e-05,-8.0657094e-07,-3.1348104e-06,-1.0730405e-07
C00266,0.67121816,12.229627,-1.5995997,-2.473745,-0.24528581,0.652418,-0.10210713,-0.12494651,0.038739607,-0.014126176,0.0063540577,0.0024048912,-0.0010851328,5.793174e-05,0.00017400795,8.948444e-06,1.2560862e-05,1.3022028e-05,7.95051e-08,-4.7329522e-07
C00267,-20.926697,-10.328764,-3.4545534,0.11620082,-0.68833506,0.70348793,0.3143571,0.16400792,0.020268178,0.015063254,0.0047675567,0.0044776127,0.0010944563,4.761563e-05,-0.00010329785,-5.1714032e-05,1.2870709e-05,2.2264674e-05,2.6794459e-07,-7.3594134e-07
C00268,-10.309795,8.928453,4.5111256,-0.66009283,1.1311473,-0.1079362,0.2507638,0.092198685,-0.037219796,0.019639293,-0.0018719335,-0.0031471483,0.00020285143,-0.00043025313,3.6053458e-05,-4.08972e-05,1.2861183e-05,9.738685e-06,-3.4798015e-06,7.0018615e-07
