,Gene000,Gene001,Gene002,Gene003,Gene004,Gene005,Gene006,Gene007,Gene008,Gene009,Gene010,Gene011,Gene012,Gene013,Gene014,Gene015,Gene016,Gene017,Gene018,Gene019,Gene020,Gene021,Gene022,Gene023,Gene024,Gene025,Gene026,Gene027,Gene028,Gene029,Gene030,Gene031,Gene032,Gene033,Gene034,Gene035,Gene036,Gene037,Gene038,Gene039,Gene040,Gene041,Gene042,Gene043,Gene044,Gene045,Gene046,Gene047,Gene048,Gene049,Gene050,Gene051,Gene052,Gene053,Gene054,Gene055,Gene056,Gene057,Gene058,Gene059
spot0054,8.0,17.0,12.0,13.0,28.0,25.0,10.0,9.0,22.0,20.0,15.0,18.0,14.0,23.0,16.0,7.0,9.0,10.0,9.0,7.0,13.0,19.0,13.0,16.0,15.0,36.0,7.0,19.0,12.0,13.0,15.0,4.0,6.0,1.0,13.0,8.0,10.0,2.0,7.0,10.0,6.0,1.0,7.0,4.0,6.0,3.0,6.0,7.0,3.0,4.0,15.0,4.0,1.0,3.0,9.0,9.0,10.0,19.0,4.0,13.0
spot0055,12.0,14.0,15.0,17.0,21.0,23.0,11.0,15.0,26.0,25.0,13.0,11.0,16.0,9.0,14.0,11.0,6.0,12.0,3.0,11.0,18.0,27.0,11.0,10.0,22.0,29.0,9.0,15.0,13.0,24.0,4.0,7.0,6.0,4.0,15.0,10.0,9.0,3.0,3.0,5.0,2.0,8.0,8.0,4.0,6.0,5.0,5.0,7.0,7.0,3.0,17.0,4.0,1.0,5.0,4.0,4.0,8.0,8.0,7.0,12.0
spot0056,13.0,18.0,15.0,17.0,21.0,19.0,10.0,8.0,14.0,20.0,9.0,11.0,5.0,13.0,5.0,16.0,11.0,15.0,19.0,11.0,13.0,33.0,19.0,15.0,28.0,32.0,14.0,26.0,16.0,22.0,14.0,17.0,16.0,8.0,13.0,7.0,8.0,6.0,9.0,3.0,8.0,8.0,10.0,11.0,11.0,5.0,9.0,6.0,12.0,4.0,9.0,5.0,4.0,10.0,9.0,8.0,9.0,8.0,17.0,18.0
spot0057,11.0,17.0,13.0,11.0,16.0,23.0,6.0,4.0,15.0,19.0,13.0,8.0,12.0,14.0,15.0,16.0,13.0,12.0,15.0,18.0,22.0,41.0,8.0,12.0,22.0,35.0,18.0,13.0,14.0,18.0,14.0,7.0,12.0,10.0,14.0,10.0,4.0,7.0,7.0,13.0,7.0,9.0,12.0,9.0,9.0,3.0,9.0,2.0,13.0,7.0,16.0,5.0,5.0,10.0,7.0,4.0,6.0,10.0,11.0,13.0
spot0058,15.0,17.0,15.0,8.0,17.0,17.0,6.0,9.0,9.0,19.0,16.0,9.0,11.0,17.0,11.0,17.0,14.0,16.0,5.0,8.0,13.0,35.0,14.0,14.0,28.0,23.0,10.0,18.0,20.0,32.0,13.0,5.0,17.0,12.0,10.0,13.0,14.0,9.0,11.0,12.0,9.0,12.0,8.0,8.0,5.0,4.0,12.0,3.0,14.0,3.0,12.0,7.0,6.0,11.0,13.0,7.0,9.0,14.0,10.0,17.0
spot0059,16.0,14.0,11.0,10.0,11.0,31.0,12.0,9.0,9.0,18.0,23.0,10.0,4.0,20.0,8.0,14.0,16.0,9.0,7.0,20.0,16.0,34.0,12.0,8.0,20.0,31.0,16.0,12.0,16.0,21.0,13.0,3.0,11.0,10.0,12.0,11.0,16.0,10.0,14.0,5.0,5.0,11.0,7.0,12.0,11.0,4.0,14.0,4.0,9.0,6.0,7.0,3.0,2.0,7.0,5.0,3.0,13.0,13.0,14.0,12.0
spot0060,17.0,20.0,10.0,14.0,10.0,19.0,10.0,11.0,8.0,27.0,14.0,2.0,18.0,20.0,14.0,13.0,10.0,15.0,11.0,9.0,15.0,33.0,15.0,13.0,24.0,27.0,12.0,19.0,37.0,32.0,7.0,5.0,10.0,11.0,11.0,8.0,17.0,12.0,13.0,18.0,13.0,6.0,8.0,11.0,10.0,6.0,16.0,6.0,11.0,7.0,11.0,7.0,4.0,8.0,7.0,7.0,5.0,9.0,12.0,7.0
spot0061,12.0,12.0,18.0,9.0,13.0,26.0,4.0,6.0,10.0,20.0,19.0,10.0,15.0,13.0,16.0,10.0,15.0,12.0,10.0,12.0,16.0,37.0,18.0,20.0,27.0,40.0,9.0,23.0,20.0,33.0,11.0,14.0,11.0,5.0,13.0,12.0,11.0,6.0,8.0,6.0,6.0,15.0,10.0,3.0,11.0,9.0,10.0,4.0,10.0,2.0,13.0,8.0,2.0,4.0,4.0,8.0,7.0,10.0,8.0,15.0
spot0062,16.0,15.0,10.0,13.0,16.0,19.0,11.0,5.0,12.0,12.0,20.0,4.0,12.0,20.0,15.0,17.0,15.0,10.0,12.0,11.0,25.0,34.0,11.0,8.0,21.0,29.0,17.0,22.0,24.0,32.0,13.0,10.0,13.0,7.0,13.0,9.0,8.0,5.0,9.0,9.0,10.0,6.0,9.0,9.0,6.0,6.0,4.0,5.0,7.0,7.0,9.0,8.0,1.0,2.0,8.0,3.0,10.0,12.0,14.0,11.0
spot0063,11.0,12.0,12.0,10.0,20.0,18.0,6.0,9.0,12.0,22.0,10.0,13.0,13.0,19.0,5.0,21.0,21.0,14.0,9.0,15.0,19.0,23.0,20.0,17.0,16.0,29.0,20.0,18.0,28.0,29.0,14.0,4.0,19.0,10.0,17.0,12.0,15.0,6.0,13.0,8.0,8.0,7.0,13.0,6.0,11.0,4.0,12.0,4.0,10.0,8.0,12.0,6.0,2.0,11.0,9.0,7.0,12.0,10.0,9.0,14.0
spot0064,17.0,19.0,14.0,15.0,12.0,19.0,12.0,3.0,11.0,23.0,14.0,5.0,8.0,14.0,16.0,18.0,20.0,10.0,12.0,17.0,19.0,23.0,13.0,15.0,27.0,30.0,13.0,14.0,33.0,17.0,11.0,9.0,8.0,11.0,16.0,8.0,6.0,11.0,12.0,10.0,8.0,6.0,6.0,8.0,12.0,5.0,11.0,6.0,7.0,5.0,10.0,2.0,2.0,7.0,7.0,3.0,12.0,6.0,13.0,18.0
spot0065,8.0,17.0,5.0,7.0,20.0,17.0,7.0,9.0,9.0,20.0,22.0,5.0,9.0,20.0,8.0,13.0,10.0,15.0,8.0,7.0,27.0,33.0,20.0,18.0,25.0,30.0,12.0,26.0,24.0,26.0,6.0,10.0,13.0,6.0,15.0,7.0,10.0,8.0,13.0,13.0,5.0,4.0,8.0,3.0,14.0,5.0,13.0,6.0,14.0,4.0,10.0,6.0,2.0,13.0,13.0,8.0,13.0,11.0,8.0,26.0
spot0066,17.0,18.0,17.0,15.0,14.0,17.0,5.0,8.0,13.0,13.0,21.0,8.0,14.0,16.0,11.0,13.0,10.0,8.0,9.0,9.0,20.0,30.0,13.0,9.0,16.0,27.0,10.0,24.0,24.0,24.0,11.0,13.0,11.0,4.0,17.0,11.0,12.0,5.0,5.0,8.0,7.0,8.0,10.0,9.0,15.0,5.0,11.0,4.0,13.0,3.0,17.0,4.0,4.0,10.0,5.0,3.0,10.0,12.0,11.0,11.0
spot0067,10.0,19.0,7.0,10.0,12.0,15.0,5.0,5.0,11.0,13.0,17.0,8.0,4.0,11.0,10.0,14.0,10.0,12.0,5.0,8.0,21.0,22.0,15.0,19.0,20.0,29.0,16.0,26.0,31.0,30.0,6.0,10.0,11.0,5.0,17.0,10.0,7.0,10.0,11.0,11.0,10.0,11.0,8.0,8.0,9.0,4.0,9.0,6.0,18.0,7.0,16.0,5.0,3.0,8.0,3.0,10.0,11.0,6.0,20.0,16.0
spot0068,15.0,18.0,14.0,15.0,10.0,30.0,8.0,6.0,13.0,22.0,22.0,6.0,9.0,16.0,11.0,15.0,14.0,9.0,13.0,11.0,24.0,31.0,14.0,12.0,20.0,34.0,15.0,27.0,23.0,21.0,7.0,3.0,7.0,7.0,13.0,11.0,11.0,8.0,9.0,7.0,8.0,8.0,10.0,5.0,9.0,2.0,7.0,1.0,5.0,3.0,10.0,8.0,6.0,3.0,5.0,6.0,6.0,5.0,17.0,14.0
spot0069,11.0,18.0,12.0,13.0,8.0,14.0,8.0,13.0,10.0,29.0,24.0,9.0,14.0,8.0,12.0,19.0,13.0,16.0,13.0,15.0,22.0,36.0,12.0,22.0,25.0,30.0,13.0,19.0,21.0,27.0,8.0,7.0,12.0,10.0,15.0,8.0,9.0,6.0,11.0,6.0,11.0,12.0,8.0,11.0,10.0,5.0,10.0,10.0,11.0,3.0,11.0,5.0,2.0,6.0,7.0,4.0,13.0,10.0,10.0,13.0
spot0070,10.0,16.0,10.0,11.0,9.0,19.0,6.0,3.0,8.0,17.0,17.0,7.0,14.0,17.0,9.0,14.0,14.0,16.0,15.0,15.0,17.0,31.0,16.0,13.0,14.0,23.0,14.0,24.0,26.0,27.0,8.0,10.0,15.0,6.0,16.0,12.0,18.0,11.0,16.0,8.0,14.0,15.0,9.0,11.0,15.0,3.0,6.0,9.0,15.0,7.0,13.0,2.0,3.0,12.0,9.0,9.0,13.0,8.0,17.0,16.0
spot0071,15.0,24.0,17.0,18.0,15.0,18.0,8.0,10.0,7.0,23.0,21.0,13.0,14.0,14.0,13.0,14.0,16.0,10.0,20.0,12.0,21.0,35.0,21.0,12.0,29.0,26.0,9.0,25.0,26.0,32.0,8.0,8.0,9.0,9.0,14.0,15.0,8.0,11.0,12.0,10.0,14.0,7.0,11.0,8.0,14.0,6.0,10.0,3.0,14.0,6.0,16.0,7.0,2.0,8.0,5.0,5.0,8.0,9.0,12.0,12.0
spot0072,13.0,16.0,12.0,16.0,11.0,21.0,7.0,17.0,7.0,15.0,28.0,10.0,11.0,17.0,15.0,17.0,12.0,13.0,9.0,8.0,20.0,32.0,11.0,17.0,21.0,37.0,14.0,23.0,20.0,22.0,15.0,5.0,17.0,10.0,15.0,7.0,10.0,8.0,7.0,6.0,9.0,8.0,5.0,8.0,10.0,2.0,8.0,8.0,8.0,7.0,6.0,6.0,4.0,4.0,10.0,9.0,10.0,18.0,12.0,14.0
spot0073,10.0,14.0,17.0,10.0,15.0,17.0,5.0,7.0,14.0,22.0,13.0,5.0,8.0,15.0,17.0,19.0,13.0,13.0,13.0,13.0,16.0,41.0,13.0,16.0,21.0,23.0,12.0,18.0,23.0,25.0,9.0,13.0,9.0,5.0,9.0,10.0,12.0,5.0,6.0,5.0,8.0,11.0,8.0,11.0,14.0,3.0,10.0,4.0,12.0,4.0,1.0,5.0,4.0,7.0,6.0,9.0,14.0,14.0,16.0,18.0
spot0074,15.0,19.0,9.0,15.0,14.0,14.0,6.0,5.0,2.0,24.0,13.0,3.0,11.0,16.0,8.0,12.0,19.0,12.0,12.0,14.0,14.0,37.0,12.0,9.0,21.0,28.0,16.0,22.0,19.0,31.0,13.0,8.0,13.0,10.0,12.0,8.0,10.0,6.0,10.0,10.0,6.0,10.0,5.0,8.0,7.0,2.0,8.0,5.0,22.0,5.0,7.0,8.0,2.0,7.0,5.0,6.0,12.0,10.0,12.0,12.0
spot0075,11.0,19.0,14.0,14.0,16.0,18.0,8.0,5.0,13.0,16.0,13.0,10.0,5.0,17.0,9.0,9.0,11.0,22.0,8.0,16.0,16.0,30.0,18.0,10.0,22.0,29.0,17.0,12.0,25.0,27.0,10.0,10.0,20.0,7.0,13.0,9.0,14.0,10.0,9.0,14.0,8.0,11.0,13.0,6.0,10.0,2.0,9.0,6.0,9.0,6.0,12.0,12.0,1.0,6.0,5.0,4.0,8.0,11.0,15.0,18.0
spot0076,11.0,15.0,13.0,12.0,12.0,18.0,1.0,10.0,10.0,19.0,17.0,10.0,10.0,15.0,8.0,12.0,10.0,10.0,15.0,10.0,19.0,32.0,16.0,15.0,20.0,29.0,11.0,19.0,28.0,29.0,14.0,6.0,7.0,9.0,10.0,9.0,10.0,8.0,7.0,7.0,8.0,5.0,5.0,9.0,8.0,6.0,13.0,5.0,14.0,4.0,8.0,6.0,4.0,5.0,7.0,3.0,9.0,9.0,7.0,17.0
spot0077,5.0,20.0,13.0,13.0,19.0,14.0,12.0,11.0,14.0,13.0,17.0,16.0,11.0,17.0,13.0,12.0,13.0,15.0,12.0,14.0,19.0,25.0,13.0,11.0,23.0,25.0,12.0,18.0,26.0,29.0,14.0,14.0,5.0,9.0,13.0,6.0,10.0,8.0,5.0,5.0,9.0,7.0,8.0,15.0,8.0,4.0,12.0,6.0,13.0,8.0,16.0,5.0,3.0,6.0,6.0,5.0,9.0,4.0,10.0,9.0
spot0078,14.0,17.0,9.0,9.0,14.0,15.0,8.0,6.0,16.0,17.0,16.0,11.0,10.0,18.0,14.0,16.0,17.0,20.0,11.0,19.0,15.0,27.0,20.0,17.0,21.0,33.0,13.0,29.0,27.0,30.0,14.0,9.0,9.0,4.0,12.0,10.0,10.0,6.0,10.0,8.0,9.0,6.0,17.0,11.0,10.0,3.0,9.0,4.0,12.0,4.0,16.0,9.0,3.0,4.0,7.0,2.0,6.0,9.0,9.0,15.0
spot0079,14.0,16.0,12.0,7.0,8.0,17.0,9.0,7.0,8.0,16.0,12.0,6.0,12.0,13.0,12.0,15.0,16.0,10.0,20.0,13.0,11.0,30.0,14.0,16.0,14.0,26.0,13.0,14.0,22.0,27.0,8.0,10.0,18.0,8.0,14.0,5.0,7.0,5.0,20.0,10.0,10.0,7.0,9.0,9.0,13.0,5.0,11.0,4.0,13.0,7.0,11.0,4.0,2.0,5.0,7.0,4.0,14.0,11.0,4.0,6.0
spot0080,14.0,20.0,12.0,11.0,11.0,21.0,9.0,6.0,11.0,22.0,12.0,7.0,10.0,14.0,10.0,24.0,12.0,15.0,15.0,6.0,20.0,40.0,11.0,12.0,22.0,31.0,12.0,17.0,34.0,22.0,10.0,13.0,13.0,9.0,10.0,8.0,14.0,5.0,12.0,5.0,11.0,8.0,9.0,7.0,11.0,8.0,14.0,10.0,7.0,4.0,13.0,4.0,0.0,5.0,2.0,3.0,11.0,11.0,12.0,14.0
spot0081,12.0,10.0,11.0,8.0,22.0,19.0,8.0,11.0,11.0,14.0,12.0,9.0,11.0,16.0,8.0,17.0,10.0,16.0,13.0,9.0,18.0,28.0,10.0,9.0,28.0,21.0,12.0,24.0,13.0,25.0,6.0,10.0,19.0,3.0,12.0,5.0,16.0,10.0,7.0,4.0,3.0,12.0,6.0,10.0,7.0,4.0,9.0,5.0,14.0,9.0,7.0,8.0,2.0,13.0,6.0,5.0,6.0,9.0,11.0,13.0
spot0082,12.0,20.0,13.0,16.0,13.0,19.0,6.0,10.0,6.0,19.0,11.0,12.0,12.0,16.0,21.0,13.0,9.0,17.0,21.0,14.0,15.0,33.0,11.0,19.0,20.0,37.0,17.0,21.0,22.0,23.0,12.0,6.0,10.0,4.0,9.0,7.0,14.0,14.0,8.0,14.0,19.0,14.0,15.0,14.0,13.0,4.0,10.0,4.0,17.0,4.0,12.0,4.0,6.0,7.0,4.0,7.0,14.0,15.0,10.0,13.0
spot0083,8.0,8.0,7.0,10.0,16.0,22.0,7.0,7.0,8.0,27.0,11.0,7.0,10.0,16.0,10.0,12.0,18.0,12.0,19.0,14.0,14.0,34.0,11.0,14.0,19.0,27.0,18.0,26.0,19.0,18.0,16.0,5.0,11.0,10.0,10.0,9.0,8.0,7.0,15.0,10.0,11.0,10.0,7.0,13.0,7.0,6.0,15.0,3.0,18.0,6.0,6.0,6.0,0.0,11.0,7.0,7.0,11.0,15.0,10.0,15.0
spot0084,12.0,18.0,18.0,16.0,19.0,20.0,7.0,5.0,9.0,17.0,18.0,6.0,9.0,11.0,13.0,10.0,15.0,15.0,10.0,15.0,26.0,34.0,11.0,15.0,31.0,25.0,16.0,19.0,22.0,24.0,11.0,10.0,16.0,9.0,16.0,5.0,12.0,7.0,13.0,10.0,9.0,9.0,8.0,5.0,12.0,2.0,11.0,7.0,8.0,5.0,16.0,7.0,1.0,5.0,6.0,4.0,15.0,12.0,14.0,20.0
spot0085,18.0,15.0,17.0,10.0,14.0,22.0,2.0,6.0,10.0,23.0,12.0,7.0,11.0,12.0,7.0,16.0,11.0,10.0,12.0,14.0,28.0,28.0,15.0,12.0,21.0,32.0,16.0,22.0,26.0,31.0,12.0,5.0,9.0,3.0,12.0,14.0,12.0,12.0,8.0,9.0,7.0,12.0,11.0,7.0,9.0,8.0,5.0,2.0,8.0,4.0,10.0,4.0,3.0,7.0,9.0,6.0,6.0,10.0,6.0,12.0
spot0086,20.0,16.0,8.0,15.0,8.0,22.0,9.0,4.0,6.0,19.0,18.0,10.0,14.0,17.0,11.0,14.0,11.0,16.0,7.0,18.0,18.0,35.0,20.0,10.0,19.0,31.0,14.0,30.0,30.0,23.0,14.0,16.0,16.0,5.0,14.0,10.0,11.0,12.0,9.0,7.0,7.0,11.0,13.0,11.0,11.0,6.0,13.0,9.0,13.0,6.0,13.0,6.0,1.0,9.0,6.0,8.0,8.0,14.0,16.0,12.0
spot0087,14.0,18.0,15.0,13.0,13.0,25.0,7.0,10.0,11.0,22.0,23.0,6.0,17.0,21.0,13.0,14.0,15.0,23.0,6.0,14.0,11.0,36.0,15.0,13.0,34.0,30.0,14.0,39.0,25.0,20.0,10.0,8.0,14.0,8.0,10.0,8.0,9.0,10.0,10.0,8.0,5.0,13.0,11.0,7.0,7.0,2.0,13.0,4.0,10.0,5.0,15.0,8.0,1.0,7.0,4.0,8.0,9.0,9.0,11.0,10.0
spot0088,17.0,16.0,16.0,20.0,10.0,23.0,14.0,6.0,8.0,12.0,10.0,7.0,12.0,11.0,9.0,18.0,10.0,14.0,8.0,15.0,25.0,34.0,12.0,16.0,18.0,25.0,19.0,12.0,24.0,30.0,9.0,11.0,8.0,8.0,13.0,11.0,8.0,7.0,6.0,9.0,6.0,8.0,11.0,12.0,11.0,6.0,10.0,7.0,12.0,5.0,10.0,5.0,3.0,9.0,4.0,6.0,6.0,11.0,11.0,10.0
spot0089,14.0,22.0,13.0,14.0,4.0,21.0,6.0,11.0,6.0,25.0,21.0,6.0,12.0,16.0,11.0,15.0,20.0,19.0,16.0,11.0,23.0,34.0,18.0,15.0,25.0,19.0,12.0,28.0,24.0,20.0,15.0,9.0,13.0,5.0,13.0,11.0,10.0,7.0,17.0,7.0,8.0,8.0,11.0,9.0,12.0,6.0,4.0,4.0,23.0,2.0,9.0,8.0,1.0,6.0,11.0,1.0,12.0,8.0,20.0,15.0
spot0090,9.0,12.0,13.0,15.0,21.0,18.0,9.0,6.0,8.0,26.0,16.0,12.0,11.0,14.0,7.0,15.0,10.0,13.0,17.0,12.0,14.0,24.0,17.0,13.0,26.0,30.0,14.0,17.0,31.0,30.0,10.0,7.0,21.0,9.0,9.0,9.0,14.0,7.0,19.0,8.0,13.0,11.0,7.0,9.0,9.0,3.0,12.0,2.0,14.0,5.0,16.0,8.0,2.0,2.0,6.0,9.0,9.0,7.0,12.0,5.0
spot0091,14.0,17.0,9.0,10.0,17.0,18.0,8.0,8.0,13.0,18.0,20.0,9.0,12.0,21.0,13.0,12.0,11.0,16.0,8.0,14.0,18.0,34.0,7.0,17.0,26.0,36.0,14.0,29.0,18.0,26.0,18.0,4.0,13.0,11.0,14.0,11.0,9.0,18.0,12.0,13.0,8.0,11.0,10.0,7.0,10.0,6.0,11.0,5.0,19.0,7.0,11.0,3.0,4.0,11.0,15.0,8.0,6.0,9.0,14.0,13.0
spot0092,12.0,20.0,14.0,10.0,15.0,26.0,7.0,8.0,12.0,12.0,17.0,7.0,10.0,21.0,13.0,14.0,21.0,14.0,12.0,12.0,11.0,32.0,14.0,15.0,32.0,26.0,14.0,26.0,25.0,21.0,11.0,8.0,20.0,12.0,11.0,8.0,17.0,19.0,10.0,8.0,8.0,9.0,6.0,2.0,10.0,9.0,13.0,5.0,7.0,5.0,9.0,8.0,5.0,8.0,6.0,7.0,8.0,15.0,8.0,14.0
spot0093,11.0,22.0,17.0,14.0,14.0,22.0,7.0,3.0,5.0,25.0,16.0,7.0,7.0,18.0,12.0,15.0,19.0,12.0,17.0,11.0,22.0,37.0,14.0,15.0,31.0,34.0,18.0,19.0,28.0,31.0,10.0,9.0,14.0,7.0,11.0,8.0,8.0,10.0,7.0,7.0,3.0,9.0,6.0,5.0,12.0,3.0,10.0,7.0,11.0,8.0,7.0,5.0,2.0,5.0,3.0,2.0,10.0,10.0,6.0,12.0
spot0094,24.0,14.0,11.0,16.0,18.0,14.0,8.0,9.0,6.0,15.0,15.0,6.0,14.0,12.0,14.0,15.0,13.0,13.0,11.0,17.0,19.0,50.0,9.0,17.0,25.0,23.0,16.0,28.0,24.0,20.0,10.0,4.0,17.0,10.0,13.0,8.0,11.0,13.0,5.0,5.0,12.0,10.0,7.0,9.0,11.0,5.0,14.0,2.0,13.0,7.0,10.0,6.0,1.0,5.0,4.0,8.0,7.0,9.0,12.0,15.0
spot0095,14.0,17.0,13.0,11.0,13.0,22.0,2.0,9.0,10.0,11.0,16.0,11.0,11.0,17.0,12.0,17.0,16.0,19.0,14.0,12.0,17.0,38.0,12.0,17.0,18.0,28.0,10.0,20.0,26.0,22.0,10.0,9.0,12.0,5.0,13.0,14.0,14.0,11.0,9.0,7.0,9.0,7.0,15.0,7.0,8.0,3.0,14.0,3.0,10.0,3.0,12.0,9.0,2.0,6.0,8.0,7.0,5.0,7.0,7.0,8.0
spot0096,11.0,15.0,11.0,5.0,15.0,27.0,7.0,4.0,10.0,23.0,18.0,7.0,11.0,13.0,6.0,15.0,17.0,15.0,10.0,8.0,19.0,28.0,11.0,16.0,25.0,28.0,13.0,26.0,24.0,18.0,14.0,6.0,16.0,7.0,17.0,8.0,16.0,11.0,19.0,10.0,10.0,10.0,4.0,9.0,10.0,2.0,9.0,9.0,15.0,8.0,10.0,4.0,1.0,13.0,9.0,3.0,13.0,8.0,16.0,12.0
spot0097,19.0,12.0,7.0,21.0,17.0,16.0,15.0,7.0,19.0,24.0,18.0,3.0,16.0,20.0,13.0,13.0,11.0,15.0,13.0,12.0,12.0,26.0,20.0,13.0,25.0,34.0,16.0,20.0,24.0,31.0,15.0,9.0,19.0,6.0,9.0,6.0,8.0,8.0,14.0,5.0,13.0,9.0,9.0,5.0,10.0,7.0,17.0,5.0,4.0,4.0,18.0,11.0,7.0,10.0,7.0,8.0,13.0,9.0,17.0,11.0
spot0098,14.0,19.0,11.0,13.0,22.0,15.0,6.0,12.0,4.0,24.0,8.0,8.0,8.0,19.0,10.0,28.0,14.0,13.0,8.0,9.0,22.0,35.0,14.0,14.0,22.0,35.0,20.0,30.0,19.0,32.0,7.0,17.0,11.0,6.0,11.0,7.0,8.0,10.0,11.0,10.0,7.0,16.0,12.0,6.0,8.0,7.0,10.0,4.0,7.0,4.0,8.0,8.0,3.0,6.0,6.0,12.0,14.0,4.0,14.0,12.0
spot0099,19.0,15.0,11.0,15.0,12.0,16.0,5.0,9.0,11.0,16.0,13.0,6.0,9.0,11.0,13.0,21.0,8.0,13.0,19.0,16.0,18.0,34.0,20.0,16.0,18.0,29.0,13.0,24.0,23.0,20.0,5.0,8.0,8.0,13.0,12.0,11.0,17.0,13.0,10.0,12.0,9.0,4.0,6.0,6.0,9.0,2.0,7.0,7.0,11.0,1.0,6.0,9.0,4.0,7.0,3.0,5.0,7.0,8.0,12.0,18.0
spot0100,15.0,14.0,15.0,15.0,11.0,19.0,2.0,8.0,13.0,20.0,12.0,7.0,12.0,17.0,13.0,14.0,14.0,13.0,13.0,12.0,25.0,31.0,17.0,16.0,19.0,30.0,6.0,18.0,26.0,25.0,11.0,6.0,13.0,7.0,15.0,10.0,12.0,11.0,15.0,11.0,9.0,5.0,14.0,12.0,8.0,6.0,9.0,2.0,14.0,7.0,11.0,5.0,2.0,14.0,5.0,6.0,12.0,10.0,12.0,9.0
spot0101,9.0,21.0,11.0,12.0,14.0,23.0,6.0,7.0,6.0,25.0,13.0,12.0,9.0,17.0,9.0,16.0,18.0,15.0,11.0,15.0,15.0,21.0,16.0,11.0,23.0,24.0,17.0,25.0,25.0,27.0,8.0,9.0,17.0,4.0,20.0,6.0,10.0,7.0,13.0,5.0,5.0,7.0,6.0,8.0,16.0,2.0,6.0,6.0,14.0,2.0,7.0,5.0,1.0,7.0,7.0,4.0,15.0,7.0,11.0,16.0
spot0102,6.0,15.0,9.0,9.0,19.0,14.0,10.0,14.0,12.0,16.0,16.0,11.0,17.0,20.0,8.0,15.0,15.0,10.0,14.0,12.0,19.0,33.0,8.0,11.0,22.0,31.0,10.0,18.0,29.0,24.0,4.0,8.0,18.0,9.0,22.0,8.0,13.0,9.0,10.0,11.0,13.0,5.0,9.0,11.0,9.0,7.0,9.0,5.0,11.0,4.0,8.0,2.0,4.0,9.0,10.0,5.0,5.0,8.0,21.0,20.0
spot0103,13.0,8.0,15.0,13.0,13.0,14.0,6.0,9.0,11.0,18.0,20.0,4.0,6.0,19.0,12.0,13.0,16.0,7.0,8.0,14.0,20.0,34.0,8.0,20.0,29.0,21.0,11.0,28.0,11.0,28.0,11.0,9.0,14.0,5.0,12.0,9.0,11.0,11.0,13.0,7.0,6.0,11.0,7.0,3.0,11.0,6.0,9.0,3.0,8.0,7.0,15.0,3.0,2.0,9.0,6.0,2.0,9.0,8.0,11.0,17.0
spot0104,13.0,13.0,14.0,9.0,23.0,25.0,8.0,8.0,10.0,25.0,15.0,7.0,11.0,10.0,7.0,16.0,10.0,16.0,8.0,14.0,22.0,38.0,15.0,21.0,19.0,27.0,21.0,13.0,24.0,21.0,12.0,6.0,10.0,12.0,13.0,9.0,14.0,11.0,11.0,9.0,9.0,11.0,14.0,9.0,7.0,8.0,5.0,7.0,11.0,7.0,7.0,6.0,1.0,7.0,6.0,4.0,9.0,14.0,10.0,15.0
spot0105,9.0,14.0,5.0,10.0,15.0,22.0,8.0,8.0,9.0,19.0,20.0,14.0,6.0,14.0,10.0,10.0,16.0,16.0,13.0,14.0,19.0,32.0,14.0,18.0,17.0,22.0,12.0,25.0,17.0,26.0,12.0,12.0,14.0,5.0,7.0,12.0,11.0,9.0,17.0,8.0,12.0,11.0,12.0,6.0,12.0,4.0,9.0,4.0,6.0,5.0,11.0,6.0,5.0,4.0,7.0,8.0,15.0,9.0,8.0,7.0
spot0106,15.0,25.0,10.0,15.0,12.0,27.0,4.0,8.0,11.0,17.0,20.0,7.0,15.0,17.0,7.0,14.0,13.0,10.0,17.0,9.0,21.0,29.0,15.0,17.0,29.0,25.0,12.0,20.0,23.0,31.0,17.0,5.0,22.0,7.0,17.0,3.0,10.0,6.0,13.0,11.0,7.0,11.0,11.0,6.0,8.0,6.0,7.0,5.0,9.0,7.0,9.0,6.0,1.0,8.0,2.0,6.0,13.0,9.0,9.0,16.0
spot0107,11.0,11.0,5.0,7.0,23.0,24.0,8.0,9.0,13.0,16.0,14.0,11.0,9.0,12.0,10.0,14.0,16.0,13.0,16.0,18.0,18.0,30.0,13.0,17.0,24.0,22.0,8.0,23.0,29.0,23.0,14.0,3.0,14.0,11.0,5.0,7.0,5.0,7.0,11.0,8.0,12.0,5.0,5.0,6.0,6.0,4.0,12.0,6.0,14.0,6.0,4.0,5.0,4.0,10.0,6.0,4.0,13.0,6.0,10.0,16.0
spot0108,17.0,18.0,8.0,10.0,16.0,29.0,6.0,12.0,8.0,18.0,16.0,8.0,6.0,8.0,11.0,13.0,20.0,12.0,16.0,15.0,18.0,28.0,11.0,9.0,18.0,33.0,9.0,24.0,16.0,29.0,15.0,11.0,8.0,9.0,16.0,12.0,12.0,10.0,6.0,6.0,4.0,9.0,12.0,4.0,5.0,4.0,0.0,3.0,17.0,4.0,11.0,4.0,4.0,7.0,7.0,2.0,18.0,11.0,10.0,22.0
