,Gene000,Gene001,Gene002,Gene003,Gene004,Gene005,Gene006,Gene007,Gene008,Gene009,Gene010,Gene011,Gene012,Gene013,Gene014,Gene015,Gene016,Gene017,Gene018,Gene019,Gene020,Gene021,Gene022,Gene023,Gene024,Gene025,Gene026,Gene027,Gene028,Gene029,Gene030,Gene031,Gene032,Gene033,Gene034,Gene035,Gene036,Gene037,Gene038,Gene039,Gene040,Gene041,Gene042,Gene043,Gene044,Gene045,Gene046,Gene047,Gene048,Gene049,Gene050,Gene051,Gene052,Gene053,Gene054,Gene055,Gene056,Gene057,Gene058,Gene059
rna0054,6.0,9.0,5.0,4.0,7.0,7.0,0.0,2.0,0.0,0.0,14.0,2.0,7.0,11.0,0.0,12.0,6.0,8.0,6.0,12.0,4.0,46.0,5.0,18.0,0.0,8.0,0.0,8.0,11.0,21.0,5.0,4.0,12.0,3.0,1.0,0.0,3.0,5.0,8.0,1.0,5.0,4.0,2.0,5.0,0.0,1.0,5.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,15.0,0.0
rna0055,5.0,0.0,6.0,0.0,3.0,4.0,3.0,2.0,5.0,16.0,6.0,4.0,6.0,3.0,2.0,6.0,0.0,2.0,1.0,0.0,5.0,10.0,1.0,0.0,0.0,5.0,3.0,6.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,2.0,3.0,0.0,4.0,3.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,4.0,7.0,4.0
rna0056,14.0,10.0,8.0,1.0,0.0,3.0,5.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,15.0,0.0,7.0,2.0,0.0,12.0,9.0,1.0,0.0,17.0,6.0,7.0,4.0,6.0,16.0,6.0,7.0,11.0,7.0,0.0,10.0,6.0,0.0,24.0,6.0,0.0,3.0,6.0,0.0,4.0,11.0,13.0,0.0,0.0,15.0,0.0,11.0,9.0,9.0,8.0,21.0,7.0,3.0,13.0,14.0
rna0057,5.0,0.0,0.0,6.0,3.0,10.0,6.0,5.0,8.0,26.0,0.0,6.0,5.0,6.0,9.0,0.0,0.0,14.0,14.0,16.0,14.0,56.0,0.0,0.0,18.0,16.0,12.0,21.0,21.0,47.0,10.0,3.0,19.0,4.0,4.0,7.0,0.0,0.0,10.0,0.0,15.0,7.0,0.0,5.0,8.0,0.0,0.0,0.0,5.0,7.0,5.0,2.0,2.0,5.0,5.0,7.0,6.0,2.0,25.0,0.0
rna0058,0.0,20.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0,7.0,0.0,8.0,0.0,1.0,4.0,17.0,4.0,5.0,0.0,11.0,9.0,19.0,4.0,0.0,8.0,7.0,4.0,6.0,23.0,0.0,12.0,0.0,15.0,3.0,7.0,10.0,0.0,0.0,13.0,0.0,13.0,8.0,7.0,8.0,5.0,6.0,0.0,0.0,0.0,8.0,3.0,4.0,2.0,2.0,0.0,6.0,12.0,6.0,10.0,0.0
rna0059,0.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,5.0,1.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,0.0,2.0,7.0,3.0,5.0,10.0,1.0,1.0,12.0,2.0,2.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,8.0,10.0,0.0,4.0,0.0,6.0,1.0,14.0,5.0,4.0,13.0,0.0
rna0060,12.0,0.0,9.0,4.0,0.0,10.0,5.0,0.0,8.0,16.0,8.0,4.0,3.0,2.0,0.0,22.0,9.0,12.0,7.0,14.0,9.0,28.0,6.0,9.0,10.0,7.0,7.0,10.0,23.0,26.0,10.0,0.0,20.0,10.0,0.0,20.0,15.0,16.0,26.0,12.0,9.0,8.0,8.0,0.0,8.0,0.0,9.0,1.0,0.0,13.0,5.0,0.0,5.0,8.0,1.0,6.0,7.0,4.0,16.0,10.0
rna0061,8.0,17.0,4.0,4.0,4.0,12.0,5.0,0.0,4.0,21.0,20.0,5.0,7.0,7.0,7.0,18.0,8.0,0.0,12.0,9.0,12.0,0.0,8.0,27.0,0.0,12.0,8.0,13.0,11.0,28.0,10.0,3.0,15.0,6.0,5.0,8.0,11.0,3.0,10.0,5.0,9.0,0.0,4.0,7.0,6.0,7.0,5.0,1.0,7.0,5.0,5.0,2.0,0.0,0.0,0.0,6.0,6.0,2.0,12.0,12.0
rna0062,16.0,0.0,11.0,4.0,2.0,0.0,2.0,4.0,9.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0,8.0,9.0,10.0,17.0,7.0,0.0,6.0,18.0,12.0,3.0,5.0,12.0,27.0,21.0,14.0,8.0,22.0,11.0,7.0,19.0,17.0,18.0,43.0,15.0,18.0,5.0,0.0,17.0,12.0,5.0,18.0,5.0,13.0,8.0,8.0,14.0,6.0,5.0,4.0,9.0,23.0,10.0,13.0,13.0
rna0063,3.0,6.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,6.0,0.0,4.0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,8.0,9.0,0.0,3.0,0.0,3.0,3.0,2.0,7.0,0.0,0.0,4.0,5.0,10.0,0.0,8.0,3.0,1.0,21.0,3.0,1.0,1.0,3.0,4.0,2.0,6.0,7.0,2.0,6.0,0.0,7.0,7.0,9.0,4.0,0.0,10.0,7.0,0.0,6.0,9.0
rna0064,3.0,9.0,17.0,6.0,7.0,11.0,5.0,6.0,0.0,16.0,18.0,12.0,14.0,3.0,8.0,0.0,5.0,11.0,2.0,2.0,3.0,23.0,2.0,9.0,0.0,19.0,8.0,11.0,14.0,0.0,7.0,0.0,7.0,0.0,7.0,8.0,5.0,0.0,4.0,0.0,5.0,6.0,3.0,4.0,6.0,2.0,1.0,0.0,2.0,0.0,8.0,4.0,1.0,1.0,3.0,5.0,8.0,4.0,0.0,22.0
rna0065,0.0,6.0,5.0,4.0,1.0,2.0,8.0,3.0,3.0,0.0,0.0,5.0,2.0,3.0,3.0,0.0,8.0,5.0,3.0,8.0,9.0,0.0,0.0,12.0,14.0,6.0,4.0,10.0,8.0,10.0,9.0,5.0,0.0,8.0,0.0,13.0,0.0,5.0,19.0,3.0,4.0,2.0,0.0,8.0,0.0,15.0,14.0,4.0,13.0,10.0,6.0,6.0,4.0,6.0,6.0,18.0,0.0,3.0,9.0,12.0
rna0066,9.0,17.0,0.0,2.0,0.0,14.0,16.0,0.0,0.0,31.0,0.0,0.0,0.0,11.0,8.0,10.0,1.0,10.0,5.0,5.0,10.0,25.0,2.0,0.0,21.0,0.0,8.0,15.0,10.0,14.0,3.0,2.0,8.0,0.0,10.0,8.0,7.0,5.0,8.0,9.0,10.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,10.0,6.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,12.0
rna0067,9.0,6.0,9.0,2.0,1.0,4.0,8.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,6.0,9.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,7.0,5.0,1.0,10.0,0.0,2.0,8.0,0.0,5.0,15.0,6.0,1.0,2.0,0.0,2.0,3.0,7.0,0.0,1.0,7.0,9.0,0.0,10.0,4.0,8.0,11.0,0.0,8.0,3.0,0.0,6.0
rna0068,4.0,12.0,11.0,3.0,1.0,6.0,0.0,0.0,5.0,7.0,5.0,0.0,3.0,5.0,4.0,0.0,0.0,5.0,1.0,5.0,5.0,11.0,5.0,7.0,7.0,6.0,6.0,2.0,0.0,0.0,7.0,6.0,0.0,4.0,7.0,5.0,4.0,12.0,19.0,8.0,0.0,2.0,4.0,9.0,4.0,2.0,0.0,0.0,5.0,3.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,1.0,8.0,6.0
rna0069,12.0,24.0,17.0,4.0,10.0,16.0,12.0,0.0,6.0,24.0,28.0,13.0,10.0,0.0,11.0,7.0,4.0,0.0,2.0,5.0,0.0,30.0,1.0,23.0,25.0,18.0,6.0,12.0,0.0,20.0,5.0,2.0,0.0,2.0,4.0,0.0,0.0,6.0,7.0,0.0,5.0,4.0,4.0,5.0,2.0,0.0,10.0,0.0,5.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,7.0,0.0
rna0070,4.0,8.0,0.0,0.0,3.0,6.0,1.0,1.0,2.0,18.0,12.0,2.0,0.0,0.0,0.0,16.0,14.0,7.0,2.0,7.0,0.0,37.0,12.0,10.0,14.0,6.0,7.0,14.0,11.0,24.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,2.0,7.0,1.0,1.0,4.0,2.0,6.0,5.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,5.0,11.0,11.0
rna0071,5.0,13.0,5.0,4.0,4.0,3.0,9.0,0.0,9.0,12.0,11.0,8.0,9.0,3.0,6.0,4.0,3.0,2.0,2.0,7.0,7.0,0.0,1.0,7.0,12.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,2.0,0.0,8.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,2.0,1.0,1.0,6.0,1.0,6.0,3.0,0.0,10.0
rna0072,0.0,12.0,0.0,8.0,6.0,16.0,22.0,17.0,9.0,31.0,21.0,14.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,7.0,7.0,35.0,9.0,21.0,21.0,22.0,7.0,16.0,11.0,20.0,0.0,6.0,10.0,0.0,0.0,12.0,12.0,0.0,13.0,9.0,0.0,3.0,4.0,7.0,4.0,0.0,9.0,4.0,7.0,3.0,13.0,0.0,1.0,3.0,5.0,11.0,0.0,5.0,12.0,18.0
rna0073,9.0,19.0,20.0,8.0,0.0,14.0,0.0,13.0,13.0,21.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,5.0,9.0,4.0,10.0,31.0,5.0,0.0,18.0,13.0,5.0,0.0,18.0,17.0,5.0,0.0,5.0,0.0,7.0,6.0,9.0,2.0,0.0,7.0,0.0,4.0,1.0,0.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,6.0,3.0,4.0,1.0,3.0,3.0,0.0,0.0,12.0
rna0074,8.0,29.0,5.0,4.0,3.0,9.0,4.0,0.0,7.0,13.0,7.0,7.0,2.0,4.0,8.0,0.0,13.0,8.0,10.0,0.0,6.0,21.0,0.0,9.0,0.0,10.0,8.0,13.0,0.0,19.0,12.0,7.0,29.0,0.0,0.0,0.0,9.0,11.0,29.0,0.0,9.0,0.0,11.0,11.0,9.0,5.0,0.0,2.0,7.0,0.0,0.0,2.0,6.0,0.0,4.0,8.0,16.0,8.0,0.0,12.0
rna0075,8.0,5.0,3.0,0.0,5.0,7.0,0.0,3.0,5.0,0.0,15.0,4.0,4.0,7.0,4.0,0.0,0.0,11.0,5.0,10.0,8.0,30.0,9.0,15.0,12.0,10.0,6.0,0.0,13.0,19.0,9.0,0.0,0.0,2.0,0.0,4.0,0.0,6.0,0.0,1.0,0.0,4.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,13.0,0.0
rna0076,0.0,18.0,10.0,6.0,15.0,14.0,0.0,4.0,0.0,0.0,23.0,4.0,7.0,5.0,9.0,35.0,0.0,10.0,17.0,0.0,14.0,54.0,15.0,42.0,0.0,26.0,14.0,0.0,0.0,33.0,0.0,6.0,13.0,6.0,5.0,11.0,12.0,5.0,0.0,7.0,13.0,7.0,10.0,7.0,9.0,1.0,14.0,2.0,12.0,0.0,7.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,26.0,16.0
rna0077,14.0,13.0,7.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,5.0,14.0,25.0,8.0,2.0,2.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,7.0,10.0,15.0,29.0,4.0,4.0,12.0,0.0,0.0,25.0,8.0,7.0,0.0,6.0,0.0,3.0,0.0,17.0,0.0,23.0,0.0,0.0,19.0,26.0,10.0,11.0,10.0,9.0,4.0,0.0,0.0,7.0,14.0,21.0
rna0078,0.0,27.0,10.0,0.0,5.0,6.0,5.0,2.0,13.0,17.0,3.0,10.0,6.0,2.0,0.0,33.0,12.0,0.0,10.0,0.0,14.0,20.0,4.0,18.0,0.0,11.0,8.0,18.0,35.0,0.0,15.0,17.0,23.0,0.0,0.0,31.0,12.0,18.0,33.0,0.0,13.0,11.0,0.0,22.0,0.0,6.0,15.0,1.0,15.0,10.0,5.0,0.0,4.0,9.0,0.0,6.0,15.0,5.0,18.0,0.0
rna0079,8.0,10.0,11.0,0.0,1.0,2.0,6.0,0.0,2.0,14.0,3.0,0.0,0.0,0.0,0.0,13.0,3.0,2.0,3.0,0.0,0.0,11.0,2.0,6.0,9.0,7.0,7.0,0.0,0.0,10.0,5.0,9.0,13.0,11.0,2.0,10.0,7.0,9.0,18.0,5.0,0.0,4.0,0.0,0.0,4.0,0.0,11.0,6.0,0.0,14.0,3.0,9.0,4.0,5.0,5.0,14.0,14.0,1.0,12.0,0.0
rna0080,5.0,12.0,0.0,2.0,0.0,0.0,1.0,7.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,7.0,7.0,2.0,4.0,0.0,17.0,7.0,4.0,9.0,4.0,3.0,9.0,6.0,3.0,17.0,6.0,10.0,2.0,5.0,4.0,5.0,2.0,10.0,1.0,7.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0
rna0081,10.0,24.0,12.0,4.0,18.0,25.0,0.0,0.0,8.0,34.0,21.0,6.0,0.0,0.0,4.0,0.0,18.0,0.0,14.0,0.0,0.0,79.0,0.0,29.0,21.0,15.0,24.0,27.0,0.0,69.0,11.0,0.0,16.0,6.0,6.0,0.0,16.0,0.0,17.0,0.0,13.0,6.0,13.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0
rna0082,9.0,14.0,12.0,8.0,12.0,12.0,12.0,14.0,11.0,29.0,19.0,0.0,19.0,14.0,7.0,8.0,5.0,12.0,7.0,0.0,6.0,0.0,2.0,21.0,16.0,0.0,0.0,14.0,0.0,18.0,10.0,2.0,6.0,2.0,5.0,9.0,9.0,0.0,10.0,4.0,0.0,6.0,6.0,9.0,6.0,0.0,8.0,0.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,7.0,6.0,4.0,11.0,0.0
rna0083,7.0,0.0,4.0,3.0,4.0,0.0,0.0,5.0,9.0,17.0,6.0,6.0,5.0,1.0,8.0,15.0,7.0,7.0,7.0,9.0,7.0,0.0,3.0,15.0,15.0,6.0,7.0,9.0,21.0,16.0,6.0,11.0,21.0,6.0,0.0,0.0,7.0,0.0,25.0,0.0,12.0,4.0,0.0,0.0,0.0,10.0,14.0,2.0,0.0,5.0,5.0,0.0,3.0,4.0,0.0,7.0,11.0,8.0,0.0,9.0
rna0084,3.0,6.0,7.0,0.0,5.0,3.0,6.0,8.0,1.0,8.0,0.0,8.0,8.0,2.0,0.0,2.0,1.0,6.0,3.0,4.0,0.0,16.0,0.0,13.0,14.0,12.0,0.0,7.0,9.0,13.0,7.0,1.0,2.0,1.0,4.0,6.0,0.0,3.0,0.0,2.0,6.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,5.0,7.0
rna0085,0.0,0.0,0.0,0.0,3.0,13.0,6.0,7.0,5.0,21.0,18.0,0.0,6.0,0.0,0.0,21.0,7.0,0.0,8.0,9.0,9.0,47.0,2.0,31.0,16.0,17.0,17.0,28.0,0.0,28.0,0.0,0.0,11.0,5.0,6.0,5.0,19.0,6.0,0.0,0.0,7.0,8.0,9.0,6.0,0.0,1.0,0.0,2.0,0.0,5.0,9.0,2.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,16.0
rna0086,7.0,19.0,0.0,3.0,4.0,0.0,2.0,2.0,5.0,11.0,0.0,5.0,6.0,3.0,0.0,20.0,8.0,0.0,9.0,4.0,6.0,14.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,5.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,1.0,8.0,1.0,0.0,6.0,2.0,5.0,6.0,5.0,0.0,0.0,8.0,4.0,7.0,9.0
rna0087,12.0,7.0,0.0,4.0,0.0,1.0,12.0,2.0,6.0,12.0,2.0,0.0,4.0,3.0,0.0,9.0,4.0,5.0,4.0,0.0,0.0,9.0,0.0,5.0,13.0,8.0,3.0,5.0,8.0,13.0,8.0,0.0,5.0,9.0,0.0,16.0,3.0,5.0,21.0,9.0,0.0,1.0,0.0,6.0,1.0,8.0,0.0,6.0,14.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,11.0,3.0,20.0,0.0
rna0088,4.0,0.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,13.0,8.0,2.0,3.0,5.0,6.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0,2.0,10.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,3.0,9.0,10.0
rna0089,12.0,12.0,7.0,4.0,6.0,9.0,4.0,0.0,0.0,0.0,11.0,0.0,6.0,7.0,5.0,26.0,8.0,16.0,8.0,8.0,9.0,49.0,7.0,29.0,9.0,12.0,10.0,0.0,0.0,0.0,5.0,3.0,12.0,0.0,4.0,11.0,4.0,5.0,11.0,3.0,8.0,0.0,4.0,0.0,1.0,0.0,6.0,0.0,0.0,5.0,2.0,2.0,1.0,4.0,0.0,6.0,0.0,4.0,0.0,7.0
rna0090,7.0,0.0,6.0,0.0,0.0,9.0,6.0,8.0,0.0,15.0,0.0,9.0,14.0,0.0,6.0,6.0,3.0,9.0,0.0,3.0,4.0,22.0,1.0,16.0,13.0,14.0,5.0,6.0,4.0,0.0,3.0,3.0,5.0,1.0,3.0,0.0,6.0,0.0,0.0,3.0,5.0,1.0,4.0,1.0,3.0,0.0,4.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,0.0,12.0
rna0091,0.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,13.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,6.0,0.0,4.0,0.0,5.0,4.0,5.0,0.0,0.0,5.0,1.0,0.0,11.0,5.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,16.0,1.0,5.0,0.0,3.0,4.0,0.0,7.0,7.0,0.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,13.0,7.0,3.0,0.0,0.0
rna0092,15.0,23.0,10.0,6.0,8.0,8.0,4.0,0.0,2.0,33.0,27.0,0.0,0.0,5.0,0.0,25.0,18.0,0.0,12.0,0.0,19.0,0.0,10.0,24.0,20.0,18.0,27.0,33.0,20.0,42.0,0.0,9.0,24.0,0.0,0.0,14.0,18.0,14.0,18.0,0.0,6.0,6.0,3.0,11.0,0.0,3.0,12.0,3.0,8.0,6.0,0.0,6.0,1.0,7.0,3.0,7.0,9.0,7.0,0.0,11.0
rna0093,0.0,17.0,10.0,11.0,14.0,9.0,16.0,0.0,16.0,0.0,0.0,12.0,27.0,9.0,12.0,14.0,0.0,20.0,0.0,6.0,9.0,29.0,3.0,0.0,18.0,13.0,10.0,12.0,18.0,23.0,8.0,3.0,6.0,7.0,5.0,4.0,0.0,2.0,8.0,9.0,0.0,0.0,6.0,0.0,2.0,1.0,6.0,5.0,0.0,4.0,5.0,7.0,1.0,1.0,5.0,13.0,7.0,0.0,11.0,0.0
rna0094,16.0,0.0,13.0,0.0,0.0,0.0,8.0,6.0,11.0,0.0,10.0,0.0,7.0,1.0,11.0,33.0,0.0,19.0,11.0,24.0,13.0,26.0,0.0,18.0,7.0,13.0,12.0,14.0,36.0,19.0,17.0,0.0,21.0,0.0,0.0,28.0,20.0,26.0,34.0,9.0,17.0,18.0,21.0,16.0,13.0,8.0,0.0,0.0,14.0,16.0,0.0,11.0,0.0,6.0,1.0,8.0,0.0,0.0,15.0,20.0
rna0095,7.0,23.0,10.0,4.0,3.0,0.0,8.0,2.0,6.0,15.0,0.0,7.0,2.0,1.0,0.0,17.0,6.0,5.0,6.0,12.0,12.0,12.0,4.0,12.0,5.0,8.0,0.0,11.0,14.0,10.0,5.0,11.0,0.0,14.0,6.0,0.0,12.0,11.0,17.0,0.0,19.0,8.0,9.0,13.0,7.0,0.0,7.0,0.0,11.0,11.0,2.0,8.0,0.0,7.0,3.0,2.0,14.0,9.0,0.0,0.0
rna0096,18.0,0.0,0.0,2.0,5.0,4.0,17.0,4.0,0.0,21.0,4.0,7.0,5.0,8.0,17.0,0.0,6.0,8.0,1.0,15.0,15.0,0.0,0.0,16.0,11.0,6.0,10.0,10.0,17.0,29.0,0.0,8.0,25.0,15.0,2.0,0.0,13.0,9.0,37.0,10.0,0.0,0.0,2.0,0.0,10.0,20.0,24.0,0.0,29.0,20.0,5.0,20.0,13.0,7.0,7.0,20.0,19.0,10.0,26.0,23.0
rna0097,6.0,12.0,0.0,11.0,19.0,7.0,20.0,19.0,14.0,21.0,34.0,10.0,21.0,19.0,12.0,10.0,7.0,0.0,6.0,6.0,0.0,35.0,0.0,11.0,0.0,31.0,11.0,15.0,25.0,0.0,0.0,3.0,8.0,0.0,9.0,0.0,7.0,5.0,0.0,2.0,2.0,7.0,5.0,6.0,6.0,1.0,8.0,6.0,0.0,0.0,13.0,4.0,0.0,5.0,1.0,6.0,2.0,0.0,8.0,0.0
rna0098,9.0,8.0,0.0,2.0,0.0,3.0,3.0,0.0,4.0,4.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,5.0,11.0,2.0,0.0,1.0,6.0,8.0,8.0,2.0,3.0,11.0,10.0,7.0,4.0,10.0,4.0,4.0,0.0,10.0,0.0,0.0,5.0,11.0,5.0,0.0,0.0,4.0,0.0,4.0,1.0,11.0,6.0,2.0,0.0,0.0,2.0,0.0,3.0,7.0,6.0,9.0,10.0
rna0099,12.0,0.0,16.0,0.0,10.0,0.0,8.0,5.0,5.0,17.0,0.0,0.0,15.0,12.0,14.0,23.0,13.0,14.0,16.0,0.0,0.0,52.0,4.0,35.0,19.0,16.0,0.0,27.0,18.0,0.0,18.0,5.0,23.0,3.0,8.0,8.0,0.0,9.0,9.0,6.0,14.0,12.0,2.0,14.0,12.0,0.0,19.0,4.0,17.0,7.0,6.0,2.0,1.0,4.0,9.0,3.0,11.0,4.0,26.0,13.0
rna0100,0.0,5.0,5.0,3.0,4.0,0.0,2.0,2.0,2.0,10.0,11.0,2.0,5.0,0.0,1.0,0.0,6.0,6.0,2.0,0.0,6.0,18.0,4.0,13.0,6.0,0.0,4.0,0.0,6.0,19.0,1.0,1.0,9.0,2.0,0.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0
rna0101,11.0,7.0,4.0,1.0,4.0,4.0,1.0,0.0,2.0,12.0,8.0,3.0,0.0,3.0,0.0,11.0,0.0,4.0,6.0,7.0,0.0,22.0,0.0,11.0,10.0,4.0,7.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,4.0,1.0,7.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,9.0,4.0
rna0102,9.0,14.0,9.0,0.0,2.0,15.0,2.0,0.0,0.0,30.0,19.0,2.0,5.0,11.0,3.0,21.0,12.0,11.0,7.0,6.0,9.0,0.0,5.0,0.0,10.0,11.0,11.0,15.0,0.0,28.0,6.0,3.0,12.0,1.0,3.0,4.0,0.0,4.0,9.0,0.0,5.0,5.0,5.0,9.0,0.0,0.0,8.0,2.0,6.0,0.0,2.0,4.0,2.0,1.0,0.0,5.0,0.0,3.0,16.0,10.0
rna0103,8.0,5.0,5.0,0.0,0.0,2.0,0.0,3.0,0.0,9.0,3.0,7.0,2.0,3.0,4.0,9.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,6.0,4.0,0.0,0.0,0.0,3.0,8.0,8.0,0.0,11.0,0.0,5.0,18.0,6.0,4.0,2.0,5.0,3.0,0.0,7.0,11.0,2.0,10.0,17.0,4.0,6.0,0.0,5.0,8.0,7.0,0.0,6.0,0.0,0.0
rna0104,21.0,14.0,16.0,10.0,0.0,0.0,16.0,0.0,0.0,25.0,26.0,24.0,0.0,13.0,10.0,0.0,0.0,19.0,0.0,8.0,9.0,35.0,2.0,0.0,28.0,27.0,11.0,21.0,18.0,41.0,2.0,2.0,10.0,6.0,3.0,5.0,8.0,8.0,9.0,2.0,0.0,4.0,4.0,10.0,5.0,0.0,9.0,2.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
rna0105,11.0,37.0,5.0,3.0,10.0,0.0,9.0,0.0,11.0,24.0,6.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,7.0,16.0,12.0,6.0,0.0,10.0,18.0,32.0,6.0,9.0,0.0,9.0,3.0,30.0,0.0,0.0,27.0,12.0,14.0,5.0,8.0,0.0,0.0,3.0,0.0,0.0,16.0,8.0,7.0,5.0,2.0,5.0,2.0,14.0,0.0,10.0,15.0,15.0
rna0106,11.0,21.0,0.0,12.0,15.0,15.0,5.0,8.0,9.0,0.0,23.0,10.0,14.0,7.0,8.0,30.0,0.0,0.0,12.0,24.0,16.0,68.0,7.0,36.0,25.0,0.0,0.0,24.0,14.0,49.0,7.0,9.0,15.0,5.0,3.0,0.0,13.0,12.0,0.0,7.0,10.0,1.0,1.0,16.0,0.0,5.0,8.0,3.0,10.0,0.0,4.0,3.0,4.0,4.0,2.0,4.0,11.0,0.0,16.0,18.0
rna0107,14.0,11.0,17.0,0.0,0.0,14.0,0.0,9.0,10.0,32.0,25.0,20.0,24.0,13.0,7.0,10.0,8.0,14.0,5.0,5.0,17.0,27.0,6.0,0.0,29.0,0.0,7.0,17.0,17.0,0.0,4.0,1.0,9.0,0.0,7.0,10.0,8.0,6.0,11.0,5.0,7.0,1.0,3.0,4.0,9.0,0.0,6.0,0.0,5.0,7.0,14.0,0.0,0.0,5.0,5.0,9.0,8.0,7.0,9.0,30.0
rna0108,10.0,16.0,6.0,0.0,8.0,5.0,2.0,3.0,6.0,23.0,16.0,5.0,14.0,10.0,10.0,0.0,12.0,0.0,9.0,10.0,8.0,41.0,11.0,18.0,13.0,0.0,0.0,25.0,0.0,30.0,6.0,4.0,10.0,5.0,0.0,5.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,8.0,4.0,4.0,8.0,0.0,4.0,4.0,3.0,0.0,2.0,2.0,5.0,4.0,0.0,5.0,20.0,5.0
