# synthetic, for demo only -- generated by 578_spatialex_omics_translation.py
cell_id,PanelB_00,PanelB_01,PanelB_02,PanelB_03,PanelB_04,PanelB_05,PanelB_06,PanelB_07,PanelB_08,PanelB_09,PanelB_10,PanelB_11,PanelB_12,PanelB_13,PanelB_14,PanelB_15,PanelB_16,PanelB_17,PanelB_18,PanelB_19,PanelB_20,PanelB_21,PanelB_22,PanelB_23,PanelB_24,PanelB_25,PanelB_26,PanelB_27,PanelB_28,PanelB_29
S1_C0089,5.3083,0.0,0.0,2.4849,2.5649,0.0,0.0,0.0,0.6931,2.9444,1.6094,1.0986,0.0,1.0986,0.0,0.0,3.989,1.0986,3.3673,4.3175,0.0,2.7081,1.3863,0.6931,0.0,1.3863,0.6931,1.3863,1.6094,0.0
S1_C0090,0.6931,5.2781,5.112,0.6931,3.1781,2.8904,0.6931,0.0,2.3026,0.0,0.0,2.3026,5.3891,2.7081,1.6094,3.4657,1.0986,1.9459,0.6931,2.4849,2.3979,1.7918,0.0,1.6094,3.434,0.0,0.6931,0.0,3.7842,3.7136
S1_C0091,4.2905,1.9459,1.7918,4.5109,1.7918,0.0,0.0,1.6094,0.6931,1.0986,0.6931,1.9459,0.0,1.0986,0.0,1.3863,1.7918,2.3026,2.1972,4.2627,0.0,1.3863,1.3863,1.6094,1.3863,2.3026,1.6094,1.0986,3.091,0.6931
S1_C0092,0.6931,0.0,1.3863,0.6931,0.0,0.0,5.4293,0.6931,0.0,1.3863,1.0986,1.0986,1.6094,1.3863,1.9459,0.0,0.0,1.0986,0.6931,0.0,1.6094,2.0794,1.6094,1.7918,1.9459,2.0794,0.0,0.6931,0.6931,0.6931
S1_C0093,0.0,0.0,0.0,2.1972,0.0,2.9444,1.9459,1.6094,2.1972,1.0986,3.4012,0.6931,0.0,0.0,2.1972,1.6094,3.2581,1.6094,0.0,0.0,0.6931,0.0,2.3979,1.0986,0.0,0.6931,1.6094,2.4849,0.0,1.0986
S1_C0094,1.9459,0.0,0.0,2.0794,0.0,0.0,0.0,0.0,0.0,2.8904,3.7612,0.0,0.0,0.0,0.0,0.0,4.4067,1.7918,2.5649,0.6931,0.0,1.3863,1.7918,0.6931,0.0,1.7918,0.6931,1.0986,1.0986,0.0
S1_C0095,1.0986,0.0,1.3863,0.0,1.3863,0.0,4.0775,1.3863,0.6931,2.3026,1.0986,1.0986,0.6931,1.6094,1.3863,0.0,0.6931,1.0986,1.6094,0.6931,1.0986,2.8332,1.0986,1.6094,0.6931,2.0794,1.9459,0.0,1.7918,1.0986
S1_C0096,1.0986,0.0,0.0,2.6391,0.0,2.4849,2.5649,0.0,1.9459,1.3863,3.8501,0.6931,0.0,0.6931,2.0794,1.0986,3.2581,0.6931,0.6931,0.0,1.3863,1.0986,0.6931,1.6094,1.3863,1.6094,1.0986,2.4849,0.6931,1.6094
S1_C0097,0.6931,2.0794,1.0986,1.0986,3.2581,1.9459,1.0986,1.0986,1.7918,0.6931,1.3863,0.6931,0.6931,0.0,0.0,1.6094,0.0,0.6931,2.1972,0.0,1.0986,0.6931,2.0794,1.7918,0.6931,1.3863,0.0,1.7918,0.0,1.9459
S1_C0098,1.0986,5.2311,0.6931,2.4849,2.8332,2.7081,0.0,0.6931,2.3979,2.7726,0.0,1.0986,0.0,1.3863,0.0,1.0986,0.6931,1.0986,1.3863,2.0794,1.3863,0.0,0.0,1.0986,1.0986,1.6094,0.0,1.9459,2.6391,1.6094
S1_C0099,3.2581,0.6931,2.3026,0.6931,1.0986,1.6094,2.4849,1.0986,1.0986,1.7918,1.6094,1.7918,2.3979,2.0794,2.7726,1.0986,1.7918,1.9459,2.0794,2.0794,1.9459,2.0794,1.6094,1.3863,2.3979,1.7918,1.6094,0.6931,1.3863,0.0
S1_C0100,1.6094,4.5433,1.6094,0.6931,2.1972,2.7081,0.6931,1.0986,2.0794,1.0986,0.0,1.6094,2.5649,0.6931,1.0986,2.1972,1.3863,2.3979,2.1972,3.3673,1.0986,1.6094,1.3863,0.0,0.6931,0.6931,1.0986,1.6094,1.9459,0.6931
S1_C0101,1.0986,4.0775,1.3863,0.0,2.5649,2.0794,0.0,1.3863,1.6094,1.0986,0.0,2.0794,2.0794,1.0986,1.6094,0.6931,1.3863,3.4012,1.9459,4.2905,0.6931,2.1972,2.3979,0.0,1.0986,1.7918,1.3863,1.0986,1.6094,0.6931
S1_C0102,0.0,5.3181,4.382,3.4965,3.2958,3.4657,0.0,0.6931,1.6094,0.0,0.6931,2.3979,5.3132,2.4849,1.0986,3.1355,0.0,2.8904,1.3863,1.7918,2.3026,1.7918,0.6931,1.9459,2.7081,0.0,1.0986,0.0,3.2581,2.8332
S1_C0103,0.6931,3.989,3.7377,2.3026,3.3322,2.3979,1.7918,1.0986,1.6094,0.0,0.0,1.9459,3.9318,0.0,0.6931,3.1355,0.0,1.3863,0.6931,0.6931,0.6931,1.3863,1.3863,0.0,0.6931,0.6931,0.6931,1.9459,2.0794,2.3979
S1_C0104,1.7918,0.0,3.5835,1.3863,0.0,1.9459,5.124,1.6094,1.6094,2.0794,3.0445,0.6931,2.8904,2.5649,5.2364,0.6931,2.4849,1.0986,0.0,0.0,3.434,1.3863,0.6931,2.3026,3.3322,1.6094,1.7918,0.6931,1.0986,1.6094
S1_C0105,3.912,0.0,4.4427,2.8904,0.0,2.6391,3.7377,1.9459,0.6931,1.0986,2.9957,1.6094,3.1355,2.1972,5.3033,1.9459,2.6391,1.0986,0.6931,0.0,2.9444,1.3863,0.6931,2.1972,2.9957,1.0986,1.3863,1.0986,1.3863,1.0986
S1_C0106,4.0254,0.0,3.9512,2.3026,0.0,2.3026,3.9318,2.3979,1.0986,1.9459,2.7726,1.7918,3.2958,2.3026,4.9698,1.0986,3.0445,2.0794,0.0,0.6931,3.2581,1.3863,1.3863,1.6094,2.3979,0.6931,1.9459,0.6931,1.0986,1.3863
S1_C0107,2.6391,3.9703,1.0986,3.091,1.7918,1.6094,0.0,1.0986,1.0986,1.7918,0.6931,0.6931,0.6931,1.3863,0.0,1.3863,1.0986,1.3863,1.6094,2.8904,1.0986,1.0986,1.0986,1.3863,2.4849,1.6094,0.6931,1.0986,2.9444,0.0
S1_C0108,0.6931,3.434,0.6931,0.0,2.6391,1.7918,0.0,1.3863,1.6094,2.1972,0.0,0.0,0.0,1.0986,0.6931,1.3863,1.0986,0.6931,2.3026,2.3026,1.3863,1.6094,1.0986,1.0986,1.0986,1.6094,0.0,1.0986,0.6931,1.0986
S1_C0109,1.7918,5.4806,2.8904,1.0986,4.3438,3.3322,0.0,1.0986,2.3026,0.0,0.0,0.6931,4.0604,2.3026,2.0794,2.6391,0.0,2.7726,2.1972,3.6889,2.7081,1.7918,1.3863,1.7918,2.1972,1.0986,1.0986,0.6931,2.9444,2.9957
S1_C0110,3.8067,0.6931,3.4012,1.6094,1.0986,2.3979,2.8332,1.3863,0.6931,1.0986,2.8332,2.1972,2.9957,2.1972,4.1744,0.6931,2.1972,1.7918,0.6931,1.7918,2.4849,0.6931,0.6931,1.6094,2.7081,1.7918,1.6094,0.6931,1.6094,1.6094
S1_C0111,0.6931,0.0,0.6931,0.0,3.1355,1.3863,1.0986,0.0,1.6094,0.6931,1.3863,1.3863,0.0,1.7918,1.9459,0.0,0.6931,1.7918,2.1972,2.4849,1.0986,2.1972,1.7918,1.0986,0.6931,1.7918,1.3863,0.6931,1.0986,0.0
S1_C0112,0.0,1.0986,3.1781,1.0986,0.6931,0.6931,5.1299,1.7918,1.3863,1.0986,1.3863,1.0986,2.9957,1.6094,2.8904,1.0986,0.0,0.6931,1.0986,0.0,1.9459,1.7918,1.6094,1.6094,2.4849,2.3026,2.1972,1.0986,0.0,0.6931
S1_C0113,1.3863,4.8903,1.3863,3.912,1.6094,1.9459,0.0,1.6094,1.3863,1.7918,0.0,1.9459,0.0,1.6094,0.6931,2.0794,1.0986,2.0794,2.0794,2.9957,0.6931,1.0986,1.3863,0.6931,2.0794,0.6931,0.6931,1.6094,2.8332,1.0986
S1_C0114,1.7918,3.1781,0.0,0.0,3.2581,1.9459,0.0,0.0,1.6094,2.8332,0.6931,0.0,0.6931,0.6931,1.3863,1.3863,0.0,0.0,2.4849,1.9459,2.3979,0.0,0.6931,0.6931,0.6931,1.7918,0.6931,1.6094,0.6931,2.0794
S1_C0115,0.6931,5.2627,5.4806,3.2189,2.9444,2.9957,0.0,1.3863,1.3863,0.0,0.0,2.0794,5.2832,1.7918,0.6931,3.7612,0.0,1.9459,1.0986,1.6094,1.6094,1.9459,0.6931,1.7918,2.6391,0.0,0.6931,0.0,2.7081,2.3026
S1_C0116,0.6931,0.0,0.0,2.4849,0.0,0.0,0.6931,0.0,0.6931,2.1972,2.9444,0.0,0.0,1.0986,1.0986,0.0,4.382,1.7918,1.6094,1.3863,0.0,0.0,2.0794,0.6931,0.6931,0.6931,1.0986,2.3979,1.0986,0.0
S1_C0117,1.0986,1.3863,0.0,0.0,2.8904,1.3863,1.9459,0.0,1.3863,2.3979,0.0,0.6931,0.0,1.0986,0.6931,1.0986,0.6931,0.6931,1.9459,1.3863,2.7726,0.0,1.0986,1.3863,0.6931,1.3863,1.3863,1.0986,0.0,2.8332
S1_C0118,0.6931,5.2417,4.8675,3.2581,3.2958,2.1972,0.6931,1.6094,1.6094,0.0,0.0,1.9459,4.5433,1.3863,0.6931,3.4012,0.0,1.3863,1.0986,1.3863,1.0986,2.0794,1.9459,1.0986,0.0,0.6931,1.0986,1.0986,1.9459,2.3979
S1_C0119,1.6094,0.0,1.3863,4.4308,0.0,2.7726,4.2485,1.9459,1.3863,1.6094,4.9836,0.0,0.0,1.3863,4.7622,1.0986,4.9127,2.1972,0.0,0.0,2.0794,0.0,1.3863,2.8904,1.6094,0.6931,1.0986,1.7918,1.3863,1.6094
S1_C0120,1.6094,0.0,1.0986,1.0986,0.0,1.3863,0.0,0.6931,1.7918,0.0,1.3863,1.0986,1.0986,0.0,3.2958,1.3863,2.0794,2.1972,1.0986,1.3863,0.0,0.0,1.0986,2.1972,0.0,1.6094,1.7918,2.1972,1.9459,2.3026
S1_C0121,4.6821,2.4849,2.3026,4.2047,1.3863,0.0,0.0,0.6931,1.0986,2.3979,0.6931,0.6931,0.0,1.6094,0.0,1.3863,2.6391,2.5649,0.0,4.6634,0.0,2.3026,1.0986,1.3863,1.0986,1.9459,0.0,1.0986,2.4849,1.0986
S1_C0122,0.0,0.0,0.0,1.3863,0.6931,0.0,2.1972,1.6094,1.0986,2.8904,4.0073,0.6931,0.0,0.6931,0.0,0.0,3.6636,0.6931,2.1972,0.0,0.0,2.1972,1.9459,1.6094,0.0,1.0986,1.7918,1.3863,1.0986,0.0
S1_C0123,0.0,0.0,1.0986,0.0,2.0794,0.6931,3.6376,1.0986,0.0,0.6931,1.0986,2.0794,1.6094,2.5649,1.0986,1.0986,0.6931,0.6931,1.3863,0.6931,1.0986,2.8904,2.1972,0.6931,1.3863,1.9459,2.0794,1.0986,0.0,0.0
S1_C0124,0.6931,4.3175,3.6889,2.0794,3.2581,2.7081,1.0986,1.0986,1.7918,0.6931,0.6931,1.7918,4.2905,1.6094,0.0,3.1355,0.0,1.7918,1.0986,0.6931,0.0,2.0794,1.7918,1.0986,1.6094,0.0,0.6931,0.6931,1.0986,2.1972
S1_C0125,0.0,0.0,2.0794,0.0,2.1972,0.0,3.8501,1.6094,0.6931,1.3863,0.6931,1.0986,2.5649,1.6094,1.3863,1.0986,0.0,1.0986,1.3863,0.0,1.3863,2.3026,0.6931,1.0986,1.3863,1.6094,1.7918,1.3863,1.0986,1.3863
S1_C0126,1.6094,1.6094,1.3863,2.0794,2.8332,1.6094,0.0,1.7918,0.6931,0.6931,0.6931,1.6094,0.6931,0.0,0.0,2.7081,0.0,0.0,1.7918,1.0986,0.0,0.0,1.6094,0.6931,0.0,1.3863,1.0986,2.0794,0.6931,1.0986
S1_C0127,0.0,0.0,0.0,2.5649,0.0,2.7081,1.9459,1.6094,1.6094,1.0986,3.6889,0.6931,0.0,0.0,1.9459,1.0986,3.1781,1.3863,0.6931,0.0,0.0,0.0,1.9459,2.0794,0.6931,1.3863,0.0,2.5649,0.6931,1.9459
S1_C0128,3.2958,2.7081,1.7918,4.4659,2.3026,1.3863,0.0,1.0986,1.0986,1.3863,0.6931,1.6094,0.0,0.6931,0.0,1.7918,2.0794,2.8332,1.7918,3.9703,0.0,2.1972,1.3863,1.0986,1.9459,1.3863,0.0,0.0,2.6391,0.0
S1_C0129,5.2523,0.0,0.0,4.1744,2.7726,0.0,0.0,1.3863,0.6931,2.4849,1.6094,0.0,0.0,1.0986,0.0,0.0,3.5264,1.0986,2.7726,5.2364,0.0,2.9444,0.6931,0.6931,1.6094,1.7918,1.0986,0.0,2.5649,0.0
S1_C0130,0.6931,3.7842,3.6636,2.3979,2.8904,1.9459,0.0,0.0,1.6094,0.0,1.0986,1.0986,2.8332,1.3863,0.0,3.1355,0.0,0.6931,0.6931,1.3863,0.6931,0.6931,0.6931,1.3863,0.0,0.6931,1.6094,1.0986,1.6094,1.7918
S1_C0131,1.0986,4.8283,0.6931,3.8918,2.7081,2.0794,0.6931,1.0986,1.7918,1.0986,0.6931,1.0986,1.7918,0.6931,0.0,1.7918,0.6931,2.3979,1.9459,2.9957,0.0,1.3863,0.6931,1.0986,1.3863,1.3863,0.0,1.7918,2.9444,0.6931
S1_C0132,0.6931,0.0,3.0445,1.3863,0.0,0.6931,5.2933,1.6094,1.3863,1.9459,2.9957,1.9459,2.5649,2.3979,5.0876,0.0,1.9459,1.3863,0.0,0.0,3.091,1.9459,0.0,2.8904,3.1781,1.0986,1.3863,0.6931,1.6094,2.0794
S1_C0133,0.6931,0.6931,0.0,1.3863,0.0,0.6931,1.3863,1.0986,1.7918,0.0,1.6094,1.0986,0.0,0.6931,2.6391,1.3863,1.6094,1.6094,0.6931,0.6931,0.6931,0.0,1.0986,1.6094,0.0,1.0986,2.0794,1.3863,0.0,1.6094
S1_C0134,2.4849,0.0,0.0,0.6931,3.6109,0.0,0.0,1.3863,0.0,1.0986,1.9459,0.0,0.0,0.6931,0.0,0.0,1.3863,1.3863,3.1781,2.8904,1.0986,2.5649,2.1972,0.0,1.0986,1.3863,1.0986,1.0986,0.6931,0.6931
S1_C0135,0.6931,0.0,0.0,0.6931,0.0,2.1972,2.0794,0.6931,1.6094,0.6931,2.1972,1.7918,0.6931,0.0,2.1972,1.3863,2.5649,1.3863,0.6931,0.6931,0.6931,0.6931,2.0794,0.6931,0.0,2.0794,1.6094,1.7918,0.0,1.0986
S1_C0136,1.0986,5.3033,1.7918,1.6094,3.5553,2.8904,0.6931,0.6931,1.3863,0.0,0.0,1.6094,2.7081,0.6931,1.6094,2.3026,0.6931,2.6391,2.3026,4.4659,1.0986,0.6931,1.9459,1.0986,0.6931,0.6931,0.6931,1.0986,2.3979,1.0986
S1_C0137,0.6931,0.0,0.0,3.6636,0.0,2.4849,3.1355,1.6094,1.3863,2.0794,4.7958,1.0986,0.0,1.0986,3.091,0.0,4.5539,1.0986,0.0,0.0,1.3863,0.0,1.3863,2.4849,1.0986,0.6931,1.6094,1.7918,0.0,1.7918
S1_C0138,5.3033,0.0,0.6931,2.7081,3.8286,0.0,0.0,1.3863,0.0,2.1972,1.9459,1.6094,0.0,1.3863,0.6931,0.6931,2.9444,0.0,3.3673,4.5218,0.0,3.5264,2.1972,0.0,0.6931,2.4849,0.0,1.0986,0.6931,0.0
S1_C0139,3.7377,0.0,0.0,1.0986,3.8501,0.0,0.0,0.6931,0.6931,2.5649,2.3026,1.0986,0.0,1.3863,0.6931,0.0,2.1972,0.0,3.2189,3.2958,0.6931,3.091,2.3026,0.0,0.0,2.4849,1.7918,1.3863,0.6931,0.0
S1_C0140,1.3863,2.7726,1.0986,0.0,1.9459,2.0794,0.6931,0.6931,2.0794,1.7918,0.0,0.0,0.0,0.0,0.6931,1.6094,0.6931,1.9459,2.5649,2.1972,0.6931,0.6931,1.3863,0.0,0.0,1.6094,1.7918,1.9459,1.9459,1.7918
S1_C0141,0.6931,0.0,0.0,1.0986,0.0,1.6094,1.3863,0.6931,2.0794,0.0,1.6094,0.0,0.0,0.0,2.4849,1.0986,1.7918,1.0986,0.0,0.6931,0.6931,0.0,1.6094,1.0986,1.6094,1.6094,1.6094,2.1972,0.6931,1.7918
S1_C0142,0.6931,0.0,0.0,3.6376,0.0,1.0986,4.5747,1.7918,1.0986,2.3026,4.3694,1.3863,0.6931,1.7918,4.2905,0.0,4.7622,1.3863,0.0,0.0,0.6931,0.6931,1.0986,2.4849,1.3863,1.0986,1.6094,0.6931,1.0986,0.6931
S1_C0143,0.0,0.0,0.6931,2.1972,0.0,0.0,4.852,1.3863,0.0,2.4849,3.6636,0.0,0.0,1.0986,2.7081,0.0,3.3673,0.0,0.0,0.0,0.6931,1.9459,1.6094,2.4849,1.0986,1.7918,1.6094,1.0986,1.6094,0.0
S1_C0144,1.6094,1.6094,1.6094,1.3863,1.9459,1.3863,0.6931,1.3863,0.0,0.6931,0.6931,1.7918,0.6931,0.6931,0.0,2.3026,0.0,0.0,0.6931,1.6094,0.0,0.6931,0.0,1.7918,1.0986,1.3863,1.7918,1.6094,0.6931,1.6094
S1_C0145,3.3673,2.4849,1.3863,4.625,1.9459,0.0,0.6931,1.0986,0.6931,1.0986,0.0,0.6931,1.3863,1.0986,0.0,0.0,2.3026,2.5649,2.0794,3.9703,0.0,1.9459,1.0986,1.3863,1.6094,2.0794,1.3863,1.0986,2.3979,0.0
S1_C0146,0.0,1.9459,0.6931,0.0,3.5553,0.6931,0.6931,1.3863,2.3026,1.0986,0.0,1.3863,1.3863,1.3863,0.6931,0.6931,0.0,0.6931,2.5649,1.0986,2.3026,1.0986,1.3863,1.7918,0.6931,0.6931,2.0794,1.7918,0.0,2.0794
S1_C0147,1.0986,5.2679,2.6391,1.0986,4.3438,3.6376,0.0,1.6094,1.9459,2.0794,0.0,1.9459,4.1109,1.7918,1.9459,2.7081,0.0,2.3026,2.3026,3.5264,3.0445,1.0986,1.0986,1.0986,2.1972,1.6094,0.6931,0.6931,1.7918,3.0445
S1_C0148,0.6931,3.4965,1.9459,0.0,3.091,1.7918,0.6931,0.6931,0.6931,0.6931,0.0,1.0986,1.9459,0.6931,2.0794,0.6931,0.6931,2.7726,2.4849,4.0943,0.6931,2.0794,1.6094,1.0986,0.6931,0.6931,1.3863,1.9459,1.3863,0.0
S1_C0149,0.0,4.5109,2.0794,1.6094,2.7726,2.1972,0.6931,1.0986,1.0986,1.0986,1.0986,1.3863,2.9444,2.0794,1.0986,2.3979,0.0,1.9459,1.6094,2.0794,1.7918,2.0794,1.6094,0.6931,1.7918,1.0986,1.3863,1.3863,2.1972,1.9459
S1_C0150,1.0986,5.2364,4.9273,2.7726,4.0775,4.0604,0.0,1.6094,2.1972,0.0,0.0,1.9459,5.3799,3.1781,1.0986,3.8501,0.0,2.6391,1.3863,2.0794,2.3026,2.3026,0.0,1.7918,3.1355,0.0,1.0986,0.0,3.8918,3.4012
S1_C0151,1.3863,0.0,0.0,0.0,0.0,0.0,3.5264,1.0986,0.0,2.6391,2.7081,1.7918,0.0,2.1972,0.0,0.0,1.3863,0.6931,1.9459,0.0,0.0,2.8904,1.0986,1.3863,1.0986,2.0794,1.0986,0.6931,0.6931,0.6931
S1_C0152,1.3863,4.1271,0.6931,1.6094,2.8332,2.6391,0.0,1.9459,2.0794,2.5649,1.0986,1.3863,0.6931,0.6931,0.0,2.0794,0.6931,0.6931,2.8332,2.1972,1.7918,0.6931,1.6094,1.0986,1.0986,1.3863,0.0,1.9459,1.0986,1.0986
S1_C0153,1.7918,1.7918,2.1972,0.0,0.0,1.6094,3.7136,1.0986,1.3863,2.0794,1.0986,1.7918,3.3673,2.0794,3.4965,0.0,0.6931,0.6931,0.6931,0.6931,3.8918,1.0986,0.0,1.6094,1.9459,2.1972,1.3863,1.3863,1.3863,1.7918
S1_C0154,2.0794,4.8828,4.4308,1.6094,2.7726,2.0794,0.0,0.6931,0.6931,0.0,1.3863,1.7918,4.0073,0.6931,0.0,3.1355,0.0,1.0986,1.6094,1.3863,1.3863,0.0,1.3863,1.9459,1.9459,0.0,1.3863,1.0986,0.6931,2.4849
S1_C0155,0.0,3.1355,2.6391,0.0,3.6889,1.3863,2.8332,0.6931,1.6094,0.0,0.0,1.0986,3.4012,1.3863,0.0,1.9459,0.0,1.0986,1.7918,0.0,2.3979,1.0986,1.0986,0.0,0.0,1.7918,1.7918,0.6931,0.6931,2.8332
S1_C0156,1.6094,4.1897,1.0986,1.0986,3.2958,2.3026,0.0,0.0,0.6931,0.0,0.6931,1.9459,2.7726,1.7918,1.6094,1.6094,1.3863,2.8904,2.1972,4.2905,1.3863,1.3863,1.6094,0.0,1.3863,1.0986,1.0986,1.7918,2.0794,1.3863
S1_C0157,0.6931,5.3279,5.0814,2.3979,2.8904,2.1972,1.0986,0.6931,0.0,0.0,0.6931,1.7918,5.2149,0.6931,1.0986,3.4965,0.6931,2.0794,1.0986,1.0986,1.3863,1.3863,0.6931,1.9459,2.3026,0.0,1.6094,0.0,2.3026,2.3979
S1_C0158,4.0943,0.0,3.6376,2.5649,0.0,1.6094,3.3673,2.4849,0.6931,1.3863,2.9444,1.7918,3.0445,2.1972,4.4308,0.0,2.8904,2.0794,0.6931,1.0986,2.4849,2.1972,0.6931,1.6094,2.6391,1.3863,1.3863,1.0986,1.3863,1.0986
S1_C0159,1.3863,5.1417,0.0,3.5553,2.8332,2.7081,0.6931,1.6094,2.1972,1.9459,0.6931,1.7918,1.3863,1.6094,0.0,1.7918,0.0,1.9459,0.6931,2.5649,0.0,1.3863,0.6931,0.6931,0.6931,1.7918,0.0,1.9459,2.5649,1.0986
S1_C0160,1.3863,0.0,1.0986,2.5649,0.0,0.6931,5.2095,2.1972,1.3863,2.3979,3.9703,1.0986,0.0,1.3863,4.2767,0.0,4.2627,0.6931,0.0,0.0,2.0794,1.7918,0.0,2.8904,1.9459,1.0986,1.0986,0.0,1.3863,1.3863
S1_C0161,3.1781,0.0,3.6889,4.4067,0.0,3.6376,3.6889,1.9459,1.0986,1.0986,4.2195,1.3863,1.7918,2.1972,5.4161,1.0986,3.434,1.6094,0.0,0.0,2.8904,0.0,0.6931,2.9444,2.8904,0.0,1.3863,0.6931,1.7918,2.4849
S1_C0162,0.0,2.9444,2.3979,0.0,2.8332,1.6094,3.0445,2.3979,1.7918,1.3863,0.0,1.9459,3.6889,1.7918,0.6931,1.0986,0.0,0.6931,1.0986,1.6094,3.434,1.6094,1.0986,1.6094,1.3863,1.3863,2.5649,0.6931,0.0,1.6094
S1_C0163,0.0,2.8332,2.4849,0.0,3.8067,0.6931,2.7726,0.6931,2.0794,0.0,0.6931,1.3863,3.6376,1.0986,0.0,2.3026,0.0,0.0,1.0986,1.0986,2.0794,1.0986,1.9459,1.0986,0.6931,0.6931,1.7918,1.3863,0.0,2.5649
S1_C0164,1.7918,2.1972,2.9444,0.0,0.6931,1.0986,3.8501,1.3863,1.6094,1.6094,1.7918,0.6931,3.7136,2.1972,3.8286,1.0986,0.6931,1.9459,0.6931,1.0986,3.6636,1.0986,1.6094,1.3863,2.4849,2.0794,1.9459,1.3863,1.0986,2.0794
S1_C0165,1.0986,0.0,0.0,1.6094,0.0,1.3863,0.6931,1.0986,1.9459,1.0986,1.3863,0.6931,0.0,1.0986,3.5264,0.6931,1.9459,1.0986,0.6931,0.0,1.0986,0.0,1.0986,1.3863,1.0986,1.6094,2.3979,2.1972,0.0,2.1972
S1_C0166,1.0986,0.0,0.0,0.6931,0.0,1.0986,1.0986,1.0986,1.6094,0.6931,1.0986,1.0986,0.0,0.0,3.091,1.3863,2.9957,1.3863,0.6931,1.9459,0.0,0.6931,1.7918,1.0986,0.6931,1.3863,1.9459,1.7918,1.6094,1.7918
S1_C0167,0.6931,1.3863,1.0986,1.6094,2.5649,1.7918,0.0,0.0,0.0,0.6931,1.0986,0.0,0.6931,0.0,0.0,2.4849,1.9459,0.6931,1.6094,1.0986,0.0,1.0986,1.3863,1.3863,0.6931,0.6931,1.6094,2.3026,0.0,1.0986
S1_C0168,0.0,0.0,0.0,2.8332,0.0,2.3979,2.7081,1.7918,2.0794,1.3863,4.2905,1.0986,0.0,0.0,2.4849,1.0986,4.0073,1.0986,0.0,0.0,0.6931,0.0,1.7918,1.9459,0.0,0.0,1.0986,2.4849,0.6931,0.0
S1_C0169,1.0986,2.8332,0.0,0.0,2.4849,2.1972,1.0986,0.6931,2.3026,1.7918,1.3863,0.0,0.0,1.0986,0.6931,1.3863,1.0986,2.3026,2.1972,2.3026,0.6931,0.6931,1.7918,1.0986,0.0,1.6094,0.0,1.9459,1.0986,1.6094
S1_C0170,2.8332,3.7612,1.7918,3.5835,1.3863,0.6931,0.0,1.3863,1.6094,2.1972,0.0,1.7918,1.3863,1.3863,0.0,0.6931,1.6094,1.7918,1.9459,3.6109,0.0,1.0986,0.0,1.0986,1.9459,1.7918,1.0986,1.0986,2.9957,0.0
S1_C0171,0.0,0.0,0.6931,1.6094,0.0,2.1972,1.9459,0.6931,1.6094,1.3863,3.2189,0.6931,0.0,0.0,1.9459,1.3863,3.0445,1.3863,1.6094,0.0,0.6931,0.0,0.0,1.0986,1.3863,1.0986,1.6094,2.3979,0.6931,1.0986
S1_C0172,2.4849,0.0,3.434,4.5951,0.0,3.1355,4.3944,1.9459,0.6931,1.0986,4.9053,1.7918,1.7918,2.0794,5.3132,1.7918,4.3041,1.0986,0.0,0.0,3.1355,0.0,0.6931,3.1781,2.8332,1.0986,1.6094,1.6094,0.6931,2.3026
S1_C0173,1.6094,2.7081,0.0,2.3979,2.4849,1.3863,0.0,1.0986,1.9459,1.6094,0.6931,1.3863,1.3863,1.0986,0.0,1.7918,1.3863,2.8332,2.3026,3.7377,0.6931,2.1972,1.7918,1.0986,0.0,1.0986,1.7918,1.0986,1.9459,1.0986
S1_C0174,0.6931,1.7918,0.0,0.0,3.0445,1.0986,1.0986,1.0986,1.6094,2.7726,1.6094,0.0,0.6931,1.0986,1.0986,0.6931,0.6931,0.0,1.7918,1.3863,3.2189,0.0,0.6931,0.0,0.6931,2.6391,1.3863,1.7918,0.0,2.7081
S1_C0175,1.3863,1.0986,0.0,0.6931,2.3026,1.0986,0.0,1.6094,1.3863,0.6931,1.6094,1.6094,0.0,0.6931,0.0,1.7918,1.6094,0.6931,1.7918,0.6931,1.0986,1.0986,1.6094,1.0986,0.0,0.6931,1.3863,2.0794,1.3863,1.3863
S1_C0176,0.6931,3.6889,1.3863,0.6931,2.7081,2.0794,0.6931,0.6931,0.6931,1.0986,0.0,1.3863,2.7081,1.7918,0.6931,0.6931,0.6931,1.9459,2.0794,1.7918,1.3863,2.3026,1.0986,1.3863,1.9459,1.3863,0.0,1.0986,1.7918,1.0986
S1_C0177,1.3863,0.6931,0.0,0.6931,2.8332,0.0,1.0986,0.6931,1.3863,1.6094,0.6931,1.0986,0.6931,2.3979,0.0,0.0,1.9459,1.7918,2.3979,2.0794,1.9459,2.6391,1.9459,0.6931,1.0986,1.3863,1.6094,1.6094,1.0986,0.0
S1_C0178,1.3863,3.1781,0.0,1.0986,3.1781,1.3863,0.6931,1.3863,1.7918,3.4657,0.6931,0.6931,0.0,2.1972,1.6094,1.7918,1.0986,0.0,2.0794,2.3979,1.6094,0.0,1.3863,0.6931,0.0,0.6931,0.6931,2.1972,1.3863,2.1972
S1_C0179,1.7918,2.3026,2.1972,2.7726,2.8904,1.6094,0.0,1.0986,1.6094,0.0,1.3863,1.0986,1.3863,0.0,0.0,2.6391,0.6931,0.6931,1.6094,1.6094,0.0,0.0,2.3026,0.6931,0.0,0.6931,1.7918,1.7918,0.0,2.0794
