# synthetic, for demo only -- generated by 578_spatialex_omics_translation.py
cell_id,HE000,HE001,HE002,HE003,HE004,HE005,HE006,HE007,HE008,HE009,HE010,HE011,HE012,HE013,HE014,HE015,HE016,HE017,HE018,HE019,HE020,HE021,HE022,HE023,HE024,HE025,HE026,HE027,HE028,HE029,HE030,HE031,HE032,HE033,HE034,HE035,HE036,HE037,HE038,HE039,HE040,HE041,HE042,HE043,HE044,HE045,HE046,HE047,HE048,HE049,HE050,HE051,HE052,HE053,HE054,HE055,HE056,HE057,HE058,HE059,HE060,HE061,HE062,HE063
S1_C0107,-1.099,-1.3689,-2.6932,0.5017,-0.9863,1.7041,0.3426,0.0016,1.793,0.8098,-1.2665,1.8185,0.734,-0.5786,0.8042,0.8706,-1.5133,-1.5218,-4.9039,2.3107,-4.0174,2.7384,-3.1081,1.9315,-1.7788,0.3948,-1.2398,-2.1256,-2.02,-4.8642,-4.8333,-2.7813,0.1198,1.0064,-0.2014,-0.3102,0.6183,3.9409,3.9388,-1.9595,4.8848,1.2572,0.6982,-0.078,2.1958,-0.4303,6.0813,-1.8541,-1.6452,3.4099,-3.9635,-0.1397,-2.9589,-0.4552,0.4277,-2.1829,2.2259,4.2128,-0.4494,7.1334,2.1556,0.9115,-4.8689,-2.3643
S1_C0108,-0.1592,-1.8987,0.1608,0.4817,3.9268,-2.0549,-0.3825,-1.9859,1.3658,-1.182,0.4523,-2.9629,-0.9008,-1.749,2.8061,3.9319,1.0598,-1.7839,-1.2079,-1.9876,-5.8306,1.4191,-2.4955,3.7769,-2.6859,0.4267,-2.1756,3.9176,-1.0623,-1.0017,-4.5132,3.9867,-2.1984,-0.3598,0.1046,-2.1082,-0.6756,2.6549,0.5975,-2.1645,-0.2965,-0.7507,-2.7362,3.6001,-0.2964,-2.1803,3.9671,-3.9505,-2.1848,0.2354,1.1553,-1.353,1.1204,3.3902,-0.3521,0.1009,4.4444,1.2252,2.1893,4.0719,0.5514,-0.2636,-3.9993,0.7492
S1_C0109,-1.8196,-0.5499,-6.6647,-0.7675,1.4409,-1.5335,1.1962,-5.0665,-1.6582,0.4993,0.9979,0.8752,1.9151,-5.5405,-0.4101,0.0251,1.1436,-1.4065,-0.7285,-0.6738,-2.3103,-3.4339,-6.5475,0.7608,-0.0656,-2.218,-0.9117,5.2993,0.1554,-2.7937,-9.0329,5.3693,-2.654,2.8219,3.9807,0.7313,-6.2422,-0.2199,-0.7655,2.8115,0.1367,0.9857,-0.321,-0.1361,5.0845,-2.1482,6.0056,-6.272,0.2213,0.852,-2.1508,1.2056,-1.8808,3.9242,-6.1909,-5.8733,4.6249,2.1886,2.0477,7.5907,-0.347,1.6651,-1.3818,-0.1529
S1_C0110,0.9401,1.3026,-0.9283,-1.5188,-4.2291,-1.2759,2.6481,1.0685,2.595,-0.4649,2.0195,-1.6709,2.6052,3.4021,-3.1657,-4.3008,0.2484,1.0859,2.076,-0.1792,3.0135,-2.1494,6.8774,-1.2741,1.7032,-0.8496,2.2661,-1.4633,4.5297,1.7668,4.4069,-0.4699,-0.6659,-3.1638,2.0608,4.3605,2.7211,1.4243,-0.0177,-1.242,1.0124,-0.5485,4.8319,-3.659,-3.7125,2.533,-6.5294,6.3362,-1.6385,0.1923,1.5982,0.6717,-0.2492,-3.9139,3.2825,1.9017,-5.7954,-0.3544,-3.0759,-2.0924,-3.5745,2.7907,0.1183,-2.4174
S1_C0111,-0.5191,-0.1707,0.4513,2.5764,-2.5929,-1.2931,-0.0167,-0.5297,-3.8327,-0.6773,-1.6731,0.2457,-2.9289,-1.7918,-2.9633,-1.6659,-0.4855,0.4082,2.6712,4.0207,0.9277,-0.9419,-3.1288,-0.5465,3.4511,-0.6738,-1.3463,6.2347,-0.7824,-0.4184,-2.5648,2.9348,-1.6124,3.9845,2.0278,0.7285,-1.9806,-4.0039,-1.9901,1.2326,-3.5121,2.7439,-1.1129,0.1426,-1.9135,-2.3557,-4.0062,-0.9954,2.6095,-0.1404,1.4609,-3.37,3.5494,2.0972,-3.9961,3.5564,-0.4707,-0.5162,-0.204,-0.5565,1.3258,-2.0522,6.1679,0.8773
S1_C0112,0.5434,3.7005,-2.512,-1.0013,-2.7354,-2.6086,-0.4099,-0.2327,-0.4625,-1.2574,1.0221,1.79,3.4868,3.5015,-1.6143,-2.2133,-0.5667,-1.16,0.4867,1.6074,3.9749,-6.4081,-0.5031,-0.7509,2.41,-2.3173,1.3952,5.9024,-0.643,-1.0687,7.9905,-1.8225,-3.799,-1.1417,0.6852,1.4019,0.0026,1.1424,-1.1051,-1.1927,-2.3056,-4.6263,-1.9991,-0.6998,1.9372,6.9805,-4.9352,1.09,1.0073,-4.4708,3.5235,-1.4077,-2.2046,-1.4624,-0.0938,0.9022,-5.21,-2.188,-1.2977,-0.457,1.2744,7.472,7.2819,-0.1141
S1_C0113,-3.3297,-3.0241,-1.8623,-0.0972,0.9987,0.2127,2.26,-0.8154,-0.319,-0.5049,-0.7118,-0.0966,2.0052,-4.3833,1.9378,1.4171,-0.9698,-0.9222,-4.7596,4.8997,-6.9205,3.5864,-4.2604,3.6605,-2.7216,0.0856,-2.2224,0.4116,-1.0396,-6.7108,-5.9807,1.0187,-0.9003,1.3931,2.9915,-2.3545,-2.1679,3.7028,3.4637,-4.8288,4.5781,1.2407,-1.6626,0.1617,4.4706,-3.9723,9.2422,-4.0274,-1.6329,2.9093,-2.5881,0.382,0.092,2.7223,-0.9975,-0.2019,4.8768,3.7907,-0.0775,7.28,4.7765,-1.207,-4.0228,0.7076
S1_C0114,0.747,-0.2108,-0.3205,4.0963,0.1202,-4.0681,0.6116,-1.5562,1.6812,-2.2672,3.4067,-4.3241,-1.2665,-0.5565,2.3726,4.1731,0.4178,-4.2672,-0.5919,-2.6635,-3.4542,-0.9617,-0.1261,3.835,-2.4515,0.8908,0.0295,2.6758,0.4024,-1.3898,-3.6808,2.6773,-1.2618,-2.2071,0.6311,-2.553,-0.1346,2.2084,-0.9389,-0.1308,-0.4425,-1.2151,0.2205,1.0926,-2.1272,1.5818,0.7007,-3.5071,-1.1008,3.0015,-0.871,-2.0339,1.9075,1.7658,-0.5294,0.6387,4.3136,3.2612,1.2845,-0.9096,-1.4618,-2.7815,-4.2192,1.1447
S1_C0115,-2.9592,-0.4127,-7.0739,-3.9088,-2.7315,7.1853,0.4878,-6.8077,-2.9868,0.9981,-2.2157,2.7661,2.9091,-5.6303,2.7796,-2.5916,0.4089,1.7895,-0.7498,5.0366,0.7017,-0.8333,-4.8253,-2.7234,1.6199,-2.4591,-0.0284,-4.7496,-1.9377,-2.0209,-4.8096,-1.6413,1.1721,2.1425,3.3064,1.978,-2.1329,-1.3939,0.8375,3.8384,0.5323,3.8492,-0.8073,-1.6927,8.9537,-2.3353,5.8738,-4.1549,1.7932,1.0606,-3.8962,5.5174,-3.9758,1.07,-3.9039,-4.8546,0.313,0.2261,1.3737,6.6819,0.596,3.074,-1.2055,0.5333
S1_C0116,-0.2512,-1.701,7.6099,-1.9599,5.3089,1.7011,-2.1627,2.9416,4.2283,-0.9669,-2.3394,2.9632,-3.522,-0.279,-0.8727,4.4124,2.1103,2.2224,-0.356,0.679,2.5323,8.5437,1.7909,-0.5328,-2.313,6.7634,-2.6139,-3.6515,-3.5521,0.2399,1.5732,-3.3278,5.6042,-0.8573,-4.9401,-0.9736,5.9928,-1.4568,0.6827,-6.3382,6.2134,-2.1874,-0.9638,1.7073,-3.5575,-2.8523,0.9369,4.2439,-1.7232,0.733,-1.1935,2.9075,2.6371,-0.9049,4.1524,3.5502,2.8958,0.7471,-2.8216,-4.4497,2.9383,-3.5374,-4.2006,0.4348
S1_C0117,-0.6129,0.288,0.4668,5.4501,0.4384,-5.8775,-0.0299,-0.2719,2.1379,0.1909,4.5693,-4.5641,-4.5147,1.6134,0.9265,4.3701,0.7173,-7.0134,2.661,-6.1838,-3.144,-4.7615,-0.846,3.3193,-0.6607,-0.2355,1.0161,3.2259,-3.0153,1.8039,-0.1314,2.2735,-3.5813,-0.1184,-3.352,-3.9294,0.5315,1.6294,-1.8613,0.6722,-2.9161,-1.4289,-1.6367,2.1063,-1.6114,2.8727,0.3937,-1.8459,-2.3689,-0.7848,0.2245,-4.6573,3.5665,3.5582,-0.5571,-0.5212,2.7232,0.6524,1.2543,-1.5025,-2.0138,-2.2032,-4.3514,0.8825
S1_C0118,-1.3703,-0.4956,-4.1235,-2.0175,-0.6015,6.8939,-0.0055,-2.4458,-3.5279,2.7391,-3.4955,2.0723,0.391,-3.916,4.7365,-2.4108,1.0343,0.8039,0.2779,1.5636,3.06,-0.6194,-1.0567,-1.8908,2.4301,-2.4213,-1.1491,-5.6677,-0.6539,1.8695,-2.428,-1.3395,-1.48,1.8123,2.6094,0.6792,-3.0966,-0.1318,1.521,3.6779,-2.0346,3.9545,0.7508,-0.7199,7.9441,-2.6975,5.8528,-5.1336,0.4648,0.6503,-1.9849,1.9771,-5.0139,0.6425,-2.9697,-4.9961,1.6564,-0.8449,1.8058,3.8737,0.3278,1.172,2.7605,0.7855
S1_C0119,0.0479,2.5362,4.2979,-6.4005,-1.0056,5.3214,-0.5007,0.8567,3.5082,-1.2439,5.9383,0.0902,8.5626,3.5485,1.946,0.1305,0.8381,8.0482,0.8726,-0.6753,4.0605,4.1339,10.4996,-3.2592,-1.0439,3.5353,0.9472,-8.2857,4.8468,-0.1005,13.7722,-2.6081,6.2831,-5.6726,-0.9997,3.1208,6.2528,1.3371,4.8684,-3.0091,7.6215,-4.2957,-0.7498,-4.4774,-8.1581,-0.7938,-6.344,8.1356,-4.3637,-1.5928,1.5739,9.7658,-1.4198,-5.8754,12.4181,2.5841,-7.8123,-2.1883,-2.7841,-6.9722,-0.9563,2.7465,-2.8992,-0.3237
S1_C0120,-2.6659,-0.6156,3.3049,-3.1769,5.5432,2.9138,0.8429,0.4176,4.7249,3.4123,3.8535,0.2149,-3.8222,1.6098,-1.0668,5.2714,3.3773,0.6595,-2.0241,-6.4573,1.4011,2.9333,0.275,-1.7338,-2.1157,7.2184,1.2156,-9.9271,0.5572,5.0227,-0.7895,-4.0123,5.8145,-3.3216,-6.2978,-1.2,4.1841,-0.0162,0.6457,-1.3911,2.523,-3.8664,3.2041,3.8253,2.8539,2.3322,7.7496,5.3093,-5.9503,1.2968,-3.7273,3.7173,-1.86,-1.9266,1.2617,-3.3624,-0.0345,3.0003,-3.7858,-2.3028,-0.2846,1.0145,-5.2226,-2.7899
S1_C0121,-1.2434,-3.9624,-2.8677,1.1411,-1.425,3.7398,3.125,3.5046,0.1573,3.1387,-5.9894,4.7117,1.2323,0.0041,-1.1876,0.1991,0.7198,0.4761,-7.6794,2.7425,-3.9323,4.4093,-2.966,-0.4716,-0.4953,-0.8053,-0.7919,-0.7341,0.9308,-3.0574,-8.2496,-5.5213,0.3765,0.6861,-0.3231,-0.033,1.3333,-0.0801,2.5265,-3.4126,6.3991,3.9446,4.5622,0.2633,3.7513,-1.6956,5.333,1.3781,0.5006,5.0433,-5.0741,-1.1637,-1.4849,-1.8506,-0.0438,-0.2769,-0.1374,1.7235,-3.5838,5.4452,1.2146,-2.1859,-2.7329,-5.3747
S1_C0122,1.1827,-0.0258,6.6316,2.2198,0.1959,-1.2061,-2.6304,4.7783,-0.8803,-2.5304,-4.4782,1.6738,-1.116,2.1114,-0.0825,-1.475,-0.945,4.7898,0.3114,5.9239,0.7209,4.4054,-0.2945,0.6282,-0.1993,1.5103,-3.4479,1.4272,-5.6482,-1.5158,3.5579,-2.29,3.6361,-0.3486,-4.342,-0.9818,2.8983,-3.7117,-1.9738,-5.9077,3.9941,-0.8453,-2.0828,-0.6208,-7.5264,-1.4206,-6.2646,2.8141,3.9012,-0.5543,1.3447,0.5286,3.4643,-3.4474,4.9311,9.9791,-2.5735,-4.1833,-1.1488,-7.1853,2.9519,-2.4821,1.0099,1.2937
S1_C0123,1.9213,2.8604,0.4369,0.8898,-3.8365,-3.8406,-1.2616,0.526,-5.8043,-1.9038,-1.111,-0.905,-1.827,-0.6111,-3.0917,-4.1314,-2.6019,-0.5884,3.765,3.6068,1.8555,-3.3106,-2.7149,0.2765,1.403,-2.2807,-1.1052,7.3736,-1.5736,-0.0431,1.1314,2.1282,-2.99,4.2113,0.9918,1.0915,-1.4489,-3.7945,-1.8041,1.9029,-5.1685,-0.3242,-2.3547,0.3324,-0.1929,0.1646,-4.326,1.0956,5.3568,-3.1085,4.7366,-4.4105,1.5632,-0.0368,-3.4817,3.5187,0.7867,-5.9483,0.8614,-3.4944,1.1974,1.6465,5.9661,1.4557
S1_C0124,-0.9232,0.7315,-3.8906,-2.1316,-1.2402,2.857,-1.4618,-4.7388,-3.6501,-1.3772,-0.3431,-0.356,0.5202,-4.0796,4.159,-2.8292,-0.0478,0.2727,3.4609,3.6313,1.536,-1.5538,-2.3899,0.1155,0.9925,-4.6699,-0.4694,-0.9668,-3.4493,1.5274,-1.0603,2.2509,-2.7297,0.0776,3.2453,2.7477,-4.6675,-0.2811,0.2961,4.4067,-3.9128,3.2324,-2.6594,0.9914,4.2531,-2.9319,4.4116,-3.1369,1.0512,-3.0444,0.0939,0.7658,-3.8403,1.9888,-3.808,-4.3875,4.124,-1.8807,4.1604,3.6675,1.1495,-0.114,3.1935,1.4136
S1_C0125,0.0512,2.3861,-0.3203,1.3872,-3.7274,-4.5862,2.9483,-0.7526,-2.9783,-2.7877,0.0227,1.7486,-1.2473,-0.3267,-2.3531,-3.6818,-2.2549,-1.6265,3.1213,4.1165,1.2918,-4.755,-3.9075,0.846,4.6455,-2.1633,-1.2521,6.3523,-2.6523,-0.2808,3.8131,2.8482,-3.9208,2.5583,0.3155,0.8602,-2.8635,-1.3063,-0.6569,3.0809,-5.131,-3.3711,-1.8138,1.7049,1.2218,2.2164,-3.6833,0.7756,4.6611,-4.5047,5.9836,-2.6793,0.3726,1.8369,-3.6784,2.6532,0.0527,-3.6107,1.6819,-3.4956,0.0018,2.3533,7.8347,1.8117
S1_C0126,-0.7821,0.6016,1.6183,0.1983,2.9973,2.4427,-2.2733,-0.1313,0.1284,-1.3469,-1.9326,0.6181,-1.5788,-1.4699,2.28,0.8201,-1.56,0.5217,1.3931,-0.2841,0.5123,2.6168,1.0676,-0.982,-0.1337,0.5534,-0.7641,-6.4745,-3.1027,2.724,-1.5131,-0.4302,0.6592,-0.1206,-0.5873,-0.8384,0.3471,-0.6754,0.9695,3.6122,-3.779,2.8937,0.4248,1.0572,4.3695,-1.8912,6.4379,-2.4003,0.0178,2.0211,0.5022,0.3667,-2.2786,1.5454,-1.2423,-2.3721,1.8185,0.6966,0.5557,0.1245,-1.7898,-3.3675,1.4526,2.7508
S1_C0127,-1.0807,-0.44,4.6321,-3.19,4.9938,4.1736,-1.9383,-0.0685,3.6209,-0.9695,3.8133,-2.0398,4.245,1.5537,2.7263,3.874,-1.5037,3.8941,2.1184,-4.2185,1.2251,6.8404,5.9902,-1.1528,-2.2432,4.1559,-0.8149,-7.2178,2.0393,0.7793,8.1288,-0.8813,5.4507,-5.5703,-3.3444,-0.0201,3.6154,2.6424,1.6289,-1.3964,2.0843,-2.3093,-2.4168,-0.042,-4.7421,-1.671,0.0668,3.9201,-5.5325,0.2609,1.4485,5.6085,-1.0333,-2.0282,7.3734,0.1049,-1.3471,-0.9581,0.2156,-3.8878,-1.3102,-2.2802,-3.1525,1.3644
S1_C0128,-0.1965,-3.0091,-3.4438,0.2511,-1.6509,3.0566,0.534,0.041,0.6499,-1.2067,-6.2927,3.1091,0.0884,-5.7059,0.9022,-0.5623,1.5349,-0.6378,-4.4842,4.957,-3.8214,5.3756,-5.5461,1.0558,-1.6755,0.6953,-0.8608,1.9827,0.0241,-4.3521,-6.7368,-3.2999,0.7065,3.449,4.0276,0.6984,-1.4235,-1.2032,3.1787,-2.9472,4.6853,3.8437,-0.8128,0.3512,3.3838,-3.5014,5.9795,-0.8725,3.2375,5.1431,-3.9632,-2.6875,-0.9691,2.6372,-1.915,2.2086,2.3133,4.0091,-1.273,4.015,3.1104,-1.2158,-0.7964,-3.1164
S1_C0129,2.7564,-2.0223,-1.328,4.8006,-3.0346,1.7614,4.3629,5.7863,-0.8795,0.3789,-7.0443,5.5438,-6.5851,-1.6368,-5.0669,-4.1684,-1.4241,0.7688,-4.4534,3.9749,-2.1433,6.2221,-3.7947,0.8514,0.9114,0.1198,-1.3995,0.9847,0.0622,-3.4422,-11.1577,-4.6121,2.6615,6.0841,1.3007,1.3524,1.9999,-3.4627,-1.124,-1.0516,3.3664,9.9065,5.1297,0.2203,-2.2689,-2.0751,-0.8362,3.6828,1.7189,6.2609,-2.6804,-3.7706,4.9866,-0.9078,-3.8528,3.7107,-0.7087,0.8085,-5.024,-0.5927,-0.4475,-6.4836,0.9623,-4.3424
S1_C0130,-1.3858,0.8728,-3.1306,-0.6226,0.1847,6.6838,-0.1267,-2.393,-1.843,1.5781,-4.2127,0.8533,-1.0983,-5.4527,0.4206,-0.4655,-1.5075,-0.1485,-0.3888,1.2474,0.5324,-0.2727,-1.9734,-1.6265,0.7607,-1.8439,-0.3381,-5.3705,-1.4412,1.963,-4.7359,-1.5872,0.3733,2.2765,0.9916,2.4729,0.2336,-0.8346,0.1463,5.3295,-1.71,3.6011,0.9438,-0.2496,2.8042,-0.1593,7.4748,-1.4724,1.375,2.1238,-1.3657,1.7963,-2.2713,0.4827,-4.1574,-4.1263,-1.4185,0.7616,0.9295,2.9707,-2.3249,-0.4437,0.7709,-0.6669
S1_C0131,-4.392,-1.9509,-2.5926,-0.8737,1.5833,2.4816,1.3783,0.2611,-1.1966,-0.5686,-1.922,-0.1404,1.6324,-4.0471,1.9921,2.3239,2.1588,-0.4496,-3.7663,4.5027,-5.5943,5.3532,-5.9742,4.8668,-5.1859,-1.8302,-1.2992,1.7161,1.2185,-7.0564,-5.8003,0.9681,-0.2699,-0.0317,1.8655,-2.1695,-3.4466,2.5737,3.9566,-2.3601,3.4396,1.1076,-1.0827,1.3897,4.3933,-4.7282,9.2256,-3.7918,-1.0099,3.7849,-2.0695,2.7494,-2.8891,4.2488,-2.0021,-2.2573,4.7312,4.2191,2.4106,7.4203,3.5657,-0.0393,-2.9981,-1.0724
S1_C0132,-0.1342,2.4086,1.7043,-3.7022,-1.8853,-1.2784,1.1763,-0.5474,1.7345,-1.0651,3.8203,-0.4222,8.9391,5.1434,-0.7547,-2.1348,-0.5916,2.247,-0.6971,0.6449,6.5792,-0.5332,9.5763,-1.0224,1.6246,2.5388,5.0477,-1.2431,3.1801,-0.6871,14.5374,-3.248,2.5327,-1.7698,0.608,2.1418,1.5889,2.1185,0.0194,-2.8,4.4956,-7.5611,0.1295,-3.0081,-4.8747,3.6162,-8.6273,7.5856,1.4932,-3.1011,1.9589,4.0543,-1.4042,-5.3253,9.0456,1.2634,-10.3856,-2.3935,-1.09,-4.6794,-1.66,7.371,2.3336,-0.2348
S1_C0133,-0.8996,1.0183,3.7096,-2.5898,3.8054,-0.2532,-2.1287,1.3792,4.3162,1.4597,1.9872,-1.4155,-1.4902,2.679,-0.9762,4.1514,0.9035,1.2108,-1.359,-3.1199,1.1877,1.4365,2.2957,-0.2022,-1.744,4.317,0.4004,-4.5096,-0.4334,3.2352,3.7804,-0.7085,2.1934,-4.8322,-4.3712,0.0539,4.3679,0.5842,1.6317,-1.0331,1.3306,-5.8243,-0.296,2.8411,-1.7513,2.5844,2.0059,3.7309,-3.2994,-0.3478,-0.8739,2.4453,1.3048,-0.3148,3.4454,-1.1985,-0.4159,2.1434,-2.0469,-4.6488,0.4318,0.1655,-2.3454,-0.3337
S1_C0134,1.9585,0.6302,0.8853,6.0897,-2.3123,-3.3768,-0.0513,1.9614,-3.2469,-1.448,-4.2638,1.7193,-6.3174,-1.7518,-1.061,-2.1872,-0.8188,0.065,1.9752,2.1474,-0.6517,-1.4352,-3.9903,0.6484,1.0568,-0.3687,-2.2849,4.502,-0.859,0.267,-6.0012,2.1065,-0.7823,4.1984,-1.1635,-0.3496,-2.3864,-3.9624,-1.6763,1.909,-2.8147,5.8105,0.1432,-0.0181,-1.914,-0.3142,-4.3471,0.4203,4.2408,1.5474,3.7991,-4.9305,5.8289,1.1919,-5.3884,5.3904,1.0216,-2.6379,-2.1638,-2.129,-0.6098,-6.3931,3.4723,0.8367
S1_C0135,-1.8562,-1.0178,4.1852,-2.4108,5.3059,1.5015,-2.4102,1.892,3.6526,-0.5665,3.9613,-1.7333,-1.7818,2.3965,2.9783,3.8307,1.4051,0.9058,1.4345,-3.5409,1.7813,1.3258,4.693,-0.7307,-3.2898,3.765,-0.4379,-4.058,0.0693,2.8355,3.1873,-0.0232,2.5856,-4.4151,-4.8484,-0.7799,2.3908,1.225,0.9927,-0.851,1.2855,-3.9394,-3.8826,1.6093,-3.0902,-1.0726,2.7418,3.4186,-1.7953,-0.3947,0.1851,4.2891,-0.5105,-0.15,6.1879,-0.2151,1.1879,0.0363,-0.3277,-2.4757,1.5091,-1.9906,-3.1378,0.5266
S1_C0136,-1.2807,-0.9489,-3.337,1.4626,3.4017,-0.3265,1.0755,-3.025,-1.1338,-1.6246,-1.1063,1.2958,-1.4182,-2.7557,-2.7801,-0.0926,2.323,-2.532,-2.7898,-1.7387,-2.1646,-4.0413,-3.4654,-1.3411,-1.0282,-1.521,-0.3086,3.9188,0.4954,-1.214,-8.9674,3.2469,-3.3322,3.43,2.3087,1.0162,-3.3035,-3.4992,0.8429,0.449,-2.5107,0.8477,1.2697,1.5693,4.0718,-0.0774,5.141,-5.3634,-2.0041,-1.6515,-2.2222,0.3352,0.673,5.6333,-6.8171,-3.4025,4.8476,2.2216,3.0632,5.7791,2.4267,-1.7255,0.3479,-0.2119
S1_C0137,0.0568,1.209,6.3405,-6.0562,3.6516,5.0677,-3.3445,0.0591,3.2017,-0.2216,2.5553,-2.2518,6.3262,2.5393,3.3819,3.9126,1.7038,6.5122,0.5629,-0.3151,2.5738,5.3916,9.2466,-3.2633,-2.0658,4.3147,-1.0664,-7.4662,1.9862,-1.2288,10.1083,-0.8276,5.7299,-6.3748,-3.0058,2.1655,4.566,0.513,3.1541,-2.4341,6.536,-3.3718,-2.835,-2.2033,-6.6135,-2.535,-2.4225,3.821,-1.491,1.1069,1.2238,8.3605,-1.2557,-2.4377,10.8069,0.4767,-5.4516,-1.2772,-1.3404,-4.6038,0.6946,1.0454,-5.7295,2.5904
S1_C0138,3.5393,-1.4316,-0.7664,6.8209,-3.7946,-1.6114,2.647,4.9177,-2.6238,-1.9444,-7.9448,4.4778,-6.7442,-3.626,-4.0753,-5.2022,-0.0045,3.5658,0.2397,6.0696,-3.4252,5.063,-4.5111,0.8084,3.0619,-1.174,-4.1725,3.122,-1.1388,-2.7842,-8.4898,0.0985,-1.2179,3.7215,1.0641,0.2836,0.1132,-5.2002,-1.7106,-1.1744,2.5875,10.2347,3.41,0.1441,-4.6275,-1.841,-6.284,2.3705,7.433,5.0227,0.4697,-4.4819,8.5924,-1.0677,-5.5754,8.4775,-0.2033,-0.8454,-4.1634,-1.4486,1.3114,-6.8811,4.967,-0.0243
S1_C0139,4.3642,-0.2922,-0.2244,7.9383,-5.4747,-3.3351,1.4023,5.1118,-5.0097,-1.4671,-6.6835,3.2589,-6.4856,-1.1456,-2.7595,-4.8969,-2.8054,0.5499,2.8044,5.8539,0.5806,1.508,-4.1447,1.744,3.4888,-0.7828,-3.3774,5.9939,-2.5531,-0.3668,-5.595,-0.8697,-1.8106,6.5581,2.1186,0.7956,-1.8093,-6.1265,-3.7911,-0.3098,-3.2658,8.2521,0.7202,-0.997,-4.3174,-0.5068,-9.4437,1.5609,7.2009,1.1412,2.0128,-6.7495,6.0172,0.9177,-3.4181,7.3225,-2.4763,-4.955,-2.6988,-4.2603,0.781,-7.2154,7.5073,-0.3088
S1_C0140,-1.3272,-2.0502,-1.2582,1.6803,3.6365,-0.6002,-0.8637,-0.3269,-0.186,0.127,-1.1299,-2.648,-3.0684,0.1758,1.0985,2.6369,1.3668,-2.4082,-0.305,-3.9444,-3.3901,-0.4763,-0.6555,2.3234,-3.5094,-0.005,-0.2534,1.4844,-0.8759,0.042,-3.7627,3.3646,-0.3186,-1.512,-0.8407,-2.8524,-1.2478,1.1846,-0.1266,-2.5788,-1.0619,-1.4979,-0.1454,1.2556,1.154,-1.5249,1.8138,-3.9736,-1.6472,-0.6833,-1.3952,-1.4036,1.2162,2.426,-1.6086,-1.4613,3.9672,1.646,2.8778,3.0537,1.2889,-2.375,-2.5599,1.7437
S1_C0141,-1.7836,0.833,4.6711,-1.8417,4.9788,0.0525,-0.4385,0.4971,2.1608,1.8781,4.6075,-1.6926,-1.7344,3.7492,-0.3209,3.6104,0.629,0.3311,0.1981,-3.4755,0.6203,1.2299,1.2956,-2.0127,-2.2828,4.3235,0.7532,-4.8632,-1.4801,2.6916,3.5327,-1.1799,4.4045,-2.2726,-4.8802,-0.7333,2.5169,2.9856,-0.1014,-0.7528,0.6304,-5.8671,0.9684,2.6627,-0.6783,1.5018,0.8463,4.7139,-3.9039,1.1135,-1.4007,0.9859,-0.4628,-2.0502,2.5862,-0.3591,-0.8225,2.3443,-1.5753,-2.833,0.2922,1.3514,-1.2728,0.6425
S1_C0142,-0.9108,2.6316,6.0178,-2.7056,-1.1759,3.7867,-1.843,1.2003,3.0081,0.3257,2.2623,1.7362,6.02,5.226,1.015,1.5275,-2.2291,9.8195,-0.2801,2.2578,4.1545,4.9067,7.4437,-3.7953,-0.2994,5.1805,-0.1895,-5.3482,3.6076,-2.6834,14.3034,-3.4685,4.4355,-3.6564,-3.1129,1.0019,2.6694,-1.5568,1.9068,-4.6801,8.9458,-6.1271,-2.7781,-5.6896,-7.082,0.6447,-5.5148,7.8285,0.7135,-1.2924,3.4432,6.1268,0.5401,-5.97,11.5972,4.3885,-6.7246,-2.2579,-1.6421,-4.7422,1.5923,4.1394,-1.1972,-0.6151
S1_C0143,1.81,2.6517,5.8588,-1.7924,-2.3316,0.5761,-1.6274,3.0778,1.3652,-1.0361,1.9715,2.8955,5.09,4.7332,-1.9796,-0.5318,-0.853,7.414,-1.3043,5.351,4.3656,1.9577,4.04,-0.8378,-0.3528,4.9106,0.4124,0.3813,-0.493,-2.5272,10.0425,-4.2374,3.4019,-0.887,-2.3414,1.5182,2.4536,0.5445,-0.9869,-5.2674,5.529,-5.6491,-1.6867,-3.0143,-4.6287,1.7664,-8.0876,4.5525,1.5019,-2.5665,3.1474,3.9237,0.7358,-5.2477,7.3788,5.6403,-6.2451,-2.3986,-1.9844,-5.6598,1.015,3.756,1.0048,0.8833
S1_C0144,-1.3618,-0.2103,-0.8976,0.8429,0.9544,1.8957,0.5364,0.5019,-1.8376,1.9451,0.0229,-0.2,-3.9774,-2.5324,0.5631,-0.4122,0.8772,-1.655,-0.5263,-1.0024,0.7857,-1.4245,-1.726,1.189,3.5681,0.0745,0.5143,-5.116,-3.3125,3.3673,-1.221,-1.7536,-0.8204,1.7944,-1.836,-0.947,-0.1164,-1.097,0.926,4.7743,-3.6259,2.2264,2.5191,1.098,3.581,0.6532,3.3495,-0.6795,1.5685,2.3656,-2.0321,-1.0082,-0.7989,1.6056,-2.2037,-3.3335,1.2025,-0.1584,-1.2888,-0.3865,-2.8362,-1.9296,1.3298,0.8458
