# synthetic, for demo only -- generated by 578_spatialex_omics_translation.py
cell_id,HE000,HE001,HE002,HE003,HE004,HE005,HE006,HE007,HE008,HE009,HE010,HE011,HE012,HE013,HE014,HE015,HE016,HE017,HE018,HE019,HE020,HE021,HE022,HE023,HE024,HE025,HE026,HE027,HE028,HE029,HE030,HE031,HE032,HE033,HE034,HE035,HE036,HE037,HE038,HE039,HE040,HE041,HE042,HE043,HE044,HE045,HE046,HE047,HE048,HE049,HE050,HE051,HE052,HE053,HE054,HE055,HE056,HE057,HE058,HE059,HE060,HE061,HE062,HE063
S2_C0104,-2.6074,-0.4708,-0.8723,3.2373,0.8223,-1.3195,1.0706,-1.2491,-4.3047,-3.664,-2.3947,-1.1245,-4.3208,-2.3266,0.151,-0.8841,-1.2243,-4.5437,0.7289,1.9181,-4.6851,-2.4347,-5.2225,3.0745,1.4395,-3.3646,-1.7638,2.5726,-2.0322,1.6494,-4.2769,2.8582,-4.5372,2.2014,2.1422,-1.1298,-4.0125,0.7916,1.5084,2.4181,-5.5305,1.4958,-0.1154,5.2811,4.9267,-1.4974,6.2785,-3.2381,0.6048,-2.0754,2.2633,-4.2754,-1.1262,4.7655,-9.9835,-1.0914,5.1418,-0.0421,0.2707,3.5339,2.0917,-2.5067,2.4361,2.4285
S2_C0105,-0.2485,1.0152,3.4752,-0.5258,-2.2483,2.5094,-0.9034,1.8866,-0.7818,-0.7556,0.3639,3.2181,0.3158,2.5038,0.3207,0.9427,1.1992,4.949,-2.3128,6.1458,-0.2397,3.4161,-2.4717,2.3698,-0.8864,4.6935,-1.7164,1.4708,-3.0708,-4.2567,3.6399,-4.4355,0.4797,-0.6328,-3.5203,-2.289,1.0144,-1.1491,-0.8313,-4.9431,7.3577,-3.511,-2.951,0.6902,-1.5752,1.4845,-1.3812,1.4823,0.5525,-2.1053,-0.6042,1.3796,-0.4582,-1.7419,5.437,5.8689,-1.9626,-2.4965,-1.6715,-2.3109,3.5445,2.7969,-0.4531,1.2121
S2_C0106,-2.1992,-1.6899,2.0038,-4.5284,1.1703,-0.4543,-2.2913,3.1866,1.8377,-2.7084,-6.619,3.9519,1.191,4.5702,-1.9534,-4.7636,-3.0439,0.143,0.2048,4.0459,-1.0726,-2.304,-1.1948,1.5254,-3.8026,-5.4428,-1.2331,2.5513,1.2037,0.7005,10.9674,-3.8755,-3.4521,-3.4905,0.2428,2.4969,2.1405,-1.4355,0.1282,-5.5804,-2.9483,-5.5525,-2.1688,0.0611,5.4277,3.1103,-0.9877,6.9102,-0.63,-6.3712,0.5242,-3.8783,-4.6062,-1.5286,2.3969,2.8673,-1.8255,-0.8075,1.8758,1.147,6.6151,4.6568,2.6116,-0.7565
S2_C0107,0.6862,-0.0178,4.8098,0.6725,-2.9652,-2.946,-2.7244,5.0936,1.5074,-4.5668,-4.1641,3.2694,-0.6519,3.6921,-1.1,-4.1717,-3.0897,1.9609,3.1957,7.017,0.5967,-1.0473,0.5931,0.9276,-0.637,-2.6082,-2.5914,4.8416,-2.8743,0.7468,13.4376,-1.1082,-2.0368,-2.552,-0.1703,-1.2002,2.102,-3.2956,-0.6514,-5.0928,-3.4123,-1.3195,-2.6099,3.6035,-1.5522,2.924,-7.3635,3.2694,1.9894,-5.993,4.0005,-2.5751,-1.0801,-1.33,5.0943,8.8198,-2.1939,-5.1311,2.3765,-4.1761,4.8165,1.6791,4.4577,2.6813
S2_C0108,-0.0347,-0.4429,-2.9711,-1.7894,-5.5864,3.2651,5.4426,1.5908,2.0684,2.3999,0.3297,0.2866,-1.8877,2.6109,-5.1324,-3.1923,-0.833,-2.5041,0.6519,-2.3358,4.1354,-2.0886,3.6735,-1.7382,5.3599,-3.7674,3.0154,-6.9591,2.2539,4.2941,2.1839,-5.4691,-1.4575,0.6895,0.0389,1.507,1.2291,-1.4207,1.8504,6.1368,-5.1838,-0.1391,8.0849,-1.7968,2.687,6.7068,-1.1122,8.7875,1.2808,2.9826,-0.0995,-1.299,-2.8565,-4.8789,-0.0636,-4.342,-7.2813,-0.0689,-4.9108,-1.1037,-5.1602,2.5313,4.2726,-4.9937
S2_C0109,-1.4217,-0.1206,1.1116,-6.0701,-2.1086,-1.0838,-2.4311,3.7563,2.0289,-3.6065,-5.8374,4.1316,1.6348,7.1587,-2.0053,-4.8642,-3.5537,0.7387,-0.6462,3.9201,-1.3676,-3.2954,-0.828,0.7717,-2.9917,-5.0275,-1.5188,3.6201,1.9526,-1.7103,11.3392,-3.6647,-3.1683,-3.6636,1.1013,-0.1044,3.2782,-0.1671,-1.2421,-7.4655,-1.7952,-5.7186,0.5115,2.0202,5.1452,3.3042,-2.2697,9.0184,-0.4167,-8.6169,-0.1111,-2.4042,-4.6735,-2.7024,4.5602,2.5127,-1.6885,-1.9286,2.5279,0.819,6.6074,6.0087,2.7783,-2.0535
S2_C0110,1.1609,-0.5506,0.5257,1.6709,2.1089,-4.5267,-2.516,-3.1927,-3.9942,-1.709,3.3041,-2.2021,-1.907,-3.5913,2.2978,1.8376,-1.4922,-1.3455,2.1424,0.7871,-2.2846,-1.7874,-5.2738,1.303,-1.4271,-1.8385,-2.1957,7.4795,-4.7631,-0.3442,-4.9382,6.9124,-3.4946,0.5601,1.2996,-2.0557,-3.4609,0.9597,-0.4212,3.122,-3.6157,-0.1763,-6.2128,1.4324,2.0681,-5.3306,2.5497,-10.3827,0.9615,-4.3168,3.7525,-0.8675,0.9454,7.3718,-6.0548,-0.7179,7.6607,-1.5406,6.4128,2.0098,2.6902,-2.7193,0.5716,5.6707
S2_C0111,0.0711,2.9699,-0.3369,2.5576,1.2478,-3.1441,-3.1843,-3.671,-4.0557,0.8878,6.2772,-2.9749,-0.9585,-4.2004,2.7218,5.5641,1.2481,-1.0546,1.2573,-2.8423,-2.1285,-2.2724,-3.9005,0.3339,-2.15,2.9348,0.3027,5.7156,-3.3585,-1.0886,-3.9686,5.5468,-0.5899,2.9007,-1.2547,-2.6409,-3.3222,0.8725,-0.6731,0.5945,0.3055,-1.8056,-5.366,-0.0333,-3.7659,-2.63,-1.0515,-9.2246,-0.0443,-1.9596,3.1761,3.6937,2.209,3.6246,-2.6193,-0.7621,4.3642,-1.4064,2.9776,-1.7421,-1.3059,-0.2432,-2.6297,4.4144
S2_C0112,1.295,-3.2848,1.4592,0.0139,0.1062,-1.0783,2.5314,1.2174,1.2915,-1.9311,-0.8276,1.8222,0.693,-0.8834,-4.3556,0.3632,1.7632,2.3598,-2.6428,6.676,-6.72,4.9429,-2.3133,2.2166,-2.1722,1.6914,-1.021,8.3931,2.3773,-6.8289,-5.9244,1.4888,-0.5587,2.8379,3.0312,0.0966,-2.3708,-2.0497,2.3983,-3.401,5.5426,2.4422,-1.0341,-0.845,-1.9864,-1.3305,-0.188,1.2774,2.2836,0.5707,0.9907,-0.7584,3.0554,2.8954,-2.3518,3.6618,2.0313,3.1451,-1.72,0.5976,2.3087,-2.2442,0.7121,-0.9424
S2_C0113,-1.2948,0.4589,4.0882,-0.5897,-3.8863,-0.2804,-2.9123,2.5903,1.6988,-2.3077,-3.1773,3.7879,1.7252,3.0249,-0.9883,-1.304,-1.6565,5.9383,-3.7693,8.5012,-0.9806,1.6706,-1.9889,0.2062,-2.3398,4.0842,-2.3097,2.7456,-5.7507,-5.9497,9.895,-6.8531,0.2117,1.8819,-3.1355,-1.1357,3.5247,0.0055,-1.7621,-7.5117,7.3052,-5.1951,-3.8548,1.032,-0.5868,1.5987,-3.5322,3.01,3.1987,-3.2337,1.9659,1.4469,-3.67,-3.6253,7.2539,5.2149,-3.0091,-2.7195,-0.6617,-3.8432,7.5698,5.143,0.7412,-0.3484
S2_C0114,-0.983,-0.8338,-5.1952,0.2761,-1.5403,-3.8955,2.701,-0.147,-0.5486,3.3152,-0.4812,3.4181,1.9089,-1.9199,-0.7734,0.2485,1.5124,-2.5688,-5.4502,-0.019,-1.6226,-3.607,-5.1637,0.9376,0.2304,-0.6902,2.0718,5.4963,1.1296,-4.67,-6.9781,-0.3414,-0.1598,2.0148,-0.3634,-2.738,-1.4754,0.4311,-2.1606,-1.6878,4.0241,-0.3519,-0.5163,-0.3142,3.0769,1.1204,1.0164,-4.3079,-1.5022,1.7601,-4.1449,0.441,-0.7089,-0.8262,-1.8883,-0.8778,-0.9289,1.6701,1.8544,7.2242,1.3404,1.7194,-1.2147,-2.2304
S2_C0115,-2.7283,-0.5408,-0.5463,-5.1352,4.5527,1.5399,-5.5633,3.6909,4.0291,-0.5633,-6.8929,4.2095,2.4977,6.6332,0.6748,-5.8981,-0.4728,-0.326,2.3236,0.2457,2.1826,-2.3864,3.1156,-1.9207,-3.0657,-6.9429,0.7985,-1.1701,2.384,5.3831,11.4644,-6.4594,0.3145,-5.017,-0.1559,1.6615,7.5997,-2.1652,-0.8763,-5.7371,-5.2134,-2.2522,1.8023,2.5962,4.4517,3.3972,-2.3601,5.4696,-5.9901,-6.5627,-1.9356,-3.2531,-4.7028,-4.374,4.2918,2.3385,-3.4648,-3.5468,-0.5549,1.241,4.4494,3.3727,3.0202,-0.9871
S2_C0116,-0.893,-1.8303,-1.2623,-3.4465,3.6772,2.7821,-3.3263,4.0782,3.9942,0.3348,-6.9291,3.9357,1.4636,4.4545,0.9268,-4.0369,-1.0086,-0.8706,0.6912,-2.5611,1.4138,-0.0243,4.229,-1.645,-3.3788,-4.3009,-1.0707,-3.8609,3.2398,6.4515,9.204,-4.0162,1.5051,-5.6078,-0.3311,0.0494,8.224,-2.8438,0.5291,-4.0586,-3.485,0.5231,4.4481,1.0811,1.4434,0.1343,-2.4425,4.9398,-7.4111,-1.7199,-0.9035,-2.3005,-1.3026,-5.0753,3.6021,0.8194,-3.437,-3.2716,1.1941,0.9539,1.8254,-0.2664,0.0706,-2.4106
S2_C0117,1.5622,-0.2166,0.3716,-1.8052,1.9781,0.6833,-1.4999,-1.6909,1.9518,2.8773,0.2905,2.4502,3.9287,2.4017,-0.5203,4.3363,4.4249,2.4306,-1.0417,-2.9797,0.4007,-1.7329,0.8174,-3.7065,-2.4793,1.9616,2.3788,-0.4283,4.265,-0.348,-0.0832,0.4954,2.4463,-2.4799,-2.4937,-0.2152,2.6425,-0.028,-0.7353,-4.8686,5.2055,-3.5686,1.1166,-0.9562,-2.9062,1.7182,-2.7987,-0.1432,-6.8038,-1.1628,-1.6695,2.8375,3.6935,-2.9576,2.5757,-1.096,-3.0251,1.1992,-1.1527,-0.4975,1.7794,2.0864,-3.0818,-0.4794
S2_C0118,1.0432,-3.0431,1.3944,-1.3045,0.2041,-0.1151,2.8636,2.0404,0.415,-2.3522,-1.0202,0.4282,0.8279,0.6273,-2.1373,0.428,0.4503,4.4,-2.9851,3.6025,-5.876,4.1215,-1.4787,0.8179,-1.7164,0.9358,-1.0485,6.4709,1.1222,-6.6974,-4.5309,2.291,1.2422,1.6299,2.3167,0.7768,-3.8738,-0.1575,2.0731,-3.6287,3.4951,0.8809,-1.8362,-0.3022,0.3165,-3.2174,-0.4578,1.7277,1.4049,2.5021,0.4968,0.787,1.6901,1.8231,-0.5337,4.2775,2.7903,3.5871,-1.1369,3.8634,3.0115,-1.9899,-0.9806,0.4672
S2_C0119,0.5097,-0.9236,2.0224,0.0449,2.7428,1.1136,-1.5456,-0.7792,1.2232,-0.1898,1.7188,-2.1581,-2.0308,-0.5859,1.6647,2.4215,-0.7396,-1.8349,1.3727,-3.6,1.2626,0.1571,0.0988,-0.8896,0.519,1.3651,-0.4883,-5.5679,-1.667,4.8221,-4.5303,-1.8358,3.2253,-1.9959,-3.3406,-0.5925,2.2096,-0.2217,0.8355,1.4498,-0.0094,0.148,-0.1444,2.1794,1.7856,1.6365,0.7912,0.6931,-2.5875,3.0449,-1.6387,-0.459,0.4065,-0.2606,1.1931,-0.7665,1.9895,0.0353,0.8904,-2.3549,-2.5568,-2.1448,-2.8542,-0.2251
S2_C0120,0.8346,-1.6099,-5.8026,5.4578,-3.9783,-5.3906,1.8069,0.6451,-2.9149,1.2358,-3.1597,1.8156,-3.928,-3.4166,0.0097,-0.688,-2.3501,-4.451,-3.3239,2.8314,-4.1128,-3.765,-8.8952,1.2852,0.8474,-4.0167,1.3066,6.6608,-5.4335,-3.8704,-8.5708,0.9707,-4.5312,4.5154,1.9749,-2.3929,-4.5191,0.0012,-1.5409,0.3417,1.0657,-0.9041,-1.3945,1.4069,5.6067,1.685,3.7505,-7.0633,3.1223,-0.0714,-2.3402,-4.5378,1.3201,3.8438,-8.5318,-2.4352,4.8242,-0.991,3.2838,6.6456,0.7114,2.3111,1.1331,-1.717
S2_C0121,1.587,0.7547,5.751,2.706,-2.3364,-2.7572,-0.305,3.3985,2.4974,-3.7753,-0.8241,1.8772,2.218,3.752,-0.0515,-1.6074,-0.2258,5.2104,-1.8929,5.5178,-0.9656,4.6856,1.1934,1.3349,-0.7742,5.0552,-1.0881,3.1648,-3.001,-5.7091,3.2663,-2.639,1.7414,0.787,-0.8096,-2.2455,1.7718,-2.1788,-2.3881,-3.9149,5.2041,-0.7888,-5.0866,0.8493,-5.1029,-0.5984,-3.9245,1.5638,3.0817,-0.3882,1.6143,0.4378,0.666,-1.126,4.5954,5.4269,-0.928,-0.8324,-1.2038,-4.0447,3.6393,-1.0161,-0.896,0.7164
S2_C0122,-0.1972,-1.8811,-0.4396,-4.5399,2.6082,3.3402,-0.663,-0.7407,2.8006,1.3363,-0.2666,0.8029,7.5834,0.3989,-0.0248,-1.1231,2.655,3.5959,-1.7848,-1.774,1.5294,1.6059,2.1101,-2.5294,-2.6778,1.0724,1.3554,-1.4783,4.2917,-1.958,1.2241,-0.543,3.0418,-0.6625,0.8001,2.0234,1.9479,-0.8063,2.95,-4.4435,4.4628,-2.4464,2.1773,-2.5943,-0.8395,1.2291,-1.4134,1.3026,-4.3367,0.4087,-3.4652,6.954,-2.0603,-1.1639,2.7391,-2.7304,-3.745,0.9102,0.7453,2.3273,1.075,2.2534,-3.5768,-2.5847
S2_C0123,-1.3401,2.5305,-1.7816,3.4476,-1.3974,1.3775,-0.4345,-5.1487,0.0128,4.4195,5.634,-2.3527,-4.1719,-0.3991,6.231,2.3019,0.2327,-4.4845,-0.6752,-8.7556,6.585,-2.5488,1.8272,-1.0951,5.1432,0.7041,3.0864,-13.48,-2.3092,7.9476,-1.7295,-1.507,0.2423,-3.2084,-3.0006,0.5265,0.7162,3.1692,0.8346,10.3974,-5.3755,0.8772,1.2117,2.729,2.7468,1.6113,4.6619,-3.5051,-1.7657,2.7809,0.4721,-0.0626,-3.1185,-0.4504,-0.9799,-7.2192,0.784,-0.3262,-0.376,-3.0392,-11.7447,0.9887,-4.2691,1.5574
S2_C0124,-2.4664,-2.3151,-0.6549,-1.4028,0.5741,-3.1774,5.565,2.7047,-0.5266,-2.2701,-2.0547,0.2196,-9.6934,-0.5725,-6.0183,-1.8643,-0.8026,-6.2555,-1.0911,1.4279,-2.0761,-0.5993,-6.3023,0.509,1.879,-2.9241,-1.1451,-2.6495,-1.8225,2.2377,-3.1918,-0.682,-4.2754,0.4652,0.7487,-0.2221,-4.0549,-0.1829,0.6471,3.8791,-8.1399,1.2623,6.9197,5.0025,6.3571,2.5781,9.5868,5.562,3.905,3.5119,-1.2183,-6.1095,-2.1688,2.9103,-6.7178,-2.5853,4.4528,4.6762,-4.7524,0.1159,0.7237,-0.2497,6.5645,-4.4326
S2_C0125,-0.2938,1.0923,1.2223,3.5519,0.9826,-3.2429,-1.5277,-2.5503,-0.3295,1.6001,3.9848,-3.0403,-2.1824,-2.6146,3.261,3.3256,-0.1295,-1.9604,0.9361,-0.8233,0.3309,-2.8916,-2.126,1.0472,0.9233,3.2744,1.4033,2.7335,-4.3032,1.4619,-5.6508,2.0468,-1.523,1.1541,-1.2906,-3.8514,-0.3065,0.4219,-1.7685,0.9728,-0.9189,-0.5651,-3.4357,3.6315,-0.6157,-1.4953,1.0621,-8.6917,0.5588,-1.3243,2.8385,0.6435,3.15,3.3239,-2.6242,-2.1606,4.4346,-0.9865,3.9204,-0.8853,-2.1253,-0.9638,-2.0423,1.9288
S2_C0126,-1.1518,-1.1524,-0.4516,-4.5954,4.3657,2.6822,-2.8086,3.1588,4.971,1.6243,-7.3387,3.5066,0.793,5.1184,-0.745,-4.2776,0.1798,0.1999,1.0824,-4.4968,0.4418,-1.4013,2.157,-3.9595,-2.7611,-6.173,-0.2871,-3.8574,1.853,6.7691,10.499,-5.6862,-0.6267,-7.2747,0.0173,2.2661,8.6258,-2.3953,-2.5725,-4.2563,-4.6631,0.08,5.0705,1.4602,1.3214,2.2315,-3.3874,4.6968,-5.694,-2.9033,-1.5257,-2.9025,-2.615,-6.0645,3.1554,1.3755,-3.081,-3.3777,-0.4933,0.1711,2.3435,-1.797,1.6631,-2.5369
S2_C0127,0.5499,1.7434,-2.5164,2.9156,0.5404,-3.4568,0.0841,-2.9571,-0.372,2.4476,4.6397,-3.2887,-4.5569,-1.8878,4.769,2.9819,-0.4899,-7.6022,0.4412,-4.8874,2.8633,-4.6397,-2.037,1.5718,3.4257,1.9034,0.9146,-4.3693,-4.0692,4.6874,-4.1111,0.3739,0.0027,-0.9442,-2.0073,-2.8787,0.1986,2.1629,0.1244,6.9144,-4.3053,-0.0779,0.422,1.0505,1.7895,2.1672,3.8572,-7.447,0.8975,3.2391,-1.2305,-0.1871,0.5785,1.086,-0.7165,-5.5362,2.3324,-0.6461,1.4,-1.1344,-6.6747,1.5165,-2.6572,-0.1298
S2_C0128,-3.313,0.0751,-6.4412,-6.1418,-4.6415,8.0425,3.2511,0.4083,-4.4599,0.7876,-5.7091,5.2218,-0.1061,-2.2366,-3.7588,-8.798,-0.9861,-0.2703,0.2121,4.4471,6.0762,-2.3375,-2.2807,-5.419,4.8012,-7.5683,2.9104,-10.8869,2.8499,4.2065,-0.5264,-4.4444,-2.7513,1.4507,3.6619,5.2059,-2.5601,-1.1479,5.0089,6.5867,-3.109,5.8636,5.2914,-2.0718,10.9881,1.1043,6.0764,3.0713,2.1395,1.2901,-4.6251,2.5108,-7.6896,-2.5424,-3.8646,-5.2739,-5.1649,-1.3054,-0.0796,7.2398,-1.9164,3.0146,7.1413,-3.6735
S2_C0129,0.344,0.481,0.3173,2.1961,-0.7235,-3.8702,-2.931,-1.9877,-1.7583,1.2085,4.5563,-4.7676,-2.2076,-3.3951,4.6345,3.5961,1.3029,-2.7581,0.0458,-1.9307,0.3107,-1.912,-1.6269,2.8279,0.0518,1.1128,-1.5066,2.1363,-4.326,-1.3415,-3.2672,3.2111,-0.2564,2.048,-0.9983,-3.2527,-1.1506,0.9049,-1.6174,2.9492,1.3227,-2.6295,-4.4218,1.9969,-1.4259,-0.5152,2.023,-9.5664,0.3855,0.1636,0.4126,1.45,2.4633,1.5928,-1.9316,0.1095,4.3689,-0.7039,2.2782,-0.9871,-1.939,-0.7386,-2.5835,2.4515
S2_C0130,-0.4549,-1.1868,1.3839,-1.7441,0.7486,0.6607,4.6698,2.2448,-2.0085,-2.7117,-1.3976,1.0164,-7.443,-0.0591,-3.4936,-1.8218,-0.5081,-4.3105,1.5427,0.3904,-1.2607,1.1208,-3.2227,2.4347,0.7144,-0.803,-0.7858,-0.9478,-1.0438,0.0209,-3.813,-0.3269,-2.2264,0.5389,0.8001,-0.9448,-2.3905,-0.3418,2.7451,2.0517,-5.2223,3.9327,4.5376,6.5479,4.94,0.418,5.8971,5.4835,1.4529,-0.2295,0.0272,-5.9218,-2.7534,3.035,-4.989,-2.1411,2.7284,3.894,-2.7081,1.9113,0.067,-3.3142,5.1285,-2.1757
S2_C0131,-1.4454,0.6609,0.9665,-1.6322,-4.4847,-1.9198,-0.9571,3.3556,1.6515,-3.7505,-5.2682,4.2662,3.1972,7.6418,-1.1426,-5.0061,-4.021,1.995,-0.7148,7.9739,-0.8235,-1.0195,-1.1012,2.4496,-2.7462,0.1752,-1.8802,6.2518,-3.5702,-5.3814,13.8152,-4.9123,-3.4897,-0.7296,-3.0036,0.0712,2.8185,-0.4221,-1.3774,-6.4148,0.0888,-7.2447,-1.9637,1.1911,2.8733,4.0669,-5.8693,7.1744,1.4414,-7.5308,2.8469,-3.4071,-5.0303,-5.0749,5.8592,4.7092,-4.7031,-3.6369,-0.9534,-1.1671,8.0719,6.979,5.3465,-0.5802
S2_C0132,1.3029,1.3677,5.4158,2.9743,-3.7597,-3.4978,-1.5124,4.5976,0.0462,-3.5431,-1.1446,1.1286,1.8493,3.6201,1.8287,-1.0225,-3.2373,5.9616,-0.4556,6.6308,-0.2649,2.6455,1.5647,5.1169,-0.4119,1.5592,-2.8038,5.6677,-2.5633,-5.8798,8.413,-1.1398,-1.0244,0.2288,-3.0733,-1.3018,1.1966,1.2714,-1.4621,-6.1128,4.381,-0.7339,-4.8134,0.2378,-7.0229,0.4561,-7.1233,3.0693,5.4459,-3.4451,5.3553,-1.6186,2.799,0.1713,5.3075,10.3522,-3.0231,-3.4347,0.1468,-6.7097,4.2644,1.5585,3.7908,1.9529
S2_C0133,0.2933,0.6554,5.5869,3.4946,-2.1728,-2.9214,0.9394,2.8234,0.6894,-6.1876,2.6566,-2.7786,-0.1632,1.7243,1.727,0.3279,-0.7808,3.0648,-0.4264,3.0144,-3.265,6.5043,4.3362,4.0613,-1.028,2.9921,-3.8114,2.4911,-3.102,-3.6122,3.766,1.0187,-0.1863,-1.3644,0.5023,-2.3274,0.8046,2.9524,1.2381,-1.8475,3.4719,-0.928,-3.6273,1.973,-6.0859,-1.9323,-3.3538,4.4256,2.5162,-0.1578,3.6095,0.5115,2.2898,2.8729,3.7939,6.7863,0.2598,2.548,-0.1635,-4.3464,2.0271,-0.9466,0.011,1.7454
S2_C0134,-0.4899,0.9643,0.4731,2.2413,-0.1578,-1.3209,0.2035,-1.7086,-0.2772,3.3793,5.0776,-2.7352,-4.8477,0.7487,-0.88,2.4999,0.8744,-4.4654,-0.0345,-7.8494,5.7944,-4.1551,2.4079,-1.8192,2.9599,1.7272,3.662,-4.9372,-0.2352,7.7982,-2.278,0.7728,2.6548,-1.5478,-2.4988,-0.6401,1.3292,1.0039,-0.314,4.3082,-2.6927,-1.3714,0.7473,-0.7623,-0.2487,4.6365,1.0382,-2.3782,-3.4531,3.2697,-2.9501,-0.7035,0.9356,-3.0912,-0.4296,-2.1013,0.3416,-0.7555,-2.0767,-2.0942,-5.8683,1.2111,-2.5785,-0.8566
S2_C0135,1.0956,-1.8791,0.1702,3.4018,1.2288,3.736,-2.2703,3.4997,2.2063,1.0142,-5.8529,1.1559,1.2571,3.2013,1.6568,-1.1065,1.5238,1.0084,2.0706,-4.9317,0.4364,3.8997,7.0072,-3.5968,-1.6746,-0.0462,0.3281,-8.0002,3.8195,3.9285,-0.3883,-1.8438,3.4292,-5.0834,-0.1758,1.4849,7.2294,-2.1801,-0.5445,-1.0488,0.7108,6.01,5.0941,-1.7491,-4.8692,-1.0254,-5.9694,3.5633,-4.651,4.4707,-1.3276,0.4288,4.3623,-4.2017,2.7585,3.1524,-4.2043,-1.7975,-2.8165,-3.0521,-5.5696,-3.9664,-4.4403,-4.0103
S2_C0136,1.0343,-0.2214,-2.7472,-2.6783,-3.0676,-0.1999,4.027,0.8401,0.4796,2.5732,2.4811,0.5817,-1.5122,3.4453,-2.5641,-3.3419,0.8896,-4.6042,1.5804,-2.1626,4.7224,-2.4002,3.9716,-2.3954,5.221,-2.6801,4.9928,-9.8519,3.165,6.74,2.3822,-3.55,0.4841,-1.9478,-0.3239,3.2608,0.5396,0.574,2.0283,6.3748,-3.8603,0.8802,8.8878,-0.2205,0.9031,5.662,-1.1554,8.9572,0.8438,2.4703,0.7213,-1.891,-4.1403,-5.161,-0.8302,-4.056,-6.1538,1.6468,-5.1368,-3.3152,-7.0395,2.1945,3.1333,-4.8652
S2_C0137,-0.2446,0.1622,2.1891,-3.9693,3.1633,1.3342,-1.5137,-1.2734,2.4465,3.8974,1.2645,0.4154,2.6795,1.2077,-1.9626,2.5671,3.514,1.9623,-1.2299,-5.3354,1.7637,-0.7654,3.9367,-4.5704,-2.095,3.1928,2.0014,0.1016,4.9271,2.4145,1.0332,1.5792,2.1687,-1.3716,-1.6558,-1.5206,2.2891,-2.5936,-2.3869,-3.8943,4.5157,-2.476,-0.2094,-2.0079,-3.602,1.9573,-3.4642,-0.3366,-6.0735,-1.0848,-1.8089,3.1187,2.0889,-5.3282,2.3518,-1.2381,-1.2105,0.1702,-1.2205,0.2541,0.7193,0.1874,-4.1164,0.2165
S2_C0138,-1.8079,-2.3029,-3.3001,1.2701,-3.3385,-1.0869,3.8932,1.5134,-0.1446,0.0012,-2.0404,3.099,-5.275,-1.5792,-5.7948,-0.18,0.5572,-5.1279,-1.6074,-0.8565,-1.1355,-2.8949,-6.3024,1.2302,3.8064,-2.242,2.0356,2.7555,-0.3524,-1.297,-8.2049,-2.8171,-3.5423,4.5895,0.2541,-0.4789,-3.2034,1.039,0.0897,3.4396,-3.2793,1.119,4.7572,1.0899,6.119,3.1538,7.0899,0.5958,3.6975,0.6996,-2.839,-5.0737,-2.2447,1.7247,-6.86,-3.6477,0.1391,3.6589,-2.8484,4.8899,-1.7296,1.8373,3.9653,-4.6473
S2_C0139,-1.9965,-0.7136,-3.4941,-5.3256,-2.5741,6.9674,2.5591,-0.6875,-1.5232,0.7874,-5.4372,2.6885,6.4063,-3.2601,0.2524,-2.3504,-0.9856,3.659,-2.9385,6.6152,-1.0543,2.3204,0.8659,-1.2499,-0.2873,-0.6188,0.2227,-0.2246,3.427,-5.5893,-0.2622,-3.9157,0.7943,0.7918,4.4684,2.7977,-2.7153,1.4606,4.2251,-1.1651,3.5925,2.5972,0.5325,-2.409,4.342,-3.9894,4.8394,3.0215,0.331,1.8558,-1.666,4.6601,-6.184,-0.9819,1.2884,-3.722,-2.5585,2.2094,-1.058,7.4517,2.0352,1.8946,-0.425,-2.306
S2_C0140,-0.0729,1.3503,4.4068,1.5484,-2.9172,-1.7215,1.0616,2.6138,0.0688,-3.1314,-0.4396,-0.286,-0.4008,2.3102,1.4066,-0.4442,-1.4093,4.0412,-2.0815,4.9343,-1.2839,3.523,-0.3737,3.5542,-0.379,3.1133,-2.4746,4.1311,-2.1301,-5.9595,3.8992,0.3699,0.4571,-0.2164,-2.9153,-2.4115,2.6471,1.5314,0.3515,-5.9735,6.1657,0.4887,-4.5656,-0.0655,-4.7711,0.2489,-1.8727,2.7588,4.7724,-1.2651,3.164,-0.5536,1.0105,-0.242,4.4224,8.6242,-0.2458,-0.1041,-1.8896,-2.6959,4.5028,-1.2294,1.9726,1.4604
S2_C0141,-0.7376,-1.5531,-2.6346,-5.3021,-0.3815,4.6687,-0.4329,-0.8779,2.7083,-0.2811,-0.3418,2.43,8.6419,-1.2144,-1.8373,-0.6692,3.0853,3.8573,-2.7928,1.9422,-1.0379,3.2393,1.0517,-0.9616,-4.4583,-0.2027,0.8207,1.3172,4.1304,-2.6124,0.2702,-0.789,1.4839,1.7643,3.1068,0.4731,0.3001,0.3251,3.1536,-3.8021,7.4396,-0.4283,-0.2959,-3.775,0.5106,-2.403,2.2567,0.5087,-2.9104,2.2004,-3.8264,2.9883,-1.4772,-0.2068,2.0527,-1.2848,-1.9206,1.6107,2.6663,5.5515,4.3692,4.1812,-2.7588,0.4374
