# synthetic, for demo only -- generated by 578_spatialex_omics_translation.py
cell_id,PanelA_00,PanelA_01,PanelA_02,PanelA_03,PanelA_04,PanelA_05,PanelA_06,PanelA_07,PanelA_08,PanelA_09,PanelA_10,PanelA_11,PanelA_12,PanelA_13,PanelA_14,PanelA_15,PanelA_16,PanelA_17,PanelA_18,PanelA_19,PanelA_20,PanelA_21,PanelA_22,PanelA_23,PanelA_24,PanelA_25,PanelA_26,PanelA_27,PanelA_28,PanelA_29
S2_C0089,2.4849,1.0986,0.6931,0.6931,1.7918,0.0,0.0,1.3863,0.0,1.0986,1.0986,1.9459,0.0,3.2189,0.6931,1.0986,0.6931,2.0794,0.0,1.7918,0.0,0.0,1.0986,2.8332,1.6094,0.6931,3.4012,0.6931,0.6931,0.6931
S2_C0090,2.1972,0.0,0.0,1.7918,0.6931,0.0,1.6094,0.6931,1.0986,0.6931,4.3175,5.2523,1.0986,1.0986,0.6931,1.9459,0.0,0.0,0.6931,1.3863,3.434,5.2832,3.8501,0.0,1.0986,2.7081,2.1972,1.6094,2.4849,3.4657
S2_C0091,2.3026,1.3863,2.1972,1.7918,1.0986,5.1761,1.6094,2.3026,2.8332,1.9459,0.0,0.0,0.0,0.6931,0.0,1.9459,4.3567,1.0986,2.8904,1.3863,0.0,1.7918,0.0,0.0,0.0,0.0,3.1781,1.6094,1.6094,2.3026
S2_C0092,3.6376,1.0986,1.3863,1.0986,0.6931,3.3322,0.6931,1.0986,1.9459,1.3863,0.0,0.0,3.3673,0.0,0.0,1.9459,3.9512,1.0986,2.5649,0.6931,2.5649,3.3673,2.4849,0.0,1.6094,1.6094,1.0986,2.0794,0.6931,1.7918
S2_C0093,3.7612,0.6931,0.0,1.0986,1.0986,0.0,1.3863,1.7918,2.3979,0.0,1.7918,3.4657,1.9459,0.0,0.0,1.3863,0.0,1.0986,1.3863,0.6931,1.7918,5.2204,1.7918,0.6931,1.6094,1.9459,1.7918,1.7918,2.3026,1.3863
S2_C0094,0.0,2.0794,2.7081,1.3863,1.3863,2.7726,1.3863,1.7918,1.7918,1.3863,0.0,0.0,0.6931,2.3026,0.6931,1.9459,4.3944,1.3863,1.6094,1.0986,0.0,0.6931,0.6931,0.6931,1.3863,0.0,2.3026,1.0986,0.6931,1.7918
S2_C0095,0.6931,0.6931,0.6931,1.6094,1.6094,0.0,1.6094,1.0986,0.0,2.0794,0.0,0.0,0.0,2.1972,0.0,0.0,1.3863,0.6931,1.0986,0.6931,0.0,0.6931,2.9957,0.6931,1.0986,0.6931,2.3979,0.6931,0.0,2.7081
S2_C0096,1.3863,0.6931,3.4657,3.0445,1.7918,5.1059,1.3863,3.434,1.0986,0.6931,0.0,0.6931,0.0,0.6931,0.0,2.4849,3.091,0.6931,1.7918,0.0,0.0,1.3863,0.0,0.0,1.0986,0.0,5.1059,1.3863,1.0986,3.5553
S2_C0097,2.3979,2.0794,1.0986,2.3979,1.0986,5.1591,0.6931,2.3979,2.4849,1.0986,1.0986,0.0,2.6391,1.0986,0.0,1.3863,1.3863,2.3979,3.3322,0.6931,4.3944,1.6094,0.0,1.3863,1.7918,0.6931,0.0,0.6931,1.3863,1.0986
S2_C0098,4.9416,0.0,1.3863,1.7918,1.0986,5.2832,1.6094,2.7726,3.1355,1.0986,0.6931,1.0986,1.7918,0.0,0.0,1.0986,1.6094,2.1972,3.2189,0.6931,2.3026,3.4657,0.0,0.6931,1.3863,0.6931,0.6931,1.9459,3.2958,0.0
S2_C0099,1.3863,1.0986,1.0986,2.5649,0.0,0.0,1.7918,0.0,1.6094,0.6931,5.1358,4.4773,2.8332,1.7918,2.3026,2.0794,0.0,1.3863,0.6931,1.3863,4.6634,5.3423,3.0445,0.0,1.0986,2.4849,1.3863,1.0986,1.6094,2.3979
S2_C0100,0.6931,3.4657,0.0,1.6094,1.7918,2.3979,1.0986,0.0,1.7918,1.6094,0.0,1.0986,5.4027,0.0,0.6931,0.6931,4.8363,2.0794,4.1271,1.0986,5.193,3.9512,4.2767,0.0,1.6094,1.3863,0.0,2.0794,1.9459,0.6931
S2_C0101,1.0986,0.0,1.0986,1.3863,0.6931,1.6094,1.7918,2.0794,0.6931,0.0,1.7918,2.5649,1.3863,0.0,0.0,0.6931,0.0,0.0,1.9459,0.6931,1.9459,0.0,1.0986,5.2781,2.0794,1.3863,0.0,1.3863,0.0,3.6376
S2_C0102,0.0,4.7875,2.4849,1.3863,1.9459,0.0,1.7918,1.9459,3.6636,1.3863,5.3519,2.6391,0.0,5.3566,1.6094,1.7918,3.8067,2.3026,0.6931,1.9459,0.6931,1.7918,0.0,1.0986,1.3863,0.0,2.3979,0.0,0.6931,1.0986
S2_C0103,1.6094,2.0794,0.6931,1.0986,1.3863,1.0986,1.0986,1.6094,0.0,1.0986,0.0,0.0,0.0,1.9459,1.0986,1.0986,3.0445,1.6094,0.0,1.9459,0.0,0.0,0.0,2.4849,1.3863,1.0986,2.9957,1.0986,1.3863,0.6931
S2_C0104,2.0794,1.0986,1.3863,1.0986,1.6094,0.0,0.6931,0.6931,0.0,1.7918,0.0,0.6931,0.0,3.434,0.6931,1.0986,1.3863,1.0986,0.0,1.3863,0.0,0.0,4.2047,2.3979,0.6931,0.0,2.3026,1.0986,1.0986,2.1972
S2_C0105,0.6931,0.6931,0.0,0.0,1.6094,3.7612,0.6931,2.3979,3.1355,0.0,0.0,1.0986,2.9444,0.0,0.6931,1.6094,3.1355,1.0986,3.434,0.6931,0.0,2.0794,1.0986,0.0,1.0986,2.3026,0.0,2.1972,1.0986,1.0986
S2_C0106,1.6094,0.6931,0.0,0.0,0.0,2.0794,1.0986,2.7726,1.0986,0.6931,1.0986,1.7918,0.0,1.0986,0.0,1.3863,0.0,0.6931,1.0986,1.0986,1.0986,1.3863,1.3863,5.3753,2.3026,0.0,1.0986,1.3863,0.6931,2.8904
S2_C0107,0.0,0.6931,0.6931,0.0,0.0,2.3026,1.0986,2.6391,0.0,0.0,0.0,2.9444,1.7918,0.0,0.6931,1.0986,0.0,0.0,2.8904,1.7918,0.6931,0.6931,1.7918,4.2047,1.9459,1.0986,1.7918,1.3863,0.6931,3.2581
S2_C0108,0.0,1.7918,1.0986,1.3863,1.3863,0.0,1.0986,0.6931,2.0794,1.0986,4.3438,1.6094,4.5539,3.6889,4.5433,2.0794,0.0,1.9459,0.0,0.6931,5.1874,1.9459,1.3863,2.0794,1.0986,1.6094,0.0,0.0,0.0,1.0986
S2_C0109,0.0,0.0,1.7918,0.6931,1.0986,2.0794,0.6931,2.6391,0.6931,0.6931,2.3026,1.6094,1.0986,0.6931,0.6931,1.0986,0.0,0.0,1.0986,0.6931,1.6094,0.6931,2.0794,5.1533,1.6094,0.6931,0.0,0.6931,1.3863,2.8332
S2_C0110,1.7918,1.6094,2.3979,2.0794,2.1972,0.0,0.0,1.3863,0.0,1.7918,0.0,1.0986,0.0,2.7726,0.0,0.6931,1.3863,1.6094,0.0,1.3863,0.0,0.0,1.9459,2.3026,1.6094,0.0,4.6728,0.0,0.0,3.0445
S2_C0111,1.0986,1.3863,1.9459,1.3863,0.6931,2.8332,1.3863,1.3863,1.3863,1.3863,0.6931,0.0,0.0,2.9444,0.0,1.9459,3.912,1.7918,0.6931,0.6931,0.0,0.0,0.6931,2.3979,1.6094,0.6931,3.434,1.3863,1.3863,0.6931
S2_C0112,4.0775,0.0,1.0986,0.0,0.0,1.0986,0.0,0.6931,1.0986,0.6931,0.0,0.6931,4.1744,0.0,1.9459,0.6931,1.0986,0.6931,1.0986,0.0,1.3863,2.0794,3.8286,0.0,1.9459,1.7918,1.7918,2.5649,2.5649,1.3863
S2_C0113,0.0,0.0,1.6094,0.0,1.6094,4.4998,1.7918,2.8904,2.7081,0.6931,0.6931,1.7918,2.3026,0.0,0.0,1.3863,0.6931,0.0,3.5835,0.0,0.6931,0.6931,0.6931,2.7081,1.7918,2.0794,0.0,2.3979,1.3863,0.0
S2_C0114,4.7707,1.0986,0.6931,1.0986,1.3863,2.0794,1.0986,1.7918,1.3863,2.1972,1.3863,2.0794,0.0,0.6931,1.7918,1.6094,0.0,2.4849,1.0986,1.3863,2.0794,0.0,0.0,2.6391,0.6931,0.6931,1.6094,0.6931,2.6391,0.0
S2_C0115,2.0794,0.0,1.0986,2.8332,1.0986,2.7081,1.9459,2.4849,0.6931,0.6931,1.0986,1.6094,1.7918,0.0,0.0,1.0986,0.0,0.6931,2.0794,1.3863,4.2485,0.6931,1.7918,5.2679,2.3026,0.6931,0.0,1.0986,0.0,2.8332
S2_C0116,1.0986,1.9459,1.0986,3.091,2.0794,2.9444,1.3863,1.7918,0.6931,0.6931,0.6931,1.7918,1.9459,0.0,0.0,1.3863,0.0,1.3863,3.091,1.6094,4.9558,1.6094,2.1972,2.8332,1.6094,0.0,0.0,1.7918,0.6931,2.4849
S2_C0117,3.3673,1.3863,1.0986,2.9444,1.3863,5.3279,1.3863,2.9444,2.9957,1.3863,1.0986,0.6931,1.9459,0.0,0.0,1.3863,1.0986,2.8332,3.8286,0.6931,4.2627,1.0986,0.0,1.0986,1.3863,0.6931,0.6931,1.9459,1.9459,0.0
S2_C0118,3.6889,0.0,0.6931,0.6931,1.3863,0.0,2.0794,0.0,0.6931,1.3863,0.0,1.0986,3.2958,0.0,2.0794,0.6931,2.0794,0.0,1.6094,0.6931,0.6931,2.5649,2.7726,0.0,1.7918,2.0794,2.3026,1.6094,2.3026,1.3863
S2_C0119,0.6931,2.9957,1.0986,1.0986,1.0986,1.0986,0.6931,0.0,1.7918,1.6094,1.6094,0.6931,1.7918,2.1972,1.0986,2.1972,4.7095,1.6094,1.0986,2.1972,0.6931,0.0,1.0986,1.6094,1.3863,1.0986,0.0,1.0986,1.7918,0.6931
S2_C0120,4.1589,0.0,1.7918,0.6931,0.0,0.0,0.0,0.0,0.0,1.7918,0.6931,1.9459,0.0,3.2958,2.7081,1.0986,0.0,1.9459,0.0,1.7918,0.6931,0.0,1.0986,4.0775,1.3863,1.0986,2.3026,1.3863,2.0794,0.0
S2_C0121,0.6931,0.0,1.3863,0.0,0.0,2.7726,1.3863,1.3863,1.7918,1.0986,0.6931,1.3863,3.6889,0.0,1.7918,1.0986,2.9444,0.0,3.4657,1.3863,0.0,1.7918,0.0,1.3863,1.9459,2.1972,1.6094,2.8332,0.6931,1.3863
S2_C0122,3.6109,1.0986,1.3863,1.6094,0.6931,4.9698,1.0986,2.3026,2.9957,1.0986,1.3863,0.6931,2.3026,0.0,0.6931,0.6931,1.6094,1.6094,3.3322,0.6931,3.7377,3.4012,1.0986,0.6931,0.0,0.6931,0.0,0.6931,2.4849,1.0986
S2_C0123,0.0,4.852,2.4849,2.1972,2.6391,0.6931,1.3863,1.6094,2.3026,1.7918,5.3327,1.0986,0.0,5.3033,2.5649,1.9459,3.8918,2.9957,0.0,2.7726,1.0986,0.0,0.0,2.3026,0.6931,0.6931,1.7918,0.6931,0.0,0.0
S2_C0124,1.7918,1.0986,0.0,0.0,1.0986,0.0,1.0986,0.0,0.0,2.3979,1.3863,0.0,1.9459,4.852,4.9416,1.0986,0.6931,1.0986,0.0,1.3863,0.0,0.0,4.4886,2.4849,0.0,1.6094,0.6931,0.6931,1.0986,1.0986
S2_C0125,0.0,2.3979,1.9459,1.3863,1.7918,1.7918,1.0986,2.0794,1.6094,1.0986,1.3863,0.0,0.0,3.5264,0.6931,1.0986,3.8067,2.1972,0.6931,1.6094,0.0,0.0,0.0,2.3026,1.0986,0.6931,2.4849,0.6931,0.6931,0.0
S2_C0126,0.6931,0.6931,0.0,3.2189,1.7918,3.2189,1.6094,1.7918,1.3863,1.0986,1.7918,0.0,1.7918,0.0,0.0,0.6931,0.0,0.0,2.8904,1.3863,5.118,1.6094,2.3026,3.9318,2.0794,0.6931,0.0,1.0986,1.3863,2.1972
S2_C0127,0.0,3.6109,1.9459,1.0986,2.3026,1.0986,1.3863,0.0,2.0794,1.7918,4.1431,0.0,0.0,5.3613,2.7081,1.3863,3.3673,2.9957,0.6931,2.0794,0.0,0.0,0.0,3.2958,0.6931,1.7918,1.3863,1.3863,1.0986,0.0
S2_C0128,1.6094,2.0794,0.6931,3.5553,2.0794,0.0,0.6931,0.0,1.3863,1.6094,5.3566,4.3944,1.0986,1.6094,1.6094,2.0794,0.0,0.0,0.0,1.3863,4.2485,5.3566,4.4773,0.0,0.0,2.0794,1.3863,0.0,1.6094,3.4965
S2_C0129,1.0986,1.7918,2.0794,1.0986,2.3979,1.3863,1.6094,1.3863,1.3863,1.9459,0.6931,0.6931,0.0,3.6636,1.6094,1.9459,3.7136,1.3863,0.0,2.0794,0.0,0.0,0.0,2.7726,1.0986,1.3863,2.5649,0.6931,0.6931,0.0
S2_C0130,2.0794,0.0,0.6931,0.0,0.0,0.0,1.6094,0.0,0.6931,1.7918,1.0986,0.6931,1.9459,3.4012,3.3673,1.3863,1.3863,1.0986,0.0,1.3863,0.0,0.6931,4.7791,0.0,0.0,2.3979,0.0,1.7918,1.0986,1.6094
S2_C0131,0.0,0.0,1.3863,0.6931,0.6931,3.2189,1.3863,3.4657,1.0986,0.0,1.9459,2.3979,1.9459,0.0,1.0986,0.6931,0.0,0.6931,2.6391,0.6931,0.0,1.0986,0.6931,5.2781,1.9459,1.6094,0.6931,2.7081,0.0,2.8332
S2_C0132,0.0,0.0,1.7918,0.0,1.0986,2.6391,1.0986,1.0986,1.3863,0.0,0.6931,2.7081,3.1781,0.0,1.6094,0.6931,0.0,0.6931,3.7136,1.3863,0.6931,1.0986,1.3863,1.6094,1.9459,2.7726,2.6391,2.8904,0.0,1.7918
S2_C0133,0.0,1.0986,1.3863,0.0,1.0986,1.3863,1.6094,0.6931,0.6931,1.7918,1.0986,1.6094,3.7377,0.0,2.0794,0.0,4.1271,0.6931,2.8332,1.0986,0.6931,0.6931,1.0986,0.6931,1.6094,1.6094,1.3863,2.6391,1.3863,1.0986
S2_C0134,0.0,3.1355,1.7918,1.7918,1.0986,2.0794,1.3863,2.1972,1.9459,1.6094,3.8712,0.0,0.0,5.0239,3.2581,1.9459,2.4849,2.9444,0.6931,1.3863,1.6094,0.0,0.0,3.3322,0.6931,0.0,0.6931,0.6931,1.0986,0.0
S2_C0135,1.0986,3.9703,1.0986,2.3026,1.0986,2.3979,2.1972,0.6931,2.1972,1.7918,0.0,0.6931,5.3706,0.0,0.0,0.0,3.7136,1.0986,4.8122,1.0986,5.3132,4.3307,3.2189,0.0,2.1972,1.0986,0.0,2.0794,1.3863,1.7918
S2_C0136,0.0,2.6391,2.0794,1.3863,1.3863,0.6931,1.6094,1.3863,1.9459,1.6094,4.2195,1.6094,4.4773,3.2189,4.3567,1.3863,0.0,1.7918,0.0,1.3863,4.7536,2.4849,1.0986,1.6094,1.3863,1.7918,0.0,0.0,0.6931,1.0986
S2_C0137,2.8904,0.6931,1.6094,2.8904,1.6094,5.2679,1.7918,2.7081,1.7918,0.6931,0.6931,0.6931,2.9444,0.0,1.0986,1.0986,1.3863,2.9957,3.7612,1.0986,4.4067,0.6931,0.0,1.6094,1.6094,0.0,0.0,1.0986,1.6094,0.6931
S2_C0138,3.2189,0.6931,1.9459,1.3863,1.6094,0.0,0.6931,0.6931,0.0,0.6931,2.1972,0.0,1.6094,4.3567,4.9836,1.0986,0.0,2.0794,0.0,1.3863,0.6931,0.0,2.0794,4.1589,0.0,2.1972,0.0,1.0986,1.7918,0.0
S2_C0139,3.091,1.0986,0.0,1.3863,0.6931,0.6931,0.6931,0.6931,2.0794,0.0,2.3026,3.8286,1.6094,0.0,1.0986,0.0,0.0,0.6931,0.6931,1.0986,2.5649,5.3982,3.1355,0.0,1.0986,1.9459,2.0794,1.7918,2.8332,2.4849
S2_C0140,0.0,0.0,1.3863,0.0,0.0,2.3979,1.3863,1.7918,1.6094,1.0986,0.0,1.6094,3.7842,0.0,1.6094,0.0,2.7081,0.6931,3.2189,1.7918,0.0,0.6931,1.3863,0.0,1.7918,2.1972,1.6094,3.091,0.6931,0.6931
S2_C0141,4.3041,0.0,0.0,1.0986,0.6931,3.5553,1.3863,1.0986,2.8332,1.0986,1.6094,1.7918,1.3863,0.0,0.6931,1.6094,1.0986,1.3863,2.3026,0.0,1.7918,4.2905,1.7918,0.6931,1.3863,1.0986,1.9459,2.0794,2.6391,1.0986
S2_C0142,0.0,0.6931,1.6094,1.0986,1.6094,0.6931,1.3863,1.3863,1.0986,0.6931,1.9459,3.6636,0.0,1.0986,0.6931,1.7918,0.6931,0.0,1.9459,0.6931,0.0,0.6931,0.6931,1.6094,1.0986,1.3863,2.8332,1.6094,1.0986,2.7081
S2_C0143,3.2581,0.0,1.0986,1.3863,1.3863,2.3979,1.3863,1.0986,0.6931,0.6931,1.0986,0.6931,0.6931,1.0986,2.0794,1.3863,0.0,1.9459,0.6931,1.3863,0.6931,0.0,0.0,1.7918,1.0986,1.0986,2.0794,1.6094,1.7918,0.0
S2_C0144,0.6931,1.6094,1.0986,1.3863,1.7918,0.0,1.3863,1.3863,1.0986,1.6094,3.8918,1.0986,4.4543,3.7612,4.7274,1.3863,0.0,1.6094,0.0,1.3863,4.6444,1.3863,1.6094,2.1972,0.0,1.9459,0.6931,1.7918,1.0986,0.0
S2_C0145,1.6094,0.6931,0.6931,3.3673,1.6094,0.0,1.9459,1.0986,1.3863,0.6931,5.3566,4.6821,1.6094,3.0445,2.1972,2.4849,0.0,1.6094,0.0,0.6931,5.3706,5.3033,3.7612,0.0,0.0,2.7081,0.6931,1.0986,1.0986,2.7726
S2_C0146,0.0,3.7612,1.9459,2.0794,2.3026,0.0,1.0986,0.6931,1.3863,1.3863,4.3944,2.1972,0.0,4.8978,1.0986,0.6931,2.7081,1.7918,0.6931,2.4849,0.6931,0.0,0.6931,2.6391,1.6094,0.6931,0.6931,0.0,0.0,0.0
S2_C0147,0.0,1.9459,1.3863,2.1972,1.3863,0.6931,1.3863,1.3863,1.7918,0.6931,4.7005,2.0794,4.654,3.7842,4.5951,1.7918,0.0,1.0986,0.6931,1.0986,5.1648,1.9459,1.7918,2.3026,1.3863,1.7918,1.0986,0.0,0.0,0.6931
S2_C0148,1.6094,0.0,0.0,1.3863,0.0,2.0794,1.0986,2.3979,0.0,0.6931,0.6931,2.3026,0.6931,0.0,0.0,1.0986,0.0,0.6931,1.3863,0.0,2.0794,1.3863,1.0986,5.2679,1.3863,1.3863,0.0,0.6931,1.7918,2.9957
S2_C0149,0.0,0.0,1.0986,0.0,0.6931,3.4657,0.6931,3.6376,1.3863,0.6931,1.0986,2.5649,2.0794,0.0,0.6931,1.6094,0.0,0.6931,3.1781,1.3863,0.0,0.6931,0.6931,4.8752,1.9459,2.5649,1.0986,2.1972,1.0986,2.3026
S2_C0150,0.0,0.6931,0.6931,1.3863,1.7918,2.3979,2.0794,2.7081,0.0,0.6931,1.6094,2.4849,1.0986,0.0,0.0,0.6931,0.0,0.0,2.1972,1.6094,3.3322,0.0,2.3026,5.2417,1.9459,1.7918,0.0,1.0986,0.0,3.6109
S2_C0151,0.0,0.6931,1.3863,1.9459,0.6931,1.9459,1.6094,2.3026,0.6931,0.0,0.6931,1.9459,1.3863,0.0,0.0,1.0986,0.0,0.6931,2.3026,0.6931,1.6094,0.6931,1.9459,5.0689,1.3863,0.0,1.3863,1.0986,0.6931,3.6109
S2_C0152,0.0,0.0,1.6094,0.0,0.6931,3.2189,1.9459,1.7918,2.3979,1.0986,0.0,1.3863,3.4965,0.0,1.3863,0.6931,2.9444,0.6931,3.6376,1.6094,0.0,2.1972,0.6931,0.6931,2.0794,1.9459,0.6931,2.7081,0.0,0.0
S2_C0153,0.6931,3.091,0.0,1.7918,0.6931,2.3979,1.6094,0.0,1.3863,0.6931,0.6931,1.6094,4.8442,0.0,1.0986,0.0,3.0445,1.6094,3.8286,1.7918,4.8598,3.8286,2.5649,0.0,1.7918,1.0986,0.0,1.9459,1.6094,1.0986
S2_C0154,3.8918,0.0,0.6931,0.6931,0.6931,0.0,0.6931,0.6931,0.0,1.7918,2.3026,1.0986,1.6094,5.1985,5.2364,1.0986,0.0,1.0986,0.0,1.0986,0.6931,0.0,2.5649,5.2095,0.0,1.6094,1.0986,0.0,1.9459,0.6931
S2_C0155,3.3673,1.0986,1.0986,1.7918,1.6094,4.4998,0.6931,1.6094,2.1972,1.3863,0.0,0.0,2.4849,0.0,0.6931,0.6931,4.3438,1.3863,3.2581,1.3863,2.1972,2.9444,1.6094,0.0,1.3863,1.3863,1.0986,1.3863,1.6094,1.6094
S2_C0156,0.0,0.0,1.9459,0.0,0.0,2.0794,2.0794,0.6931,1.9459,1.3863,0.0,2.3026,3.3673,0.0,1.3863,1.0986,3.434,1.0986,2.9444,1.3863,0.0,0.0,1.0986,0.6931,1.7918,1.0986,2.5649,2.5649,1.0986,1.7918
S2_C0157,2.8904,0.6931,1.7918,2.1972,1.0986,5.0999,1.0986,2.3026,2.0794,1.7918,0.0,0.0,0.6931,0.0,0.0,0.6931,3.8286,1.3863,3.2581,0.0,0.6931,1.9459,0.6931,0.0,1.9459,0.6931,2.4849,1.6094,1.3863,1.3863
S2_C0158,1.6094,1.3863,1.0986,2.1972,1.6094,0.0,0.6931,1.7918,1.3863,1.0986,4.4998,2.8332,3.912,3.4965,3.8712,1.6094,0.0,1.3863,0.0,1.7918,5.273,2.6391,2.0794,1.6094,0.6931,1.9459,0.6931,0.6931,1.9459,0.6931
S2_C0159,0.0,3.8286,1.9459,2.3979,2.0794,1.3863,1.6094,1.3863,3.6376,0.0,4.7185,1.0986,3.1355,4.382,2.8904,1.9459,2.4849,2.3979,2.1972,0.0,3.5553,1.7918,0.6931,0.6931,1.3863,1.3863,1.0986,0.6931,0.6931,0.6931
S2_C0160,3.8286,0.6931,0.0,0.6931,0.6931,0.0,1.6094,0.0,0.6931,0.6931,0.0,2.1972,4.7875,0.0,2.7081,0.0,1.3863,0.0,1.0986,2.0794,1.3863,2.5649,4.4308,0.0,0.0,2.7726,1.7918,2.0794,2.7081,1.7918
S2_C0161,0.6931,2.8904,1.0986,1.3863,2.1972,1.6094,1.0986,0.6931,0.6931,1.9459,2.1972,0.0,1.3863,2.9957,1.6094,0.6931,4.6151,1.7918,0.0,1.6094,0.6931,0.6931,0.6931,1.7918,0.0,1.0986,0.6931,1.3863,1.7918,0.6931
S2_C0162,1.0986,0.6931,1.3863,1.6094,1.7918,0.6931,0.6931,1.3863,0.0,1.0986,1.0986,1.3863,0.0,2.9957,0.0,1.0986,1.3863,1.6094,0.0,1.0986,0.0,0.0,0.6931,2.9957,1.0986,1.0986,4.0604,1.3863,1.3863,2.1972
S2_C0163,0.0,2.8904,1.0986,1.9459,1.0986,1.0986,1.7918,0.6931,0.0,2.0794,2.4849,0.0,1.0986,1.3863,1.0986,0.0,1.3863,1.0986,1.9459,2.0794,2.4849,0.0,1.0986,3.091,0.6931,0.6931,0.0,1.0986,1.0986,1.0986
S2_C0164,0.0,0.6931,1.7918,0.0,0.6931,3.6889,1.7918,3.091,1.6094,1.3863,0.0,2.3979,1.7918,0.0,0.6931,0.6931,0.0,0.6931,3.434,1.0986,0.0,0.6931,0.0,3.9512,1.7918,2.3026,1.3863,2.6391,0.6931,2.5649
S2_C0165,1.9459,1.0986,0.0,1.0986,1.6094,0.0,1.7918,0.0,0.6931,1.9459,0.6931,0.6931,1.3863,2.7726,2.3979,0.6931,0.6931,0.6931,0.0,1.7918,0.0,0.6931,4.4659,0.6931,1.0986,1.7918,0.0,0.0,1.3863,1.7918
S2_C0166,2.9444,0.6931,1.0986,1.6094,0.6931,0.0,0.0,1.0986,0.6931,0.6931,0.0,1.7918,0.0,2.6391,1.9459,0.6931,0.0,0.6931,0.0,1.7918,0.0,0.6931,0.0,2.9444,1.7918,1.6094,2.8904,0.6931,1.3863,1.3863
S2_C0167,4.5747,0.0,0.0,0.0,1.0986,0.6931,0.6931,1.6094,0.6931,0.6931,1.7918,0.6931,1.0986,1.9459,3.1355,1.0986,0.0,2.4849,0.6931,1.6094,0.6931,0.0,0.6931,3.9512,0.0,1.6094,0.6931,1.3863,2.9444,0.6931
S2_C0168,3.8918,1.0986,1.6094,2.0794,1.3863,4.7958,1.7918,2.3026,2.9444,0.6931,1.0986,1.7918,2.0794,0.0,0.6931,0.0,1.0986,1.3863,3.091,1.0986,3.4657,3.3673,0.6931,0.0,0.0,0.0,0.6931,1.3863,2.5649,1.6094
S2_C0169,0.0,0.0,1.3863,2.4849,1.6094,2.0794,1.3863,2.7726,0.0,0.0,1.0986,2.1972,0.6931,0.0,0.0,0.0,0.0,0.0,2.0794,0.0,2.3979,1.0986,1.9459,5.3279,1.0986,1.0986,0.0,1.0986,0.6931,3.7136
S2_C0170,0.6931,3.6636,0.0,2.4849,1.7918,3.1781,1.3863,0.0,1.6094,1.9459,1.3863,1.0986,4.8752,0.0,1.3863,0.6931,2.3026,1.6094,4.3041,1.7918,5.2257,3.4965,1.9459,0.6931,2.0794,0.0,0.0,0.6931,1.0986,1.0986
S2_C0171,1.0986,1.6094,2.3979,1.6094,0.6931,2.3026,1.3863,0.0,1.0986,2.0794,0.0,1.3863,0.0,2.9957,1.3863,1.0986,2.9957,2.0794,0.6931,1.3863,0.0,0.0,0.6931,2.3026,0.6931,1.0986,2.9444,1.0986,1.3863,0.6931
S2_C0172,0.0,0.0,1.6094,0.0,1.0986,2.1972,0.6931,1.0986,1.3863,1.0986,0.6931,2.9444,2.8332,0.0,1.3863,1.3863,1.6094,0.0,2.8904,0.6931,0.0,1.0986,0.6931,1.6094,1.9459,2.3026,2.3979,2.8332,1.0986,2.0794
S2_C0173,3.434,0.0,0.6931,0.0,0.0,0.0,1.0986,0.0,1.0986,1.0986,0.0,1.6094,4.1897,0.6931,3.091,1.9459,1.6094,0.6931,0.6931,2.0794,0.6931,2.1972,4.2047,0.6931,1.3863,2.3026,2.0794,2.3026,2.1972,1.3863
S2_C0174,2.8904,0.6931,1.3863,0.6931,1.3863,1.0986,0.6931,1.3863,0.0,1.3863,0.6931,2.0794,0.0,2.5649,0.0,0.6931,1.3863,1.6094,0.0,2.1972,0.0,0.0,1.3863,2.4849,1.3863,0.6931,3.3322,1.3863,1.7918,0.0
S2_C0175,0.0,1.0986,2.7081,2.6391,1.6094,3.091,1.0986,2.1972,1.3863,1.3863,0.0,1.0986,0.0,1.3863,0.0,1.9459,2.9444,0.6931,0.0,0.6931,0.0,0.0,0.0,0.6931,0.6931,0.0,5.3799,0.6931,0.6931,4.0431
S2_C0176,3.7612,0.0,0.6931,1.0986,1.7918,0.0,1.6094,1.3863,0.6931,1.7918,2.0794,0.0,1.3863,2.3979,3.3673,1.6094,0.0,2.4849,0.6931,1.0986,1.6094,0.0,1.0986,3.2581,1.6094,1.0986,0.6931,0.6931,1.7918,0.0
S2_C0177,1.6094,2.3979,1.3863,2.0794,0.6931,5.2832,1.0986,2.3979,2.9444,1.3863,1.6094,0.6931,2.8332,1.3863,1.3863,0.6931,1.9459,2.5649,3.5553,0.6931,4.625,0.0,0.0,2.3026,1.0986,0.0,0.6931,1.0986,1.6094,0.0
S2_C0178,2.0794,1.0986,1.0986,1.3863,1.3863,0.0,1.6094,0.0,0.0,2.7081,1.6094,0.0,1.3863,4.2905,3.5553,1.6094,0.6931,1.0986,0.0,1.6094,0.0,1.0986,4.7449,2.4849,0.6931,1.7918,1.0986,1.3863,1.0986,1.7918
S2_C0179,0.6931,2.3979,1.3863,1.0986,1.7918,2.9957,0.6931,1.0986,1.6094,1.9459,1.3863,0.6931,0.0,2.8332,0.6931,1.3863,4.3041,1.7918,0.6931,1.9459,0.6931,0.0,0.0,1.0986,1.0986,1.6094,1.7918,0.6931,0.6931,0.0
