# synthetic, for demo only -- generated by 578_spatialex_omics_translation.py
cell_id,PanelA_00,PanelA_01,PanelA_02,PanelA_03,PanelA_04,PanelA_05,PanelA_06,PanelA_07,PanelA_08,PanelA_09,PanelA_10,PanelA_11,PanelA_12,PanelA_13,PanelA_14,PanelA_15,PanelA_16,PanelA_17,PanelA_18,PanelA_19,PanelA_20,PanelA_21,PanelA_22,PanelA_23,PanelA_24,PanelA_25,PanelA_26,PanelA_27,PanelA_28,PanelA_29
S1_C0089,0.6931,2.3979,0.0,1.3863,1.0986,0.0,1.0986,0.0,0.6931,2.7726,0.0,1.0986,5.2883,0.0,2.6391,0.0,5.1533,0.6931,3.3322,1.0986,1.3863,3.1355,5.0938,0.0,1.6094,1.9459,0.0,3.2189,1.3863,0.6931
S1_C0090,4.382,1.0986,1.0986,2.5649,1.6094,0.0,1.7918,1.6094,0.0,1.0986,3.7136,4.1431,0.0,2.6391,0.0,2.0794,0.0,1.6094,0.0,1.0986,1.3863,2.8332,0.0,0.6931,0.0,0.6931,3.6889,0.0,2.4849,1.6094
S1_C0091,4.7536,1.0986,0.0,0.0,1.0986,0.0,0.6931,0.0,1.0986,2.3979,0.0,0.6931,4.382,0.0,2.3026,1.3863,3.0445,0.0,0.6931,2.0794,0.6931,3.7136,3.9318,0.0,1.6094,2.1972,0.0,2.6391,2.8332,1.0986
S1_C0092,0.0,0.0,1.9459,1.6094,1.0986,2.3026,1.7918,3.434,0.6931,1.0986,1.7918,3.2189,2.3026,0.0,2.3026,2.3026,0.0,0.6931,2.1972,1.0986,1.6094,1.0986,1.6094,4.6634,1.6094,2.5649,2.9444,1.6094,0.0,1.6094
S1_C0093,0.6931,2.0794,1.7918,1.0986,1.0986,5.3375,1.3863,1.7918,4.7875,1.7918,0.0,0.0,1.9459,0.0,0.0,0.0,5.3132,1.7918,4.3438,0.0,0.0,1.3863,0.0,1.9459,1.0986,0.0,0.0,1.3863,0.0,1.6094
S1_C0094,0.0,2.4849,0.0,1.0986,1.0986,3.3322,2.0794,0.0,2.1972,1.6094,0.0,0.0,4.8442,0.0,0.6931,0.0,5.3519,0.6931,4.804,1.9459,0.0,2.9444,3.0445,0.0,1.0986,2.0794,0.0,2.7726,0.6931,1.0986
S1_C0095,0.6931,0.0,1.7918,1.7918,1.0986,0.6931,1.0986,1.6094,0.0,0.0,0.0,2.3979,1.9459,0.6931,2.7081,1.7918,0.0,0.0,0.6931,0.0,1.7918,0.0,1.3863,1.9459,0.6931,2.1972,3.1781,1.6094,0.0,2.5649
S1_C0096,0.6931,2.5649,1.6094,0.6931,1.3863,5.3566,1.3863,2.3026,4.2767,1.6094,1.6094,0.0,1.7918,0.0,0.0,1.3863,5.2257,1.6094,4.4659,1.0986,1.6094,3.1781,1.0986,0.0,1.0986,0.0,0.0,1.6094,1.0986,0.0
S1_C0097,0.0,1.7918,2.0794,1.3863,2.1972,0.0,0.6931,0.0,0.0,1.7918,1.0986,0.0,0.0,3.7377,1.6094,1.0986,2.7081,1.0986,0.0,1.9459,0.0,0.0,0.6931,3.6889,1.6094,0.0,1.6094,1.3863,1.3863,0.0
S1_C0098,4.3175,1.0986,0.6931,0.0,1.3863,1.3863,0.6931,0.6931,0.0,1.6094,1.0986,1.3863,0.6931,2.0794,1.6094,0.6931,3.434,1.6094,0.6931,2.1972,0.0,0.6931,1.6094,2.7726,1.3863,0.6931,1.6094,1.3863,2.7081,0.0
S1_C0099,0.6931,1.0986,1.3863,1.6094,0.0,1.0986,0.6931,0.6931,0.0,1.3863,1.0986,3.3322,2.8904,0.6931,1.0986,1.0986,0.0,0.6931,1.7918,0.0,4.2627,0.6931,2.3979,1.0986,1.9459,1.3863,1.7918,1.6094,1.7918,1.6094
S1_C0100,3.7377,1.0986,0.0,1.3863,1.0986,0.0,1.7918,1.6094,0.6931,1.3863,0.0,0.6931,0.0,2.4849,0.6931,1.0986,1.0986,1.9459,0.0,0.6931,0.0,0.6931,1.6094,2.0794,0.6931,1.0986,0.0,0.0,2.0794,1.3863
S1_C0101,4.0073,1.0986,0.0,2.3026,1.7918,1.3863,0.0,1.3863,0.6931,2.3026,0.6931,0.6931,0.0,1.9459,0.6931,1.0986,1.6094,1.3863,0.0,0.0,1.0986,0.6931,3.1781,0.6931,1.3863,1.3863,1.0986,1.0986,1.3863,2.3979
S1_C0102,4.4773,1.0986,1.0986,2.3979,1.6094,0.0,0.0,1.9459,1.6094,1.0986,2.7081,4.2627,0.0,1.3863,0.0,1.6094,0.0,1.3863,1.0986,1.9459,1.3863,3.6109,1.6094,0.0,0.0,1.9459,4.7095,0.0,2.7726,2.7081
S1_C0103,0.0,1.0986,1.0986,2.5649,1.3863,0.0,1.7918,1.6094,1.6094,0.6931,2.8904,3.0445,0.0,2.9444,1.0986,2.0794,0.6931,1.0986,0.6931,1.0986,1.0986,2.0794,2.1972,0.0,0.0,0.6931,3.8067,0.6931,1.3863,3.7842
S1_C0104,0.0,1.0986,2.0794,2.1972,0.0,5.1874,0.0,4.2341,2.9444,0.6931,4.0073,5.0304,4.5539,0.0,1.7918,2.5649,0.0,1.3863,4.4773,1.0986,5.323,3.0445,0.0,3.6376,1.6094,1.7918,2.6391,1.0986,1.3863,1.0986
S1_C0105,0.0,1.0986,1.7918,1.9459,0.0,2.8904,1.0986,2.6391,2.6391,0.0,3.2189,4.9558,5.2095,0.0,2.6391,2.3979,0.0,1.0986,3.8918,1.0986,5.4027,3.8067,0.0,1.6094,1.0986,1.9459,2.3979,2.1972,1.6094,1.0986
S1_C0106,0.0,1.6094,1.0986,2.1972,0.6931,2.1972,1.0986,2.5649,1.6094,0.6931,2.1972,4.8903,5.1475,0.0,1.6094,2.3026,0.0,0.6931,3.434,1.6094,5.2204,3.4965,0.0,1.7918,0.0,2.1972,1.9459,0.0,1.0986,1.0986
S1_C0107,4.7362,1.0986,0.0,0.0,0.6931,0.6931,1.0986,1.0986,1.3863,1.9459,1.3863,0.6931,2.3026,1.3863,1.3863,0.6931,2.7726,1.0986,0.6931,2.0794,1.0986,2.4849,1.3863,1.7918,1.3863,2.0794,1.0986,1.7918,3.1355,0.0
S1_C0108,3.0445,0.6931,0.6931,0.6931,1.3863,2.1972,1.0986,1.0986,0.6931,1.0986,0.0,0.6931,0.0,1.7918,0.6931,0.6931,3.4012,1.6094,1.3863,0.6931,0.0,0.0,1.3863,2.8332,1.0986,0.6931,1.0986,1.6094,1.6094,0.6931
S1_C0109,5.1985,0.6931,1.0986,1.9459,1.9459,0.0,0.6931,1.0986,0.0,2.3026,1.3863,1.0986,0.0,3.1781,1.3863,1.0986,0.0,2.3026,0.0,0.6931,0.6931,0.0,1.9459,0.0,1.0986,1.3863,2.6391,0.0,2.8332,0.6931
S1_C0110,0.6931,0.0,0.6931,1.7918,1.0986,1.6094,1.0986,1.7918,2.0794,0.6931,2.3026,3.8712,4.4998,1.3863,2.1972,2.0794,0.0,1.3863,2.4849,0.6931,5.3033,2.6391,0.6931,1.0986,1.7918,1.9459,2.1972,0.6931,1.3863,1.3863
S1_C0111,1.0986,1.0986,1.6094,1.6094,1.3863,0.0,1.6094,1.0986,0.0,1.0986,0.0,1.3863,0.6931,0.6931,1.7918,1.3863,0.0,1.0986,0.6931,0.0,0.6931,0.6931,2.3026,0.0,1.3863,1.6094,3.091,1.0986,1.0986,2.1972
S1_C0112,0.0,0.0,2.1972,1.3863,1.0986,1.7918,1.0986,3.7612,0.6931,0.0,3.4012,3.5835,0.0,1.0986,2.8332,2.8904,0.0,0.0,1.6094,1.3863,2.4849,0.0,0.6931,5.273,1.0986,1.3863,3.2958,1.0986,0.6931,1.6094
S1_C0113,5.2364,0.0,0.0,0.0,0.6931,0.0,1.7918,0.6931,0.0,1.6094,0.6931,0.6931,0.6931,1.0986,1.0986,1.0986,3.5264,1.6094,0.6931,1.6094,0.0,1.3863,2.1972,0.6931,1.0986,1.6094,0.0,2.0794,3.1781,0.0
S1_C0114,1.6094,1.6094,1.9459,0.0,1.9459,1.0986,1.6094,0.0,0.0,1.6094,1.0986,0.0,1.3863,2.4849,2.1972,0.0,3.1355,1.6094,0.6931,1.7918,1.0986,0.0,1.0986,4.0604,1.6094,1.3863,0.6931,1.3863,2.1972,0.0
S1_C0115,2.6391,1.0986,1.0986,3.091,1.7918,0.0,0.6931,1.0986,0.6931,0.6931,3.7136,3.434,0.0,2.3979,0.0,1.7918,0.0,1.9459,0.0,1.3863,1.6094,4.4543,2.1972,0.0,0.6931,1.7918,2.9957,1.3863,2.5649,2.4849
S1_C0116,0.6931,1.6094,0.6931,0.6931,0.0,5.2364,1.0986,0.6931,4.1109,1.9459,0.0,0.0,4.4543,0.0,0.0,1.0986,5.4467,1.6094,4.9972,1.3863,0.0,1.7918,1.3863,0.0,2.4849,1.0986,0.0,2.5649,0.6931,0.6931
S1_C0117,0.6931,1.7918,1.6094,0.0,0.6931,2.1972,1.6094,1.9459,0.0,1.3863,1.9459,0.6931,1.0986,4.0943,3.091,1.0986,2.0794,2.3026,0.0,1.6094,0.6931,0.0,0.0,5.3132,0.6931,1.0986,1.0986,0.0,0.6931,0.0
S1_C0118,2.1972,1.7918,1.3863,2.6391,2.0794,0.0,1.3863,0.0,1.0986,0.0,2.9957,2.8332,0.0,2.3979,0.0,1.9459,1.0986,0.0,0.0,1.0986,0.6931,4.3438,2.9957,0.0,0.0,0.6931,2.6391,1.0986,0.6931,3.0445
S1_C0119,0.0,1.7918,1.9459,1.9459,1.3863,5.3891,1.0986,3.2958,5.2933,1.0986,2.7081,3.434,4.9628,0.0,1.0986,1.9459,2.7726,0.6931,5.2095,0.6931,3.5264,5.2781,0.0,0.6931,1.6094,1.9459,1.3863,1.6094,1.0986,1.6094
S1_C0120,1.9459,1.7918,1.0986,0.0,1.7918,5.3279,1.7918,1.6094,5.1358,2.1972,2.5649,0.0,3.9512,2.7726,2.9444,0.0,5.2095,3.1781,2.3979,1.3863,0.0,0.0,0.6931,2.3026,1.7918,0.0,0.0,1.3863,0.6931,0.0
S1_C0121,4.8283,1.0986,0.0,0.6931,0.6931,0.6931,1.0986,0.0,1.0986,1.6094,1.0986,0.0,4.9053,1.0986,1.7918,0.0,3.2581,1.6094,0.6931,2.0794,1.9459,3.2958,3.7136,0.0,0.6931,1.7918,0.0,1.7918,2.5649,0.6931
S1_C0122,0.0,0.6931,1.7918,1.3863,1.0986,3.6889,1.7918,1.6094,2.3979,0.6931,0.0,0.0,4.2341,0.0,0.0,0.6931,3.9512,0.0,5.0499,1.3863,0.6931,2.1972,1.3863,0.0,1.9459,1.6094,0.0,2.8904,0.0,1.9459
S1_C0123,0.0,0.0,1.3863,1.7918,1.3863,0.0,0.6931,0.6931,0.6931,0.6931,1.0986,2.8904,0.6931,1.7918,1.0986,2.3026,0.0,0.6931,0.6931,0.0,0.6931,0.6931,2.1972,1.3863,1.0986,2.3026,3.9512,0.6931,0.0,3.0445
S1_C0124,0.6931,1.3863,1.6094,2.8332,1.0986,0.0,1.0986,1.0986,1.0986,0.6931,2.8332,3.3673,0.0,2.7726,0.0,1.3863,0.6931,0.6931,0.6931,1.6094,0.0,2.5649,2.0794,0.0,1.3863,0.6931,4.1271,0.6931,1.0986,3.6889
S1_C0125,0.0,0.0,2.4849,2.7081,1.6094,0.0,0.6931,2.1972,0.6931,1.0986,0.6931,2.6391,0.0,1.7918,2.0794,2.6391,0.0,0.0,0.0,1.0986,1.0986,0.0,1.0986,3.7377,0.0,1.9459,4.3307,1.0986,0.0,2.8904
S1_C0126,0.0,2.7726,1.0986,2.1972,1.9459,0.6931,1.3863,0.0,1.9459,1.0986,1.0986,1.0986,0.6931,2.0794,1.0986,0.6931,4.6052,1.0986,0.6931,1.0986,0.6931,2.6391,3.1355,0.0,0.6931,1.6094,0.6931,1.6094,0.0,2.3979
S1_C0127,0.0,2.5649,1.3863,1.0986,0.0,5.1874,1.0986,1.3863,4.2047,1.0986,1.6094,0.6931,1.3863,1.0986,1.0986,1.6094,5.425,1.6094,4.2195,1.0986,0.6931,2.4849,0.6931,0.0,0.0,0.0,0.6931,1.7918,1.0986,0.6931
S1_C0128,4.4886,1.0986,0.0,0.0,1.3863,0.0,1.7918,0.0,0.6931,1.6094,0.6931,1.6094,2.4849,0.0,1.0986,0.0,2.7081,0.6931,0.6931,1.6094,0.6931,3.5264,4.3944,0.0,1.3863,2.1972,0.6931,2.1972,2.0794,1.7918
S1_C0129,2.7726,1.9459,0.0,0.6931,1.3863,0.0,1.6094,0.0,0.6931,1.7918,0.0,0.6931,5.2575,0.0,2.7726,0.0,3.9512,0.6931,2.1972,1.0986,2.8332,3.8918,5.2417,0.0,0.0,2.7726,0.0,3.0445,1.9459,0.6931
S1_C0130,1.0986,1.7918,1.3863,2.1972,1.6094,0.0,1.0986,0.6931,1.6094,1.0986,2.3979,1.6094,0.0,2.3979,0.0,1.3863,1.3863,1.9459,0.6931,0.0,0.0,3.6109,2.9957,0.0,1.0986,1.3863,0.6931,0.0,1.6094,2.6391
S1_C0131,5.193,0.0,0.6931,0.6931,1.0986,0.0,1.0986,0.0,0.6931,1.7918,1.0986,1.3863,0.0,0.6931,0.0,1.3863,3.2581,2.1972,0.6931,1.6094,0.0,1.6094,2.6391,0.6931,1.7918,0.6931,0.6931,1.6094,2.8332,0.0
S1_C0132,0.0,0.6931,2.3979,1.6094,1.0986,5.2257,1.3863,4.1897,2.8904,0.0,3.7377,4.8283,4.5433,0.0,2.3979,2.7726,0.0,0.6931,4.4998,0.0,4.9345,3.2189,0.0,3.2189,0.6931,1.3863,2.3026,1.3863,1.3863,1.7918
S1_C0133,0.0,1.6094,1.9459,0.6931,1.6094,5.2883,1.9459,1.3863,3.912,1.3863,1.6094,0.0,2.7081,2.1972,1.0986,1.3863,5.0689,2.5649,2.8904,1.6094,0.0,0.0,0.0,3.1355,1.7918,0.0,0.0,1.3863,0.6931,0.0
S1_C0134,0.6931,1.6094,1.0986,1.6094,0.6931,0.0,1.0986,0.0,0.6931,1.3863,0.0,1.0986,2.8332,1.0986,2.1972,0.6931,1.0986,0.6931,0.6931,1.0986,1.6094,0.6931,4.2047,0.0,0.6931,2.0794,1.9459,2.3979,0.0,2.3979
S1_C0135,0.0,2.1972,1.0986,0.6931,1.3863,4.9628,1.6094,2.0794,3.5553,1.3863,1.0986,0.0,1.7918,0.6931,1.0986,1.3863,5.3613,1.6094,2.9957,1.9459,0.6931,1.0986,0.0,2.1972,1.9459,0.6931,0.6931,0.0,0.0,1.3863
S1_C0136,4.4773,1.0986,0.6931,2.0794,1.6094,0.0,1.3863,0.6931,0.6931,1.7918,0.0,0.0,0.0,2.7081,1.0986,1.3863,1.0986,1.7918,0.0,0.0,0.0,0.0,2.7081,1.3863,1.9459,1.0986,1.6094,0.6931,1.0986,1.7918
S1_C0137,0.0,1.6094,1.3863,1.6094,1.0986,5.3566,1.6094,2.9444,5.2311,1.9459,1.3863,1.0986,3.1355,0.0,0.0,1.3863,5.3799,0.6931,5.193,0.6931,1.0986,4.8122,0.0,0.0,1.3863,0.0,1.3863,2.1972,1.0986,1.0986
S1_C0138,0.6931,1.9459,0.0,1.0986,1.0986,0.0,0.6931,0.0,0.0,1.9459,0.0,0.0,5.3181,0.0,2.3026,0.0,2.9444,0.0,1.6094,1.3863,2.6391,3.4012,5.2933,0.0,1.9459,3.2958,0.6931,3.1355,1.0986,1.6094
S1_C0139,0.0,1.6094,0.6931,1.3863,0.6931,0.0,1.3863,0.0,0.0,1.0986,0.0,1.6094,4.8283,0.0,2.8332,1.0986,1.7918,0.0,1.9459,1.0986,2.7081,1.6094,5.3519,0.0,1.9459,2.9957,1.7918,2.7081,0.6931,2.3026
S1_C0140,2.3026,1.7918,1.0986,0.0,1.0986,0.6931,1.6094,0.0,0.0,1.3863,0.6931,0.6931,0.6931,1.7918,1.0986,0.6931,2.6391,1.7918,0.0,1.9459,1.0986,0.0,1.0986,2.9444,1.0986,0.6931,1.0986,1.0986,2.1972,0.0
S1_C0141,1.3863,1.6094,1.6094,0.6931,1.6094,4.8978,1.7918,2.0794,3.5835,1.3863,1.7918,0.6931,2.1972,1.6094,0.6931,2.3026,4.6913,1.3863,2.7726,0.6931,0.0,0.0,0.0,2.3979,0.6931,0.0,0.0,1.3863,1.3863,0.6931
S1_C0142,0.0,0.6931,1.7918,1.0986,0.6931,5.2523,1.0986,3.3673,5.3083,1.0986,2.3026,2.8904,4.9767,0.0,0.6931,2.5649,2.0794,1.0986,5.247,0.6931,3.091,5.0689,0.0,0.0,1.9459,1.3863,1.3863,2.1972,0.0,1.3863
S1_C0143,0.0,0.0,2.3026,0.6931,0.6931,5.3845,0.6931,3.4012,3.6889,0.0,1.6094,2.1972,4.5643,0.0,1.3863,2.1972,0.0,0.0,5.323,0.0,2.3979,3.2958,0.0,0.6931,1.3863,1.7918,1.3863,2.3026,0.6931,1.3863
S1_C0144,0.0,2.4849,0.6931,1.3863,1.6094,0.0,1.0986,0.6931,0.6931,1.6094,2.0794,1.3863,1.0986,2.7081,1.3863,0.6931,3.2958,1.6094,1.3863,1.7918,0.0,1.0986,1.9459,0.0,0.0,1.0986,1.3863,0.0,0.6931,1.3863
S1_C0145,4.1744,0.0,0.6931,0.0,1.6094,0.0,1.0986,0.0,0.0,0.6931,0.6931,0.6931,3.1781,0.6931,1.3863,0.6931,2.3026,0.6931,1.0986,1.3863,0.0,3.6109,4.6728,0.0,1.3863,1.7918,0.0,2.4849,2.5649,1.0986
S1_C0146,1.0986,1.3863,1.3863,0.0,1.3863,1.3863,1.6094,1.3863,0.0,2.1972,1.6094,0.6931,0.0,4.8598,1.3863,0.0,1.3863,1.6094,0.0,1.9459,0.6931,0.0,0.6931,5.2627,1.7918,0.0,1.6094,0.6931,1.0986,0.6931
S1_C0147,4.6913,1.0986,1.3863,1.3863,1.9459,0.0,1.6094,0.0,0.0,1.0986,1.0986,1.7918,0.6931,3.3673,1.9459,1.6094,0.0,2.0794,0.0,0.6931,1.0986,0.6931,1.0986,2.8904,1.0986,0.6931,2.9444,1.0986,2.7081,0.6931
S1_C0148,3.4657,1.9459,1.0986,2.5649,1.3863,0.0,1.7918,1.0986,1.0986,2.3026,0.0,0.0,0.0,2.0794,0.0,1.0986,0.6931,1.9459,0.0,0.0,1.0986,0.0,3.434,0.0,1.0986,0.0,0.0,0.6931,1.6094,1.3863
S1_C0149,1.9459,0.6931,1.3863,1.7918,1.9459,0.0,0.0,0.6931,1.3863,1.0986,1.3863,2.0794,0.0,2.0794,0.0,1.0986,0.0,1.0986,0.0,2.0794,0.0,2.3979,1.6094,0.0,1.7918,1.7918,3.8501,0.6931,1.7918,2.5649
S1_C0150,5.3613,0.0,0.6931,1.9459,1.7918,0.0,1.3863,1.7918,0.0,0.6931,3.3673,4.5747,0.0,2.6391,0.0,1.7918,0.0,1.6094,0.6931,1.0986,0.0,2.7726,1.6094,0.6931,1.0986,1.3863,4.3438,1.3863,3.4657,1.6094
S1_C0151,0.0,0.6931,1.7918,0.6931,1.0986,0.0,1.3863,0.6931,1.0986,1.0986,0.0,2.5649,3.4965,0.0,2.1972,1.7918,0.0,0.6931,2.8332,1.7918,2.0794,1.0986,1.7918,0.6931,1.0986,2.4849,1.9459,2.3979,1.0986,2.1972
S1_C0152,3.4965,1.6094,1.3863,0.0,1.6094,1.0986,1.6094,0.6931,0.0,0.0,0.0,0.6931,0.0,1.7918,1.0986,0.0,4.0775,1.7918,0.0,1.6094,0.0,0.0,1.7918,1.9459,1.3863,1.0986,1.0986,1.9459,2.3979,1.3863
S1_C0153,0.0,0.6931,1.9459,1.0986,1.0986,2.7726,1.3863,2.5649,1.0986,0.0,2.7081,3.4965,1.0986,1.9459,2.8904,1.3863,0.0,1.3863,1.0986,1.6094,4.654,0.0,0.0,5.2523,0.0,1.6094,1.6094,0.0,1.0986,1.0986
S1_C0154,2.3026,1.3863,0.6931,2.6391,2.7081,0.0,1.3863,1.0986,1.6094,1.6094,3.4657,1.9459,0.0,2.6391,0.0,0.0,1.0986,1.6094,0.6931,1.6094,1.3863,3.2189,2.3979,0.0,1.3863,1.6094,1.3863,0.6931,1.6094,1.0986
S1_C0155,0.0,0.0,1.9459,2.3026,1.9459,0.0,1.7918,1.9459,0.0,0.6931,2.7726,2.1972,0.0,4.0431,0.0,2.0794,0.0,1.3863,0.0,0.0,1.0986,1.0986,1.0986,3.5835,1.6094,0.6931,4.3438,0.0,0.6931,3.2189
S1_C0156,3.8501,1.9459,0.6931,2.3979,1.3863,1.0986,1.3863,0.6931,0.0,2.1972,0.0,0.0,0.0,1.9459,0.6931,1.0986,1.7918,1.6094,0.0,1.3863,0.0,0.0,3.0445,1.0986,0.6931,0.6931,1.3863,0.6931,1.0986,1.3863
S1_C0157,2.7726,1.3863,1.0986,2.7726,2.1972,0.0,1.0986,0.6931,1.0986,0.6931,3.7612,2.8332,0.0,2.3026,0.0,2.0794,0.6931,1.6094,0.0,1.7918,1.7918,3.8286,1.9459,0.0,0.0,0.0,2.3026,1.0986,1.9459,2.6391
S1_C0158,1.0986,1.3863,1.9459,1.9459,0.0,2.0794,1.3863,1.9459,1.3863,1.0986,2.3026,4.4067,4.5643,0.0,2.1972,1.9459,0.0,0.6931,3.0445,0.6931,5.2781,2.8332,1.0986,0.6931,1.0986,1.7918,1.9459,1.6094,0.6931,2.0794
S1_C0159,5.2311,0.6931,0.6931,0.0,1.9459,0.6931,1.3863,0.0,0.6931,0.0,0.0,0.6931,0.0,1.0986,0.6931,1.0986,3.7842,1.9459,0.6931,2.1972,0.0,2.1972,2.3979,0.6931,1.0986,0.6931,1.3863,1.6094,3.3322,1.0986
S1_C0160,0.6931,0.6931,1.9459,1.6094,1.0986,5.3083,1.0986,3.8712,4.7707,0.6931,2.4849,3.5264,5.3279,0.0,1.6094,2.3026,1.0986,0.0,5.2679,0.6931,3.3322,4.5326,0.0,0.0,1.6094,2.0794,1.7918,2.0794,0.6931,1.6094
S1_C0161,0.6931,1.9459,2.3026,2.0794,1.0986,4.7707,1.3863,3.1781,4.7707,0.6931,4.5109,4.7536,5.3181,0.6931,1.3863,2.5649,1.0986,1.9459,5.2627,0.0,5.204,5.3753,0.0,1.3863,1.3863,1.0986,1.9459,1.3863,1.7918,0.0
S1_C0162,1.3863,1.0986,1.9459,1.3863,1.0986,0.6931,0.6931,2.8332,0.0,1.3863,2.8332,2.0794,0.0,5.0239,2.7081,1.0986,0.0,1.7918,0.0,1.6094,0.0,0.0,1.0986,5.112,1.3863,0.6931,2.6391,0.0,0.0,1.0986
S1_C0163,1.0986,0.6931,2.0794,2.0794,1.3863,0.0,1.0986,2.0794,0.0,1.6094,2.4849,2.1972,0.0,4.9127,1.3863,2.0794,0.0,0.6931,0.0,1.0986,0.6931,0.0,0.0,5.3423,0.0,0.6931,4.4308,0.0,0.0,2.8904
S1_C0164,0.6931,1.0986,2.0794,2.3026,1.3863,3.1355,1.0986,2.9444,0.6931,1.6094,2.8904,3.9703,1.9459,1.7918,1.0986,2.1972,0.0,1.7918,1.9459,1.3863,4.8122,0.0,0.0,5.3132,1.7918,1.0986,1.9459,0.0,1.0986,0.6931
S1_C0165,1.6094,1.9459,1.3863,0.0,2.0794,5.2257,1.7918,2.6391,4.625,1.6094,2.3979,0.0,2.7081,2.3026,2.1972,1.7918,5.4027,2.4849,2.3979,0.6931,0.6931,1.0986,0.0,2.7081,0.6931,0.0,0.0,1.0986,0.6931,0.0
S1_C0166,1.6094,2.3026,1.3863,0.6931,1.0986,5.2983,1.9459,2.4849,5.204,2.5649,1.6094,0.0,4.2905,1.7918,2.3979,0.0,5.2679,2.9444,2.6391,1.0986,0.6931,0.6931,0.0,1.7918,1.7918,1.0986,0.0,1.3863,1.0986,0.0
S1_C0167,0.6931,2.8332,1.3863,0.6931,1.0986,0.0,1.3863,0.0,1.9459,1.3863,0.6931,0.0,0.0,2.0794,1.3863,0.6931,4.585,1.7918,0.0,2.5649,0.0,1.0986,2.7726,0.0,1.3863,0.0,0.0,1.0986,0.0,0.0
S1_C0168,0.0,2.3026,1.3863,0.6931,1.0986,5.3566,1.3863,2.3026,5.1985,1.0986,1.0986,0.0,2.3979,0.0,0.6931,0.6931,5.3423,1.3863,5.204,0.0,0.0,3.7136,0.6931,0.0,1.7918,0.0,1.0986,1.0986,0.0,1.0986
S1_C0169,3.1355,1.0986,1.3863,1.0986,1.6094,0.6931,1.0986,0.0,1.3863,1.7918,0.0,0.0,0.0,1.7918,0.6931,0.6931,3.0445,2.0794,0.6931,1.3863,0.0,0.6931,1.3863,2.8904,1.7918,1.0986,0.6931,1.0986,1.9459,0.0
S1_C0170,5.193,0.6931,0.0,0.0,1.0986,0.6931,1.0986,0.0,0.6931,2.0794,0.0,0.6931,2.3026,1.0986,2.1972,0.6931,3.2958,1.7918,0.6931,2.0794,0.6931,2.3979,2.7081,0.0,1.0986,2.1972,1.0986,1.7918,3.2189,0.0
S1_C0171,0.0,2.5649,1.9459,1.0986,0.0,5.0689,1.3863,1.9459,3.8712,1.9459,1.3863,0.0,1.0986,0.0,0.0,0.6931,5.2095,1.3863,4.0254,1.7918,1.0986,1.7918,0.0,0.0,0.6931,0.6931,1.3863,1.7918,1.3863,2.0794
S1_C0172,0.0,1.3863,1.6094,1.7918,1.3863,5.247,0.6931,3.7136,5.2523,0.0,4.4067,5.193,5.2679,0.0,1.3863,2.5649,1.0986,1.0986,5.3706,0.0,5.3613,5.3706,0.0,1.0986,1.3863,1.9459,1.9459,1.6094,1.3863,1.3863
S1_C0173,3.091,1.6094,1.0986,1.3863,1.3863,0.0,1.3863,0.0,0.6931,1.9459,0.0,0.6931,0.0,0.6931,0.0,0.0,2.7081,1.3863,0.0,1.6094,1.0986,1.7918,3.912,0.0,1.3863,0.6931,1.0986,0.6931,1.7918,1.7918
S1_C0174,1.6094,2.0794,2.1972,0.0,1.7918,2.4849,0.0,1.3863,0.0,0.6931,1.0986,0.6931,1.3863,4.382,3.091,1.0986,1.3863,2.3979,0.0,1.3863,0.6931,0.0,0.0,5.2627,1.6094,1.0986,1.0986,1.0986,0.0,0.0
S1_C0175,0.6931,2.6391,1.0986,0.6931,0.6931,1.0986,0.6931,1.0986,1.0986,2.0794,1.7918,0.0,0.6931,2.5649,0.6931,0.6931,4.7536,1.3863,0.6931,1.6094,0.6931,0.0,1.9459,1.3863,1.0986,0.0,0.0,0.6931,1.0986,1.0986
S1_C0176,2.1972,1.0986,1.0986,1.7918,1.6094,0.0,0.6931,1.0986,0.6931,1.0986,1.0986,1.7918,0.0,1.9459,0.6931,1.9459,0.0,1.3863,0.0,0.6931,1.3863,1.0986,2.3026,0.6931,1.3863,1.6094,3.3673,1.0986,1.7918,2.3026
S1_C0177,0.0,1.6094,1.7918,1.3863,1.7918,0.6931,1.3863,1.0986,0.6931,0.6931,0.6931,1.0986,0.0,0.6931,1.3863,1.0986,1.0986,0.6931,1.0986,0.6931,1.3863,0.6931,2.8332,0.0,1.0986,1.3863,2.0794,1.7918,0.0,1.3863
S1_C0178,2.3979,1.3863,0.6931,0.6931,0.6931,1.6094,0.6931,0.0,0.0,1.7918,0.6931,1.0986,1.3863,2.5649,1.9459,0.0,3.7612,1.7918,1.0986,1.0986,0.6931,0.0,0.0,3.7842,1.3863,1.6094,0.6931,1.3863,1.7918,0.6931
S1_C0179,1.0986,2.5649,1.7918,0.0,1.7918,0.0,1.0986,0.0,1.3863,2.1972,1.9459,1.3863,0.0,2.6391,0.6931,1.0986,3.989,1.0986,0.6931,1.7918,0.0,3.2581,2.7726,0.0,0.6931,1.7918,1.3863,1.6094,1.6094,1.7918
