# synthetic, for demo only -- generated by 578_spatialex_omics_translation.py
cell_id,PanelB_00,PanelB_01,PanelB_02,PanelB_03,PanelB_04,PanelB_05,PanelB_06,PanelB_07,PanelB_08,PanelB_09,PanelB_10,PanelB_11,PanelB_12,PanelB_13,PanelB_14,PanelB_15,PanelB_16,PanelB_17,PanelB_18,PanelB_19,PanelB_20,PanelB_21,PanelB_22,PanelB_23,PanelB_24,PanelB_25,PanelB_26,PanelB_27,PanelB_28,PanelB_29
S2_C0090,3.091,3.7842,5.1874,5.3471,0.6931,1.6094,1.0986,1.0986,0.6931,0.0,0.6931,2.0794,5.3033,2.1972,0.6931,3.6889,1.0986,3.2581,0.0,1.3863,0.0,2.8332,0.6931,1.9459,3.1781,0.6931,1.3863,0.0,2.0794,1.7918
S2_C0091,0.0,2.8904,0.0,1.6094,1.3863,4.2485,1.7918,1.0986,3.2958,3.2189,2.1972,1.3863,0.0,1.3863,5.3083,0.6931,4.0073,3.0445,1.6094,0.0,3.1781,1.3863,1.9459,1.0986,0.6931,0.0,0.6931,2.0794,2.4849,1.9459
S2_C0092,3.091,2.3979,0.0,3.091,1.3863,2.9444,0.0,1.0986,1.7918,3.4965,1.3863,0.6931,0.0,0.0,4.5747,1.0986,5.2983,3.6636,0.6931,3.6109,1.6094,2.0794,1.6094,1.0986,1.7918,0.0,0.6931,0.0,2.5649,0.0
S2_C0093,2.1972,3.7842,4.1744,5.2364,0.6931,2.7726,0.6931,0.6931,1.7918,1.0986,0.6931,1.6094,2.3026,1.0986,0.6931,1.6094,1.9459,2.9957,1.6094,0.0,1.0986,2.0794,1.0986,1.0986,2.6391,0.0,0.6931,1.3863,2.9957,1.0986
S2_C0094,0.0,3.091,0.0,0.0,2.1972,2.0794,0.6931,1.3863,1.7918,1.9459,1.0986,1.0986,1.0986,1.0986,1.9459,1.7918,1.3863,0.0,1.3863,1.0986,2.6391,0.0,2.4849,1.3863,1.0986,0.0,1.0986,2.8332,1.6094,2.3026
S2_C0095,0.0,0.0,1.0986,1.3863,3.1355,2.1972,0.6931,1.0986,1.0986,1.9459,1.3863,0.0,0.0,0.6931,0.0,1.7918,0.0,1.9459,2.4849,0.6931,0.6931,2.3026,2.0794,1.0986,0.0,1.0986,1.0986,0.6931,0.0,0.0
S2_C0096,0.0,2.7726,0.0,0.6931,2.0794,5.1705,3.8712,1.0986,3.6636,2.9957,2.4849,0.0,1.0986,0.6931,5.247,1.0986,2.1972,2.3026,2.0794,0.0,3.9512,1.6094,2.5649,1.0986,0.6931,0.6931,1.6094,2.8332,1.6094,2.3026
S2_C0097,2.7081,1.9459,1.3863,0.0,0.0,2.7726,2.0794,0.0,1.9459,1.9459,2.1972,0.6931,2.1972,1.3863,5.0999,0.6931,4.6347,2.1972,0.6931,2.4849,3.5553,0.0,1.3863,1.3863,2.0794,0.0,0.6931,1.0986,1.0986,2.0794
S2_C0098,1.0986,3.5264,0.6931,2.7726,0.0,3.1355,1.0986,0.6931,2.4849,2.5649,1.0986,1.6094,1.7918,2.1972,4.3307,0.6931,5.0173,4.1271,0.6931,2.1972,2.6391,1.6094,1.0986,0.0,3.0445,1.0986,0.6931,0.0,3.8918,0.6931
S2_C0099,3.8501,3.2189,5.3033,4.92,0.6931,2.7081,0.0,1.7918,1.0986,0.0,0.6931,1.9459,5.3033,1.6094,1.3863,3.4965,0.0,2.0794,0.0,1.9459,1.3863,2.1972,0.0,2.1972,3.1355,0.6931,1.3863,0.6931,1.6094,2.3979
S2_C0100,5.1533,1.0986,0.6931,2.8332,1.6094,3.3322,0.0,1.3863,1.0986,1.7918,2.8904,1.6094,0.6931,1.3863,2.8904,0.6931,5.323,3.0445,1.6094,4.2627,0.0,1.7918,1.3863,1.0986,1.0986,1.0986,1.0986,1.3863,2.3026,0.6931
S2_C0101,1.3863,0.0,2.7081,0.6931,0.0,0.0,4.7707,2.4849,1.3863,0.6931,2.4849,0.0,1.7918,0.0,0.6931,1.0986,1.0986,0.6931,1.0986,1.0986,0.0,3.6636,1.6094,0.6931,1.0986,3.2958,1.3863,0.0,1.0986,0.0
S2_C0102,1.0986,4.2047,3.6636,1.0986,3.7136,3.1355,0.0,0.0,2.1972,0.0,1.9459,1.7918,3.4657,1.0986,0.6931,4.7791,0.0,0.6931,0.0,0.0,2.9957,0.0,1.6094,2.8904,1.0986,0.0,1.9459,1.9459,0.0,5.3519
S2_C0103,0.0,4.9488,0.0,0.0,4.0775,0.0,1.6094,0.6931,1.6094,2.7081,0.0,1.6094,1.0986,2.0794,0.6931,1.0986,0.6931,0.6931,2.7081,1.0986,3.2581,1.3863,1.6094,0.0,1.0986,0.6931,1.3863,2.0794,1.9459,1.6094
S2_C0104,0.6931,2.8904,2.0794,1.7918,4.3175,1.9459,1.0986,1.3863,1.0986,0.6931,0.6931,1.9459,1.9459,0.0,0.0,2.8332,0.0,1.3863,1.7918,2.5649,0.6931,1.0986,1.3863,0.0,0.6931,0.0,1.0986,1.6094,0.6931,1.0986
S2_C0105,0.6931,0.0,0.0,2.5649,0.6931,0.0,2.4849,0.0,0.6931,2.7726,1.9459,0.6931,0.0,1.6094,0.0,0.0,1.9459,0.6931,0.0,0.6931,0.0,1.6094,1.0986,1.0986,0.0,2.3026,0.6931,1.6094,1.3863,0.0
S2_C0106,0.0,0.0,2.8332,1.0986,0.0,0.0,4.1271,2.8332,1.0986,0.0,1.3863,0.0,0.6931,0.0,0.6931,0.0,1.0986,2.7081,0.6931,0.6931,0.0,3.4965,0.6931,1.3863,1.0986,2.7081,1.3863,1.0986,0.6931,0.6931
S2_C0107,0.0,0.0,0.0,1.9459,0.0,0.0,5.2933,2.7081,1.0986,1.7918,2.7726,1.0986,1.0986,0.0,0.6931,0.6931,1.0986,0.0,1.3863,0.0,0.6931,3.6889,1.0986,0.0,0.6931,2.9957,1.0986,1.3863,0.6931,0.0
S2_C0108,4.5747,0.0,5.2781,1.7918,1.0986,1.7918,0.6931,1.6094,0.6931,0.0,1.0986,1.6094,4.1271,1.7918,3.3673,1.7918,0.0,0.0,0.0,0.6931,1.3863,1.0986,2.0794,1.3863,2.1972,1.3863,1.9459,1.0986,0.6931,2.6391
S2_C0109,0.0,0.0,2.8332,1.0986,0.0,0.0,4.7362,2.8904,1.0986,0.6931,0.0,0.6931,0.6931,0.0,0.6931,0.6931,0.6931,2.7081,0.6931,0.6931,0.0,3.4657,0.0,1.0986,1.7918,2.7726,1.9459,0.0,1.0986,0.0
S2_C0110,0.0,4.4886,0.0,0.0,4.9416,2.0794,1.0986,1.0986,2.0794,1.6094,0.0,1.7918,1.7918,1.0986,0.0,1.7918,0.0,0.0,3.1781,1.3863,2.1972,1.9459,2.0794,1.3863,0.0,1.0986,0.0,2.3979,1.0986,1.0986
S2_C0111,0.0,4.3041,0.0,0.0,3.4657,2.1972,0.6931,0.0,2.3026,2.3026,0.6931,1.7918,1.6094,1.7918,1.0986,1.6094,0.0,0.6931,2.3026,0.0,3.4965,0.6931,1.3863,1.6094,0.0,0.0,1.0986,2.9444,1.6094,2.7726
S2_C0112,3.4965,1.3863,0.6931,4.0431,1.7918,1.0986,0.6931,0.6931,1.7918,4.0073,0.6931,0.6931,0.0,2.3026,2.3026,0.0,2.8904,3.434,2.5649,3.9512,0.0,1.9459,0.6931,0.0,1.0986,0.0,0.0,0.6931,2.1972,0.0
S2_C0113,0.0,0.0,0.0,1.7918,0.0,0.0,3.8067,0.6931,0.6931,2.3026,2.5649,0.6931,0.0,0.0,0.0,0.0,1.6094,0.6931,0.0,0.0,0.0,1.6094,0.6931,1.3863,1.0986,3.1355,1.6094,1.0986,1.7918,0.0
S2_C0114,1.0986,5.2679,1.6094,0.0,0.6931,0.0,0.0,0.0,2.0794,1.9459,0.0,1.0986,3.2189,2.4849,1.3863,0.0,1.9459,2.0794,1.0986,3.3322,2.7081,1.3863,1.0986,0.0,2.8332,1.3863,0.6931,1.0986,3.1355,1.6094
S2_C0115,1.3863,0.0,4.4308,0.0,0.0,0.6931,3.989,2.7726,1.0986,0.0,1.6094,1.0986,2.9957,0.0,0.0,1.0986,2.5649,2.8904,1.3863,0.6931,0.0,3.6636,1.3863,1.6094,2.0794,2.8904,1.6094,1.6094,0.0,0.0
S2_C0116,3.091,0.0,3.2581,1.0986,0.0,0.6931,2.6391,1.9459,0.0,0.0,2.3026,0.0,2.3979,0.0,1.6094,0.6931,3.6636,2.7081,1.3863,2.3979,0.6931,2.9957,2.0794,1.3863,1.3863,2.6391,1.7918,0.6931,1.3863,0.6931
S2_C0117,1.6094,2.0794,0.6931,0.0,0.0,2.9444,1.0986,1.0986,2.3026,2.3979,1.3863,1.6094,1.9459,1.3863,5.2983,0.0,5.247,3.1355,0.6931,2.3026,3.6889,1.0986,0.6931,1.0986,1.9459,1.3863,1.6094,1.7918,2.5649,1.0986
S2_C0118,2.0794,0.6931,0.0,3.8067,1.0986,0.0,0.6931,1.3863,1.3863,3.7136,0.0,1.0986,0.0,2.1972,1.6094,0.0,2.8332,3.0445,1.7918,2.8332,0.6931,2.0794,0.0,0.6931,1.3863,1.3863,0.0,0.6931,2.1972,0.0
S2_C0119,2.5649,1.6094,0.0,0.6931,1.3863,1.6094,0.0,0.6931,0.0,0.0,2.1972,1.3863,1.0986,1.0986,0.6931,2.3026,1.0986,0.6931,0.6931,1.9459,1.0986,0.6931,1.3863,1.6094,0.0,1.0986,1.6094,2.0794,1.7918,1.6094
S2_C0120,1.0986,5.2883,1.7918,0.0,4.3175,0.0,0.6931,0.6931,1.6094,1.0986,0.0,1.9459,2.8332,2.4849,0.0,1.0986,0.0,1.0986,2.8904,3.6376,1.7918,1.3863,1.0986,1.6094,2.0794,1.3863,0.6931,0.6931,2.0794,1.3863
S2_C0121,0.0,0.0,0.0,1.9459,0.6931,0.0,1.9459,1.0986,0.0,3.3673,3.0445,0.6931,0.0,1.0986,0.0,0.0,2.0794,0.0,1.6094,0.6931,0.0,1.0986,1.0986,1.3863,0.6931,2.3979,0.0,1.0986,0.6931,0.0
S2_C0122,2.0794,2.5649,1.0986,2.8332,0.6931,3.4965,1.6094,1.0986,1.9459,0.6931,1.3863,1.9459,2.3979,1.0986,4.625,0.6931,4.2627,3.7136,0.0,1.6094,2.4849,2.0794,1.0986,1.3863,2.3979,0.6931,1.3863,1.0986,2.9444,1.9459
S2_C0123,0.0,4.5433,3.4657,0.0,4.4308,2.7726,1.0986,0.6931,0.0,0.6931,0.6931,1.6094,3.4012,1.6094,0.0,4.5539,0.0,0.0,1.0986,0.0,2.7081,0.0,0.6931,2.5649,0.6931,0.6931,2.1972,2.3026,0.6931,5.2933
S2_C0124,2.1972,0.0,4.0775,2.9444,3.5553,0.0,0.0,1.6094,0.0,0.0,0.6931,1.0986,0.6931,1.3863,0.6931,2.6391,0.0,1.6094,0.0,4.0431,0.0,0.6931,1.7918,0.0,0.0,1.7918,2.0794,0.6931,0.6931,1.9459
S2_C0125,1.0986,4.0943,0.0,0.0,3.912,1.0986,0.0,0.6931,1.9459,2.0794,1.0986,1.0986,1.0986,1.9459,1.3863,2.1972,1.0986,0.0,1.6094,1.0986,3.3322,0.0,1.9459,1.3863,0.6931,1.6094,1.7918,2.4849,1.6094,3.2581
S2_C0126,2.7081,0.0,4.1109,1.0986,0.0,1.3863,3.1781,2.3979,1.7918,0.0,2.6391,0.0,3.2189,0.0,1.0986,0.0,3.3673,2.3026,0.6931,1.9459,0.0,3.2581,1.9459,0.0,1.9459,2.3979,1.9459,0.0,1.0986,0.6931
S2_C0127,0.0,3.9318,0.0,0.0,4.3944,1.3863,0.6931,1.3863,2.0794,0.6931,0.6931,1.6094,1.9459,2.0794,0.6931,3.4012,0.6931,0.0,0.6931,0.0,2.8332,0.6931,0.0,1.6094,1.0986,1.0986,1.9459,1.9459,1.0986,4.7707
S2_C0128,3.6376,3.5835,5.2832,5.2204,2.3979,1.7918,0.0,1.3863,0.6931,0.0,0.0,1.3863,5.4205,1.9459,0.6931,4.1897,0.0,2.8332,0.6931,2.0794,0.0,2.7726,1.0986,1.6094,2.9444,0.0,1.9459,0.6931,1.9459,1.7918
S2_C0129,0.0,4.1431,0.0,0.0,3.7377,1.0986,0.0,1.0986,2.3026,1.7918,0.0,1.7918,1.0986,2.0794,0.0,1.9459,0.6931,0.0,2.7726,0.0,3.4012,0.0,1.0986,1.0986,0.0,1.0986,1.3863,1.7918,1.0986,2.9957
S2_C0130,1.9459,1.0986,2.7726,2.8904,2.8332,1.0986,0.6931,1.7918,0.6931,0.0,0.6931,1.6094,0.0,1.0986,0.0,2.3979,0.0,1.0986,1.6094,3.1355,0.0,0.6931,1.0986,1.3863,0.0,1.9459,1.0986,1.9459,0.0,1.7918
S2_C0131,0.0,0.0,1.0986,1.0986,0.0,0.0,5.3423,2.6391,1.6094,1.9459,2.1972,1.0986,0.0,0.0,0.0,0.0,1.3863,1.6094,0.0,0.0,0.0,3.3673,0.6931,1.0986,1.7918,3.091,1.3863,0.6931,0.0,0.0
S2_C0132,0.0,0.0,0.0,1.6094,0.0,0.6931,3.7842,1.3863,0.6931,4.2195,3.3322,0.6931,0.0,1.3863,0.0,0.0,2.3979,0.6931,1.9459,0.0,0.0,2.4849,1.0986,1.0986,1.7918,2.6391,1.0986,1.0986,0.0,0.0
S2_C0133,0.0,0.0,0.0,2.8332,1.6094,0.6931,1.6094,0.6931,1.0986,4.0073,2.9444,0.0,0.0,0.6931,0.6931,0.0,2.1972,1.0986,2.0794,0.0,0.6931,0.6931,1.0986,2.0794,0.6931,2.3026,0.6931,1.3863,1.0986,0.0
S2_C0134,1.0986,2.9444,2.3026,0.0,2.7726,1.0986,1.0986,1.0986,1.7918,0.0,1.7918,2.0794,2.7081,1.9459,2.9444,2.3979,0.0,0.0,0.6931,0.6931,3.5264,0.0,1.0986,1.3863,1.0986,0.6931,2.0794,1.7918,0.0,4.0775
S2_C0135,5.2679,0.0,1.3863,2.5649,0.6931,2.8332,0.6931,1.3863,1.0986,1.6094,3.8067,1.0986,1.0986,0.6931,2.0794,0.0,5.2311,1.0986,1.3863,2.6391,1.6094,1.0986,2.0794,1.6094,1.6094,1.3863,0.0,1.3863,1.7918,0.6931
S2_C0136,4.0604,0.6931,5.323,0.6931,1.3863,1.0986,1.7918,1.6094,0.6931,0.6931,1.0986,1.7918,3.2958,1.7918,3.5553,2.4849,0.6931,0.6931,0.0,1.3863,1.0986,0.6931,1.0986,1.3863,2.3979,1.6094,1.9459,0.6931,1.3863,2.8332
S2_C0137,1.7918,2.3026,0.0,0.0,0.0,3.2958,2.5649,1.3863,2.3026,2.3979,1.9459,1.3863,2.4849,1.3863,5.3375,0.0,5.3566,3.3322,1.6094,2.1972,3.2958,0.6931,1.0986,1.0986,2.1972,1.7918,0.6931,1.3863,2.8332,1.3863
S2_C0138,1.9459,2.9957,4.1431,0.6931,2.9444,0.0,0.6931,1.6094,0.0,0.0,0.0,1.7918,2.1972,1.6094,0.6931,1.6094,0.0,1.6094,1.6094,4.1109,0.0,0.6931,0.6931,1.3863,2.1972,1.6094,2.0794,1.3863,1.6094,2.1972
S2_C0139,2.3979,3.4012,5.0938,5.3936,0.0,2.4849,1.0986,1.6094,1.6094,0.6931,0.6931,1.0986,2.5649,2.0794,0.6931,2.3979,0.6931,2.9957,0.0,0.6931,0.0,2.3979,0.0,1.0986,2.3026,1.0986,0.0,1.0986,2.8332,1.7918
S2_C0140,0.0,0.0,0.6931,2.3026,0.6931,0.0,2.5649,1.6094,0.6931,3.8501,3.2958,0.0,0.0,1.3863,0.0,0.0,1.3863,0.0,1.3863,0.0,1.0986,1.3863,1.0986,1.0986,0.6931,2.3979,0.6931,0.6931,0.6931,0.0
S2_C0141,1.9459,3.4657,2.1972,4.0775,0.0,2.7081,0.0,0.6931,1.7918,1.6094,1.6094,1.7918,2.3026,1.3863,2.3979,0.6931,3.7842,3.6109,1.3863,1.7918,1.3863,1.9459,1.6094,1.6094,2.7726,0.6931,0.6931,1.3863,3.5264,1.6094
S2_C0142,0.0,0.6931,0.0,0.6931,1.0986,0.0,2.5649,1.7918,1.6094,1.9459,2.9957,0.0,0.6931,1.0986,0.0,0.6931,0.0,0.0,1.0986,0.0,0.0,1.9459,1.0986,1.3863,1.0986,1.7918,1.0986,0.6931,0.0,1.0986
S2_C0143,1.0986,4.9904,0.0,0.6931,2.7081,0.0,0.0,0.0,0.6931,2.9444,0.0,1.0986,1.6094,2.0794,0.6931,0.6931,1.0986,0.0,2.5649,2.4849,3.2958,1.6094,0.6931,0.6931,2.1972,1.0986,0.6931,1.0986,2.9444,1.7918
S2_C0144,4.2195,1.7918,5.1533,0.6931,1.0986,0.6931,0.6931,1.0986,0.6931,0.0,0.6931,2.0794,3.2189,2.0794,3.5553,1.9459,0.0,0.6931,0.0,1.3863,1.3863,1.0986,0.6931,1.7918,0.6931,1.3863,2.4849,0.6931,1.0986,2.7081
S2_C0145,4.3438,3.6889,5.3753,4.8363,1.9459,1.6094,1.0986,1.9459,0.6931,0.0,0.0,2.1972,5.2781,2.4849,1.0986,4.0604,0.0,2.5649,0.0,2.6391,0.6931,1.7918,0.6931,2.3026,3.091,0.0,1.6094,0.0,1.7918,2.7081
S2_C0146,0.6931,2.5649,2.5649,0.6931,3.8712,1.0986,0.0,1.6094,1.0986,0.0,1.9459,1.3863,2.4849,1.0986,0.0,3.4657,0.0,0.6931,1.9459,0.0,1.9459,0.6931,1.6094,1.9459,0.0,0.0,2.1972,1.6094,0.0,3.4012
S2_C0147,4.2485,0.0,5.3799,0.6931,1.0986,0.6931,0.6931,0.6931,0.6931,0.0,0.6931,1.7918,4.2627,2.0794,3.4657,2.5649,0.0,0.6931,0.0,1.7918,1.0986,0.0,1.6094,2.0794,1.3863,1.0986,2.6391,1.0986,1.3863,2.6391
S2_C0148,0.6931,0.0,2.9444,0.6931,0.0,0.0,4.0775,2.8332,1.0986,0.0,1.9459,1.3863,1.6094,0.0,0.6931,0.6931,1.0986,2.1972,1.6094,0.6931,0.0,3.4657,0.6931,0.6931,1.9459,3.0445,1.0986,0.0,0.0,0.0
S2_C0149,0.0,0.0,0.6931,1.0986,0.0,0.0,5.2417,1.7918,1.0986,2.5649,2.7081,1.0986,0.0,0.6931,0.0,0.0,1.0986,0.6931,0.6931,0.0,0.0,2.5649,0.6931,1.3863,1.0986,3.3673,1.3863,0.0,1.0986,0.0
S2_C0150,0.0,0.0,3.6109,1.0986,0.0,0.6931,5.3327,2.8332,0.6931,0.0,2.3026,1.6094,1.7918,0.0,0.0,0.6931,0.0,1.3863,1.0986,1.0986,0.0,4.0073,1.3863,0.6931,2.3026,2.4849,2.1972,0.0,0.0,0.0
S2_C0151,0.6931,0.0,2.3026,0.6931,0.0,0.6931,4.7622,2.6391,0.6931,0.0,2.8904,0.6931,1.3863,0.6931,0.0,0.6931,1.6094,1.3863,1.9459,0.6931,0.0,3.4657,1.0986,0.6931,0.6931,2.7081,1.7918,0.0,0.6931,0.0
S2_C0152,0.0,0.0,0.0,1.6094,0.0,0.0,2.5649,1.0986,1.6094,3.4012,2.7081,0.0,0.0,1.3863,0.6931,0.0,2.1972,0.0,1.0986,0.0,0.0,1.9459,1.3863,0.6931,0.6931,1.3863,0.6931,0.6931,1.3863,0.0
S2_C0153,5.273,0.6931,1.3863,2.7726,1.0986,2.3026,1.0986,2.1972,0.6931,0.6931,3.1355,0.0,1.3863,1.3863,1.0986,0.6931,5.1648,1.6094,1.6094,2.4849,1.3863,1.7918,1.7918,1.0986,1.9459,0.6931,1.3863,0.6931,1.6094,0.6931
S2_C0154,2.0794,3.912,4.8978,1.0986,3.989,0.6931,0.0,1.0986,0.0,1.0986,0.0,1.3863,3.3673,2.3026,0.0,1.6094,0.0,1.6094,0.6931,4.7449,0.0,1.3863,0.0,0.6931,1.6094,1.6094,1.9459,0.6931,1.6094,2.3026
S2_C0155,1.0986,2.0794,0.0,2.0794,1.0986,3.5835,1.3863,0.0,1.7918,2.7726,1.3863,0.6931,0.6931,1.0986,5.3132,0.0,4.92,3.912,2.1972,2.5649,2.3979,1.3863,1.3863,1.7918,1.3863,0.6931,0.0,1.9459,2.3026,0.6931
S2_C0156,0.0,0.0,0.0,2.3026,0.6931,0.0,2.1972,1.3863,1.0986,4.3438,3.6889,0.6931,0.0,1.6094,0.6931,0.0,1.6094,0.6931,0.6931,0.0,0.6931,0.6931,0.0,1.3863,0.0,2.0794,1.0986,1.0986,1.0986,0.6931
S2_C0157,0.6931,2.1972,0.0,2.1972,1.0986,4.0943,2.0794,1.0986,2.7726,3.3673,1.6094,1.3863,0.6931,0.6931,5.2679,1.3863,4.8752,3.6636,1.0986,2.5649,3.091,1.6094,1.9459,0.0,1.0986,0.0,1.3863,2.0794,2.4849,0.6931
S2_C0158,4.2767,1.7918,5.1417,2.3026,1.3863,1.0986,1.0986,1.3863,0.0,0.0,0.6931,1.0986,4.4067,2.0794,3.2958,2.7081,0.6931,1.9459,0.0,2.1972,0.6931,0.6931,0.0,1.6094,2.4849,1.3863,2.3979,0.6931,1.0986,2.3026
S2_C0159,2.8332,1.0986,3.8286,0.0,1.0986,3.1781,1.3863,0.6931,1.0986,0.0,1.6094,0.0,2.5649,0.6931,3.8067,2.7081,0.0,0.0,0.6931,0.6931,2.3026,0.0,1.6094,1.7918,0.6931,0.6931,2.4849,2.0794,0.0,4.0073
S2_C0160,3.989,1.0986,0.0,3.9703,2.8332,1.3863,0.0,1.7918,1.0986,4.1589,1.0986,1.6094,0.0,2.0794,2.0794,1.0986,2.1972,2.6391,2.3979,4.7185,1.0986,2.4849,1.0986,0.6931,1.3863,2.0794,0.6931,0.6931,2.0794,0.0
S2_C0161,0.0,1.9459,0.6931,0.0,2.8904,1.7918,0.6931,0.6931,1.0986,1.3863,1.3863,1.3863,1.3863,1.9459,1.0986,1.7918,0.0,0.0,1.9459,0.0,1.7918,0.6931,2.1972,1.7918,1.0986,1.3863,1.3863,2.3026,0.6931,2.3979
S2_C0162,0.0,5.3706,0.0,0.0,5.2883,1.7918,0.0,0.6931,2.1972,1.3863,0.6931,1.0986,1.7918,1.7918,0.0,1.6094,0.0,0.0,3.7612,1.7918,2.6391,1.0986,2.0794,0.0,1.3863,1.0986,1.3863,2.0794,0.6931,1.6094
S2_C0163,2.6391,1.0986,2.0794,0.0,1.0986,0.0,1.0986,2.1972,0.6931,0.0,2.1972,0.6931,1.7918,0.0,0.0,2.0794,0.6931,0.6931,0.6931,0.6931,1.7918,1.6094,1.7918,1.3863,1.0986,1.3863,1.3863,1.6094,0.6931,1.0986
S2_C0164,0.0,0.0,0.0,1.0986,0.0,0.0,5.3845,1.9459,0.0,2.8904,2.9957,1.0986,0.0,0.0,0.0,0.0,0.6931,0.6931,1.0986,0.0,0.0,3.1781,1.3863,1.7918,0.6931,2.7726,1.0986,0.0,1.0986,0.0
S2_C0165,1.6094,1.6094,3.1355,2.5649,3.091,1.0986,0.0,1.3863,0.6931,0.0,0.0,1.3863,0.0,0.0,0.0,2.3979,0.0,1.6094,0.6931,3.2189,0.6931,1.6094,1.3863,0.0,0.6931,2.1972,1.3863,0.0,0.6931,1.0986
S2_C0166,0.0,5.3327,1.0986,0.0,4.7536,0.0,0.0,1.3863,1.0986,2.5649,0.0,1.6094,2.0794,2.1972,0.0,0.6931,0.6931,0.0,3.4012,2.3979,2.0794,1.9459,0.6931,0.0,1.0986,1.0986,1.0986,0.6931,2.3979,1.0986
S2_C0167,1.6094,5.3279,2.7081,1.3863,1.0986,0.6931,0.0,1.3863,2.0794,2.3026,0.0,1.9459,3.3673,2.9444,1.3863,0.0,0.6931,2.3026,1.6094,3.7612,2.3026,1.6094,0.0,0.6931,3.2958,1.6094,1.3863,1.0986,2.9957,2.3979
S2_C0168,1.9459,1.9459,1.9459,3.1355,0.0,3.1781,1.0986,1.3863,1.9459,1.6094,1.9459,1.7918,2.4849,1.0986,4.4998,1.6094,4.4659,3.7377,0.6931,1.7918,2.0794,0.6931,0.0,1.0986,2.3026,1.0986,0.0,1.0986,3.1355,1.0986
S2_C0169,0.0,0.0,3.3673,1.0986,0.0,0.0,5.1299,2.6391,0.0,0.6931,2.4849,0.6931,1.7918,0.0,0.0,0.0,1.0986,2.3979,1.0986,1.0986,0.0,4.0604,0.0,1.0986,1.6094,2.7726,2.0794,0.0,0.6931,0.0
S2_C0170,5.3566,0.0,2.8332,1.6094,0.0,2.7081,1.0986,1.7918,1.0986,0.0,3.2958,0.0,2.3979,0.6931,1.9459,0.6931,5.4424,2.3979,1.3863,3.1355,1.0986,2.1972,1.7918,1.3863,1.0986,1.7918,1.3863,1.3863,1.7918,0.0
S2_C0171,0.0,4.7185,0.0,0.0,3.7612,0.0,0.0,0.6931,1.3863,2.8332,0.0,1.3863,1.0986,2.1972,0.0,1.0986,0.6931,0.0,2.3026,1.0986,3.4965,1.0986,1.0986,0.6931,0.6931,1.6094,1.7918,2.3026,0.6931,2.9957
S2_C0172,0.0,0.0,0.0,1.9459,0.0,0.0,2.8904,0.6931,0.6931,4.2767,3.8067,0.6931,0.0,0.6931,0.6931,0.0,1.6094,0.0,1.9459,0.0,0.6931,2.0794,0.6931,2.1972,1.3863,2.1972,0.6931,0.6931,0.0,0.0
S2_C0173,3.3322,0.6931,0.6931,3.7842,2.4849,1.0986,0.6931,1.0986,0.6931,3.6109,0.6931,0.6931,0.0,1.0986,1.3863,0.0,1.6094,2.1972,1.6094,3.9318,0.0,1.9459,1.0986,1.0986,1.3863,1.6094,0.6931,1.0986,1.7918,0.6931
S2_C0174,0.0,5.2679,0.0,0.0,4.7622,0.6931,0.0,0.0,1.3863,2.7081,0.0,1.6094,2.0794,2.3979,1.0986,1.0986,0.6931,0.0,3.5264,1.3863,2.4849,1.3863,1.0986,0.6931,1.0986,1.3863,1.3863,2.0794,2.1972,1.9459
S2_C0175,0.0,3.5835,0.0,0.0,3.2189,4.2627,3.1355,0.6931,3.8501,2.0794,1.7918,1.7918,1.3863,0.6931,3.1781,1.9459,1.3863,1.6094,2.3026,0.0,3.8501,1.3863,2.7081,0.6931,0.0,0.6931,0.6931,2.5649,1.0986,1.9459
S2_C0176,2.1972,3.989,2.9957,0.0,2.3979,0.0,1.0986,0.0,1.3863,1.6094,0.0,0.0,1.7918,1.9459,1.9459,1.3863,0.0,1.7918,1.3863,3.5553,0.6931,1.3863,0.6931,0.6931,2.3026,2.3026,0.0,1.0986,0.6931,1.0986
S2_C0177,2.9444,0.6931,1.3863,0.0,0.0,2.6391,2.3026,1.0986,1.7918,1.6094,1.0986,1.7918,2.1972,1.3863,5.273,1.3863,4.0254,1.9459,0.6931,1.7918,3.2581,1.0986,1.0986,0.6931,1.6094,1.6094,1.0986,1.0986,1.7918,2.0794
S2_C0178,2.3026,1.3863,4.0254,2.1972,3.5264,0.6931,0.0,1.6094,0.0,0.6931,0.0,1.0986,1.0986,0.0,0.0,2.9444,0.0,1.6094,1.0986,3.7612,0.0,1.3863,1.7918,0.0,1.3863,1.7918,1.6094,1.3863,0.6931,1.6094
S2_C0179,1.3863,3.4965,0.6931,0.0,3.1355,1.0986,1.0986,0.0,2.0794,1.3863,1.3863,1.3863,1.6094,1.3863,1.7918,1.6094,0.0,1.0986,1.6094,0.6931,3.091,0.6931,2.3026,0.6931,0.6931,0.6931,1.0986,2.1972,1.6094,2.8904
S2_C0180,4.1431,2.6391,5.1591,4.1271,0.6931,1.7918,0.0,1.0986,0.6931,0.0,0.0,1.7918,5.2627,2.1972,1.7918,3.2581,0.0,2.3979,0.6931,2.3026,0.6931,1.3863,1.0986,2.0794,3.1355,0.0,2.3979,0.6931,1.9459,2.7726
