gene,Q0001,Q0002,Q0003,Q0004,Q0005,Q0006,Q0007,Q0008,Q0009,Q0010,Q0011,Q0012,Q0013,Q0014,Q0015,Q0016,Q0017,Q0018,Q0019,Q0020,Q0021,Q0022,Q0023,Q0024,Q0025,Q0026,Q0027,Q0028,Q0029,Q0030,Q0031,Q0032,Q0033,Q0034,Q0035,Q0036,Q0037,Q0038,Q0039,Q0040,Q0041,Q0042,Q0043,Q0044,Q0045,Q0046,Q0047,Q0048,Q0049,Q0050,Q0051,Q0052,Q0053,Q0054,Q0055,Q0056,Q0057,Q0058,Q0059,Q0060,Q0061,Q0062,Q0063,Q0064,Q0065,Q0066,Q0067,Q0068,Q0069,Q0070,Q0071,Q0072,Q0073,Q0074,Q0075,Q0076,Q0077,Q0078,Q0079,Q0080,Q0081,Q0082,Q0083,Q0084,Q0085,Q0086,Q0087,Q0088,Q0089,Q0090,Q0091,Q0092,Q0093,Q0094,Q0095,Q0096,Q0097,Q0098,Q0099,Q0100,Q0101,Q0102,Q0103,Q0104,Q0105,Q0106,Q0107,Q0108,Q0109,Q0110,Q0111,Q0112,Q0113,Q0114,Q0115,Q0116,Q0117,Q0118,Q0119,Q0120,Q0121,Q0122,Q0123,Q0124,Q0125,Q0126,Q0127,Q0128,Q0129,Q0130,Q0131,Q0132,Q0133,Q0134,Q0135,Q0136,Q0137,Q0138,Q0139,Q0140,Q0141,Q0142,Q0143,Q0144,Q0145,Q0146,Q0147,Q0148,Q0149,Q0150,Q0151,Q0152,Q0153,Q0154,Q0155,Q0156,Q0157,Q0158,Q0159,Q0160,Q0161,Q0162,Q0163,Q0164,Q0165,Q0166,Q0167,Q0168,Q0169,Q0170,Q0171,Q0172,Q0173,Q0174,Q0175,Q0176,Q0177,Q0178,Q0179,Q0180,Q0181,Q0182,Q0183,Q0184,Q0185,Q0186,Q0187,Q0188,Q0189,Q0190,Q0191,Q0192,Q0193,Q0194,Q0195,Q0196,Q0197,Q0198,Q0199,Q0200,Q0201,Q0202,Q0203,Q0204,Q0205,Q0206,Q0207,Q0208,Q0209,Q0210,Q0211,Q0212,Q0213,Q0214,Q0215,Q0216,Q0217,Q0218,Q0219,Q0220,Q0221,Q0222,Q0223,Q0224,Q0225,Q0226,Q0227,Q0228,Q0229,Q0230,Q0231,Q0232,Q0233,Q0234,Q0235,Q0236,Q0237,Q0238,Q0239,Q0240,Q0241,Q0242,Q0243,Q0244,Q0245,Q0246,Q0247,Q0248,Q0249,Q0250,Q0251,Q0252,Q0253,Q0254,Q0255,Q0256,Q0257,Q0258,Q0259,Q0260,Q0261,Q0262,Q0263,Q0264,Q0265,Q0266,Q0267,Q0268,Q0269,Q0270,Q0271,Q0272,Q0273,Q0274,Q0275,Q0276,Q0277,Q0278,Q0279,Q0280,Q0281,Q0282,Q0283,Q0284,Q0285,Q0286,Q0287,Q0288,Q0289,Q0290,Q0291,Q0292,Q0293,Q0294,Q0295,Q0296,Q0297,Q0298,Q0299,Q0300
G031,3,1,1,3,0,1,1,2,3,0,2,1,3,1,2,0,1,3,1,1,0,4,2,1,2,1,0,2,2,2,1,0,0,0,0,1,3,2,1,1,2,2,0,3,1,2,2,2,1,0,1,3,3,1,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,2,1,0,1,2,2,0,0,0,0,1,0,1,0,1,0,0,2,0,0,1,1,4,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,0,1,2
G032,1,1,1,1,2,0,0,1,0,0,0,1,1,1,1,3,1,2,3,2,1,2,0,0,0,2,1,0,0,1,0,1,0,0,1,1,1,1,1,2,0,0,0,4,0,1,0,0,2,1,1,3,1,1,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,2,1,0,0,0,1,0,0,0,0,1,2,1,0,1,0,1,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,2,0,0,0,0,2,1,3,0,1,2,0,0,1,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0
G033,1,1,1,0,1,1,2,2,1,1,2,0,3,1,3,2,1,2,2,1,1,2,3,1,2,0,4,2,0,0,2,2,0,0,1,3,1,1,1,1,3,2,3,1,3,1,1,3,1,1,0,1,1,1,2,0,1,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,1,0,3,0,1,1,0,0,0,0,0,0,1,1,1,1,2,1,0,2,2,2,0,1,1,0,0,0,1,0,2,0,0,0,0,2,0,0,1,3,0,2,1,0,1,2,1,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3,0,1,0,1,2,1,0,1,2,0,0,1,1,0,3,0,2,1,0,3,0,0,0,0,1,0,0,0,2,2,1,0,2,1,0,1,0,2,1,0,1,1,1,2
G034,1,2,2,3,2,0,1,3,2,2,1,2,0,3,1,2,3,2,0,2,1,3,0,1,4,0,2,1,1,2,4,2,2,3,2,6,1,3,1,1,1,1,0,0,2,2,0,3,2,4,2,6,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,0,1,0,0,1,2,0,1,1,1,2,0,0,0,1,0,1,0,1,0,3,0,0,1,1,1,0,2,1,0,1,1,2,1,1,0,0,0,1,2,1,0,0,1,0,0,1,0,1,0,0,1,1,2,0,1,1,1,1,1,1,0,2,1,1,0,0,1,1,0,0,1,1,0,2,0,1,2,1,0,1,0,2,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,2,1,1,0,1,1,2,0,1,0,3,1
G035,1,2,0,4,1,1,0,0,0,0,0,1,1,1,2,0,0,0,1,1,2,0,0,0,0,1,1,2,1,2,5,2,1,1,1,0,1,0,0,0,1,1,3,0,3,1,1,1,1,1,2,1,1,3,2,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,2,0,1,0,0,1,2,1,1,0,2,1,0,0,3,1,1,0,1,0,0,0,1,2,0,1,2,0,1,0,0,1,1,1,2,1,0,1,0,0,0,1,0,1,1,1,0,0,1,2,2,2,0,3,0,1,0,0,0,0,2,0,1,1,0,1,0,1,1,1,0,0,1,1,2,0,4,1,0,1,1,0,1,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,2,1,0,1
G036,1,0,0,2,3,1,2,1,1,1,3,1,1,2,1,0,1,2,2,4,1,2,1,0,1,0,1,0,3,3,2,1,1,1,1,0,2,0,4,0,1,1,2,4,0,2,4,2,1,2,1,0,2,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,0,2,0,0,0,1,1,0,0,0,0,2,0,2,0,2,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,2,2,1,0,0,0,1,2,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,2,0,0,0,3,1,1,1,0,1,3,3,0,1,1,1,0,1,1,0,2,2,1,0,1,0,2,0,1,0,0,0,0,0,1
G037,1,1,0,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,3,1,1,1,2,0,0,1,0,2,1,1,1,0,1,2,0,0,4,0,0,1,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,1,2,0,0,2,0,0,0,0,1,1,1,0,1,0,1,0,2,1,0,1,0,1,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,3,0,1,2,2,1,0,1,0,1,0,1,1,0,2,1,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
G038,0,2,0,3,0,1,1,0,0,0,0,2,1,0,1,2,0,0,2,1,0,0,0,0,0,0,4,1,0,1,0,3,1,2,0,2,2,0,1,0,1,0,0,1,2,0,0,1,1,1,1,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,2,0,0,1,0,0,2,1,1,1,1,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,1,1,1,2,2,0,1,3,0,0,1,1,4,0,1,2,0,0,1,0,0,2,2,1,1,0,0,1,1,0,1,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0
G039,0,2,0,2,1,1,1,0,1,1,0,1,0,0,0,1,2,2,1,1,0,3,1,0,2,1,3,0,3,1,1,0,0,0,1,0,1,0,2,1,1,0,0,0,1,2,0,3,0,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0,1,1,1,0,3,0,0,0,1,1,1,2,0,1,1,2,1,0,0,0,0,0,1,1,0,1,1,2,1,0,2,1,1,1,2,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
G040,0,1,2,1,1,2,1,1,1,2,1,2,0,0,0,4,3,2,3,1,1,1,0,1,0,1,1,1,1,1,2,0,2,2,2,0,1,0,3,2,1,3,3,0,2,2,2,1,1,1,0,2,2,1,0,0,2,3,3,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,0,0,0,1,2,0,1,2,1,2,1,1,0,0,0,0,3,2,3,1,0,1,1,0,1,2,3,0,3,0,1,2,0,1,1,2,0,1,0,1,1,0,1,2,1,0,1,0,0,0,2,0,1,0,1,2,1,0,0,1,3,0,0,1,1,2,1,0,0,1,1,1,1,2,4,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,2,2,0,2,1,1,0,2,2,0,0,0,1,0,1,2,1,0,1
G041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,1,1,1,0,1,1,4,2,2,2,2,0,1,1,0,1,0,0,0,1,2,2,1,0,2,0,0,2,2,1,2,0,0,2,2,3,1,1,1,3,2,0,2,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,2,1,0,1,1,1,1,1,0,0,1,3,1,1,0,1,1,2,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,1,0,1,0
G042,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,1,0,0,3,1,0,2,1,1,0,0,1,1,1,2,1,1,2,2,2,1,2,1,0,1,1,1,1,1,2,1,1,1,0,3,2,0,1,7,0,2,1,1,2,3,2,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,3,1,0,2,4,0,0,1,1,1,0,1,2,0,1,1,2,0,1,0,0,1,0,0,0,0,1,1,2,1,0,0,0,4,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,2,0,3,1,1,0,0,2,0,0,1,1,0,0,0,1,1,0,2,0,2,1,1,0,0,2,2,2,0,0,1,1,0,0,0,0,0,2,0,0,0,3,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0
G043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,2,0,1,2,1,0,1,1,0,1,2,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,3,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,1,2,1,1,1,0,1,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,2,1,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,2,0,1,2,0,2,0,0,0,0,0,0,0
G044,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,2,1,1,2,1,1,2,0,0,3,0,1,1,1,2,0,4,1,1,0,0,2,0,1,0,1,2,0,0,1,2,2,3,4,1,2,1,0,0,1,2,1,0,0,0,2,1,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,2,1,0,1,0,2,0,0,3,0,0,2,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,2,0,2,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,1,0,1,0,0,1,1,0,0
G045,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,1,2,0,1,1,1,1,0,0,0,0,1,2,1,2,2,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,3,4,1,1,1,0,1,1,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2,1,1,1,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,0,1,1,0,2,0,1,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
G046,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,4,0,1,1,2,0,0,0,1,0,2,1,1,0,0,0,1,0,1,0,2,4,2,0,1,2,0,0,0,1,0,1,2,1,1,0,0,0,1,2,2,3,2,0,0,1,1,1,0,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,3,2,2,0,1,2,1,0,0,2,1,1,0,1,0,2,0,4,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,2,0,0,2,0,0,1,2,1,0,0,1,1,1,3,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,2,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2,1,0,1,1,1
G047,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,4,2,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,2,1,4,1,2,2,1,3,2,0,2,2,2,3,1,0,2,1,1,0,3,0,2,2,0,2,4,0,3,0,1,0,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5,0,0,0,1,2,1,2,0,1,2,0,3,1,1,1,0,0,2,0,2,0,0,0,1,0,1,0,2,0,0,1,0,0,3,2,0,1,0,0,0,1,0,2,0,0,1,1,0,1,0,0,1,0,3,1,1,0,0,1,1,0,0,1,0,1,0,2,0,1,1,1,1,0,3,2,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,2,1,2,0,2,0,3,0,1
G048,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,1,2,0,0,0,1,1,2,1,0,2,1,0,2,1,2,0,0,0,0,1,0,1,1,0,1,0,1,1,0,2,2,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,3,1,0,0,1,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,1,0,2,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
G049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,1,1,1,0,1,0,0,0,1,1,4,0,0,0,2,1,1,0,1,4,1,3,0,1,1,2,2,3,2,1,0,0,0,2,0,1,1,1,1,2,0,3,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,1,1,0,3,0,0,0,2,1,1,0,0,2,1,0,1
G050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,0,1,0,2,1,3,2,0,1,1,2,1,3,2,0,1,2,2,1,6,1,1,1,0,0,2,1,1,0,3,0,1,1,1,0,2,0,2,4,2,3,1,2,2,1,1,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,2,0,1,4,1,1,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0,1,2,1,0,1,1,1,1,0,0,1,2,1,1,0,2,3,0,1,1,2,0,0,2,0,2,0,0,1,1,1,0,1,0,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,3,1,1,0,1,0,0,0,1
