"ID","logFC"
"Il18",0.887710586
"Gm8985",2.157482763
"Lmbrd1",0.602126117
"Cetn3",0.34829744
"Dph6",0.768310713
"Gpr146",0.723515835
"Rictor",0.485597608
"Tnfsf9",-0.68399063
"Dst",-0.99191953
"Utrn",0.651558243
"Ppm1l",0.660046413
"4930522L14Rik",0.959978742
"Adam19",-1.215412291
"Ube2e1",0.660388151
"Mdm4",-0.520941105
"Cnnm2",0.938695993
"Etv5",-0.725045922
"Tgfb3",-1.654311963
"Rybp",0.791865588
"Zfp551",0.60045417
"Ercc5",0.744596773
"Egln1",-0.512868557
"Lsmd1",0.547190983
"Bcap29",1.19549212
"Abca8a",-1.05668832
"2010015L04Rik",-0.769291553
"Ptgs1",-1.016760793
"Trappc5",0.40683619
"Cbr1",0.55663347
"Slc20a1",-1.081577771
"Sobp",0.732005445
"Cmtm3",-1.045144565
"Fryl",0.730279133
"Plat",1.6281646
"3830403N18Rik",0.960652513
"Rgs10",-0.870835447
"Mettl4",0.672713604
"Fam214a",0.73601644
"Syn2",-0.565854239
"Tmem173",-1.378414937
"A630001G21Rik",-0.798434093
"Olfr322",0.391539733
"Mad2l2",0.607937182
"Atp6v1a",0.65044849
"Lipe",-0.677246396
"Nos1",0.49661843
"Nos2",-0.716746818
"Etfa",0.638325687
"Eid2b",0.86364604
"Strip1",0.789765513
"Gm13154",-0.545205196
"Ube2g1",0.567861557
"Cma2",-0.227991586
"Stxbp6",0.849685373
"Edem3",0.442408237
"Zfp52",1.253973992
"Eps8l2",0.697588451
"E2f7",-0.501029649
"Creb3l1",-0.488983312
"Wipi1",0.703426537
"Cdc14b",0.651782833
"Cuedc2",0.318346185
"Amotl1",-0.7736098
"Mical1",0.348610405
"Prkd1",-1.505200363
"Fbxl6",0.521559547
"Saal1",-0.355303288
"Mtpap",0.919224742
"Pdzd2",-0.788489349
"Marcksl1",-1.03337192
"Pnpla6",0.890683813
"Lrrc36",-0.62118943
"Yae1d1",0.559775359
"Murc",1.60125077
"Ptp4a3",-0.642464955
"Nrm",-0.529485781
"Abhd6",0.724489838
"Lcmt1",0.68460878
"Gm7609",-1.892199905
"Itga3",0.659065567
"Bgn",-1.57974212
"Tspan6",-1.445189007
"Tab2",0.539073943
"Cmtm6",0.43559996
"Dnm2",0.350993795
"Atp1a1",0.617869067
"Fam217a",1.049090367
"Enah",-0.831753073
"Flrt2",2.20899135
"Tcf4",-0.636497825
"Prr13",-1.00702793
"Gna13",0.371159948
"Ift74",0.7285776
"Lyn",-0.728398005
"Scmh1",0.581675855
"Lurap1",0.568304545
"Car4",0.692140915
"Rgp1",-0.945950203
"Hmgn5",1.164302493
"Msantd3",0.356085933
"Zfp354b",0.722779903
"4930550C14Rik",1.04144098
"Sra1",0.556793537
"4921524J17Rik",0.448751613
"Eef1a2",-0.487646572
"Lrba",0.489274341
"Sulf1",-1.868208428
"Nf1",-0.701186185
"Ctsf",0.55963818
"Dbn1",-0.31981325
"H3f3a",0.399453943
"Mlph",0.363609154
"Gnptab",0.473556673
"Psmb4",0.442542715
"Zic1",0.243772667
"Pawr",-1.34239149
"Eftud2",0.622630121
"Atad2",-0.692999847
"Sh3pxd2a",-0.752040143
"Rab6b",-0.609752022
"Arap2",1.066226023
"Chka",1.42406351
"Gm614",-1.559194723
"Pphln1",0.578821817
"Mylpf",1.061684609
"Fam217b",-0.812714257
"Alg2",0.884289907
"G6pd2",0.429947373
"Ddah2",-0.83677641
"Sec61g",-0.59247652
"Osbpl2",0.6758105
"Top2a",-0.51104535
"Arl6ip5",0.825696628
"Mob1a",0.470657348
"Odf2",-0.48352495
"Ephb4",-0.802291718
"Lynx1",1.006672373
"Dek",0.36078803
"Il17rd",0.823627148
"Prpf38b",-0.376294773
"Calm2",-0.289648852
"Pih1d1",0.408644354
"Sox7",-0.823598068
"Snx25",-0.920632687
"Ctps2",0.561099047
"Gpr160",0.789642334
"Megf6",0.241426462
"4430402I18Rik",1.072360663
"Tmem218",1.54506858
"Lpin3",-0.435121853
"Hdac1",0.558267123
"Tma7",0.451924168
"Grn",-0.522020967
"Cat",0.661980313
"Slc25a11",0.819139647
"Sos1",0.690144542
"Mfap5",-0.876898118
"Auts2",-0.78277382
"Ptpn9",-0.489959478
"Capg",0.795833757
"Usp11",0.526277536
"Cd9",-0.765346517
"Fam43a",-0.926476647
"Jmy",0.82352447
"Phc1",0.780619937
"Lims2",-0.835999183
"Exosc3",0.359336222
"1700019G17Rik",0.573094533
"Odf3b",0.493991048
"Snapc1",0.78476858
"Tbc1d30",0.404044468
"C030046E11Rik",-0.921505937
"Sass6",0.764949152
"Zic2",1.590361615
"Anp32e",0.573401137
"Vamp8",0.43606345
"Atp10d",0.706659643
"Olfr558",-0.89090268
"Frmd4a",-0.81015889
"Gm14702",-0.59728209
"Smad3",0.888539627
"Tmem9",0.474981942
"Lrrc3b",-0.652867474
"Dmgdh",0.364248911
"Smg1",-0.375809664
"Egflam",0.8570897
"Adh5",0.54651356
"Olfr456",-0.307168324
"Cabp1",-1.13724406
"Sfswap",-0.457807544
"Ier3",0.870549681
"H2-Ke6",0.584725377
"Casq2",-1.164103678
"Igfbp3",-1.53877307
"Zbtb46",-0.529418623
"Ndufs6",0.522957807
"Pttg1",0.40367133
"Morf4l1",0.334035635
"Xlr",2.019488807
"2610203C20Rik",0.997837375
"Npr1",-0.893131727
"Ar",-1.153760443
"Ido1",-0.553539757
"Polr2d",0.568196453
"Ing2",1.098435727
"Otud7b",0.580451647
"Ndufs4",0.594724337
"Dpy19l1",0.759030507
"Sytl2",0.782097033
"Hivep1",0.52399762
"Fam213a",1.194517453
"Hint1",0.377875007
"Denr",0.755345661
"Adh1",-1.401103663
"Actr10",0.450257957
"Taok3",-0.661818986
"Tmem2",-1.03187385
"Spred1",-1.04019387
"Mcpt9",-0.206872623
"Bend3",0.38464578
"Kmt2d",-0.315472764
"Zfp418",0.876837883
"Pak4",0.648304621
"Cpne2",0.686249738
"Crim1",-0.708624847
"Pdcd6ip",-0.377950987
"Dok4",-0.796443639
"Xpo6",0.482904933
"Farp1",0.466563233
"Ap2a2",0.346403043
"Pon2",0.935623797
"Ndrg1",1.040482213
"Rhod",0.604767477
"Gucy1b3",-0.730732138
"Raph1",-1.17842929
"Zfp952",0.607081414
"Myh7",-0.468423601
"Myo9b",-0.457661463
"Plekhg2",-0.610256671
"Ttpal",0.74713278
"Eml2",0.344253379
"4930523C07Rik",-0.902911988
"Ranbp9",0.441761651
"Gvin1",-0.695394997
"Crip1",-0.693845113
"9530091C08Rik",-1.421387357
"0610010K14Rik",0.512630145
"Urod",0.696267135
"Tecr",0.80286535
"4933409K07Rik",0.783110824
"Mnf1",0.821771937
"Ankrd11",-0.4816916
"Focad",0.571201804
"Acss1",-0.84402753
"Crebzf",-0.322487829
"Nts",-1.329427229
"Tmem41b",0.814724601
"Ccl19",1.037350877
"Trappc1",1.410590637
"Baiap2",0.59188398
"Wasf3",0.279454864
"Por",0.579520388
"Vdac2",0.488276326
"Rtn1",-1.525188133
"Mib1",-0.289969767
"Mocs2",0.65111923
"Socs2",-0.514713122
"Abl2",0.532475325
"P2ry2",-1.289786327
"Prune",1.20602022
"Iscu",0.635552877
"Cox17",0.363699278
"Sox9",0.436015926
"Acot1",0.34472974
"Sc4mol",0.863276637
"1110034G24Rik",0.882418003
"D930016D06Rik",0.630120435
"Tmem51",0.599869249
"Ccdc181",0.939548963
"Myct1",-1.713134923
"Col6a3",-0.394314601
"Gnptg",0.447566827
"Atp1b2",-1.15948805
"Wls",0.514660519
"Fancb",-1.00999181
"Mcee",1.165887047
"Epb4.1l4a",-0.978197762
"Zfp946",-0.4660848
"Pcdhb16",-0.563045248
"Rbl2",0.73095083
"Nedd9",-0.66322645
"Rhbdl2",0.398660496
"2700081O15Rik",-0.44079876
"Tcam1",0.292937437
"Tom1l2",0.501538284
"Cops4",0.826985987
"Sacs",-0.34826875
"Gja1",-0.81794802
"Lrrc55",-0.500427399
"Ipp",1.17271724
"Arap3",-0.53130689
"Tbcb",0.439410855
"Kif2a",0.531637812
"Parp10",-0.48728466
"Cpt2",0.598148821
"Mrpl16",0.557557754
"Myeov2",0.443441073
"Plcb4",-0.803320267
"F5",1.03429269
"Ptprd",1.15419864
"Bmx",1.389250443
"Nrd1",0.40151787
"9430020K01Rik",1.02442615
"Gyg",0.560021713
"Tbc1d31",-0.583771553
"Ccdc173",0.478771845
"F730043M19Rik",-0.401943047
"Pacsin2",-0.420840263
"Rdm1",0.586290036
"Sap18",0.381009106
"Inadl",0.344717978
"Cyth1",-1.117747157
"Smox",0.718375993
"Kif4",-0.68658144
"Cblb",-1.078406953
"Snx3",0.396567984
"Edn1",1.381300593
"Sumo2",0.275282923
"Clec2d",0.78210607
"Fgd6",0.808777172
"Ptpra",-0.458312353
"Fbxl7",-1.083574048
"Txlnb",-0.736940723
"Mrpl42",0.52923616
"Prkd2",-0.787741027
"AI607873",-1.409882707
"Cep170",-0.464378988
"Lrrc8b",0.640377198
"Mpdz",-1.271882373
"Fmo1",-1.305178353
"Lamp2",-0.45517223
"Cdk12",-0.674758844
"Rora",0.70235841
"Mylip",-0.935288767
"Wdyhv1",1.142010353
"Ercc1",-1.073817557
"Stk38",0.721742953
"Ahnak2",-0.450435157
"Frmd4b",0.790349637
"Kcnk6",-0.43346596
"Ndufb3",0.549978891
"Il16",-0.643757497
"Dusp18",0.54731941
"Tmem138",0.44840669
"Gab1",0.879589395
"Sh3bgr",-0.764266827
"Casz1",-0.400701443
"Hax1",0.569521111
"Serpine2",1.084914353
"Zfp462",-1.12112806
"Tirap",1.189154773
"Cryab",-0.911483603
"Fgfr3",-0.441929813
"Klhl8",-0.483600143
"Ormdl1",0.8888386
"Pkm",0.51308822
"Ctr9",0.65728649
"Idh2",-0.656394317
"Olfr1105",-0.224390189
"Cldn15",-0.673879943
"Tmem147",0.762776217
"Itsn1",0.458904114
"Itga5",-0.821946307
"Hectd2",-0.379761857
"Ppbp",-1.893878613
"Ank",0.477344511
"Nrarp",-0.57282512
"Bicc1",-0.304856061
"Trim24",-0.426012033
"Mlf1",-0.411236287
"Cdh5",-0.51477973
"Dnah6",0.274078371
"Ankrd10",-0.464814823
"Clstn1",0.410412133
"Mtdh",-0.461440727
"Npc1",0.372421104
"Slk",-0.290273984
"Bst2",-0.670957563
"Map4k3",-0.501535413
"Phactr1",0.638162129
"Mtch1",-0.545125007
"Ublcp1",0.774575952
"Plxdc1",-0.582529547
"Rgcc",-1.079199853
"Sec61b",0.589787381
"2700097O09Rik",0.938176625
"Aebp1",-0.544457436
"Cdr2",-1.135376447
"Mcm3",-0.608774027
"Bicd2",-0.68430965
"Guk1",0.687246327
"Dapk2",-0.756313323
"Pfkm",0.547506326
"Zfp600",-0.295504889
"Pcdh10",0.244743827
"Creb3",-0.583228106
"Yaf2",0.67263301
"Pmpcb",0.42476527
"Mbd2",-0.401901567
"Ptrf",-0.899065637
"Hmgn2",0.890479878
"Prpf31",0.539039928
"Ctla2a",0.510239281
"Phf20l1",-0.467251465
"Lrrtm2",-0.884472678
"AU021092",1.059011467
"Rhno1",0.68231773
"Sesn3",0.908825083
"Tnf",-0.524113811
"Mustn1",-1.312226157
"Stk33",0.353727652
"Atp5e",0.312533377
"Arhgap39",0.634886093
"Csrp3",-0.913555936
"BC026585",-0.491912363
"Tgfb1i1",-0.98297974
"B230118H07Rik",0.760183653
"G6pdx",0.753131549
"Ankrd6",0.516561813
"Pkd2",-0.684857057
"Cnpy2",0.632456613
"Adam9",-0.483709972
"Clic1",-0.596382773
"Aim1",-0.434979755
"Tpst2",-0.44249185
"Fam118b",0.483933298
"Cdc23",0.535829217
"Vamp1",0.57290268
"Dnajc10",0.561139745
"Tmc6",-0.52228244
"Nr5a2",-0.732704643
"Traf3ip2",-0.624794798
"Fnta",0.561354642
"Peli1",0.858462343
"Gsk3b",0.46311696
"Tril",0.562539423
"Eif1ax",0.441480207
"Fn3krp",0.470160491
"Impdh1",0.705089581
"Lypd1",0.697718303
"Zfp930",0.671159115
"Rgs5",-1.190797833
"Ccdc104",0.639286043
"Tnks1bp1",-0.565680029
"Nsmf",0.580326078
"Plce1",-0.583871842
"Nfatc4",0.57941421
"Camk2g",-0.816875295
"Cstad",0.94230493
"Brk1",0.365345635
"Kirrel2",0.236277266
"Vps33b",0.4778649
"Pgam2",-1.11085067
"Bcl7a",-0.69560845
"Parva",-0.75435956
"Gpr85",0.314805503
"Ndufaf3",0.53844039
"Cystm1",0.349864482
"Dnal4",0.260591828
"Lrrc8c",-0.675639463
"Tpi1",0.80767411
"Fap",-0.706257496
"Ttc9",-0.522983869
"Ngfrap1",0.84181628
"Thnsl1",0.483401614
"Psma3",0.413263743
"Dap",0.491354617
"Gramd4",-0.583259585
"M6pr",0.736443522
"C330007P06Rik",0.475181596
"Cbx5",0.42051952
"Gprc5b",-1.016294317
"Ctbp2",0.426218993
"Klf3",-0.308520798
"Aspscr1",0.415893557
"Safb2",-0.436569217
"Rnu3b1",-0.684728309
"Cln5",0.420728046
"Nav1",-0.382569397
"Cep68",0.58548547
"Eml6",0.41848882
"Nostrin",1.203955343
"Brd1",-0.363732654
"Clec12b",-1.35920174
"Ptpn12",-0.36398776
"Thoc7",0.468774795
"Myo10",-0.689543367
"Elmsan1",-0.4353075
"Gsdmd",-0.455558141
"Rps6ka1",0.572898548
"Hadh",0.763087108
"Hhipl1",-0.297626973
"Tbc1d12",0.555583003
"Msh3",0.70169004
"Tnfrsf11a",0.356825196
"Dhx58",0.622568457
"Inpp5f",0.810136784
"Znfx1",-0.467361137
"Gm6548",0.367873036
"Def6",0.586737778
"Zxdb",0.264093403
"Tnfaip8l1",-0.490722659
"Fzd3",1.636411013
"Il10rb",0.988899557
"Pfdn4",0.749461961
"2210016F16Rik",-0.575674843
"Slc9b2",0.554555256
"Tns3",-0.353930953
"Glb1",0.805208211
"Tmem101",0.441884993
"Nsf",0.456556635
"Unc13c",0.511799428
"Abcc6",0.357194103
"Lama2",-0.423097134
"Aatf",-0.571416541
"Slfn8",-0.889856807
"Higd1a",0.822351616
"Capn7",0.351498603
"F8a",0.287535187
"Clcn3",0.426834427
"9330020H09Rik",-0.240615368
"Hoxa5",-0.839731048
"C3",-0.94116369
"Cyp39a1",1.052776317
"Fzr1",0.333153723
"Mpc1",0.566057601
"Fn1",1.844936333
"Tspyl1",0.451219567
"Rpl32",-0.376932138
"Zic5",0.571247265
"Tln1",-0.33685271
"Pdcd4",0.573612847
"Xpr1",0.487134617
"Txndc5",-0.714226573
"Hist1h4f",-0.96984753
"Gstp1",0.71139144
"Bend7",-0.600103223
"Kank4",1.016989223
"Serpinb1a",-0.918211761
"Fgfbp1",0.282330514
"Aldh4a1",0.301214532
"Wdsub1",-0.54408661
"Dgcr6",0.253647169
"Aox1",0.418043457
"Prl2c5",-0.386604314
"Rnf7",0.344718936
"Rbp1",0.726432167
"Adprhl1",-0.2389547
"Gng10",-0.419744328
"Scn7a",-0.59899362
"Ttyh3",-0.563584005
"Ccdc12",0.485459565
"Acy1",0.283520855
"Vbp1",0.546842901
"Mageh1",1.034232001
"Ndufb6",0.541544587
"Ubap2l",-0.28192361
"Hba-a1",-1.55016294
"Gstm5",1.642315213
"Nptn",-0.46681627
"Hba-a2",-1.572673801
"Xiap",-0.58492756
"Slc9a3r1",0.644530775
"Arhgap21",-0.47531287
"Zfp141",0.729765099
"Klk10",-0.345878603
"Vsig10",-0.426104148
"Brms1",-0.425452562
"Adcy6",-0.755749068
"Ankrd23",-0.37584416
"Procr",0.536581035
"Egr1",-0.9804991
"2410015M20Rik",0.64314875
"Ppp1r12c",-0.300346537
"Optn",-0.647115877
"Rasgrp4",0.434251834
"Mapkap1",0.527352013
"Krt5",0.314062758
"Etfb",0.442796393
"Mmp25",0.399952889
"Dhx40",0.849965727
"Zc3h12c",-1.064609851
"Cct8l1",-0.46727053
"Narg2",0.577178641
"0610009D07Rik",0.559555212
"Reep1",0.319986025
"Pde9a",-0.464036785
"Lrrc49",1.006091294
"Ipo9",-0.39426676
"Trappc4",0.665340741
"Srms",0.34487422
"0610031J06Rik",0.361219091
"Vstm2b",0.699772838
"Ogt",0.596054713
"Fth1",0.254409472
"Haus1",1.225775715
"Ch25h",2.66910504
"Lrfn1",-0.22447761
"Mfsd6",-0.573623025
"Nop16",-0.736122616
"Pik3ip1",0.434330794
"Gria1",0.226574896
"Pdxk-ps",0.425020373
"Ctsl",-0.633364678
"Gimap8",-0.621880213
"Slc6a6",0.881037713
"Rep15",0.73479778
"Pmvk",0.629650587
"Cttnbp2",0.465025583
"Rheb",0.518721267
"Nme3",0.564906918
"Hmg20b",-0.320155145
"Gla",0.61368577
"Ankrd13a",0.57270431
"Atp2c1",0.567286807
"Entpd1",0.851515777
"Shpk",0.609276925
"Gpbp1l1",0.61719672
"Map6",-0.416618662
"Rabl2",-0.61730352
"Rnf168",0.487563451
"Hist1h1c",0.873326943
"Sh3glb2",-0.355003672
"Acad11",0.37698491
"Slfn9",-0.735876241
"Egln3",-0.735784683
"Lrrc8d",-0.619900377
"Naa35",0.598387717
"Sema4c",-0.57169819
"Hexim1",0.433091644
"Itgb1",-0.320847591
"Bmp15",0.297375202
"Arhgap44",0.240039348
"Zbtb8os",0.815712927
"Adipor2",0.757446933
"Cdkal1",-0.610840164
"Pdcd5",0.546029095
"Clec2h",0.244190849
"Ctnnd1",-0.434554102
"Alms1",0.519871608
"Il18bp",-0.417434541
"Fam212a",-0.84754007
"Pitpnc1",-0.658648493
"Glrx",0.948101687
"Sdpr",-0.983646077
"Samd12",0.335415205
"Ets2",-0.783182773
"Grk5",-0.710061403
"Cldn25",0.634700445
"Pramef8",-0.578020893
"Tmem154",-0.875662482
"Nr3c1",0.377380693
"Znrd1",0.268085477
"Atp11a",0.501536367
"Tm9sf3",-0.290374437
"Atp5g3",0.334951082
"Spin4",-0.461800098
"Zak",0.73239612
"Slc22a5",0.503290817
"Sgtb",0.9978846
"Lrpap1",0.397803941
"BC106179",0.540440717
"Map3k12",-0.535127166
"Uhrf2",-0.530902227
"Ctla2b",0.875118423
"Trafd1",-0.60529742
"Tmod3",-0.400737127
"Gm17296",0.38109906
"Aif1l",1.064301002
"Abhd17c",0.585533467
"Rexo1",-0.234973427
"Itfg1",0.571027745
"Fam162a",0.385842956
"Ttc8",0.501888753
"Ugp2",0.60125255
"Wbp5",0.90734513
"Tnk1",-0.280158047
"Pth2",-0.231550693
"Chst11",0.487866568
"Cml1",0.577201036
"Vmn1r208",-0.180059591
"Slc25a37",-0.845824211
"Tpcn1",0.525738393
"Ftsj1",0.786115331
"Arl3",0.48744933
"Acsl6",0.360089939
"Gnl3l",0.491602573
"Ppapdc2",0.73012781
"Fahd1",0.546288333
"Prkab1",0.67923896
"Acsl5",-0.36343352
"Galnt18",-0.777811377
"Mgat1",-0.494804221
"Plgrkt",-0.88362248
"Enc1",1.125578565
"1110001A16Rik",1.030162497
"Rapgef5",-0.908557113
"Myrip",0.735011413
"Cyb5d2",-0.463444073
"Slc25a51",0.401383083
"Rnaset2a",0.357240043
"Surf2",-0.445741021
"Cabyr",0.750725902
"Ift57",0.587424601
"Gstk1",0.953664302
"Spryd3",-0.475181897
"Psg23",-0.248770556
"Sh3d21",-0.47127072
"Fah",-0.542656739
"Avl9",0.666273108
"Fancl",0.507572186
"Adam10",0.437040344
"Mospd1",1.45513053
"Picalm",-0.54274844
"Fnip1",-0.582165086
"Wdr7",0.379824321
"Apol10b",-1.457154712
"Lrrc57",0.793300641
"Tsc22d1",0.685007095
"Eif4e",0.51136637
"Zcchc24",-0.684772327
"Ncoa3",-0.573910083
"Nphp1",0.527485368
"Plp2",-1.151833219
"Mien1",0.45040225
"Rpl31",0.252222749
"Ttn",-0.663359973
"Ucn",0.27007548
"Ifit1",0.871181805
"Epn1",-0.321849506
"Snapin",0.74680646
"Steap4",-1.06457187
"Coro1c",-0.65243563
"Reep5",0.433142664
"Mettl18",0.878034431
"Lrrc8a",-0.696380947
"Stab1",-0.456243678
"Mtrf1l",0.50493463
"Ube4b",0.278933208
"Tnfrsf23",-0.73475678
"Cd81",-0.52313523
"Zfp677",0.683392377
"Cd24a",0.840220153
"Bin3",0.977687198
"Trmt10c",0.653174557
"Acap2",-0.369031913
"Rbm28",-0.413382693
"Dmxl2",0.402511439
"Ptprk",-0.518842696
"Tgfbrap1",0.898805123
"Ankdd1b",0.513528512
"Tpp1",0.290007595
"Fmo4",-0.505299419
"Serinc5",0.536972049
"Fam19a3",-0.245633601
"Plekha2",-0.639882252
"Zfp874a",0.446512051
"Nin",-0.324744222
"Sestd1",0.836357747
"Cdc123",0.354151728
"Tmem37",0.531962553
"Swsap1",0.556992052
"Gng5",0.509692667
"9130019P16Rik",0.512626961
"Lancl2",0.372385025
"Gng7",0.558847907
"Gm561",1.05802203
"Mapre3",0.620623747
"Uchl5",0.544687591
"Dock7",-0.447599247
"Ramp3",-0.68349426
"Zmym4",0.466123583
"Fbxw8",0.260635854
"Il1rap",0.431341173
"Pitpna",0.49890015
"Kcnj15",-0.325504143
"S100b",0.301496349
"Mcf2l",-0.51954142
"Stxbp5",-0.629691451
"Map1b",-1.377567463
"Mki67",-0.936794603
"Abhd5",0.39715894
"Khk",0.669729227
"Eea1",-0.356661163
"4933436C20Rik",-0.369392713
"Hsd17b4",0.50504239
"Far1",-0.28007158
"Smtn",-0.557136853
"Hdc",-0.55977376
"2410127L17Rik",0.678093868
"Nrk",-0.636474618
"Aurkaip1",0.327859563
"Gm10759",-0.756876167
"Gm8979",-0.508520132
"Hmox2",-0.466466583
"Arsb",0.551409965
"Rbfox1",-0.213022552
"Rps18",-0.233266968
"Ppp2r1a",0.367808026
"Prodh",0.469654089
"Msn",-0.335408524
"Hn1",-0.497573691
"Kctd12b",-0.86387824
"Zcchc17",0.459076233
"Eno1",0.661397406
"Ssb",0.300723393
"Msh6",0.46897602
"Grap",0.863388394
"Cnpy1",0.218393485
"Nbeal1",-0.571928641
"Nsa2",-0.285530169
"Tnfaip1",-0.69819068
"Dhcr24",0.784658747
"Gclm",0.600426677
"Kat6b",0.62561512
"Tmem184b",0.510855667
"Trim28",-0.24017683
"Fgf3",0.196465492
"Commd10",0.50442314
"Slc44a5",0.323399542
"Limch1",0.44319121
"Rnf157",-0.555522596
"AU040096",0.347723328
"Ugcg",-0.826264375
"Rxra",-0.370907151
"Btf3l4",0.408735202
"Ndfip1",0.402016642
"Kank1",0.428153197
"Aldh1l1",-0.468134097
"Cacna2d1",-0.430633389
"Glod4",0.750523877
"Gab3",-0.643075147
"Gca",1.7133449
"Pde10a",-0.645560737
"Uba7",-0.435524622
"Tcte2",0.442553838
"D2hgdh",0.421024259
"Cpsf2",-0.364938094
"Max",0.393467909
"Cecr2",-0.57808972
"Socs6",0.483492532
"Map4k2",0.470737143
"Fhod1",-0.554157736
"Saysd1",0.488553203
"Abcg3",0.945742603
"Tfpi2",-0.26390632
"Xdh",-0.58224392
"Fam69c",-0.206518335
"Smap1",0.655134843
"Wrb",0.866144801
"Adamtsl2",0.311011632
"Paip2",0.335171381
"Dctn4",0.367994941
"Tcea3",0.50833592
"Cdon",0.52434445
"Ubl7",0.73398621
"Epha7",0.431430973
"Cmss1",0.488168398
"Ndufb8",0.431336721
"Shfm1",0.322956086
"Abhd12",0.330373765
"Ankrd13d",0.297560695
"Kdm6a",0.533742907
"Olfr1089",0.22508542
"Naca",0.197735785
"Necab3",-0.222648942
"Vwc2l",0.202380341
"Mylk",-0.437339463
"Ogn",-0.43311103
"Zwint",-0.712747424
"Arhgdib",0.2980086
"Coa5",0.394318263
"Ptk2",-0.652790383
"Cmya5",-0.34906069
"Smpd1",1.01958608
"Emp1",-1.56120364
"Isg15",0.653723087
"Plk1s1",0.835712587
"Decr1",0.931965833
"Sp110",-0.72490441
"Grk4",0.596299646
"Prdm1",-1.059243687
"F8",-0.577575523
"Ndrg3",0.502897892
"Lmo7",-0.743616143
"Camk2d",-0.46177705
"Gtf3c5",0.5355541
"Ggh",0.433243356
"Gspt2",0.651821769
"Rassf8",0.568558373
"Lrtm1",-0.280654589
"Ifng",0.23384619
"Rffl",-0.372920989
"Sfpq",-0.237020177
"Mx2",-0.844964813
"Dpf1",-0.211608411
"Htr2a",0.822310451
"Cpne3",0.475908596
"Kank2",0.289429508
"Snrpd2",0.454390781
"Cnn3",-0.678318025
"Mir20b",0.23763116
"Igsf6",-0.92900768
"Nkx6-2",-0.306617099
"Myl12b",0.207697868
"Htatsf1",0.368241948
"0610011F06Rik",0.416411869
"Prm3",0.28780572
"Tsc2",0.484905079
"Spag5",-0.586187517
"9330151L19Rik",-0.335588454
"Hoxa1",-0.256158349
"Ulk1",0.410886127
"Vgll4",-0.811508492
"Zfp449",0.362733998
"Ptpla",-0.663363542
"Gm5595",0.808035383
"Gm12942",0.444606785
"Zc3h7b",0.397787733
"Map2k1",-0.462879817
"Pin4",0.396504088
"Olfr317",0.318140026
"B930041F14Rik",0.468914507
"Thy1",-0.553856214
"Cdk19",0.448197987
"Aspn",-2.709986343
"Jsrp1",0.207940576
"Wdfy2",-0.617438793
"Etnk1",0.679959613
"Rab28",0.624285703
"Tnfrsf26",-1.12026692
"Dido1",-0.31837082
"Phldb1",-0.399865152
"Flad1",-0.237846853
"Tmed10",0.252469382
"Pgf",-0.297338013
"Ubl5",0.479036967
"Tymp",0.332190037
"Mtss1l",-0.700961583
"Dagla",0.256119887
"Wdr61",0.600488026
"Mterfd3",0.74767367
"Gabarapl1",0.714415882
"Sgcb",-1.220161917
"Hint2",0.468785763
"BC031361",0.856065767
"Psmd2",0.366696673
"Ccdc93",-0.344801427
"Spata7",0.585991857
"Kat5",0.476819987
"Dync1i1",0.248047034
"Rplp0",-0.321919279
"Apln",-0.358509383
"Tmem251",0.488875231
"Cplx2",-0.316662633
"St8sia4",0.536766387
"Rpp21",0.385442257
"Sdccag3",-0.229268393
"Eva1a",-0.400374413
"Edem2",0.505487446
"Rftn2",0.588194853
"Mblac2",1.4534448
"Nudcd2",0.520911691
"Rab24",0.563991867
"Pole4",0.5129226
"Pgm2l1",-0.49941413
"Atxn10",0.588156393
"Hexim2",-0.245702587
"Mtmr6",0.663626043
"Papss1",0.603072316
"Rad1",0.439628124
"Emilin1",-0.407663185
"Arl4c",-0.4551789
"Sycp2",-0.168463265
"Sec62",0.21199275
"Tmem62",0.578938495
"Hipk3",0.420905124
"Mpp2",-0.339499631
"Clpx",0.54331255
"Mpp7",0.877031013
"Park7",0.615457849
"Grcc10",0.47414239
"Dars",-0.654580403
"Snai2",-0.895550713
"Rny3",-1.294597797
"Atp6v0e2",0.47838481
"Gbas",0.48728006
"Mapk12",-0.339340207
"Sfrs18",-0.259866397
"Parp14",-0.610957773
"Slc10a6",-0.972457247
"Ppil3",0.777723793
"Spag7",0.505441179
"Mycn",-0.540466953
"Ythdc2",0.486174978
"Sord",0.570492902
